BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.52753,-1.47215,-1.23949,-0.308621,-1.7546,-1.28568,-4.84928,0.0376537,0.0536071,0.0557475,6.65548,0.192038,0.139075,1540000,2189
-2.47611,-1.46073,-1.23107,-0.231183,-2.00434,-1.30858,-5.0148,0.0338783,0.0778873,0.083688,6.77169,0.194936,0.137197,1541000,2190
-2.4554,-1.48419,-1.23732,-0.149882,-1.95804,-1.28082,-4.30106,0.0327841,0.0693753,0.0634227,6.61278,0.195628,0.137962,1542000,2192
-2.56534,-1.46612,-1.27035,-0.270289,-1.78822,-1.24322,-4.5014,0.0297591,0.0777412,0.0528047,6.67643,0.193234,0.139265,1543000,2193
-2.36541,-1.27767,-1.03378,-0.442993,-2.23768,-1.37256,-4.39681,0.0422046,0.0634063,0.0661965,6.6415,0.194858,0.138417,1544000,2194
-2.42906,-1.26477,-1.03856,-0.368707,-2.2165,-1.34781,-4.65533,0.035511,0.0686213,0.0578251,6.69412,0.193815,0.137491,1545000,2196
-2.58657,-1.59682,-1.34167,-0.148433,-1.69257,-1.26245,-5.07389,0.0329557,0.0668249,0.0645807,6.73014,0.196764,0.138859,1546000,2197
-2.5151,-1.59178,-1.41048,-0.177271,-1.61002,-1.22251,-5.27997,0.0305377,0.0696867,0.0806816,6.69077,0.194466,0.139016,1547000,2198
-2.41267,-1.65245,-1.36439,-0.120829,-1.57901,-1.24372,-5.14694,0.0220478,0.0786025,0.050228,6.71363,0.197625,0.137259,1548000,2200
-2.50885,-1.77103,-1.52249,-0.0366674,-1.32473,-1.20489,-5.10569,0.0289805,0.0655803,0.0605088,6.79603,0.19712,0.138171,1549000,2201
-2.46907,-1.52395,-1.29015,-0.175932,-1.75605,-1.26714,-4.11087,0.0272514,0.0633012,0.0540508,6.62083,0.194678,0.139398,1550000,2203
-2.57546,-1.62668,-1.38115,-0.141061,-1.58599,-1.27846,-4.54534,0.0245242,0.080954,0.0645022,6.70911,0.192026,0.140158,1551000,2204
-2.60907,-1.66893,-1.43457,-0.20012,-1.43241,-1.23573,-4.18254,0.03428,0.0734716,0.059102,6.69785,0.196257,0.136004,1552000,2205
-2.44719,-1.54891,-1.30028,-0.109565,-1.8296,-1.24409,-3.71818,0.0315578,0.0655372,0.0629734,6.59153,0.196399,0.139051,1553000,2207
-2.35612,-1.21861,-0.955691,-0.437982,-2.29825,-1.41909,-3.43379,0.0432216,0.057213,0.0585184,6.81298,0.19438,0.137859,1554000,2208
-2.25895,-1.06389,-0.84019,-0.545824,-2.65261,-1.48984,-3.94457,0.0441631,0.0563471,0.0709002,6.75231,0.197742,0.137074,1555000,2209
-2.26904,-0.981183,-0.736546,-0.602067,-2.76186,-1.51745,-4.05788,0.0407742,0.0668065,0.0628741,6.67284,0.192791,0.138418,1556000,2212
-2.33364,-1.14457,-0.897027,-0.419341,-2.58177,-1.43142,-4.47099,0.0339337,0.0770273,0.0636042,6.69351,0.194851,0.138043,1557000,2214
-2.35616,-1.14539,-0.917682,-0.400851,-2.668,-1.43949,-3.88125,0.0381029,0.0776968,0.0853863,6.65353,0.192401,0.137801,1558000,2217
-2.31266,-1.19022,-0.933441,-0.409097,-2.47347,-1.41743,-4.59346,0.0365515,0.0635856,0.0618534,6.73843,0.190226,0.137669,1559000,2219
-2.22463,-1.17136,-0.905554,-0.358886,-2.58478,-1.32452,-4.81571,0.0284132,0.0747045,0.0486513,6.53536,0.193209,0.138323,1560000,2222
-2.12108,-0.955025,-0.732533,-0.611396,-2.85912,-1.49823,-4.54605,0.0373391,0.0662524,0.0588242,6.60149,0.199282,0.139343,1561000,2224
-2.36872,-1.19645,-0.932368,-0.434473,-2.44435,-1.48211,-3.97934,0.0434335,0.062855,0.0742545,6.74134,0.195737,0.137331,1562000,2225
-2.47689,-1.27987,-1.07288,-0.426616,-2.1612,-1.40523,-4.43473,0.0392812,0.0628906,0.051729,6.64381,0.192559,0.136709,1563000,2227
-2.39288,-1.38006,-1.16067,-0.261005,-2.0936,-1.33464,-4.451,0.0318776,0.0757063,0.0590536,6.66397,0.197657,0.13705,1564000,2228
-2.30804,-1.43568,-1.20039,-0.287941,-1.93183,-1.32089,-4.50334,0.0345459,0.0575746,0.0699013,6.73501,0.19583,0.136992,1565000,2229
-2.45978,-1.51798,-1.26789,-0.290629,-1.73572,-1.23139,-4.56191,0.0283286,0.0748465,0.0543801,6.67709,0.194479,0.136191,1566000,2230
-2.24097,-1.32186,-1.0448,-0.300607,-2.21883,-1.32658,-4.31445,0.0335608,0.0632967,0.0404109,6.66811,0.196348,0.136664,1567000,2231
-2.52895,-1.39183,-1.12965,-0.344295,-2.02588,-1.283,-4.27951,0.0396826,0.0648716,0.0556979,6.70011,0.193262,0.141306,1568000,2232
-2.23162,-1.14895,-0.899596,-0.497879,-2.49914,-1.41915,-3.80926,0.0409991,0.068512,0.0653751,6.60308,0.19616,0.138357,1569000,2234
-2.26443,-1.29842,-1.05288,-0.404213,-2.23951,-1.27386,-4.14868,0.0290725,0.0716049,0.06411,6.68906,0.194801,0.136458,1570000,2235
-2.36713,-1.30973,-1.04725,-0.326659,-2.2396,-1.31261,-4.11618,0.0340463,0.0709942,0.0593003,6.62677,0.193903,0.137364,1571000,2236
-2.45439,-1.48323,-1.25686,-0.284349,-1.85772,-1.26841,-3.86533,0.0395345,0.0599556,0.0794708,6.59296,0.192801,0.138594,1572000,2237
-2.45943,-1.34257,-1.12628,-0.381212,-2.12102,-1.34991,-4.15178,0.0343806,0.0740096,0.0621416,6.58838,0.192888,0.137772,1573000,2238
-2.34836,-1.19747,-0.985758,-0.506608,-2.30584,-1.48077,-3.77857,0.0394969,0.0628054,0.0712664,6.7416,0.193459,0.136669,1574000,2240
-2.33003,-1.30349,-1.065,-0.421616,-2.25836,-1.35417,-4.00376,0.0441144,0.059555,0.0918956,6.76105,0.195069,0.135817,1575000,2242
-2.40745,-1.15596,-0.946654,-0.453076,-2.56516,-1.42817,-4.18074,0.037713,0.0757564,0.0883663,6.61682,0.195109,0.138207,1576000,2245
-2.28431,-1.11137,-0.850097,-0.43719,-2.63554,-1.40103,-4.35338,0.0307114,0.0720793,0.0615747,6.76477,0.18992,0.1372,1577000,2247
-2.28648,-0.973825,-0.724806,-0.512837,-2.97733,-1.48965,-4.2629,0.0395581,0.0806906,0.0783193,6.68357,0.194193,0.138089,1578000,2249
-2.22799,-0.849374,-0.658776,-0.656709,-3.04649,-1.50538,-4.48984,0.0442628,0.0694575,0.0766253,6.58548,0.192618,0.137991,1579000,2250
-2.15076,-0.879332,-0.675296,-0.550236,-3.04638,-1.4452,-4.2894,0.0342148,0.077432,0.0462735,6.82109,0.194276,0.136905,1580000,2252
-2.16181,-1.02003,-0.794807,-0.595465,-2.74958,-1.41924,-4.08492,0.0300004,0.0780455,0.0705801,6.61393,0.194918,0.138194,1581000,2253
-2.13408,-0.927351,-0.720742,-0.631578,-2.99273,-1.51344,-3.76006,0.0413466,0.0727056,0.0940419,6.69211,0.193276,0.136307,1582000,2255
-2.3099,-1.14661,-0.925585,-0.452335,-2.53758,-1.40842,-4.07694,0.0423649,0.0651665,0.0667727,6.74002,0.194091,0.137924,1583000,2257
-2.32958,-1.27642,-1.05884,-0.295492,-2.28324,-1.35649,-4.15071,0.0325477,0.0681212,0.0709194,6.62103,0.19472,0.138054,1584000,2260
-2.31241,-1.20082,-0.982228,-0.399519,-2.43593,-1.41058,-4.10691,0.0368274,0.0674573,0.0825546,6.6255,0.195539,0.138486,1585000,2261
-2.29018,-1.27709,-1.03728,-0.313299,-2.31016,-1.35372,-4.2123,0.0330514,0.0724947,0.0650357,6.76501,0.194782,0.137523,1586000,2263
-2.36819,-1.38162,-1.14981,-0.253371,-2.09533,-1.34123,-4.26642,0.0355112,0.0641028,0.0606118,6.6682,0.195215,0.138919,1587000,2265
-2.36044,-1.45746,-1.22245,-0.108687,-2.0243,-1.21199,-4.05288,0.0264133,0.0771204,0.0418237,6.58529,0.193322,0.137988,1588000,2266
-2.63533,-1.74704,-1.51003,-0.0196462,-1.42632,-1.1602,-3.85506,0.0235642,0.0756423,0.0533612,6.75618,0.191977,0.138098,1589000,2269
-2.47781,-1.62833,-1.39447,-0.0995391,-1.57997,-1.18466,-3.94344,0.031775,0.0657589,0.0466529,6.71861,0.196571,0.139095,1590000,2270
-2.40219,-1.47668,-1.20201,-0.271324,-1.88351,-1.32036,-4.16333,0.0320549,0.0698011,0.0694218,6.56366,0.191932,0.139103,1591000,2272
-2.39329,-1.45339,-1.18046,-0.205445,-1.98919,-1.27855,-4.28775,0.0309386,0.0630189,0.0602588,6.70684,0.192473,0.139472,1592000,2274
-2.25614,-1.21623,-0.96324,-0.383903,-2.48405,-1.36286,-4.46245,0.0325667,0.0747384,0.0544163,6.61479,0.192851,0.13588,1593000,2276
-2.2187,-1.04316,-0.823526,-0.533209,-2.71813,-1.44795,-4.09457,0.0372682,0.0741645,0.0742581,6.58454,0.195592,0.136676,1594000,2278
-2.3711,-1.28955,-1.06481,-0.354999,-2.24066,-1.40518,-4.50524,0.0437517,0.061532,0.0705999,6.77894,0.194729,0.137433,1595000,2279
-2.39523,-1.41113,-1.19792,-0.288548,-2.04961,-1.29275,-3.90824,0.029127,0.0799328,0.0857044,6.65828,0.192141,0.138597,1596000,2281
-2.44269,-1.46951,-1.25243,-0.312525,-1.87156,-1.33783,-3.67494,0.0375456,0.072344,0.0783605,6.61266,0.195166,0.137413,1597000,2283
-2.31486,-1.33233,-1.08731,-0.315185,-2.2307,-1.28717,-3.91928,0.0300038,0.0787409,0.060042,6.658,0.192761,0.139348,1598000,2285
-2.40955,-1.37156,-1.13649,-0.364949,-2.03858,-1.2996,-3.36415,0.0347361,0.0692482,0.0665756,6.6774,0.19257,0.138898,1599000,2287
-2.50296,-1.37648,-1.18103,-0.364022,-1.97979,-1.26798,-2.94611,0.0342848,0.0662317,0.0625671,6.63669,0.196074,0.137966,1600000,2289
-2.3541,-1.39317,-1.20044,-0.353961,-1.94167,-1.31533,-3.31645,0.0386153,0.0566808,0.0763793,6.77222,0.196908,0.136808,1601000,2291
-2.53097,-1.5305,-1.31291,-0.274415,-1.76488,-1.25814,-3.70645,0.0394496,0.0592143,0.0739122,6.66204,0.191605,0.138585,1602000,2293
-2.48124,-1.41193,-1.17392,-0.310058,-2.08434,-1.24875,-3.65477,0.0352994,0.0769795,0.0762029,6.70874,0.196406,0.134135,1603000,2294
-2.41593,-1.32422,-1.14344,-0.338257,-2.15233,-1.33813,-3.72555,0.0421008,0.0604057,0.0823759,6.72787,0.196325,0.136165,1604000,2296
-2.53827,-1.50389,-1.26587,-0.17614,-1.87779,-1.2444,-3.71502,0.0270352,0.071948,0.0638281,6.63067,0.193751,0.139324,1605000,2298
-2.49629,-1.35343,-1.1383,-0.381763,-2.12019,-1.33289,-3.98689,0.0399205,0.068898,0.082702,6.64538,0.195686,0.137781,1606000,2299
-2.44363,-1.25053,-1.03774,-0.424347,-2.30505,-1.40042,-4.19912,0.0380515,0.0675305,0.071759,6.88905,0.19635,0.136685,1607000,2301
-2.30308,-1.34047,-1.10406,-0.278249,-2.23043,-1.30489,-3.57714,0.0355637,0.059554,0.076366,6.61634,0.191976,0.13766,1608000,2303
-2.39941,-1.27295,-1.02665,-0.398354,-2.3045,-1.29948,-3.50171,0.0430192,0.0610288,0.0778907,6.67801,0.194585,0.138919,1609000,2305
-2.41308,-1.39478,-1.24201,-0.294614,-2.07152,-1.30505,-3.77375,0.040113,0.0611707,0.102297,6.56968,0.193257,0.13875,1610000,2307
-2.45512,-1.36499,-1.14578,-0.356791,-2.06243,-1.33777,-3.6405,0.0397437,0.0681896,0.0702654,6.66417,0.196192,0.13741,1611000,2309
-2.46123,-1.42521,-1.24095,-0.328168,-1.91413,-1.26385,-4.30952,0.0344863,0.0692952,0.0728022,6.6576,0.194983,0.136036,1612000,2310
-2.36254,-1.40799,-1.19539,-0.240775,-2.04755,-1.3387,-4.27,0.0346557,0.0736329,0.0796275,6.63725,0.195573,0.139304,1613000,2311
-2.4252,-1.49705,-1.28831,-0.253539,-1.88105,-1.28723,-4.46751,0.0404121,0.0593385,0.0881145,6.65152,0.193409,0.13762,1614000,2312
-2.44106,-1.57421,-1.34033,-0.239945,-1.67932,-1.26776,-4.4797,0.0465201,0.0423157,0.0828708,6.78545,0.198408,0.137051,1615000,2313
-2.52259,-1.44384,-1.24752,-0.316902,-1.93562,-1.31917,-3.99593,0.0389611,0.0677226,0.0728701,6.69177,0.195563,0.138229,1616000,2315
-2.28644,-1.37156,-1.13728,-0.2699,-2.19189,-1.26083,-3.78545,0.0352868,0.0601331,0.0606407,6.70954,0.198104,0.135903,1617000,2316
-2.42405,-1.33409,-1.09708,-0.355823,-2.219,-1.28367,-3.20562,0.0299235,0.0857235,0.0616224,6.58874,0.193048,0.137671,1618000,2317
-2.46686,-1.28521,-1.10469,-0.436205,-2.21016,-1.39177,-3.30611,0.04239,0.066567,0.0889005,6.56122,0.192841,0.137961,1619000,2319
-2.41535,-1.28235,-1.08336,-0.358114,-2.26338,-1.33079,-3.24756,0.0389985,0.0637595,0.0789403,6.68996,0.191503,0.138584,1620000,2327
-2.26092,-1.26598,-1.04358,-0.35894,-2.3923,-1.38804,-3.65863,0.0428548,0.0564634,0.0929391,6.59793,0.195119,0.138359,1621000,2329
-2.29922,-1.07763,-0.876189,-0.545233,-2.66249,-1.40727,-3.25915,0.0556302,0.0479626,0.0772433,6.70984,0.192535,0.137178,1622000,2331
-2.35807,-1.13268,-0.929839,-0.467541,-2.51289,-1.41807,-3.60703,0.042594,0.0592549,0.0764466,6.69702,0.196558,0.140168,1623000,2332
-2.10031,-0.920592,-0.691967,-0.712744,-2.91319,-1.52049,-3.23276,0.0459576,0.0671191,0.0764354,6.6444,0.192827,0.135558,1624000,2334
-2.25413,-1.13236,-0.936982,-0.448912,-2.59379,-1.39828,-2.90054,0.0443405,0.0671012,0.0853528,6.61939,0.195865,0.135085,1625000,2336
-2.20776,-0.98784,-0.771335,-0.661018,-2.76372,-1.45285,-3.60121,0.041095,0.068231,0.0713107,6.62825,0.19599,0.138692,1626000,2338
-2.26007,-0.941159,-0.723241,-0.592704,-2.93451,-1.50353,-3.83681,0.047994,0.0579799,0.0810509,6.77243,0.195545,0.138713,1627000,2339
-2.12649,-0.90529,-0.6974,-0.599739,-3.00385,-1.55659,-3.67378,0.0388408,0.0741074,0.0828816,6.67943,0.195333,0.1381,1628000,2341
-2.36278,-1.21205,-0.99222,-0.462592,-2.41778,-1.38874,-3.70863,0.0383077,0.0721967,0.0781871,6.66935,0.193778,0.136689,1629000,2343
-2.15595,-1.12498,-0.941735,-0.481913,-2.52972,-1.42311,-3.57659,0.0314742,0.078541,0.0800301,6.56659,0.192506,0.136945,1630000,2345
-2.33231,-1.13967,-0.89503,-0.590395,-2.50663,-1.4555,-3.98799,0.0402762,0.0731891,0.0899408,6.63449,0.193543,0.139719,1631000,2347
-2.26451,-1.04601,-0.814041,-0.538646,-2.69035,-1.44164,-3.83953,0.0387391,0.0701466,0.066305,6.74876,0.193942,0.137469,1632000,2348
-2.17781,-0.876794,-0.676276,-0.709111,-2.96999,-1.55267,-4.72076,0.0465605,0.0627642,0.0874195,6.70778,0.195954,0.137258,1633000,2350
-2.1699,-0.9771,-0.806457,-0.598219,-2.8274,-1.48943,-4.38094,0.0451601,0.0642404,0.105052,6.64649,0.192661,0.138367,1634000,2352
-2.21175,-1.07102,-0.878451,-0.546906,-2.64961,-1.38955,-4.23074,0.0435985,0.0605126,0.0873002,6.56051,0.194187,0.140781,1635000,2354
-2.19547,-1.11669,-0.939581,-0.510483,-2.56187,-1.35435,-4.09878,0.039056,0.0597833,0.0768675,6.55648,0.19541,0.137679,1636000,2356
-2.45848,-1.36037,-1.15,-0.292419,-2.13659,-1.32531,-4.07236,0.0448148,0.0598563,0.0779599,6.60248,0.19495,0.136601,1637000,2357
-2.481,-1.35376,-1.13853,-0.345867,-1.94171,-1.36725,-3.96932,0.0403729,0.0501521,0.0549763,6.7108,0.193443,0.1371,1638000,2359
-2.45694,-1.25702,-1.03308,-0.443984,-2.26422,-1.35755,-4.12193,0.0417603,0.0614195,0.0734319,6.62115,0.19565,0.137094,1639000,2361
-2.44946,-1.16573,-0.953385,-0.513534,-2.45383,-1.4673,-3.93246,0.0395202,0.0727015,0.0810604,6.53893,0.188165,0.137939,1640000,2363
-2.33373,-1.26184,-1.05359,-0.36712,-2.29262,-1.35218,-4.13702,0.0340188,0.0818722,0.079051,6.78936,0.192242,0.139616,1641000,2365
-2.45068,-1.28844,-1.0729,-0.416917,-2.21453,-1.41147,-4.27866,0.0357889,0.0730142,0.0654683,6.71873,0.192827,0.133804,1642000,2366
-2.41876,-1.14807,-0.912759,-0.512564,-2.47604,-1.40699,-3.86735,0.0354001,0.0747918,0.0718849,6.71099,0.195138,0.139022,1643000,2368
-2.4128,-1.2676,-1.05506,-0.406539,-2.26574,-1.31539,-3.87239,0.0386783,0.0633893,0.0743963,6.64552,0.192467,0.139574,1644000,2370
-2.47353,-1.46879,-1.23427,-0.280006,-1.82831,-1.29805,-4.0923,0.0336178,0.0679955,0.0538398,6.72722,0.198069,0.13588,1645000,2372
-2.58175,-1.45096,-1.26973,-0.367733,-1.7881,-1.28701,-4.52054,0.0328373,0.0712957,0.0606047,6.65023,0.197216,0.136143,1646000,2374
-2.47382,-1.15875,-0.94899,-0.509247,-2.45635,-1.38271,-4.11825,0.0406091,0.0625007,0.0739222,6.64567,0.195223,0.135265,1647000,2375
-2.27594,-1.21705,-0.95673,-0.467692,-2.37646,-1.40839,-4.24783,0.0383113,0.0614641,0.073702,6.7519,0.191035,0.137183,1648000,2377
-2.28188,-1.20101,-0.954564,-0.448143,-2.4826,-1.36799,-4.03036,0.0402858,0.0631579,0.0732581,6.55456,0.192095,0.135999,1649000,2379
-2.40268,-1.35252,-1.14344,-0.421362,-2.06147,-1.33645,-3.8486,0.0314283,0.0748177,0.0756742,6.62197,0.194636,0.137649,1650000,2381
-2.49491,-1.43701,-1.20143,-0.321733,-1.98427,-1.26893,-3.86756,0.0320998,0.0693398,0.0677968,6.72715,0.191641,0.136702,1651000,2383
-2.38914,-1.28981,-1.05577,-0.44122,-2.19708,-1.33268,-3.85122,0.045821,0.0619536,0.0747903,6.66939,0.190693,0.139735,1652000,2384
-2.46583,-1.39192,-1.18606,-0.338843,-1.98981,-1.31967,-3.75238,0.0416941,0.0628886,0.0785408,6.65996,0.192165,0.139636,1653000,2386
-2.51865,-1.44984,-1.20761,-0.266361,-1.8938,-1.35235,-2.82403,0.0382326,0.0625958,0.0688094,6.64934,0.194085,0.138407,1654000,2388
-2.45862,-1.49157,-1.24404,-0.287555,-1.82247,-1.25823,-3.24327,0.0305189,0.0696446,0.0588913,6.53154,0.193978,0.137763,1655000,2390
-2.49428,-1.46813,-1.2572,-0.281516,-1.83967,-1.29255,-3.25259,0.0363209,0.0768717,0.0744787,6.72415,0.189164,0.13719,1656000,2391
-2.49245,-1.40015,-1.17327,-0.297973,-2.00059,-1.34186,-3.2561,0.031745,0.0740933,0.0587496,6.72899,0.191835,0.136641,1657000,2392
-2.52099,-1.53216,-1.33019,-0.184584,-1.78651,-1.25479,-3.44368,0.0380957,0.0663345,0.0750076,6.8043,0.193561,0.138399,1658000,2394
-2.46417,-1.50811,-1.29711,-0.220039,-1.84761,-1.26725,-3.86175,0.037367,0.0557067,0.0767633,6.61454,0.196291,0.136583,1659000,2395
-2.48189,-1.63338,-1.41587,-0.128504,-1.63812,-1.22461,-4.02464,0.03926,0.055366,0.0647795,6.67277,0.19017,0.137009,1660000,2396
-2.64015,-1.65973,-1.43934,-0.109123,-1.5261,-1.23199,-3.92514,0.0375512,0.0629064,0.0710806,6.67219,0.191784,0.135553,1661000,2397
-2.39607,-1.66202,-1.42605,-0.119718,-1.55455,-1.21955,-3.61995,0.0353839,0.0575448,0.0772223,6.57389,0.19721,0.137166,1662000,2399
-2.57441,-1.57634,-1.34534,-0.09066,-1.79364,-1.24178,-3.60451,0.0421457,0.0646718,0.068869,6.69586,0.194322,0.136377,1663000,2401
-2.64986,-1.56148,-1.36881,-0.203039,-1.67786,-1.21432,-3.3084,0.0492202,0.0465331,0.0787678,6.66478,0.192517,0.13959,1664000,2404
-2.47234,-1.56239,-1.27646,-0.254078,-1.71869,-1.27433,-3.26112,0.0372719,0.0521064,0.0770956,6.69761,0.195365,0.137137,1665000,2406
-2.60235,-1.37869,-1.19788,-0.330981,-2.08156,-1.31127,-3.11048,0.0370524,0.0816651,0.0806877,6.61195,0.19497,0.137447,1666000,2407
-2.29313,-1.29176,-1.10515,-0.471874,-2.13751,-1.29419,-3.2269,0.0462665,0.046649,0.0859199,6.67052,0.194673,0.139185,1667000,2408
-2.50101,-1.23243,-1.01927,-0.480083,-2.18486,-1.41165,-3.11696,0.0391607,0.0716209,0.0540112,6.72973,0.191722,0.139566,1668000,2409
-2.38045,-1.31761,-1.08623,-0.389742,-2.1717,-1.37804,-3.35283,0.0307899,0.0781793,0.0634369,6.60698,0.191344,0.136782,1669000,2410
-2.38012,-1.23864,-1.00694,-0.372178,-2.33128,-1.38709,-3.2503,0.0368191,0.0711968,0.0618786,6.65783,0.194526,0.13828,1670000,2412
-2.54951,-1.48205,-1.28564,-0.248361,-1.85645,-1.24114,-3.75377,0.0300899,0.0820335,0.0727431,6.78276,0.195856,0.136043,1671000,2413
-2.36852,-1.52103,-1.29697,-0.258507,-1.75532,-1.24217,-3.4955,0.0273911,0.0695215,0.0744474,6.6629,0.194307,0.137831,1672000,2415
-2.38938,-1.42424,-1.19424,-0.226743,-2.10971,-1.27796,-3.37195,0.0347008,0.0692932,0.073379,6.77527,0.195792,0.13742,1673000,2417
-2.44728,-1.40768,-1.1825,-0.302969,-1.97405,-1.2766,-3.45646,0.0343618,0.0668565,0.0535624,6.58298,0.194604,0.136089,1674000,2419
-2.46561,-1.37536,-1.17158,-0.31677,-2.10962,-1.37153,-3.86663,0.0381196,0.0767885,0.0769724,6.73531,0.193661,0.137489,1675000,2420
-2.58243,-1.54125,-1.31203,-0.221725,-1.78169,-1.21654,-3.71496,0.0374349,0.0678216,0.0712589,6.79994,0.196203,0.136165,1676000,2422
-2.42353,-1.50058,-1.27826,-0.27611,-1.78282,-1.22268,-3.60849,0.0423591,0.049858,0.0734006,6.63119,0.195325,0.140233,1677000,2424
-2.53962,-1.5343,-1.2596,-0.206812,-1.77128,-1.30564,-3.91223,0.031941,0.0691666,0.0537007,6.62649,0.194756,0.137383,1678000,2426
-2.38644,-1.48595,-1.2429,-0.201239,-1.92677,-1.24778,-3.77586,0.0380501,0.0583678,0.0605261,6.62708,0.194814,0.135394,1679000,2427
-2.5424,-1.51333,-1.2906,-0.281346,-1.7914,-1.28714,-3.54897,0.0333384,0.0703955,0.084428,6.66416,0.195099,0.135769,1680000,2429
-2.51026,-1.4256,-1.19265,-0.374438,-1.89469,-1.33063,-3.48734,0.0356448,0.0643037,0.061999,6.64175,0.193106,0.137707,1681000,2431
-2.40984,-1.42657,-1.19342,-0.293037,-2.00564,-1.3182,-3.26204,0.0284296,0.0796384,0.0632177,6.6937,0.194146,0.137657,1682000,2433
-2.53738,-1.61623,-1.37852,-0.120512,-1.60322,-1.23097,-3.09098,0.0328526,0.0699224,0.0536886,6.68892,0.19497,0.136453,1683000,2434
-2.38495,-1.52179,-1.2686,-0.259938,-1.77612,-1.29396,-2.85674,0.0378365,0.0510954,0.0584302,6.73924,0.195533,0.136111,1684000,2436
-2.35996,-1.34717,-1.13479,-0.406664,-2.07444,-1.41906,-3.63775,0.0383863,0.0715832,0.0809151,6.58942,0.194703,0.13829,1685000,2438
-2.34759,-1.32426,-1.0696,-0.312065,-2.21789,-1.32429,-3.6127,0.0353023,0.060826,0.0627125,6.59153,0.193893,0.138515,1686000,2440
-2.37387,-1.34349,-1.10504,-0.362038,-2.1908,-1.3141,-3.27862,0.0359891,0.0678807,0.0749916,6.60925,0.195245,0.138143,1687000,2441
-2.34035,-1.31331,-1.0782,-0.403614,-2.14292,-1.38276,-3.13332,0.0310379,0.0832915,0.0617891,6.50883,0.196849,0.139586,1688000,2443
-2.40366,-1.32239,-1.13193,-0.441647,-2.02803,-1.36411,-3.65083,0.038352,0.056305,0.0674469,6.63088,0.194187,0.136301,1689000,2445
-2.43376,-1.5072,-1.30507,-0.313503,-1.73384,-1.32215,-3.25193,0.0356272,0.0678483,0.0743652,6.67236,0.191487,0.137635,1690000,2447
-2.40456,-1.37879,-1.14991,-0.319389,-2.08801,-1.30211,-2.91443,0.0314265,0.0699049,0.0546296,6.69064,0.194552,0.138405,1691000,2449
-2.41256,-1.35459,-1.12783,-0.324546,-2.11288,-1.33316,-2.87334,0.0397384,0.0661484,0.0654294,6.74522,0.19326,0.138932,1692000,2451
-2.26091,-1.28388,-1.02628,-0.344635,-2.30128,-1.34915,-2.88316,0.0346231,0.0663072,0.0629258,6.60379,0.192195,0.138002,1693000,2453
-2.26193,-1.00459,-0.806936,-0.573467,-2.73675,-1.40748,-2.84769,0.042617,0.0638066,0.0761551,6.77052,0.19433,0.137226,1694000,2455
-2.35356,-1.04016,-0.850342,-0.558798,-2.70305,-1.4418,-3.56028,0.0420422,0.0709963,0.0878694,6.69751,0.191333,0.136741,1695000,2456
-2.26748,-1.22777,-1.04423,-0.483031,-2.30161,-1.39109,-3.67185,0.0390483,0.0663063,0.0776212,6.67893,0.193108,0.137625,1696000,2458
-2.36276,-1.17198,-0.976627,-0.485868,-2.37324,-1.35077,-3.91219,0.0338757,0.0799623,0.0699386,6.63612,0.194854,0.140138,1697000,2459
-2.29722,-1.1424,-0.897592,-0.48092,-2.51579,-1.40181,-4.00031,0.0304731,0.0807798,0.0703396,6.65859,0.19215,0.138033,1698000,2461
-2.24842,-1.12608,-0.905474,-0.435408,-2.63995,-1.41562,-4.08898,0.0382204,0.0611022,0.082118,6.82479,0.192876,0.140845,1699000,2462
-2.27036,-1.10481,-0.908331,-0.51802,-2.53769,-1.47736,-4.05929,0.0367325,0.0741389,0.0787878,6.69873,0.193409,0.13724,1700000,2464
-2.28737,-1.21122,-0.93672,-0.435721,-2.45765,-1.40477,-4.58903,0.0326109,0.0732254,0.0651192,6.67753,0.196137,0.136109,1701000,2465
-2.41162,-1.27528,-1.06171,-0.470009,-2.26146,-1.32886,-4.32659,0.0387681,0.0705381,0.0667706,6.60777,0.193803,0.134418,1702000,2467
-2.33545,-1.24018,-1.01566,-0.368396,-2.41596,-1.35114,-4.51672,0.0375202,0.0672199,0.0892987,6.83679,0.191649,0.135477,1703000,2468
-2.2926,-1.36084,-1.1376,-0.326238,-2.09823,-1.30468,-4.33423,0.0388764,0.0595382,0.0673376,6.63614,0.195589,0.137316,1704000,2470
-2.33424,-1.49992,-1.27177,-0.194566,-1.88544,-1.23871,-4.574,0.0250001,0.0673735,0.0641086,6.82625,0.1957,0.13637,1705000,2472
-2.59012,-1.53506,-1.31835,-0.193318,-1.76799,-1.29125,-4.07725,0.0382165,0.0611235,0.0648999,6.57385,0.193315,0.138473,1706000,2474
-2.583,-1.64994,-1.40974,-0.231064,-1.50619,-1.20364,-4.6688,0.0315193,0.0776179,0.0729841,6.6671,0.195261,0.137583,1707000,2475
-2.53263,-1.67115,-1.39676,-0.0571317,-1.62117,-1.18707,-4.18848,0.0295004,0.0673907,0.0599269,6.66834,0.193284,0.136527,1708000,2476
-2.49231,-1.52337,-1.29603,-0.258864,-1.70507,-1.30941,-4.8183,0.0308709,0.0618452,0.0598426,6.80676,0.196557,0.136387,1709000,2477
