BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.42883,-1.34095,-1.12725,-0.320187,-2.1575,-1.27189,-3.10303,0.0343802,0.0660794,0.0669022,6.56895,0.191678,0.135989,2923000,4100
-2.41659,-1.25507,-1.02962,-0.402913,-2.28791,-1.33532,-3.18652,0.0309774,0.0731273,0.0648332,6.70434,0.194039,0.139356,2924000,4101
-2.35626,-1.34525,-1.12133,-0.277602,-2.14407,-1.30557,-3.44604,0.0258081,0.0815215,0.0576054,6.60283,0.19481,0.139473,2925000,4103
-2.30376,-1.37064,-1.12119,-0.212171,-2.16762,-1.28329,-3.35741,0.0268358,0.074617,0.0519984,6.62835,0.190695,0.13752,2926000,4104
-2.35171,-1.23813,-1.02076,-0.369078,-2.39311,-1.32584,-2.77847,0.0395365,0.0709156,0.0726382,6.83369,0.191689,0.137996,2927000,4106
-2.34413,-1.21516,-0.970744,-0.36526,-2.46856,-1.3978,-3.67819,0.028036,0.0872709,0.0787639,6.69158,0.193122,0.139333,2928000,4107
-2.31586,-0.971434,-0.754115,-0.52978,-2.90537,-1.4493,-3.86434,0.0372441,0.0772954,0.0628939,6.71378,0.191885,0.137353,2929000,4109
-2.3112,-1.13726,-0.840266,-0.479293,-2.57942,-1.38377,-3.96627,0.0315882,0.0823421,0.059836,6.64679,0.191901,0.139268,2930000,4110
-2.28119,-1.14261,-0.909406,-0.449279,-2.52229,-1.44131,-4.09659,0.0357791,0.0766582,0.0738665,6.6932,0.193422,0.136067,2931000,4111
-2.44127,-1.33872,-1.11544,-0.277963,-2.1671,-1.34563,-4.12574,0.0238082,0.0810236,0.0663943,6.64406,0.191259,0.13764,2932000,4112
-2.45728,-1.48931,-1.21966,-0.197769,-1.88111,-1.30613,-4.52969,0.0300503,0.0723084,0.0606512,6.66832,0.189279,0.138414,2933000,4113
-2.47815,-1.61645,-1.40583,-0.12093,-1.66598,-1.19746,-4.50005,0.02958,0.0644497,0.0672063,6.73672,0.188916,0.137928,2934000,4114
-2.49984,-1.5922,-1.3523,-0.166223,-1.62771,-1.27242,-4.36213,0.0163668,0.0842283,0.0545222,6.66556,0.189084,0.136279,2935000,4115
-2.5802,-1.44387,-1.19845,-0.299321,-1.88198,-1.39561,-4.48171,0.0251636,0.0887202,0.0638123,6.70011,0.189703,0.137489,2936000,4115
-2.45365,-1.41358,-1.20009,-0.213257,-1.99106,-1.30482,-4.15682,0.024729,0.0833368,0.0639448,6.69033,0.192709,0.138507,2937000,4116
-2.53433,-1.36992,-1.12899,-0.335355,-2.04389,-1.32326,-4.17155,0.0298983,0.083965,0.0566366,6.74411,0.190262,0.138855,2938000,4117
-2.60479,-1.57747,-1.35626,-0.208465,-1.66977,-1.26975,-4.14778,0.0258861,0.0755465,0.0717952,6.6324,0.189351,0.139294,2939000,4118
-2.40094,-1.57811,-1.33397,-0.200985,-1.68272,-1.22467,-3.81895,0.0260598,0.0714201,0.0568876,6.6562,0.195005,0.139333,2940000,4119
-2.3936,-1.55777,-1.3224,-0.221026,-1.667,-1.26105,-4.10196,0.0275351,0.0670912,0.0718218,6.64464,0.187856,0.139689,2941000,4119
-2.64787,-1.70488,-1.50037,-0.0412839,-1.4137,-1.22475,-3.60963,0.0353774,0.0563157,0.0664447,6.62067,0.193924,0.13753,2942000,4120
-2.7349,-1.9412,-1.70972,0.0763905,-0.967715,-1.12821,-3.42047,0.0244013,0.0779798,0.0648846,6.60144,0.193488,0.138482,2943000,4121
-2.83743,-1.88244,-1.6725,-0.0567993,-0.965675,-1.17578,-3.27463,0.0338339,0.0709153,0.0673918,6.68649,0.191238,0.138015,2944000,4122
-2.52592,-1.49615,-1.32268,-0.204729,-1.78673,-1.28447,-2.8261,0.0230727,0.0830195,0.0815544,6.75219,0.191961,0.138415,2945000,4122
-2.6325,-1.77213,-1.55274,-0.0509849,-1.24546,-1.1913,-3.29431,0.02081,0.0796983,0.054702,6.6201,0.192222,0.139386,2946000,4123
-2.66316,-1.68247,-1.47366,-0.120163,-1.44614,-1.18476,-3.48173,0.0274432,0.0893639,0.0757254,6.60422,0.195205,0.139278,2947000,4124
-2.37217,-1.81078,-1.53212,0.0559495,-1.29796,-1.14178,-3.37618,0.0181457,0.0719177,0.0471463,6.67819,0.188653,0.138529,2948000,4125
-2.576,-1.69132,-1.46732,-0.107027,-1.40224,-1.239,-4.09731,0.0279317,0.0690137,0.071873,6.69281,0.19069,0.137354,2949000,4126
-2.68623,-1.73939,-1.50711,-0.0501262,-1.34572,-1.237,-4.58117,0.026026,0.0721522,0.0659084,6.6592,0.193126,0.139065,2950000,4127
-2.63908,-1.83731,-1.62123,-0.00124687,-1.15307,-1.13938,-5.03134,0.0316474,0.0542428,0.0527517,6.6556,0.190623,0.137702,2951000,4129
-2.43554,-1.67979,-1.43984,-0.0759869,-1.48083,-1.27943,-4.92857,0.020177,0.0775106,0.057257,6.84715,0.193888,0.138554,2952000,4130
-2.65702,-1.5868,-1.35061,-0.227914,-1.56578,-1.2628,-4.65726,0.0278714,0.0756085,0.0557054,6.75491,0.193148,0.137854,2953000,4131
-2.62999,-1.68368,-1.41035,-0.0624447,-1.49519,-1.18613,-4.6529,0.0229786,0.0896319,0.0352552,6.58938,0.192877,0.137368,2954000,4132
-2.70795,-1.71642,-1.48511,-0.0156032,-1.43364,-1.20173,-4.1365,0.0291771,0.0781383,0.0593375,6.57477,0.19019,0.136652,2955000,4134
-2.48108,-1.71751,-1.4888,-0.106878,-1.39159,-1.19762,-3.94126,0.025584,0.06869,0.0583636,6.62359,0.189849,0.137691,2956000,4136
-2.50314,-1.60738,-1.37512,-0.102746,-1.65295,-1.19764,-4.3879,0.022312,0.0722397,0.0694557,6.65952,0.191374,0.139708,2957000,4138
-2.58565,-1.6848,-1.50557,-0.190881,-1.32819,-1.21324,-4.37391,0.0308189,0.0643811,0.063688,6.62352,0.193415,0.139582,2958000,4139
-2.57092,-1.75344,-1.52101,-0.0441955,-1.35335,-1.17186,-3.95698,0.0291047,0.0723959,0.0702172,6.62602,0.193847,0.13876,2959000,4141
-2.59926,-1.71561,-1.4847,-0.0829698,-1.42413,-1.23202,-3.79677,0.0309122,0.0707253,0.0642812,6.68464,0.191231,0.136254,2960000,4143
-2.5181,-1.78484,-1.57616,-0.0560838,-1.24565,-1.17164,-4.01392,0.0236073,0.0682794,0.0618935,6.54998,0.193575,0.139665,2961000,4145
-2.54453,-1.60546,-1.40661,-0.111397,-1.51734,-1.2675,-3.9969,0.0237133,0.0745305,0.0492593,6.77217,0.192809,0.138407,2962000,4146
-2.45762,-1.61772,-1.40272,-0.175906,-1.58574,-1.24815,-4.07511,0.0323065,0.0669031,0.0720945,6.71409,0.195219,0.138331,2963000,4148
-2.49607,-1.6704,-1.44741,-0.13881,-1.43413,-1.23622,-3.88446,0.0253158,0.0701668,0.0647762,6.59765,0.194383,0.135954,2964000,4149
-2.55547,-1.683,-1.43743,-0.100612,-1.48408,-1.19122,-3.61235,0.0170292,0.0806557,0.0631127,6.73164,0.190558,0.138113,2965000,4149
-2.4569,-1.53743,-1.31632,-0.191753,-1.78691,-1.25843,-4.09506,0.0381029,0.065463,0.0760796,6.67278,0.191508,0.138906,2966000,4150
-2.48716,-1.57649,-1.36542,-0.130023,-1.66999,-1.1991,-4.25267,0.0344945,0.0580751,0.0601736,6.66184,0.191954,0.139251,2967000,4151
-2.35768,-1.45242,-1.22868,-0.229586,-1.91461,-1.30812,-4.60359,0.0204127,0.0798422,0.061754,6.58406,0.19634,0.139482,2968000,4152
-2.45301,-1.5634,-1.38113,-0.143467,-1.63438,-1.28409,-4.33687,0.0249155,0.0757205,0.0628747,6.66438,0.192254,0.138526,2969000,4152
-2.66738,-1.80047,-1.57916,-0.064577,-1.23265,-1.08747,-4.28216,0.0231953,0.0736078,0.0605724,6.75487,0.191604,0.136527,2970000,4153
-2.434,-1.51432,-1.32486,-0.16523,-1.81138,-1.19247,-4.20048,0.0267387,0.0759807,0.0691807,6.59944,0.190333,0.140953,2971000,4154
-2.50232,-1.52198,-1.30223,-0.233567,-1.73409,-1.27631,-4.37002,0.0208691,0.0857206,0.0554291,6.82594,0.193293,0.139222,2972000,4155
-2.38544,-1.49677,-1.28518,-0.145417,-1.87923,-1.30506,-4.00236,0.0247119,0.0794195,0.0551115,6.67732,0.194848,0.138292,2973000,4156
-2.4843,-1.42927,-1.17691,-0.282892,-2.02708,-1.30555,-3.61913,0.0275593,0.0852907,0.0595579,6.77493,0.194972,0.137506,2974000,4156
-2.43908,-1.55808,-1.33921,-0.133036,-1.73995,-1.25909,-3.64921,0.0280776,0.0686485,0.0741825,6.71899,0.193622,0.13961,2975000,4157
-2.55869,-1.67742,-1.4049,-0.0758572,-1.54531,-1.19672,-3.4319,0.0222864,0.0872328,0.0456629,6.66029,0.190259,0.137579,2976000,4158
-2.64518,-1.51325,-1.27694,-0.180575,-1.7878,-1.27299,-3.43244,0.0350039,0.0766613,0.0487626,6.61193,0.192693,0.140662,2977000,4159
-2.45789,-1.4358,-1.16907,-0.317527,-1.93687,-1.33489,-3.51109,0.0323189,0.065604,0.0602432,6.7011,0.189841,0.137663,2978000,4159
-2.47497,-1.62766,-1.34098,-0.0768723,-1.7056,-1.19329,-3.66756,0.0250421,0.0732608,0.0496491,6.60173,0.19438,0.138773,2979000,4160
-2.5228,-1.51454,-1.29286,-0.280158,-1.70521,-1.27826,-3.47431,0.0277819,0.0825197,0.061782,6.57355,0.190511,0.137351,2980000,4161
-2.39879,-1.52616,-1.29417,-0.198069,-1.80599,-1.2747,-3.01481,0.0281352,0.068179,0.0665371,6.74278,0.192996,0.137721,2981000,4162
-2.26515,-1.48667,-1.24392,-0.214219,-1.85308,-1.33065,-2.94666,0.0271036,0.0611378,0.0625853,6.73704,0.191122,0.13813,2982000,4163
-2.57212,-1.61383,-1.31661,-0.19152,-1.5609,-1.24725,-3.13234,0.0229811,0.0774403,0.0372603,6.69473,0.191673,0.139035,2983000,4163
-2.44843,-1.50622,-1.26245,-0.172767,-1.92619,-1.23603,-3.56544,0.0307303,0.0815486,0.0684858,6.69063,0.191375,0.137727,2984000,4164
-2.54224,-1.43609,-1.18732,-0.215232,-1.96603,-1.28032,-3.85092,0.0378373,0.0706212,0.0531339,6.61775,0.190686,0.13949,2985000,4165
-2.56236,-1.53835,-1.30901,-0.244127,-1.70081,-1.24521,-4.42113,0.0235701,0.0870451,0.0532467,6.6636,0.190519,0.138409,2986000,4166
-2.42321,-1.54632,-1.30644,-0.183085,-1.74087,-1.25821,-4.3299,0.0191864,0.0838403,0.0684784,6.69575,0.189886,0.137983,2987000,4166
-2.4608,-1.55175,-1.30642,-0.217878,-1.67785,-1.2871,-4.64528,0.0269958,0.0690339,0.0521677,6.61441,0.193369,0.137414,2988000,4167
-2.53827,-1.60396,-1.39173,-0.102302,-1.62441,-1.26915,-4.84779,0.0312338,0.0668015,0.0573303,6.63081,0.195054,0.137815,2989000,4168
-2.55257,-1.56402,-1.35773,-0.260491,-1.52577,-1.26288,-5.09058,0.030425,0.0693827,0.0651918,6.67493,0.191404,0.13903,2990000,4169
-2.28714,-1.32359,-1.11101,-0.299509,-2.11805,-1.32189,-4.8643,0.0248305,0.0736341,0.0475652,6.76175,0.195373,0.14029,2991000,4170
-2.31065,-1.17835,-0.945275,-0.452434,-2.42703,-1.4073,-4.74635,0.0382461,0.0729094,0.062293,6.86254,0.194672,0.140225,2992000,4170
-2.3747,-1.14786,-0.919553,-0.493707,-2.51165,-1.41575,-5.0453,0.0335878,0.0846923,0.0738471,6.65627,0.191759,0.139195,2993000,4171
-2.09273,-1.02549,-0.802467,-0.567712,-2.76873,-1.41204,-5.09533,0.0322697,0.0819479,0.062981,6.56712,0.19411,0.139104,2994000,4172
-2.23471,-1.15205,-0.897205,-0.526432,-2.50427,-1.46522,-4.8093,0.0356016,0.0727478,0.0645373,6.65461,0.192785,0.138685,2995000,4173
-2.49499,-1.19646,-0.971403,-0.408779,-2.46389,-1.31899,-4.92419,0.0256111,0.101114,0.0525036,6.63533,0.19097,0.136986,2996000,4173
-2.51232,-1.4283,-1.21024,-0.276021,-1.95203,-1.32229,-5.05543,0.032588,0.0761218,0.0630127,6.69833,0.192023,0.137933,2997000,4174
-2.46641,-1.49599,-1.25765,-0.202971,-1.88328,-1.21556,-4.89826,0.0284145,0.0793942,0.0497058,6.67671,0.194378,0.13835,2998000,4175
-2.512,-1.46863,-1.23596,-0.325034,-1.87397,-1.26211,-4.83393,0.0285278,0.088414,0.0676464,6.6065,0.191758,0.134441,2999000,4176
-2.44563,-1.56348,-1.34522,-0.167132,-1.75367,-1.2276,-4.442,0.0307281,0.0738474,0.0621077,6.77698,0.193271,0.13902,3000000,4177
-2.52566,-1.59269,-1.37017,-0.145729,-1.6221,-1.28763,-4.48276,0.0287519,0.0764944,0.052384,6.701,0.193247,0.136216,3001000,4177
-2.64035,-1.56036,-1.33849,-0.23776,-1.68054,-1.32626,-4.58398,0.0278502,0.0863006,0.078023,6.63468,0.191933,0.136674,3002000,4178
-2.48433,-1.53933,-1.37615,-0.24598,-1.66621,-1.27176,-4.53394,0.0224815,0.0794153,0.0695829,6.72109,0.190319,0.136615,3003000,4179
-2.59652,-1.52513,-1.28447,-0.218384,-1.78174,-1.31503,-4.60411,0.0286047,0.0783729,0.0625808,6.77254,0.192794,0.13623,3004000,4180
-2.43097,-1.4209,-1.15235,-0.284501,-1.95192,-1.29507,-4.16251,0.0239552,0.0738155,0.0419826,6.57621,0.190475,0.138436,3005000,4180
-2.3566,-1.42589,-1.20468,-0.185047,-1.98575,-1.25788,-4.5845,0.0227425,0.0864898,0.038237,6.56582,0.194287,0.13945,3006000,4181
-2.49955,-1.65426,-1.38999,-0.0267662,-1.61737,-1.1516,-4.84952,0.0190047,0.0767138,0.0546247,6.57715,0.194988,0.139414,3007000,4182
-2.61642,-1.71273,-1.5042,-0.0388621,-1.44937,-1.19604,-4.71755,0.0275957,0.0739146,0.0681665,6.6559,0.189757,0.138571,3008000,4183
-2.50006,-1.56866,-1.35619,-0.113801,-1.781,-1.20858,-4.8518,0.0249407,0.0796846,0.0679169,6.72196,0.193037,0.13757,3009000,4184
-2.57199,-1.74757,-1.50782,-0.0208309,-1.43297,-1.19172,-5.07192,0.0303151,0.0622605,0.0653864,6.74932,0.196686,0.140517,3010000,4184
-2.61882,-1.7351,-1.49786,-0.09513,-1.36747,-1.2221,-4.69642,0.0237163,0.0803858,0.0619966,6.67689,0.191893,0.140157,3011000,4185
-2.62618,-1.748,-1.52479,-0.118192,-1.25413,-1.18811,-4.82857,0.0260813,0.068939,0.0648959,6.57313,0.195193,0.138174,3012000,4186
-2.69272,-1.75188,-1.53864,-0.0284962,-1.27761,-1.17713,-4.411,0.0236918,0.086028,0.0400773,6.67089,0.192969,0.141285,3013000,4187
-2.63126,-1.65957,-1.40323,-0.0898087,-1.59319,-1.26878,-4.46232,0.0256062,0.0791332,0.0808917,6.57632,0.192107,0.138153,3014000,4187
-2.44159,-1.46536,-1.22209,-0.150974,-1.9733,-1.29889,-4.87569,0.0246581,0.0791024,0.0542514,6.68144,0.191423,0.1362,3015000,4188
-2.62456,-1.47629,-1.27128,-0.227806,-1.85463,-1.29926,-4.81593,0.0289834,0.0819935,0.05857,6.65276,0.193956,0.138559,3016000,4189
-2.68388,-1.76235,-1.52497,-0.123334,-1.28911,-1.20432,-4.79413,0.0268131,0.0794097,0.0756238,6.71923,0.190661,0.137904,3017000,4190
-2.55992,-1.60091,-1.36848,-0.133194,-1.68213,-1.17645,-4.20854,0.0310208,0.0673257,0.0584325,6.65895,0.190152,0.136855,3018000,4191
-2.49886,-1.5529,-1.32009,-0.179338,-1.7419,-1.28595,-4.09168,0.0376537,0.0664469,0.0585114,6.70524,0.194225,0.137569,3019000,4191
-2.61067,-1.63625,-1.36184,-0.10442,-1.57749,-1.21818,-3.65559,0.027967,0.0682544,0.0527117,6.66814,0.194648,0.139044,3020000,4222
-2.47589,-1.67153,-1.47781,-0.113837,-1.48503,-1.16185,-3.39075,0.0294848,0.0732589,0.0547491,6.68033,0.196333,0.138569,3021000,4224
-2.66251,-1.83605,-1.59696,0.0352179,-1.17151,-1.14583,-3.80821,0.0248645,0.0797876,0.0546755,6.64368,0.192294,0.140755,3022000,4225
-2.57391,-1.62549,-1.41575,-0.103999,-1.56107,-1.25648,-3.88428,0.0236164,0.0848039,0.0614811,6.71992,0.189587,0.140191,3023000,4226
-2.45341,-1.4745,-1.28199,-0.213089,-1.92118,-1.25442,-3.58001,0.0323401,0.0755977,0.0870906,6.78198,0.194009,0.139346,3024000,4227
-2.35967,-1.36876,-1.11678,-0.320462,-2.09262,-1.32964,-4.25725,0.028951,0.0717809,0.075407,6.60398,0.192315,0.140443,3025000,4228
-2.45745,-1.44005,-1.23079,-0.306034,-1.889,-1.32632,-3.71254,0.0288703,0.0816137,0.0661578,6.68177,0.192227,0.138973,3026000,4229
-2.42346,-1.52875,-1.25866,-0.191154,-1.80765,-1.28307,-3.6033,0.0270575,0.0719774,0.0449859,6.57171,0.191875,0.137107,3027000,4231
-2.54381,-1.52606,-1.26107,-0.222093,-1.78311,-1.30011,-3.98018,0.0335917,0.0678896,0.059578,6.75831,0.190148,0.135841,3028000,4232
-2.48282,-1.3727,-1.13622,-0.361289,-2.02646,-1.39884,-4.2371,0.034049,0.0767941,0.0816187,6.64912,0.194161,0.137612,3029000,4233
-2.46694,-1.53848,-1.32533,-0.263271,-1.6569,-1.29546,-4.09388,0.0343303,0.0582781,0.0699533,6.56164,0.193927,0.140074,3030000,4234
-2.57158,-1.50338,-1.26446,-0.238454,-1.79928,-1.27746,-4.20423,0.0372033,0.0664026,0.0496964,6.74098,0.194678,0.137258,3031000,4235
-2.34904,-1.11887,-0.927565,-0.489901,-2.49305,-1.42517,-4.34442,0.0317949,0.0742902,0.0577424,6.72951,0.194317,0.139934,3032000,4236
-2.34706,-1.14258,-0.902735,-0.460423,-2.51226,-1.43598,-4.34652,0.035613,0.0707758,0.0598614,6.58275,0.191584,0.139087,3033000,4238
-2.26482,-1.09971,-0.866842,-0.512079,-2.5243,-1.42923,-4.63391,0.038469,0.0640651,0.0612131,6.68711,0.191212,0.138089,3034000,4238
-2.22648,-1.09187,-0.85899,-0.533705,-2.54424,-1.47908,-4.39566,0.0363101,0.0670926,0.0557203,6.7173,0.195339,0.137775,3035000,4239
-2.47623,-1.40574,-1.16597,-0.33231,-1.97279,-1.28904,-4.40648,0.0308741,0.0740863,0.0603411,6.66205,0.191163,0.136168,3036000,4240
-2.59643,-1.72793,-1.49263,-0.0393685,-1.32957,-1.23607,-4.47493,0.0292817,0.0688757,0.0339057,6.59598,0.192178,0.136938,3037000,4241
-2.61927,-1.71869,-1.47355,-0.0207224,-1.4938,-1.157,-4.68095,0.0271213,0.0755242,0.0568917,6.57905,0.193511,0.136867,3038000,4243
-2.62729,-1.59298,-1.38353,-0.202346,-1.54631,-1.26666,-4.67533,0.0361104,0.0590319,0.0609655,6.68683,0.192254,0.138187,3039000,4246
-2.54756,-1.50966,-1.25784,-0.114107,-1.93066,-1.27682,-4.59901,0.0295699,0.0748223,0.0543204,6.64853,0.191662,0.138348,3040000,4248
-2.40894,-1.33076,-1.09833,-0.365707,-2.15292,-1.3871,-4.54981,0.0323076,0.0753996,0.0716772,6.74949,0.194259,0.135606,3041000,4249
-2.33642,-1.32778,-1.10223,-0.252411,-2.23916,-1.33487,-5.26346,0.028749,0.0721812,0.0640468,6.62305,0.194861,0.138668,3042000,4251
-2.34971,-1.32262,-1.09651,-0.382085,-2.14631,-1.334,-5.33687,0.0336765,0.0666986,0.07716,6.61809,0.195465,0.138268,3043000,4252
-2.38988,-1.32926,-1.05797,-0.310263,-2.22738,-1.31277,-5.61956,0.0329398,0.0716096,0.0566285,6.54349,0.192918,0.138216,3044000,4254
-2.46311,-1.24547,-1.01508,-0.459946,-2.27234,-1.46877,-5.24057,0.0307673,0.0876193,0.0588722,6.59743,0.192396,0.134883,3045000,4255
-2.36556,-1.43203,-1.16872,-0.266142,-1.92964,-1.25552,-5.86584,0.0278238,0.0761106,0.0381435,6.55589,0.192412,0.136303,3046000,4257
-2.52888,-1.37911,-1.17474,-0.403292,-1.91299,-1.29418,-5.79818,0.0349253,0.0698622,0.0739207,6.59751,0.192468,0.141222,3047000,4259
-2.55115,-1.55207,-1.30879,-0.271444,-1.65292,-1.27074,-5.54466,0.0305309,0.0736705,0.0634591,6.57465,0.188888,0.137847,3048000,4260
-2.40893,-1.39809,-1.17211,-0.287746,-1.99412,-1.3264,-5.7509,0.0280477,0.0775322,0.0604052,6.84554,0.190758,0.136895,3049000,4261
-2.31649,-1.37218,-1.18791,-0.413878,-1.94546,-1.40851,-5.92229,0.0376584,0.0635985,0.090764,6.7436,0.19245,0.139532,3050000,4262
-2.3082,-1.19751,-1.00165,-0.480097,-2.32808,-1.44376,-6.36978,0.0339642,0.073835,0.0761556,6.7016,0.189702,0.138265,3051000,4264
-2.32775,-1.24001,-0.971997,-0.459198,-2.31147,-1.35791,-6.06457,0.0339846,0.0682407,0.0680089,6.6372,0.19074,0.13878,3052000,4265
-2.3172,-1.32182,-1.08444,-0.27157,-2.19723,-1.3251,-5.81411,0.0233352,0.0802503,0.0492139,6.68113,0.195296,0.137875,3053000,4265
-2.62147,-1.52772,-1.34642,-0.203205,-1.71048,-1.28406,-5.69803,0.0284085,0.0765594,0.0722116,6.68738,0.193649,0.137654,3054000,4266
-2.42997,-1.51682,-1.30325,-0.217464,-1.83219,-1.29757,-5.14548,0.0311693,0.0716241,0.0658645,6.62456,0.193594,0.135643,3055000,4267
-2.46203,-1.32685,-1.12096,-0.33862,-2.1511,-1.36814,-5.63086,0.0320947,0.0740637,0.0642489,6.72952,0.190454,0.136389,3056000,4268
-2.46993,-1.27848,-1.11029,-0.394076,-2.21494,-1.3426,-5.35019,0.0370868,0.0728472,0.0836232,6.54764,0.19369,0.138024,3057000,4269
-2.4817,-1.35013,-1.12201,-0.396737,-2.09438,-1.36819,-5.17756,0.0312371,0.0792135,0.0752235,6.79713,0.193384,0.135636,3058000,4270
-2.34005,-1.58116,-1.37201,-0.0774851,-1.72802,-1.17335,-4.9186,0.00994121,0.0888838,0.0539198,6.62407,0.194274,0.138434,3059000,4271
-2.3627,-1.33578,-1.11995,-0.296341,-2.16599,-1.30546,-5.08476,0.0286648,0.0768563,0.0528146,6.61563,0.193677,0.136893,3060000,4272
-2.47925,-1.54245,-1.28312,-0.301747,-1.67007,-1.26957,-4.73479,0.0315111,0.0695908,0.0522371,6.67586,0.195373,0.137434,3061000,4274
-2.59514,-1.61386,-1.39941,-0.0752648,-1.64945,-1.21914,-5.00579,0.0321561,0.0685465,0.0655597,6.59505,0.19382,0.137425,3062000,4276
-2.61361,-1.66798,-1.47268,-0.137531,-1.47767,-1.17784,-4.42427,0.0324018,0.070348,0.0738014,6.68598,0.192031,0.137623,3063000,4278
-2.56112,-1.62186,-1.35993,-0.0611906,-1.65413,-1.24336,-4.27424,0.0270202,0.0736466,0.0565373,6.58783,0.191531,0.138282,3064000,4281
-2.67348,-1.71071,-1.48337,-0.0974313,-1.45344,-1.13609,-4.55731,0.0291053,0.0686363,0.0747004,6.60594,0.196553,0.137452,3065000,4283
-2.52144,-1.64644,-1.40539,-0.101225,-1.59303,-1.18123,-3.96118,0.030999,0.0708592,0.0687932,6.71732,0.191915,0.13847,3066000,4285
-2.51837,-1.72506,-1.51599,-0.11196,-1.37937,-1.21126,-3.99665,0.0214045,0.0795028,0.0855403,6.75077,0.191061,0.138766,3067000,4287
-2.61915,-1.66377,-1.44252,-0.206457,-1.47266,-1.21256,-4.22724,0.0374675,0.0637489,0.0645545,6.80206,0.19232,0.137408,3068000,4290
-2.48981,-1.56747,-1.3264,-0.150865,-1.67806,-1.22753,-3.56699,0.0300778,0.0662563,0.0517729,6.70895,0.193722,0.13872,3069000,4292
-2.49529,-1.71558,-1.48207,-0.0878358,-1.42358,-1.10784,-3.73942,0.0244178,0.0745734,0.0494511,6.64464,0.197222,0.139029,3070000,4294
-2.45449,-1.49202,-1.24386,-0.208454,-1.90268,-1.26785,-4.16272,0.0334793,0.0792198,0.0629431,6.56318,0.193658,0.137787,3071000,4296
-2.41035,-1.29248,-1.04952,-0.318962,-2.26804,-1.35279,-4.3598,0.028552,0.0820492,0.0654582,6.69507,0.191732,0.137239,3072000,4299
-2.4453,-1.33716,-1.0663,-0.30802,-2.14974,-1.38039,-4.47397,0.0311463,0.071484,0.0523144,6.67068,0.19024,0.136679,3073000,4301
-2.45577,-1.39491,-1.19946,-0.27611,-2.02798,-1.29556,-4.61585,0.0311049,0.0759588,0.0727276,6.68108,0.192667,0.139705,3074000,4303
-2.49767,-1.57431,-1.36822,-0.184718,-1.68347,-1.21198,-4.76115,0.0294241,0.0718198,0.073174,6.61448,0.19313,0.13846,3075000,4304
-2.5603,-1.56555,-1.37529,-0.204495,-1.63998,-1.25698,-4.38403,0.0309458,0.0740208,0.0707423,6.75425,0.196372,0.137882,3076000,4306
-2.48905,-1.55744,-1.34806,-0.237059,-1.68337,-1.25231,-4.29224,0.0283377,0.0722385,0.0663537,6.76444,0.190763,0.13686,3077000,4308
-2.45837,-1.41689,-1.19506,-0.271189,-1.92042,-1.32709,-4.21822,0.029974,0.0736765,0.0617773,6.78529,0.188651,0.139266,3078000,4310
-2.47881,-1.33851,-1.11285,-0.382163,-2.12804,-1.30824,-3.94869,0.03759,0.0700999,0.0718062,6.643,0.190657,0.136963,3079000,4312
-2.50503,-1.40361,-1.22866,-0.339038,-1.97021,-1.3593,-3.99565,0.0391294,0.0760813,0.100922,6.72855,0.192914,0.136839,3080000,4313
-2.40898,-1.5048,-1.25995,-0.226226,-1.88331,-1.29301,-4.09838,0.0347487,0.0632772,0.0722658,6.67865,0.191733,0.139568,3081000,4315
-2.37286,-1.51499,-1.24367,-0.22174,-1.8477,-1.29073,-4.28337,0.0236356,0.0772348,0.0742466,6.67238,0.196368,0.137141,3082000,4316
-2.37533,-1.24406,-1.03414,-0.343039,-2.33417,-1.32856,-3.91546,0.0283023,0.077217,0.0642619,6.66815,0.191148,0.137992,3083000,4317
-2.21904,-1.23135,-0.948357,-0.298837,-2.50559,-1.36684,-3.97771,0.0347306,0.064276,0.0660698,6.64329,0.194086,0.137777,3084000,4318
-2.39092,-1.21836,-0.979464,-0.368243,-2.36031,-1.36612,-4.14968,0.0385109,0.0676186,0.0622013,6.62161,0.190835,0.138254,3085000,4319
-2.35489,-1.29055,-1.0184,-0.359914,-2.31605,-1.36244,-4.2493,0.0416638,0.0647823,0.0706712,6.61885,0.190564,0.138809,3086000,4319
-2.33604,-1.20571,-0.99404,-0.442073,-2.35455,-1.42855,-4.20262,0.0388963,0.0696482,0.0661075,6.62018,0.190714,0.136132,3087000,4320
-2.35374,-1.43541,-1.24478,-0.294384,-2.04293,-1.29531,-4.57423,0.0430409,0.0559971,0.0923113,6.5966,0.192386,0.137657,3088000,4322
-2.52038,-1.65742,-1.44745,-0.119997,-1.52747,-1.26463,-5.13658,0.0249507,0.0735481,0.0716712,6.71751,0.191877,0.136774,3089000,4324
-2.45709,-1.67556,-1.42887,-0.0684415,-1.52746,-1.17332,-5.44008,0.0252432,0.0726345,0.0651124,6.68209,0.189838,0.14049,3090000,4325
-2.47079,-1.64389,-1.42687,-0.0947569,-1.64382,-1.21185,-5.05673,0.0304572,0.0741029,0.0685731,6.7308,0.192699,0.138946,3091000,4327
