BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.224,-0.973114,-0.744793,-0.534218,-2.88623,-1.4723,-4.01414,0.0331428,0.0840908,0.0730082,6.81102,0.18968,0.138639,550000,748
-2.30282,-1.21287,-0.965933,-0.47275,-2.36806,-1.36712,-3.94821,0.0362152,0.0680698,0.0701542,6.67711,0.195342,0.138999,551000,750
-2.24955,-1.01915,-0.800951,-0.556872,-2.7464,-1.39247,-3.58106,0.0302483,0.0820872,0.0693834,6.78646,0.19217,0.139698,552000,752
-2.22619,-0.925266,-0.677827,-0.581511,-3.06999,-1.47156,-3.27405,0.0444085,0.0616118,0.0825741,6.64509,0.191744,0.137347,553000,754
-2.27196,-0.966934,-0.758108,-0.637597,-2.78478,-1.47695,-3.61971,0.0410111,0.0633874,0.0670462,6.594,0.188436,0.137048,554000,755
-2.33534,-0.956123,-0.730977,-0.59056,-2.87364,-1.49898,-3.76637,0.0485401,0.0644015,0.0738734,6.71787,0.191645,0.13872,555000,757
-2.30002,-1.34938,-1.1481,-0.272065,-2.20941,-1.30221,-3.7408,0.0314848,0.0660197,0.0741642,6.68558,0.192294,0.136211,556000,759
-2.24387,-1.09363,-0.871956,-0.45835,-2.70613,-1.38578,-3.70953,0.0408237,0.0641253,0.0816888,6.71257,0.194354,0.139775,557000,760
-2.16463,-0.987938,-0.779015,-0.613877,-2.84648,-1.46378,-3.21963,0.0451786,0.0566201,0.089812,6.61525,0.190328,0.135817,558000,763
-2.30927,-1.29932,-1.06299,-0.381411,-2.22814,-1.35445,-3.02965,0.0322333,0.0809538,0.0654544,6.57501,0.191052,0.13644,559000,765
-2.49399,-1.49592,-1.27663,-0.289272,-1.8386,-1.26665,-2.29801,0.0385786,0.0597746,0.0783725,6.62314,0.193429,0.136784,560000,766
-2.66801,-1.56138,-1.33065,-0.181624,-1.7418,-1.27423,-2.01691,0.033327,0.0762728,0.0752882,6.70753,0.191793,0.137307,561000,767
-2.54456,-1.47511,-1.28194,-0.297094,-1.78396,-1.29192,-2.16761,0.031256,0.069047,0.0668654,6.71517,0.19283,0.139392,562000,767
-2.60276,-1.66848,-1.45809,-0.136684,-1.47634,-1.20071,-1.99328,0.0290973,0.0651837,0.0704745,6.67816,0.192781,0.137945,563000,768
-2.58918,-1.6139,-1.3869,-0.160898,-1.61777,-1.23486,-2.31226,0.0343471,0.0700955,0.066202,6.71265,0.194247,0.140765,564000,769
-2.52404,-1.62993,-1.41026,-0.0770665,-1.67067,-1.23462,-2.49802,0.0256602,0.0726321,0.0657996,6.6506,0.190784,0.13677,565000,770
-2.74574,-1.70212,-1.5058,-0.218254,-1.31658,-1.26377,-2.82432,0.0400637,0.0663968,0.0801825,6.63095,0.191929,0.137365,566000,771
-2.68684,-1.81671,-1.61691,-0.0126358,-1.29687,-1.17071,-2.91705,0.0330118,0.064908,0.0982757,6.4803,0.192455,0.135478,567000,771
-2.6043,-1.69501,-1.49089,-0.152957,-1.35938,-1.2204,-3.55659,0.0305043,0.0697485,0.0743234,6.64393,0.19367,0.139257,568000,772
-2.60357,-1.51153,-1.27272,-0.187359,-1.89235,-1.24048,-3.5018,0.0321087,0.0735044,0.0775222,6.74161,0.194343,0.137582,569000,773
-2.5399,-1.67943,-1.50868,-0.0859894,-1.454,-1.19915,-3.85643,0.0280348,0.0712414,0.0707556,6.69388,0.193236,0.137069,570000,774
-2.42306,-1.39664,-1.20471,-0.269339,-2.02191,-1.284,-3.96367,0.0320531,0.075686,0.081459,6.62586,0.192728,0.13794,571000,774
-2.43549,-1.3252,-1.15234,-0.383425,-2.11723,-1.40308,-4.68919,0.0323631,0.0791328,0.10018,6.78641,0.195635,0.138001,572000,775
-2.47957,-1.32075,-1.10272,-0.419834,-2.12251,-1.34317,-4.72615,0.0292072,0.0750739,0.0829982,6.79943,0.193661,0.137438,573000,777
-2.50863,-1.61206,-1.40248,-0.176509,-1.53539,-1.21436,-4.42304,0.0333875,0.0635202,0.0715452,6.61972,0.192023,0.140275,574000,778
-2.53184,-1.46688,-1.28749,-0.263042,-1.83617,-1.30939,-4.37736,0.0286349,0.0788313,0.0810937,6.68424,0.192823,0.138256,575000,780
-2.41874,-1.42132,-1.19958,-0.224711,-1.95585,-1.26698,-3.64498,0.0240442,0.0819687,0.047609,6.67604,0.193377,0.139276,576000,782
-2.34625,-1.38949,-1.18309,-0.325995,-2.0217,-1.34633,-3.8985,0.0345135,0.0631799,0.0737687,6.63462,0.193591,0.136762,577000,784
-2.37055,-1.38102,-1.13564,-0.258341,-2.07681,-1.31071,-4.17877,0.0319086,0.0631577,0.0555636,6.67888,0.191915,0.137261,578000,786
-2.31113,-1.28425,-1.04456,-0.271193,-2.30752,-1.36479,-4.67738,0.0285599,0.0716213,0.0589059,6.60567,0.194042,0.137093,579000,788
-2.42798,-1.44681,-1.19919,-0.187945,-2.01645,-1.33281,-4.31576,0.0288037,0.0770399,0.0527763,6.67732,0.19294,0.136698,580000,790
-2.34933,-1.38047,-1.11432,-0.321655,-2.10223,-1.34081,-4.4207,0.0336201,0.0723442,0.0678015,6.64294,0.192947,0.138676,581000,792
-2.40876,-1.37955,-1.18384,-0.25383,-2.10854,-1.33806,-4.28356,0.0361619,0.0614673,0.0710434,6.65582,0.192943,0.136085,582000,793
-2.27467,-1.36068,-1.06728,-0.252142,-2.19563,-1.34556,-4.94616,0.033438,0.0696041,0.0469758,6.7329,0.192128,0.136094,583000,795
-2.39707,-1.12844,-0.958727,-0.505879,-2.49873,-1.48663,-4.78157,0.0369647,0.0747628,0.0947037,6.63417,0.193,0.135113,584000,797
-2.20221,-1.04673,-0.803719,-0.470976,-2.77704,-1.42943,-4.62674,0.0299238,0.0779427,0.0644573,6.64431,0.193992,0.136559,585000,799
-2.39809,-1.31464,-1.05808,-0.338982,-2.31322,-1.37538,-4.19406,0.0356994,0.0692569,0.0820355,6.62493,0.193125,0.139901,586000,801
-2.22763,-1.30206,-1.09965,-0.378819,-2.18938,-1.39146,-4.03283,0.0334458,0.0671905,0.0762358,6.67163,0.198609,0.137174,587000,802
-2.29611,-1.19002,-0.973923,-0.428635,-2.43306,-1.40812,-3.86032,0.0332027,0.0804892,0.0771309,6.58267,0.194013,0.139078,588000,805
-2.23394,-1.22201,-0.994734,-0.312624,-2.47607,-1.35187,-3.93671,0.0351166,0.0645456,0.0709171,6.71222,0.193829,0.139136,589000,807
-2.40123,-1.37774,-1.13363,-0.269275,-2.16321,-1.29182,-3.47582,0.0375574,0.0715038,0.0670945,6.69409,0.193848,0.137611,590000,809
-2.41356,-1.26148,-1.01871,-0.333133,-2.34052,-1.38102,-3.7731,0.041474,0.0676367,0.0703628,6.64584,0.187848,0.14006,591000,810
-2.38722,-1.307,-1.03844,-0.308114,-2.24073,-1.34001,-3.53287,0.0298929,0.0762763,0.0601355,6.61671,0.192735,0.137568,592000,812
-2.44541,-1.53248,-1.32985,-0.235766,-1.70798,-1.30593,-3.79845,0.0305204,0.0678222,0.0719747,6.67125,0.193656,0.138221,593000,814
-2.30262,-1.22781,-0.98542,-0.484068,-2.33858,-1.42803,-4.12141,0.0297003,0.0687293,0.0782979,6.67373,0.194963,0.137708,594000,816
-2.45108,-1.21875,-0.995082,-0.388913,-2.36555,-1.38699,-3.78101,0.0428566,0.0566472,0.0727712,6.62954,0.188528,0.136592,595000,818
-2.37846,-1.28249,-1.09444,-0.342526,-2.29411,-1.43203,-3.62454,0.0459755,0.0576432,0.0906749,6.60192,0.195703,0.137097,596000,819
-2.35195,-1.18147,-0.930877,-0.439838,-2.40636,-1.40755,-3.471,0.0396929,0.0652091,0.0601554,6.61744,0.191223,0.136744,597000,821
-2.33048,-1.13012,-0.904976,-0.578627,-2.55124,-1.46269,-3.98338,0.0402448,0.0753787,0.0892838,6.6161,0.19316,0.136464,598000,823
-2.39436,-1.24139,-1.03068,-0.361764,-2.34098,-1.36703,-3.76494,0.0415956,0.0599433,0.0692354,6.61456,0.194568,0.137062,599000,825
-2.33021,-1.21448,-0.982221,-0.481428,-2.31764,-1.43059,-3.7945,0.0296571,0.0803778,0.0740142,6.69468,0.196481,0.136605,600000,827
-2.2852,-1.3102,-1.07073,-0.31054,-2.2257,-1.3402,-3.74192,0.0322488,0.0705807,0.057344,6.63556,0.192356,0.138323,601000,829
-2.35732,-1.45311,-1.2091,-0.198585,-2.10245,-1.30066,-4.32226,0.0329076,0.0722247,0.0725387,6.71139,0.188336,0.137384,602000,831
-2.53664,-1.55181,-1.31628,-0.229058,-1.71814,-1.29553,-4.76526,0.034695,0.0628365,0.0591473,6.6603,0.189842,0.135679,603000,832
-2.5863,-1.73804,-1.50828,-0.0995475,-1.3596,-1.15231,-4.49052,0.0368583,0.0542929,0.0729822,6.78303,0.189757,0.140544,604000,833
-2.49096,-1.48543,-1.25783,-0.280075,-1.83256,-1.30532,-4.93958,0.0391112,0.0612149,0.057314,6.52224,0.192387,0.13738,605000,835
-2.40286,-1.50211,-1.29006,-0.202867,-1.83087,-1.29047,-5.09199,0.024754,0.0728058,0.0584042,6.71912,0.193173,0.134572,606000,836
-2.41427,-1.64895,-1.39098,-0.130078,-1.64193,-1.22406,-4.90138,0.0252713,0.067985,0.0578323,6.80412,0.192662,0.137088,607000,837
-2.4538,-1.58026,-1.35797,-0.212164,-1.64919,-1.2337,-5.09774,0.0317346,0.0627806,0.0769301,6.73108,0.192794,0.138054,608000,839
-2.5028,-1.53766,-1.31605,-0.250216,-1.75373,-1.19887,-5.5067,0.0310005,0.0747802,0.0676044,6.69523,0.192669,0.13726,609000,841
-2.40909,-1.47832,-1.22547,-0.325586,-1.86774,-1.27239,-5.16843,0.0383221,0.0666069,0.072927,6.6762,0.193005,0.140508,610000,843
-2.55778,-1.41908,-1.19803,-0.258598,-2.02768,-1.28608,-5.24603,0.0404761,0.0697367,0.0755529,6.62664,0.193347,0.138201,611000,845
-2.3528,-1.29552,-1.02755,-0.320155,-2.25347,-1.32745,-5.08191,0.0367034,0.0692893,0.0535958,6.56665,0.196318,0.138998,612000,847
-2.31286,-1.15076,-0.940169,-0.490959,-2.44919,-1.40933,-5.2498,0.0344265,0.0716134,0.0690841,6.68865,0.191934,0.135176,613000,848
-2.25791,-1.13167,-0.911325,-0.552217,-2.54215,-1.42491,-5.15032,0.0463337,0.064877,0.0746041,6.64927,0.194898,0.137573,614000,849
-2.32921,-1.1718,-0.941111,-0.447511,-2.49757,-1.41784,-4.74404,0.0331951,0.0768665,0.0893794,6.60553,0.192163,0.137761,615000,850
-2.4526,-1.32399,-1.12996,-0.322313,-2.17404,-1.31401,-4.67666,0.0391331,0.0678553,0.0795833,6.69801,0.192285,0.137871,616000,851
-2.28306,-1.18696,-0.941509,-0.414075,-2.46633,-1.39866,-4.26973,0.0333596,0.0751245,0.0463445,6.71628,0.192393,0.135484,617000,853
-2.28174,-1.25513,-1.02599,-0.39016,-2.402,-1.36438,-3.98337,0.036942,0.0668666,0.0765665,6.72818,0.193471,0.137359,618000,855
-2.28153,-1.19571,-0.978941,-0.369042,-2.4545,-1.35994,-3.42307,0.036842,0.0709535,0.0573336,6.69547,0.19372,0.139807,619000,856
-2.44867,-1.31566,-1.09584,-0.387193,-2.1652,-1.39336,-3.12915,0.0320457,0.0738508,0.0640789,6.77733,0.19417,0.13567,620000,862
-2.44989,-1.45986,-1.26402,-0.216057,-1.93604,-1.29532,-3.17041,0.0289334,0.0735282,0.0658534,6.73774,0.192728,0.135646,621000,864
-2.47015,-1.62726,-1.36908,-0.083509,-1.67954,-1.20254,-3.4118,0.0262958,0.0711805,0.0657448,6.62318,0.193867,0.138148,622000,865
-2.42143,-1.52124,-1.27373,-0.130282,-1.91641,-1.18772,-3.41363,0.0303112,0.0697537,0.0600743,6.73774,0.191291,0.139678,623000,866
-2.60473,-1.70785,-1.47712,-0.117487,-1.38417,-1.20266,-3.14142,0.0252502,0.0744792,0.0555989,6.75266,0.191865,0.135944,624000,868
-2.497,-1.44594,-1.19348,-0.297635,-1.91768,-1.33515,-3.34527,0.0281598,0.0824243,0.0584692,6.6626,0.189867,0.136033,625000,869
-2.3384,-1.4653,-1.25139,-0.222284,-1.91291,-1.3031,-3.09099,0.0293146,0.0701841,0.0553349,6.63743,0.191166,0.139342,626000,871
-2.48755,-1.28319,-1.0585,-0.353236,-2.19416,-1.35521,-3.16032,0.0346651,0.0764597,0.0531353,6.79215,0.194259,0.137261,627000,873
-2.62201,-1.53034,-1.33173,-0.279135,-1.71517,-1.27663,-2.8336,0.033908,0.0751476,0.0793152,6.72262,0.193459,0.138935,628000,875
-2.48837,-1.53833,-1.30435,-0.154216,-1.81841,-1.2616,-2.90566,0.0245202,0.0780474,0.0559077,6.84816,0.190604,0.137127,629000,876
-2.60805,-1.61037,-1.36885,-0.164486,-1.57649,-1.24023,-2.73148,0.0366196,0.0718171,0.0558664,6.80098,0.192415,0.136982,630000,878
-2.43631,-1.55148,-1.33806,-0.221024,-1.68747,-1.26355,-3.16805,0.0280136,0.0763167,0.0561892,6.67837,0.197251,0.136471,631000,880
-2.31068,-1.43695,-1.1744,-0.27477,-1.96436,-1.27726,-3.72078,0.0333475,0.0610246,0.0565659,6.65631,0.194385,0.136726,632000,883
-2.51361,-1.48112,-1.27316,-0.325855,-1.76679,-1.33116,-3.86493,0.0392418,0.0667421,0.0692637,6.68506,0.195363,0.135727,633000,885
-2.52645,-1.43908,-1.22285,-0.332016,-1.83183,-1.29462,-3.72282,0.0322568,0.0656492,0.0501347,6.62169,0.193619,0.138062,634000,887
-2.6577,-1.43931,-1.2503,-0.262878,-1.93519,-1.30586,-3.99514,0.0329215,0.0856963,0.0794089,6.68184,0.190568,0.136343,635000,888
-2.59002,-1.47112,-1.20825,-0.303448,-1.82102,-1.34538,-4.21351,0.0392259,0.0609884,0.0541022,6.66203,0.193936,0.138559,636000,890
-2.36713,-1.3805,-1.14713,-0.292086,-2.13795,-1.33833,-4.36387,0.0356904,0.0720427,0.0748464,6.75551,0.191825,0.13729,637000,891
-2.45777,-1.48526,-1.26514,-0.256093,-1.77747,-1.23313,-4.54883,0.0344207,0.060785,0.0494102,6.58511,0.190015,0.137621,638000,892
-2.56306,-1.445,-1.22772,-0.286005,-1.93089,-1.33154,-4.79917,0.0419522,0.0607881,0.0801471,6.69354,0.190027,0.135953,639000,893
-2.61042,-1.71147,-1.48989,-0.086027,-1.3711,-1.23156,-4.47741,0.0424257,0.0513453,0.0611403,6.72254,0.192854,0.137438,640000,895
-2.59322,-1.68782,-1.43805,-0.169152,-1.42919,-1.25611,-4.14857,0.0295573,0.0732013,0.083393,6.55374,0.195848,0.138254,641000,896
-2.53256,-1.59837,-1.39906,-0.150557,-1.64327,-1.21657,-4.2028,0.0297615,0.0678514,0.0734107,6.65722,0.193995,0.137064,642000,898
-2.57313,-1.68948,-1.455,-0.0659694,-1.47311,-1.18241,-4.32576,0.0279601,0.0731783,0.0481243,6.60815,0.192716,0.139289,643000,899
-2.55236,-1.86667,-1.62574,0.0210769,-1.18753,-1.10418,-4.71775,0.0261952,0.065526,0.0667342,6.69291,0.190339,0.140376,644000,901
-2.44291,-1.65568,-1.4355,-0.0840443,-1.58945,-1.17035,-4.91056,0.0271636,0.0705334,0.0707365,6.6329,0.193616,0.138135,645000,902
-2.45644,-1.47237,-1.22602,-0.239873,-1.85496,-1.30439,-5.25659,0.0343396,0.0679484,0.0606565,6.71542,0.191455,0.137338,646000,903
-2.51576,-1.41969,-1.16053,-0.288199,-2.05994,-1.33356,-5.71406,0.0300848,0.0798296,0.0574999,6.7375,0.191796,0.136126,647000,905
-2.3821,-1.28889,-1.01405,-0.383502,-2.26696,-1.34492,-6.14821,0.0316841,0.0724492,0.0596994,6.60133,0.190781,0.137194,648000,906
-2.23331,-0.946159,-0.673628,-0.545907,-2.90032,-1.48929,-6.51167,0.0320427,0.0814338,0.0380824,6.70991,0.194415,0.138968,649000,908
-2.30753,-1.10974,-0.833648,-0.437657,-2.6432,-1.39355,-6.34791,0.0390073,0.0632513,0.0555406,6.78176,0.191788,0.13835,650000,909
-2.46503,-1.19704,-0.972655,-0.4779,-2.37216,-1.43466,-5.98122,0.0426655,0.0653923,0.0661616,6.70717,0.19244,0.13746,651000,910
-2.40345,-1.16295,-0.897211,-0.441865,-2.57984,-1.341,-5.80291,0.0362412,0.0748182,0.0629712,6.62353,0.191091,0.14117,652000,912
-2.38852,-1.10187,-0.884488,-0.550245,-2.51674,-1.42376,-6.57294,0.0343054,0.0780555,0.0797121,6.55524,0.195776,0.138509,653000,913
-2.36399,-1.37435,-1.181,-0.38727,-2.04133,-1.37675,-6.62147,0.0458702,0.0587325,0.0963165,6.68199,0.194598,0.140022,654000,915
-2.41434,-1.38254,-1.1421,-0.336571,-2.06165,-1.34624,-6.82208,0.0357427,0.0670855,0.06728,6.687,0.198995,0.137559,655000,916
-2.4924,-1.43614,-1.16412,-0.236021,-2.02028,-1.30366,-6.75427,0.0285148,0.0793478,0.0737532,6.50017,0.196112,0.13981,656000,918
-2.55896,-1.53377,-1.33182,-0.23496,-1.79838,-1.24237,-6.3595,0.0259413,0.0858042,0.0842347,6.72993,0.191923,0.138193,657000,920
-2.61217,-1.71445,-1.43075,-0.0207537,-1.50497,-1.17081,-6.51992,0.0335199,0.0650371,0.0616003,6.63573,0.190538,0.138646,658000,922
-2.59056,-1.55206,-1.37904,-0.182362,-1.6657,-1.26724,-6.1393,0.037724,0.0661336,0.0703232,6.64475,0.192781,0.138772,659000,924
-2.53239,-1.64245,-1.45412,-0.147572,-1.53256,-1.24342,-6.11651,0.0339636,0.0600454,0.0761044,6.53043,0.190622,0.136831,660000,926
-2.62905,-1.57632,-1.34161,-0.209755,-1.62092,-1.26061,-5.58845,0.0402342,0.0577355,0.0659635,6.73901,0.191433,0.139393,661000,928
-2.45373,-1.65452,-1.40003,-0.110368,-1.56908,-1.25727,-5.25387,0.0339177,0.0568366,0.0670953,6.66187,0.193782,0.138461,662000,930
-2.41701,-1.67021,-1.41591,-0.021477,-1.60716,-1.25885,-5.20943,0.0227561,0.0731893,0.0631881,6.63891,0.191042,0.137065,663000,931
-2.53921,-1.72077,-1.50356,-0.101128,-1.40799,-1.24566,-5.33097,0.0335523,0.0628914,0.0757285,6.65729,0.19388,0.135837,664000,933
-2.35977,-1.52972,-1.29064,-0.175236,-1.85208,-1.26696,-5.15007,0.0219528,0.076028,0.0674751,6.76428,0.192035,0.136274,665000,934
-2.65228,-1.50123,-1.23696,-0.141544,-1.85607,-1.30826,-5.23841,0.0364362,0.0712034,0.0573837,6.51822,0.192391,0.138113,666000,936
-2.49804,-1.44592,-1.21294,-0.313644,-1.95166,-1.31923,-5.05919,0.0371767,0.0683905,0.076187,6.66568,0.188637,0.136577,667000,938
-2.22672,-1.31391,-1.09435,-0.339875,-2.24882,-1.32406,-5.23524,0.0390813,0.0643559,0.0727133,6.5627,0.191735,0.137196,668000,939
-2.29438,-1.27487,-1.01907,-0.357281,-2.32245,-1.3553,-4.82984,0.0330137,0.072779,0.0583948,6.71608,0.18974,0.138334,669000,941
-2.38202,-1.42434,-1.21835,-0.224268,-1.94343,-1.25287,-4.31116,0.0326663,0.0640434,0.0459556,6.50292,0.193811,0.137233,670000,943
-2.37981,-1.5513,-1.34373,-0.155716,-1.81465,-1.25282,-4.57229,0.0233946,0.0808621,0.0711299,6.6726,0.195694,0.13872,671000,944
-2.3569,-1.35182,-1.1618,-0.33871,-2.17356,-1.29348,-4.86607,0.0422673,0.0616099,0.0861071,6.56318,0.195045,0.136326,672000,945
-2.51697,-1.30077,-1.04708,-0.409969,-2.1825,-1.3752,-5.16519,0.038561,0.0655551,0.0640665,6.62686,0.193733,0.137183,673000,947
-2.39645,-1.12361,-0.890777,-0.500987,-2.51375,-1.44805,-4.78876,0.0378669,0.0741846,0.0576148,6.67058,0.194178,0.137041,674000,948
-2.23396,-0.958595,-0.711209,-0.511703,-3.0041,-1.48786,-4.46582,0.0416859,0.0695791,0.0717824,6.69707,0.19362,0.137994,675000,949
-2.21077,-1.10345,-0.834144,-0.340726,-2.74035,-1.37473,-4.94505,0.0271352,0.0739895,0.0405919,6.71477,0.195135,0.139351,676000,952
-2.16765,-0.927774,-0.707513,-0.662813,-2.89442,-1.52002,-5.27396,0.0424795,0.0660722,0.0772843,6.66214,0.19271,0.137551,677000,954
-2.27598,-0.981031,-0.785899,-0.584232,-2.88274,-1.46196,-5.31394,0.0424077,0.0691548,0.080421,6.70834,0.193519,0.137143,678000,955
-2.19536,-0.893135,-0.692765,-0.685974,-2.91047,-1.51252,-5.48346,0.0449263,0.0634783,0.0709481,6.64227,0.193825,0.137505,679000,957
-2.25649,-1.19289,-0.978255,-0.437518,-2.37811,-1.38663,-4.63148,0.0371505,0.0587675,0.0658699,6.6835,0.192785,0.137084,680000,958
-2.28172,-1.18784,-1.01384,-0.430525,-2.37636,-1.40314,-4.85148,0.0400853,0.0550268,0.0762836,6.70081,0.193437,0.137526,681000,960
-2.32081,-1.22567,-1.00358,-0.395451,-2.41501,-1.3799,-4.78365,0.0366023,0.0713604,0.0596972,6.8149,0.194497,0.137412,682000,961
-2.37939,-1.07975,-0.854931,-0.563309,-2.5301,-1.42289,-4.63955,0.039453,0.0695384,0.0627096,6.70132,0.19511,0.135978,683000,963
-2.25726,-1.15219,-0.891711,-0.418735,-2.54558,-1.38228,-4.48382,0.0310428,0.075115,0.0514119,6.55438,0.19254,0.135759,684000,964
-2.35556,-1.22089,-1.02324,-0.325979,-2.41859,-1.34104,-4.42486,0.0437423,0.0629181,0.0789398,6.70756,0.194717,0.139588,685000,966
-2.25051,-1.22534,-1.00287,-0.383342,-2.36854,-1.33205,-4.92809,0.0356206,0.0668037,0.0615359,6.73266,0.19274,0.139079,686000,968
-2.42662,-1.41883,-1.20879,-0.247376,-2.07037,-1.31603,-4.90402,0.037279,0.0704877,0.0845486,6.61946,0.197193,0.137305,687000,970
-2.31477,-1.32934,-1.09401,-0.327486,-2.16726,-1.3401,-5.42518,0.0338557,0.0645721,0.0694778,6.68701,0.195583,0.138924,688000,972
-2.41228,-1.34219,-1.08155,-0.380556,-2.06359,-1.32741,-5.08586,0.0343296,0.0593312,0.0621645,6.717,0.194377,0.138475,689000,974
-2.44014,-1.2441,-0.995385,-0.363667,-2.37203,-1.40325,-5.02909,0.0354286,0.0727986,0.0535779,6.66072,0.191529,0.134848,690000,976
-2.20368,-0.963903,-0.732891,-0.586291,-2.87796,-1.49495,-5.09711,0.0389788,0.0649763,0.0747285,6.65502,0.195497,0.138254,691000,978
-2.43367,-1.13681,-0.885842,-0.488078,-2.56278,-1.42883,-4.7207,0.0397284,0.0753912,0.0748569,6.72138,0.191963,0.137421,692000,980
-2.32537,-1.23903,-1.01349,-0.380476,-2.35919,-1.3742,-5.35193,0.0290022,0.0784237,0.0609048,6.68301,0.192532,0.138361,693000,982
-2.30218,-1.24232,-1.03913,-0.327838,-2.33608,-1.34665,-5.17623,0.0272808,0.0763442,0.0618823,6.56006,0.197225,0.13717,694000,983
-2.44129,-1.17942,-0.940194,-0.414777,-2.46822,-1.41869,-5.08227,0.0392709,0.0754863,0.0693846,6.54647,0.194414,0.138444,695000,985
-2.3051,-1.31645,-1.07114,-0.373915,-2.25614,-1.32515,-5.07727,0.0275527,0.0756423,0.0787069,6.69514,0.195834,0.135176,696000,986
-2.26124,-1.07794,-0.834782,-0.475371,-2.65467,-1.41817,-5.11011,0.0354487,0.06627,0.0541395,6.755,0.19513,0.138024,697000,988
-2.26535,-1.2143,-0.972784,-0.349579,-2.42704,-1.36309,-4.38427,0.0278525,0.0724606,0.0443865,6.68102,0.195026,0.137982,698000,990
-2.26451,-1.22391,-0.979481,-0.376288,-2.43912,-1.37049,-4.18523,0.0315283,0.0830364,0.0433791,6.7114,0.193921,0.136647,699000,991
-2.31891,-1.19119,-0.95445,-0.389712,-2.43127,-1.38585,-4.15647,0.0339771,0.0725973,0.0486447,6.57473,0.194344,0.138859,700000,994
-2.384,-1.30111,-1.04455,-0.263437,-2.30135,-1.33028,-4.08942,0.027809,0.0839383,0.0512323,6.56742,0.195526,0.137828,701000,995
-2.26786,-1.38784,-1.14277,-0.217533,-2.12023,-1.31605,-4.54605,0.0236926,0.0839099,0.0532113,6.66807,0.192434,0.138287,702000,997
-2.28455,-1.31091,-1.09725,-0.336208,-2.21309,-1.30214,-4.30843,0.0270351,0.0752818,0.0715101,6.66908,0.191866,0.138152,703000,998
-2.33185,-1.1835,-0.953026,-0.392131,-2.43079,-1.40635,-4.00641,0.0303519,0.0788129,0.0494379,6.72041,0.18941,0.138801,704000,1000
-2.2781,-1.2734,-1.06917,-0.286498,-2.36022,-1.40507,-3.87847,0.0344455,0.0672987,0.077438,6.75361,0.19554,0.137151,705000,1001
-2.29208,-1.18581,-0.927264,-0.4317,-2.44912,-1.40424,-4.10436,0.0356653,0.0675794,0.0565006,6.5218,0.195969,0.136121,706000,1003
-2.22225,-1.14747,-0.915382,-0.364582,-2.60351,-1.39227,-4.14747,0.0373924,0.0708076,0.0535332,6.66214,0.19132,0.136877,707000,1005
-2.31158,-1.21427,-1.0063,-0.389768,-2.41246,-1.33869,-4.34892,0.0304147,0.0749607,0.0679476,6.72531,0.194005,0.137102,708000,1007
-2.24148,-1.39773,-1.16327,-0.205706,-2.08612,-1.31333,-4.32269,0.0291974,0.0640207,0.060857,6.73769,0.188898,0.137543,709000,1009
-2.27261,-1.2114,-0.967128,-0.41217,-2.39064,-1.36923,-4.40925,0.0352639,0.0689173,0.062722,6.56898,0.19556,0.138266,710000,1011
-2.22338,-1.12957,-0.884327,-0.453066,-2.63074,-1.43826,-4.21568,0.0319007,0.0766323,0.0688996,6.70233,0.192394,0.139318,711000,1013
-2.23819,-1.08794,-0.847764,-0.489074,-2.66813,-1.39635,-4.38559,0.035635,0.0690318,0.0590166,6.61109,0.194102,0.137598,712000,1015
-2.34099,-1.09051,-0.895066,-0.436393,-2.65886,-1.40069,-4.38223,0.0334913,0.0779012,0.0779961,6.64791,0.192921,0.139528,713000,1016
-2.22462,-0.978674,-0.792571,-0.546856,-2.84788,-1.41369,-4.25343,0.0384238,0.0696361,0.0807728,6.5815,0.195737,0.140543,714000,1018
-2.28949,-1.13297,-0.881421,-0.390225,-2.6454,-1.36118,-4.15291,0.0337312,0.0830656,0.0595887,6.73927,0.196703,0.138574,715000,1020
-2.18905,-1.05672,-0.875771,-0.537173,-2.62521,-1.40152,-3.96968,0.0328375,0.0660342,0.0526542,6.63143,0.192966,0.137844,716000,1022
-2.34347,-1.15894,-0.926135,-0.497534,-2.46439,-1.42925,-4.30208,0.0387711,0.0681744,0.0698968,6.60407,0.190489,0.136125,717000,1024
-2.32774,-1.17961,-0.947401,-0.517094,-2.43956,-1.37427,-4.37381,0.0451569,0.0594703,0.079151,6.7556,0.190087,0.139153,718000,1027
-2.32515,-1.1134,-0.944849,-0.504127,-2.54935,-1.40443,-4.34723,0.0444231,0.064213,0.0805534,6.63362,0.195405,0.138429,719000,1028
-2.2792,-1.21543,-1.01675,-0.377807,-2.42058,-1.38468,-4.05109,0.0320299,0.0733277,0.0752481,6.62243,0.194507,0.140087,720000,1033
-2.44921,-1.55501,-1.31961,-0.15037,-1.74236,-1.28338,-4.01297,0.0242167,0.0809698,0.055253,6.74023,0.192491,0.139978,721000,1034
-2.5448,-1.65262,-1.40807,-0.177359,-1.52784,-1.2493,-4.24069,0.0235211,0.0828721,0.0682052,6.63508,0.196575,0.136067,722000,1034
-2.57488,-1.51908,-1.26235,-0.233668,-1.8101,-1.31296,-4.76745,0.0352493,0.0672417,0.0590889,6.74151,0.19192,0.138113,723000,1035
