BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-1.97295,-1.06326,-0.918611,-0.589408,-2.10726,-1.08857,0.0830729,6.73022,0.186424,0.139262,499000,1213
-2.10144,-1.28099,-1.12562,-0.446162,-1.67451,-0.983339,0.0807352,6.59308,0.19341,0.143199,500000,1215
-1.97572,-1.17746,-0.992862,-0.589897,-1.8035,-1.01353,0.0798416,6.72473,0.187735,0.145257,501000,1218
-2.08508,-1.09035,-0.948023,-0.600248,-1.98691,-1.10481,0.0925894,6.5864,0.189454,0.142156,502000,1220
-1.90467,-1.11166,-0.913008,-0.544406,-2.04615,-1.0435,0.0831108,6.68854,0.190198,0.143888,503000,1222
-2.01848,-1.13885,-0.978499,-0.537335,-1.95732,-1.0605,0.0903333,6.49127,0.191041,0.143013,504000,1225
-1.93089,-0.995288,-0.8145,-0.692823,-2.13596,-1.1326,0.0862625,6.68098,0.193784,0.141826,505000,1228
-2.07552,-1.25319,-1.14018,-0.446372,-1.69853,-0.965844,0.0803209,6.52505,0.194784,0.142519,506000,1230
-2.12273,-1.30166,-1.13387,-0.451777,-1.62231,-0.975522,0.0845352,6.75513,0.193966,0.141698,507000,1234
-2.07576,-1.28624,-1.16536,-0.462531,-1.62427,-0.996462,0.0844879,6.74754,0.189807,0.142302,508000,1236
-2.18683,-1.29795,-1.13774,-0.482127,-1.58928,-1.03415,0.0810496,6.66391,0.190815,0.142775,509000,1239
-2.09436,-1.32412,-1.15174,-0.437408,-1.57125,-1.00753,0.083776,6.59999,0.192017,0.142034,510000,1242
-2.02106,-1.18947,-1.01969,-0.497382,-1.91141,-1.04893,0.0863876,6.79236,0.189987,0.139976,511000,1246
-1.95918,-1.10431,-0.978996,-0.573389,-1.94094,-1.00675,0.0839832,6.57702,0.188576,0.142332,512000,1248
-1.96809,-1.09376,-0.908815,-0.537534,-2.12982,-1.02884,0.085773,6.66448,0.189817,0.142792,513000,1250
-2.1494,-1.19924,-1.0155,-0.523913,-1.82722,-1.03625,0.0928661,6.59665,0.192079,0.144367,514000,1252
-2.27779,-1.39653,-1.2643,-0.412361,-1.38937,-0.965983,0.0808147,6.70513,0.189116,0.142347,515000,1255
-2.16697,-1.41766,-1.25422,-0.35818,-1.44841,-0.929607,0.0815063,6.61608,0.191432,0.141084,516000,1258
-2.09637,-1.35426,-1.16704,-0.400008,-1.59002,-0.93898,0.0830376,6.69275,0.190119,0.143113,517000,1261
-2.25647,-1.36231,-1.23005,-0.409748,-1.49642,-0.982186,0.0874458,6.74473,0.190754,0.142375,518000,1264
-2.10134,-1.24627,-1.12355,-0.545466,-1.55402,-1.05714,0.0829013,6.72583,0.191529,0.142906,519000,1268
-2.10821,-1.38718,-1.27508,-0.449952,-1.383,-0.999636,0.0765049,6.79069,0.190538,0.140166,520000,1283
-2.04702,-1.22439,-1.1041,-0.518293,-1.74346,-0.998098,0.0806102,6.73433,0.191063,0.140716,521000,1286
-1.98051,-1.14254,-0.9798,-0.504218,-1.99982,-1.05528,0.0799657,6.75011,0.191479,0.141646,522000,1290
-2.10123,-1.20471,-1.07946,-0.553562,-1.784,-1.04263,0.090774,6.66677,0.192379,0.141265,523000,1293
-2.15747,-1.47296,-1.30208,-0.420514,-1.2387,-0.945593,0.0832606,6.63941,0.186749,0.143646,524000,1296
-2.18274,-1.39705,-1.26309,-0.422127,-1.38295,-0.939273,0.0813137,6.57229,0.189739,0.141651,525000,1298
-2.22065,-1.41236,-1.28857,-0.404622,-1.28098,-0.983572,0.0785628,6.72191,0.188808,0.141792,526000,1300
-2.20503,-1.27919,-1.13543,-0.436385,-1.65359,-1.04353,0.0877748,6.61628,0.190593,0.145251,527000,1302
-2.12658,-1.31476,-1.12749,-0.467977,-1.59366,-1.0252,0.0790817,6.66983,0.187451,0.141595,528000,1305
-2.10173,-1.38435,-1.21906,-0.38189,-1.42875,-0.969498,0.0731326,6.60531,0.190745,0.144162,529000,1307
-2.184,-1.32952,-1.23484,-0.508252,-1.37432,-0.994296,0.0861741,6.71526,0.188595,0.142077,530000,1309
-2.08501,-1.34251,-1.15843,-0.344707,-1.61184,-0.9957,0.0743322,6.64863,0.19167,0.144081,531000,1312
-2.22406,-1.21492,-1.08663,-0.532209,-1.70524,-1.03337,0.0899412,6.72099,0.187612,0.142696,532000,1314
-2.0906,-1.3919,-1.25717,-0.399353,-1.39515,-0.976428,0.0793369,6.7534,0.187959,0.139773,533000,1316
-2.0263,-0.935497,-0.764751,-0.678191,-2.3011,-1.17986,0.093367,6.65849,0.192193,0.143148,534000,1318
-1.94429,-0.8903,-0.714274,-0.781057,-2.42097,-1.15452,0.0921238,6.73179,0.189688,0.140409,535000,1320
-1.95403,-0.821963,-0.661274,-0.788714,-2.54535,-1.21628,0.0991157,6.64754,0.18717,0.143577,536000,1323
-2.12526,-1.05985,-0.902453,-0.644577,-2.06257,-1.14472,0.0979761,6.84058,0.187801,0.142837,537000,1326
-1.93657,-1.18752,-1.0368,-0.407026,-1.97046,-0.994166,0.0766547,6.72757,0.188653,0.142256,538000,1329
-2.02186,-1.08034,-0.91509,-0.573443,-2.02979,-1.13482,0.0829821,6.67977,0.191647,0.143806,539000,1332
-1.96387,-1.00062,-0.879278,-0.694662,-2.14121,-1.11419,0.092934,6.64811,0.189533,0.143015,540000,1334
-2.22972,-1.24087,-1.07654,-0.581391,-1.68056,-1.11706,0.0897756,6.67661,0.190623,0.142686,541000,1336
-2.20414,-1.29442,-1.10821,-0.56609,-1.55414,-1.04323,0.089449,6.56454,0.190438,0.142124,542000,1339
-2.13347,-1.17795,-1.06525,-0.549595,-1.81311,-1.04331,0.0884338,6.58814,0.189564,0.141231,543000,1342
-2.20131,-1.35814,-1.22265,-0.37652,-1.48947,-0.961793,0.0821345,6.7011,0.18886,0.143298,544000,1345
-1.99864,-1.29882,-1.14041,-0.413063,-1.67342,-1.01543,0.0750009,6.70108,0.191688,0.14092,545000,1347
-2.13687,-1.44222,-1.25849,-0.364979,-1.37315,-1.00589,0.0762425,6.58547,0.187873,0.141318,546000,1350
-2.0669,-1.3062,-1.18094,-0.451255,-1.52064,-1.01395,0.0800003,6.66602,0.191439,0.143722,547000,1353
-2.18529,-1.37727,-1.22053,-0.440634,-1.43285,-0.978048,0.0841652,6.64178,0.190002,0.141619,548000,1356
-2.27694,-1.34192,-1.2041,-0.516787,-1.37868,-0.986857,0.0844741,6.61881,0.190249,0.142569,549000,1359
-2.28686,-1.49568,-1.31339,-0.336111,-1.24167,-0.952787,0.0800151,6.73154,0.187825,0.140706,550000,1361
-2.17476,-1.28873,-1.15117,-0.462647,-1.61083,-1.00485,0.080904,6.74863,0.189257,0.143845,551000,1364
-2.11182,-1.18787,-1.02649,-0.55413,-1.83311,-0.986979,0.0859672,6.58436,0.189626,0.141917,552000,1367
-2.02062,-1.27745,-1.11962,-0.450686,-1.73354,-0.986122,0.0782452,6.66423,0.191516,0.139004,553000,1370
-2.3442,-1.42095,-1.27295,-0.447617,-1.26132,-1.0231,0.0929136,6.69702,0.190266,0.141047,554000,1374
-2.31029,-1.51379,-1.38581,-0.249908,-1.19638,-0.993629,0.0733806,6.82331,0.18776,0.137882,555000,1377
-2.1419,-1.33214,-1.19212,-0.443604,-1.50387,-1.09768,0.078818,6.76204,0.191999,0.140637,556000,1380
-2.28882,-1.33822,-1.1935,-0.400699,-1.56198,-0.950431,0.0873635,6.67412,0.192482,0.143724,557000,1383
-2.18546,-1.33513,-1.18021,-0.418575,-1.56586,-1.04137,0.084401,6.69785,0.190212,0.142272,558000,1387
-2.16131,-1.29417,-1.15676,-0.472961,-1.5933,-0.994137,0.0883543,6.68664,0.189075,0.140379,559000,1389
-2.12458,-1.35064,-1.17558,-0.437238,-1.52884,-0.968688,0.0801625,6.59125,0.189618,0.141066,560000,1391
-2.12843,-1.35577,-1.2187,-0.44066,-1.46147,-1.03538,0.075106,6.66059,0.185706,0.140253,561000,1393
-2.16361,-1.30443,-1.13696,-0.404611,-1.71917,-0.994827,0.0828088,6.7652,0.191652,0.142592,562000,1396
-2.0285,-1.26971,-1.10757,-0.413796,-1.74692,-1.02211,0.0765779,6.74643,0.190423,0.140533,563000,1398
-2.29942,-1.26683,-1.15745,-0.546186,-1.61032,-1.04958,0.092726,6.6472,0.189465,0.142917,564000,1400
-2.0931,-1.25385,-1.09374,-0.540605,-1.61969,-1.09458,0.080438,6.78609,0.189582,0.140307,565000,1403
-2.12469,-1.34739,-1.18648,-0.370908,-1.51187,-0.996802,0.0742828,6.7513,0.192279,0.142345,566000,1405
-2.06736,-1.32418,-1.15141,-0.446016,-1.62982,-1.02631,0.0840892,6.76842,0.19322,0.14293,567000,1407
-2.096,-1.19394,-1.07468,-0.612402,-1.67856,-1.13476,0.084503,6.72362,0.191924,0.140129,568000,1410
-2.07698,-1.26527,-1.11022,-0.555903,-1.58368,-0.982927,0.0787042,6.65543,0.18938,0.140946,569000,1412
-2.05498,-1.25998,-1.12896,-0.48895,-1.64821,-0.992458,0.0837558,6.62621,0.189122,0.143492,570000,1416
-1.80335,-1.04051,-0.879666,-0.62636,-2.13403,-1.06697,0.0771138,6.55317,0.192715,0.14367,571000,1419
-1.96459,-1.07593,-0.919179,-0.503856,-2.12977,-1.0413,0.0797123,6.65285,0.185095,0.14332,572000,1422
-1.92705,-1.07444,-0.924507,-0.606472,-2.05997,-1.07301,0.0901262,6.58118,0.190532,0.142781,573000,1425
-1.9521,-1.03461,-0.885386,-0.647248,-2.06496,-1.07833,0.0886479,6.68098,0.187095,0.14108,574000,1429
-2.12334,-1.22417,-1.07999,-0.55894,-1.71473,-1.05954,0.0876891,6.56784,0.189872,0.142732,575000,1431
-1.90067,-1.02295,-0.867978,-0.616129,-2.1347,-1.12973,0.0853943,6.85682,0.189991,0.141938,576000,1434
-1.8182,-0.884368,-0.737803,-0.74628,-2.40988,-1.20694,0.0902444,6.67591,0.18865,0.142513,577000,1436
-1.80109,-0.860863,-0.688274,-0.795146,-2.48186,-1.16932,0.0973604,6.69979,0.191255,0.143163,578000,1440
-1.96033,-0.980333,-0.835361,-0.735884,-2.21803,-1.13481,0.0934627,6.7123,0.188471,0.141277,579000,1443
-1.83694,-0.983254,-0.796419,-0.651896,-2.24833,-1.10401,0.0819843,6.76173,0.188378,0.143383,580000,1446
-1.93568,-1.00826,-0.846069,-0.568955,-2.23553,-1.08335,0.083245,6.71018,0.192111,0.143015,581000,1449
-2.06578,-1.30981,-1.13613,-0.478193,-1.5752,-1.00687,0.0783595,6.64944,0.19048,0.143511,582000,1453
-2.04704,-1.26166,-1.15681,-0.420671,-1.67675,-1.04101,0.0798475,6.64121,0.189904,0.142117,583000,1456
-2.04605,-1.23318,-1.10445,-0.512052,-1.68589,-1.00955,0.0871435,6.57433,0.189011,0.142953,584000,1459
-2.10402,-1.37175,-1.25466,-0.397978,-1.4156,-1.00455,0.076565,6.78658,0.19142,0.141898,585000,1461
-2.17605,-1.27589,-1.13793,-0.477097,-1.6562,-1.05481,0.0908082,6.50678,0.189106,0.142474,586000,1464
-1.87366,-1.02755,-0.864935,-0.677654,-2.14171,-1.14135,0.0858835,6.69332,0.190536,0.141182,587000,1468
-2.14039,-1.27751,-1.13988,-0.491026,-1.61905,-1.05536,0.0844273,6.83584,0.18956,0.139654,588000,1471
-2.08161,-1.18703,-1.02914,-0.554265,-1.81364,-1.06299,0.0789476,6.70567,0.187212,0.141032,589000,1474
-1.99557,-1.10776,-0.967813,-0.683746,-1.91311,-1.09414,0.0794516,6.76467,0.185691,0.139783,590000,1478
-2.14297,-1.15814,-1.01422,-0.59329,-1.79619,-1.04403,0.0844064,6.81926,0.190557,0.141398,591000,1481
-2.01876,-1.10458,-0.948547,-0.655123,-1.96307,-1.08894,0.0902564,6.80437,0.187327,0.142176,592000,1483
-2.12812,-1.08632,-0.924578,-0.681479,-1.94711,-1.1266,0.0919837,6.63542,0.188561,0.141252,593000,1486
-2.20435,-1.22809,-1.06088,-0.490231,-1.74461,-1.07327,0.0891719,6.6186,0.192152,0.144217,594000,1490
-2.41342,-1.55769,-1.41824,-0.230699,-1.17724,-0.917678,0.0854265,6.61454,0.192041,0.140555,595000,1493
-2.28064,-1.62851,-1.47476,-0.211938,-1.04457,-0.870064,0.0776483,6.71573,0.185597,0.143184,596000,1496
-2.30025,-1.41033,-1.26945,-0.389588,-1.41816,-0.965995,0.0853677,6.62554,0.189957,0.14065,597000,1499
-2.13931,-1.39016,-1.24081,-0.417882,-1.31893,-1.08558,0.0724939,6.66886,0.192024,0.145487,598000,1502
-2.04948,-1.27173,-1.12882,-0.403417,-1.71156,-1.00016,0.0821919,6.66354,0.190101,0.142418,599000,1505
-2.21051,-1.37971,-1.21351,-0.482873,-1.39026,-1.06639,0.0853523,6.64435,0.189888,0.142099,600000,1509
-2.09984,-1.23505,-1.053,-0.480859,-1.75341,-1.12098,0.0841115,6.76559,0.188763,0.142656,601000,1512
-2.06197,-1.00943,-0.887448,-0.634128,-2.16589,-1.10134,0.0888576,6.60744,0.191139,0.142318,602000,1515
-1.98835,-1.07073,-0.870501,-0.562791,-2.09445,-1.14404,0.0894746,6.69701,0.192498,0.142149,603000,1518
-1.97679,-1.17154,-0.963341,-0.667003,-1.8463,-1.10504,0.0863416,6.55008,0.19284,0.14074,604000,1520
-2.11501,-1.25403,-1.11198,-0.502932,-1.64877,-1.04627,0.0812579,6.65678,0.192082,0.14048,605000,1523
-2.21593,-1.37174,-1.24131,-0.376312,-1.45893,-1.0514,0.0814347,6.69703,0.191036,0.140406,606000,1525
-2.02165,-1.20011,-1.06445,-0.481509,-1.84029,-1.04804,0.0847478,6.66628,0.191645,0.141576,607000,1528
-2.13475,-1.15192,-1.00063,-0.582575,-1.88335,-1.10963,0.0899718,6.77143,0.188416,0.140525,608000,1530
-2.06174,-1.17783,-1.00777,-0.569276,-1.85262,-1.07343,0.0859549,6.66436,0.190116,0.143219,609000,1533
-2.15121,-1.22021,-1.07359,-0.440481,-1.8763,-1.04583,0.0860717,6.54893,0.193605,0.140437,610000,1535
-2.04265,-1.15848,-0.988064,-0.489502,-1.96894,-1.12918,0.0845706,6.69825,0.190987,0.141167,611000,1538
-1.91683,-1.13856,-0.986747,-0.541562,-1.95297,-1.13466,0.0830683,6.66513,0.190342,0.140453,612000,1540
-2.00681,-1.14913,-0.986133,-0.484535,-1.98465,-1.10756,0.0823007,6.65025,0.190898,0.141488,613000,1543
-2.01626,-1.13793,-0.968701,-0.5462,-2.00092,-1.08092,0.0869343,6.64062,0.192059,0.142944,614000,1547
-2.03001,-1.10411,-0.961094,-0.537335,-2.03412,-1.12493,0.0838872,6.61485,0.190543,0.142704,615000,1550
-1.87888,-1.09797,-0.95489,-0.453636,-2.16977,-1.07792,0.0828923,6.70483,0.188358,0.142681,616000,1553
-2.04591,-1.12739,-0.935952,-0.586546,-1.98638,-1.13073,0.0883024,6.81695,0.185782,0.14055,617000,1556
-1.93761,-1.02853,-0.851664,-0.565331,-2.31805,-1.07019,0.0854246,6.7227,0.189702,0.140255,618000,1559
-1.77774,-0.865698,-0.695726,-0.711852,-2.50935,-1.14628,0.086191,6.5303,0.188861,0.143863,619000,1562
-1.79572,-0.919997,-0.789385,-0.631352,-2.39163,-1.1187,0.0798911,6.76243,0.187813,0.142505,620000,1566
-1.96747,-0.90816,-0.761097,-0.621497,-2.52898,-1.10951,0.0905507,6.66355,0.191052,0.138728,621000,1569
-1.71724,-0.83105,-0.667866,-0.792658,-2.5619,-1.20834,0.0889774,6.68462,0.192137,0.139874,622000,1572
-1.88854,-0.9233,-0.753835,-0.597205,-2.4708,-1.12437,0.0885246,6.64946,0.192818,0.142045,623000,1575
-1.77015,-0.888793,-0.731823,-0.703919,-2.45446,-1.18714,0.0833252,6.66894,0.190525,0.142349,624000,1577
-1.95018,-0.900607,-0.770032,-0.651487,-2.44136,-1.1291,0.0923039,6.58328,0.193516,0.140784,625000,1580
-1.8459,-0.903465,-0.692774,-0.638323,-2.514,-1.15183,0.0889515,6.76028,0.191094,0.14238,626000,1583
-1.88157,-1.07763,-0.927235,-0.562923,-2.07198,-1.10586,0.0827645,6.61208,0.189735,0.1416,627000,1587
-1.91385,-0.997476,-0.858584,-0.558939,-2.25362,-1.07189,0.0861577,6.58311,0.193765,0.141264,628000,1590
-1.82824,-0.832631,-0.685264,-0.707301,-2.57882,-1.21211,0.0918711,6.67627,0.189067,0.141655,629000,1593
-2.0068,-1.05112,-0.92147,-0.608465,-2.08804,-1.16607,0.0901422,6.62708,0.194194,0.142374,630000,1596
-1.86152,-0.920032,-0.787796,-0.655577,-2.32299,-1.16867,0.0880974,6.76384,0.192142,0.142694,631000,1599
-1.93211,-0.966951,-0.802171,-0.678666,-2.34653,-1.19559,0.0925816,6.59428,0.188573,0.140361,632000,1601
-1.86671,-0.962774,-0.821456,-0.643527,-2.2995,-1.1291,0.0911268,6.7221,0.191052,0.140624,633000,1603
-1.97696,-0.981655,-0.807344,-0.640243,-2.23499,-1.11264,0.0865267,6.75728,0.190005,0.14196,634000,1605
-1.84763,-1.01536,-0.888719,-0.610806,-2.16658,-1.10389,0.0864616,6.52226,0.191318,0.141164,635000,1607
-1.93221,-1.00313,-0.86381,-0.597893,-2.28409,-1.10111,0.085537,6.64251,0.1918,0.140762,636000,1609
-1.87156,-0.895724,-0.747606,-0.694926,-2.46845,-1.11307,0.0920821,6.50352,0.189676,0.140935,637000,1611
-1.94283,-0.967193,-0.804055,-0.591428,-2.3471,-1.14687,0.0957846,6.51153,0.189994,0.141564,638000,1613
-1.95511,-0.914312,-0.779364,-0.657872,-2.43655,-1.2043,0.0899019,6.7045,0.187957,0.141048,639000,1616
-1.98788,-0.945392,-0.797051,-0.585423,-2.37781,-1.1036,0.0874656,6.72097,0.189214,0.141044,640000,1619
-1.97965,-1.1393,-0.952116,-0.550026,-1.97053,-1.09862,0.0900344,6.68599,0.19125,0.142694,641000,1621
-2.06924,-1.29101,-1.13569,-0.41989,-1.67392,-0.998648,0.0844505,6.72167,0.188434,0.141644,642000,1624
-1.96892,-1.2836,-1.07182,-0.367755,-1.82421,-0.997541,0.0751855,6.75857,0.188881,0.141554,643000,1627
-2.04845,-1.19694,-0.992262,-0.433362,-1.98999,-1.0039,0.0840308,6.7005,0.187763,0.141713,644000,1630
-2.15658,-1.34203,-1.16068,-0.457746,-1.57404,-1.01539,0.0825517,6.6977,0.18802,0.140377,645000,1634
-2.06936,-1.34224,-1.1592,-0.334005,-1.69551,-0.940115,0.0814873,6.69797,0.186272,0.141282,646000,1636
-2.21628,-1.40913,-1.23289,-0.388354,-1.43528,-0.977611,0.0878975,6.7057,0.191709,0.142959,647000,1639
-2.15002,-1.20412,-1.07393,-0.513236,-1.81364,-1.09085,0.0827618,6.76664,0.191244,0.140155,648000,1641
-2.13074,-1.20019,-1.04491,-0.586144,-1.72023,-1.06127,0.0893753,6.61599,0.190754,0.141549,649000,1643
-2.16993,-1.31378,-1.15123,-0.444199,-1.66139,-1.01702,0.0834436,6.58957,0.189899,0.139892,650000,1646
-1.9896,-1.11093,-0.990699,-0.561183,-2.03578,-1.06346,0.0872765,6.61168,0.189212,0.140713,651000,1648
-2.29967,-1.3958,-1.23793,-0.351391,-1.47725,-1.00653,0.0854498,6.59508,0.190775,0.139259,652000,1651
-2.26345,-1.4054,-1.26469,-0.322914,-1.41818,-1.00803,0.0877594,6.77172,0.188664,0.142111,653000,1654
-2.24132,-1.4342,-1.27091,-0.343801,-1.37469,-0.960936,0.0806984,6.7382,0.189805,0.141584,654000,1656
-2.18135,-1.38891,-1.21384,-0.395619,-1.46862,-0.968794,0.0857213,6.66429,0.18922,0.141691,655000,1658
-2.23675,-1.34829,-1.18724,-0.431077,-1.57608,-1.00263,0.0880037,6.7598,0.189576,0.140613,656000,1661
-2.05969,-1.2668,-1.10085,-0.462964,-1.71115,-1.10198,0.0814299,6.7328,0.187917,0.140588,657000,1663
-2.12843,-1.31164,-1.17249,-0.423354,-1.56617,-1.02339,0.082261,6.54365,0.18896,0.141268,658000,1667
-2.05548,-1.43412,-1.288,-0.380788,-1.35311,-0.991247,0.0717849,6.67888,0.18977,0.13956,659000,1669
-2.30362,-1.25211,-1.11119,-0.436056,-1.78633,-1.03717,0.0901555,6.56554,0.188248,0.141197,660000,1672
-2.27283,-1.33482,-1.17118,-0.411547,-1.53662,-1.01414,0.0834372,6.61982,0.190834,0.142629,661000,1674
-1.86921,-1.1751,-0.995601,-0.412603,-2.04234,-1.03821,0.0772974,6.66651,0.186709,0.141468,662000,1676
-1.98854,-1.13446,-0.981618,-0.465187,-1.9937,-1.0939,0.0824434,6.75141,0.18823,0.14317,663000,1678
-2.05062,-1.2596,-1.09041,-0.467303,-1.6793,-1.08878,0.0810448,6.59225,0.187775,0.142858,664000,1681
-2.32892,-1.60826,-1.44099,-0.21651,-1.03904,-0.899806,0.0709439,6.73505,0.189171,0.140665,665000,1684
-2.2505,-1.4668,-1.27889,-0.276278,-1.45016,-0.937247,0.0857823,6.62384,0.19058,0.140718,666000,1686
-2.1781,-1.36491,-1.21672,-0.363245,-1.50599,-0.999145,0.0796456,6.69601,0.186401,0.142338,667000,1689
-2.13121,-1.30073,-1.15629,-0.453077,-1.61017,-1.05592,0.082258,6.75861,0.188755,0.14069,668000,1691
-2.27986,-1.39879,-1.24286,-0.312461,-1.49598,-1.08566,0.08337,6.71937,0.187856,0.138468,669000,1694
-2.03294,-1.2787,-1.11943,-0.53331,-1.62974,-1.06675,0.0753889,6.8038,0.185688,0.140156,670000,1698
-2.13556,-1.28124,-1.10373,-0.442585,-1.71301,-1.02675,0.0922009,6.75294,0.187456,0.140951,671000,1701
-2.11784,-1.18558,-1.02005,-0.44629,-1.94537,-1.0744,0.0881998,6.62876,0.186996,0.141956,672000,1704
-1.84865,-0.913247,-0.75752,-0.674237,-2.42881,-1.20777,0.085598,6.80511,0.18986,0.142778,673000,1707
-2.01882,-0.986943,-0.871143,-0.659385,-2.21356,-1.08653,0.0886315,6.6621,0.185975,0.140102,674000,1711
-1.91122,-0.85345,-0.708685,-0.760373,-2.49586,-1.1667,0.103602,6.67482,0.184326,0.140617,675000,1714
-1.82857,-0.828782,-0.711244,-0.705465,-2.64657,-1.13463,0.0925157,6.57593,0.187366,0.141112,676000,1717
-1.84767,-0.937818,-0.79038,-0.635202,-2.40376,-1.14384,0.0874739,6.65804,0.188558,0.140291,677000,1720
-2.0217,-1.04798,-0.874262,-0.643262,-2.12878,-1.12388,0.0879939,6.66128,0.18756,0.142068,678000,1722
-2.07925,-1.23381,-1.08671,-0.451189,-1.86558,-1.06307,0.0855968,6.57679,0.188532,0.138858,679000,1724
-2.10016,-1.35189,-1.19293,-0.358316,-1.56025,-1.00625,0.0833929,6.65019,0.18897,0.143409,680000,1727
-2.16393,-1.22748,-1.09759,-0.509927,-1.71502,-1.09692,0.0927302,6.71644,0.186482,0.141827,681000,1729
-2.19298,-1.18514,-1.02527,-0.493226,-1.93911,-1.0489,0.0920298,6.66691,0.190762,0.140463,682000,1732
-2.00858,-1.08123,-0.973362,-0.556354,-2.03868,-1.08575,0.0958009,6.62797,0.188952,0.142993,683000,1735
-1.88064,-0.83038,-0.688516,-0.772974,-2.50585,-1.15686,0.0985261,6.58317,0.190444,0.144463,684000,1738
-2.16217,-1.16849,-0.989364,-0.565383,-1.86997,-1.13105,0.0880548,6.68816,0.193109,0.141609,685000,1740
-1.83699,-1.00743,-0.77573,-0.695046,-2.33146,-1.18141,0.0886353,6.60176,0.189357,0.13935,686000,1743
-2.07108,-0.948652,-0.810544,-0.64756,-2.30209,-1.10722,0.0901058,6.74331,0.187374,0.14158,687000,1745
-2.14957,-1.17767,-1.02226,-0.61533,-1.80022,-1.04803,0.0940021,6.6964,0.186933,0.142906,688000,1749
-2.03725,-1.14691,-0.985912,-0.467735,-1.99747,-1.10715,0.0926989,6.69605,0.188831,0.141023,689000,1752
-2.20031,-1.23989,-1.04803,-0.54957,-1.74364,-1.09426,0.0896501,6.70785,0.18881,0.143193,690000,1755
-2.239,-1.42349,-1.27583,-0.321073,-1.41597,-0.992792,0.0805131,6.60792,0.190286,0.13908,691000,1757
-2.23754,-1.26797,-1.11483,-0.413363,-1.68071,-1.06253,0.0895565,6.73531,0.188133,0.141436,692000,1759
-1.88172,-1.00465,-0.840006,-0.641813,-2.19138,-1.17523,0.0931882,6.71733,0.188777,0.144075,693000,1762
-1.95235,-1.0906,-0.962463,-0.631744,-1.96448,-1.11893,0.0928411,6.75966,0.188331,0.144395,694000,1766
-1.96291,-1.14312,-0.997946,-0.526582,-1.90973,-1.05938,0.0798455,6.62109,0.187369,0.143005,695000,1769
-1.87615,-1.00618,-0.846794,-0.571914,-2.27177,-1.05615,0.0850406,6.61491,0.189232,0.142645,696000,1772
-1.90376,-0.914505,-0.748618,-0.70946,-2.32434,-1.17944,0.0852019,6.70958,0.187627,0.14238,697000,1774
-1.96278,-1.08359,-0.908712,-0.549245,-2.14328,-1.12261,0.090799,6.60683,0.189665,0.1402,698000,1777
-1.96998,-0.925204,-0.80954,-0.613073,-2.4045,-1.17863,0.0874705,6.7118,0.188694,0.141572,699000,1780
-2.01709,-0.998027,-0.840929,-0.643826,-2.20165,-1.11649,0.0915736,6.64337,0.187617,0.142997,700000,1782
-1.9898,-0.934268,-0.78667,-0.704149,-2.32007,-1.19779,0.099187,6.74858,0.188344,0.141014,701000,1784
-2.07324,-1.06263,-0.944114,-0.524637,-2.17352,-1.06123,0.0891659,6.65257,0.189028,0.142544,702000,1787
-2.09224,-1.2057,-1.06722,-0.660218,-1.65144,-1.07084,0.0825686,6.56708,0.18814,0.142108,703000,1790
-2.1347,-1.25169,-1.09545,-0.459856,-1.71128,-1.05686,0.0841451,6.65604,0.187587,0.141453,704000,1793
-2.14496,-1.30144,-1.13844,-0.457835,-1.56574,-1.04284,0.0824442,6.72064,0.187579,0.142236,705000,1795
-2.04653,-1.14455,-1.01264,-0.544178,-1.86432,-1.05574,0.0758508,6.75292,0.188894,0.141562,706000,1798
-2.00709,-0.992082,-0.833269,-0.674854,-2.21657,-1.15626,0.0920946,6.68425,0.188364,0.143592,707000,1800
-2.00528,-1.05688,-0.921291,-0.556125,-2.06654,-1.13855,0.0809186,6.65472,0.187867,0.140337,708000,1802
-2.06687,-1.14004,-1.01739,-0.538293,-1.86308,-1.03276,0.0862168,6.77771,0.184775,0.143852,709000,1805
-2.10602,-1.25796,-1.05884,-0.463856,-1.84729,-1.0524,0.0864741,6.78104,0.187798,0.140385,710000,1808
-2.21649,-1.2482,-1.10463,-0.597889,-1.6411,-1.14792,0.0872032,6.60848,0.183646,0.139972,711000,1811
-2.10538,-1.44072,-1.2599,-0.306066,-1.42073,-0.998073,0.0756189,6.73377,0.187782,0.140031,712000,1813
-2.24287,-1.38386,-1.22547,-0.360326,-1.4905,-1.09143,0.090212,6.63293,0.185873,0.138622,713000,1816
-2.09848,-1.2703,-1.0959,-0.414807,-1.74815,-1.04108,0.0860773,6.63685,0.189252,0.142803,714000,1819
-2.07551,-1.10967,-0.961989,-0.641318,-1.94709,-1.14301,0.0916804,6.68399,0.187757,0.139069,715000,1822
-2.05247,-1.11836,-0.949201,-0.546711,-2.07937,-1.07812,0.0843325,6.68457,0.186815,0.138325,716000,1824
-1.98167,-1.09368,-0.926447,-0.60303,-2.01422,-1.14407,0.0900005,6.52644,0.183534,0.14224,717000,1827
-1.98272,-0.969578,-0.811472,-0.571253,-2.39684,-1.15597,0.0879466,6.69543,0.188317,0.139059,718000,1829
-1.97104,-0.94431,-0.778235,-0.624846,-2.42292,-1.09894,0.0951774,6.56063,0.188893,0.142976,719000,1832
