BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.43481,-1.64237,-1.46436,-0.208306,-0.984861,-0.922476,0.0794197,6.62079,0.18335,0.140672,1618000,4390
-2.31878,-1.49688,-1.31387,-0.327233,-1.25001,-1.01642,0.0736482,6.67806,0.186002,0.139508,1619000,4393
-2.09349,-1.2035,-1.0334,-0.42697,-1.97019,-1.2018,0.0859375,6.73199,0.183931,0.137143,1620000,4405
-2.20267,-1.45532,-1.28165,-0.394618,-1.35922,-1.01395,0.0763338,6.68268,0.183487,0.137483,1621000,4408
-2.20482,-1.48692,-1.30595,-0.377844,-1.31417,-1.06389,0.0789932,6.59536,0.18531,0.135373,1622000,4411
-2.32541,-1.44792,-1.2377,-0.374593,-1.4009,-1.06243,0.0823657,6.64266,0.183613,0.137023,1623000,4414
-2.09742,-1.22136,-1.0606,-0.531869,-1.82719,-1.1786,0.0915615,6.76105,0.184977,0.137559,1624000,4417
-2.09028,-1.24205,-1.04222,-0.487963,-1.87386,-1.16977,0.0851317,6.70421,0.185185,0.139243,1625000,4419
-1.96958,-1.15301,-0.959557,-0.492442,-2.04232,-1.18112,0.0864551,6.65604,0.183434,0.136423,1626000,4422
-2.12668,-1.3283,-1.14158,-0.436347,-1.65986,-1.0887,0.0842755,6.6509,0.187175,0.138579,1627000,4425
-1.95708,-1.10052,-0.919491,-0.537374,-2.08284,-1.06749,0.0803476,6.60731,0.185893,0.140204,1628000,4428
-2.0519,-1.25212,-1.04919,-0.55454,-1.7923,-1.09189,0.0893619,6.78121,0.184165,0.138265,1629000,4431
-2.20252,-1.31346,-1.17758,-0.450349,-1.62935,-1.08578,0.0898081,6.65357,0.181989,0.137669,1630000,4433
-2.2843,-1.42528,-1.26062,-0.374841,-1.36079,-1.0854,0.0844656,6.68802,0.182655,0.139138,1631000,4436
-2.29169,-1.40624,-1.23062,-0.404258,-1.50651,-1.07726,0.0919586,6.65055,0.184892,0.138289,1632000,4439
-2.25587,-1.52004,-1.32665,-0.38243,-1.24362,-1.01783,0.0816433,6.71214,0.185212,0.139056,1633000,4441
-2.26526,-1.57672,-1.39231,-0.259667,-1.15028,-0.954618,0.0760931,6.71351,0.187726,0.139516,1634000,4444
-2.30583,-1.42414,-1.24314,-0.371565,-1.45238,-1.01192,0.0875552,6.59002,0.186326,0.138199,1635000,4447
-2.14842,-1.4116,-1.22903,-0.351772,-1.53926,-1.0231,0.08062,6.66781,0.184663,0.138671,1636000,4450
-2.29417,-1.47755,-1.31509,-0.361752,-1.38054,-1.02426,0.0814527,6.71484,0.1846,0.134792,1637000,4453
-2.21659,-1.38473,-1.21063,-0.373994,-1.55812,-0.973675,0.0839159,6.79301,0.184644,0.138429,1638000,4456
-2.25943,-1.45504,-1.26097,-0.375438,-1.41159,-1.08393,0.087382,6.68312,0.183807,0.137567,1639000,4459
-2.10705,-1.23087,-1.03911,-0.410966,-1.99745,-1.10173,0.089149,6.63648,0.183591,0.137763,1640000,4461
-2.25234,-1.46249,-1.27998,-0.332562,-1.43273,-1.05564,0.0834198,6.60257,0.18264,0.138074,1641000,4463
-2.21259,-1.39163,-1.21115,-0.36993,-1.56448,-1.04085,0.085889,6.65178,0.185981,0.137477,1642000,4467
-2.37557,-1.50894,-1.3246,-0.320107,-1.31244,-0.975179,0.0825278,6.72947,0.182584,0.135811,1643000,4470
-2.13816,-1.5019,-1.26566,-0.2596,-1.40922,-1.00796,0.0772994,6.70374,0.182247,0.139837,1644000,4472
-2.10819,-1.3115,-1.17811,-0.348463,-1.70052,-1.10391,0.0846115,6.67539,0.183246,0.138478,1645000,4475
-2.05143,-1.16141,-0.989673,-0.508387,-1.98751,-1.11003,0.0822382,6.62418,0.182159,0.136735,1646000,4478
-2.40803,-1.51039,-1.36292,-0.23498,-1.37922,-1.02441,0.0947432,6.60493,0.185093,0.137867,1647000,4481
-2.3705,-1.49509,-1.33452,-0.285798,-1.35024,-1.00177,0.0882019,6.72097,0.184775,0.139046,1648000,4484
-2.33061,-1.46915,-1.29151,-0.329481,-1.41104,-1.0172,0.0841591,6.67351,0.184299,0.136687,1649000,4487
-2.2355,-1.4513,-1.23798,-0.281216,-1.53518,-1.02645,0.0741889,6.64585,0.184857,0.137388,1650000,4490
-2.2275,-1.50001,-1.30897,-0.282328,-1.36662,-1.01454,0.0819362,6.62509,0.182315,0.137976,1651000,4493
-2.18794,-1.55246,-1.36808,-0.249156,-1.16545,-0.982249,0.0718649,6.68291,0.183698,0.137434,1652000,4497
-2.35541,-1.55488,-1.38767,-0.302532,-1.19258,-1.05797,0.0852161,6.78596,0.184118,0.137078,1653000,4500
-2.19456,-1.48848,-1.2998,-0.286277,-1.33081,-0.986416,0.0759086,6.53057,0.183731,0.136131,1654000,4503
-2.33268,-1.46876,-1.2629,-0.382138,-1.30841,-1.15306,0.0802975,6.61588,0.180583,0.137471,1655000,4506
-2.37529,-1.59878,-1.40511,-0.260978,-1.08979,-1.01086,0.0844251,6.66725,0.183524,0.136766,1656000,4510
-2.31799,-1.62815,-1.40226,-0.23278,-1.07921,-1.00998,0.0801334,6.68398,0.181924,0.139338,1657000,4513
-2.28605,-1.56795,-1.3832,-0.251466,-1.17623,-0.976901,0.0875781,6.64812,0.182794,0.139625,1658000,4515
-2.24419,-1.51567,-1.34511,-0.258614,-1.2644,-1.04601,0.0732701,6.66205,0.18344,0.136911,1659000,4517
-2.20442,-1.24973,-1.05614,-0.514874,-1.79132,-1.13711,0.0966351,6.59117,0.183026,0.136689,1660000,4519
-2.20284,-1.3361,-1.13405,-0.443617,-1.67311,-1.04129,0.082268,6.68001,0.181425,0.138099,1661000,4522
-2.03654,-1.24375,-1.08876,-0.464098,-1.81964,-1.09568,0.0829383,6.7567,0.183496,0.136893,1662000,4525
-2.25733,-1.38326,-1.23648,-0.360721,-1.48318,-1.04438,0.0844322,6.717,0.187246,0.140499,1663000,4527
-2.22095,-1.37873,-1.22401,-0.39744,-1.55681,-1.06483,0.0899995,6.66845,0.183416,0.138796,1664000,4531
-2.12513,-1.30953,-1.12832,-0.476747,-1.66307,-1.07178,0.0854081,6.70623,0.181151,0.139895,1665000,4534
-2.00597,-1.15544,-0.96453,-0.544355,-2.0339,-1.15546,0.0911357,6.56102,0.183029,0.140074,1666000,4537
-2.07639,-1.22439,-1.03424,-0.454532,-1.88989,-1.08656,0.0833255,6.70774,0.181327,0.135715,1667000,4539
-2.13888,-1.32577,-1.11424,-0.462725,-1.69778,-1.04653,0.0848386,6.72756,0.183841,0.137928,1668000,4542
-2.08385,-1.42266,-1.23062,-0.278141,-1.55924,-0.961083,0.0740875,6.57377,0.186495,0.138769,1669000,4545
-2.26068,-1.51689,-1.30813,-0.257318,-1.32185,-1.01917,0.0837137,6.6044,0.181893,0.138265,1670000,4548
-2.46804,-1.66301,-1.50402,-0.172337,-0.942568,-0.940296,0.0735962,6.59961,0.184146,0.137409,1671000,4550
-2.41299,-1.64969,-1.42864,-0.225204,-1.11137,-0.954281,0.085534,6.67808,0.183987,0.137194,1672000,4553
-2.42662,-1.56378,-1.40595,-0.21293,-1.2184,-0.975473,0.0781571,6.61683,0.186879,0.13847,1673000,4556
-2.44783,-1.62023,-1.45055,-0.186826,-1.11589,-0.943599,0.0865673,6.62708,0.181399,0.137384,1674000,4559
-2.38032,-1.53308,-1.38007,-0.307118,-1.22823,-1.02407,0.082378,6.72561,0.184047,0.136454,1675000,4562
-2.37819,-1.7046,-1.50593,-0.202276,-0.903082,-0.99833,0.0804898,6.74889,0.184616,0.138642,1676000,4565
-2.54671,-1.74459,-1.54486,-0.102891,-0.874565,-0.892833,0.0796,6.72819,0.181583,0.139074,1677000,4567
-2.43807,-1.6204,-1.43299,-0.219433,-1.06554,-0.900734,0.0798373,6.72296,0.185196,0.140429,1678000,4569
-2.44124,-1.58868,-1.42717,-0.156535,-1.24894,-0.898186,0.0811511,6.52405,0.18454,0.136549,1679000,4572
-2.36845,-1.52555,-1.33856,-0.289088,-1.23467,-1.03506,0.0861524,6.60906,0.184031,0.142129,1680000,4575
-2.35156,-1.61919,-1.41484,-0.250881,-1.02858,-0.990952,0.0828758,6.71579,0.184612,0.138232,1681000,4577
-2.18073,-1.53546,-1.32783,-0.303439,-1.21029,-1.02116,0.0753738,6.68053,0.183431,0.140666,1682000,4580
-2.40951,-1.42888,-1.26616,-0.300746,-1.43827,-1.07655,0.0824498,6.66238,0.184372,0.138489,1683000,4583
-2.24597,-1.42456,-1.221,-0.343932,-1.51327,-1.099,0.0806421,6.75678,0.182554,0.136739,1684000,4586
-2.33711,-1.49001,-1.32578,-0.296687,-1.30535,-1.034,0.0789369,6.56281,0.18277,0.13769,1685000,4589
-2.2879,-1.53646,-1.37313,-0.267043,-1.20583,-0.996998,0.0780158,6.71724,0.18241,0.138443,1686000,4591
-2.5044,-1.6004,-1.42892,-0.304185,-1.07234,-0.980202,0.0932276,6.59803,0.186247,0.136572,1687000,4594
-2.42504,-1.68362,-1.52887,-0.277279,-0.854081,-1.00017,0.0838739,6.68186,0.181296,0.140006,1688000,4597
-2.55724,-1.96267,-1.78272,0.0585708,-0.504824,-0.82916,0.0727119,6.61361,0.185368,0.13696,1689000,4600
-2.39147,-1.71381,-1.53801,-0.182776,-0.901413,-0.988956,0.0786998,6.76512,0.183423,0.137138,1690000,4603
-2.608,-1.75293,-1.58389,-0.228848,-0.744585,-0.994516,0.0852962,6.66911,0.184897,0.139038,1691000,4607
-2.3675,-1.71099,-1.50828,-0.206965,-0.919558,-0.988674,0.0831957,6.57837,0.181903,0.135783,1692000,4609
-2.41538,-1.66226,-1.48605,-0.132065,-1.04303,-0.910196,0.083683,6.68318,0.182679,0.14014,1693000,4611
-2.3918,-1.67582,-1.46838,-0.20555,-0.979093,-0.993827,0.0852604,6.77594,0.181819,0.140021,1694000,4614
-2.50745,-1.69443,-1.51322,-0.199142,-0.929862,-0.893843,0.0880018,6.69285,0.183706,0.139879,1695000,4617
-2.37347,-1.5388,-1.31498,-0.274206,-1.22057,-1.03527,0.080344,6.57549,0.184126,0.137291,1696000,4620
-2.16289,-1.43631,-1.22799,-0.309366,-1.5455,-1.03764,0.0779862,6.62936,0.184821,0.137397,1697000,4624
-2.14205,-1.22362,-1.06631,-0.406224,-1.86302,-1.02954,0.088103,6.64462,0.181997,0.139551,1698000,4627
-2.26612,-1.29175,-1.11002,-0.417393,-1.74938,-1.07163,0.0903331,6.56371,0.184475,0.140253,1699000,4629
-2.04961,-1.24702,-1.05472,-0.444571,-1.8393,-1.13127,0.0771279,6.60103,0.184437,0.137939,1700000,4632
-2.28563,-1.33027,-1.16648,-0.38099,-1.69237,-1.09178,0.0899682,6.70276,0.183908,0.136451,1701000,4634
-2.30261,-1.4315,-1.21471,-0.479314,-1.35135,-1.0789,0.0889078,6.5153,0.183129,0.138085,1702000,4638
-2.56057,-1.58574,-1.40908,-0.320413,-1.10465,-1.04043,0.0994162,6.60973,0.182975,0.138236,1703000,4641
-2.30283,-1.40278,-1.21839,-0.413005,-1.49803,-1.07176,0.0893436,6.65199,0.183117,0.137512,1704000,4644
-2.17934,-1.30094,-1.13493,-0.438049,-1.72422,-1.02433,0.0826679,6.64294,0.183237,0.136456,1705000,4646
-2.10373,-1.34831,-1.15747,-0.470398,-1.59777,-1.10159,0.0850948,6.76476,0.184675,0.138197,1706000,4649
-2.12324,-1.13009,-0.922797,-0.561632,-2.10707,-1.12573,0.0926352,6.62394,0.186116,0.135896,1707000,4652
-2.11423,-0.973942,-0.800334,-0.656011,-2.32485,-1.16337,0.0978771,6.61769,0.182848,0.139176,1708000,4654
-2.06194,-1.15147,-0.97376,-0.557927,-1.99354,-1.09987,0.0926155,6.64342,0.186304,0.138487,1709000,4656
-2.2148,-1.24374,-1.03498,-0.422276,-1.9057,-1.16356,0.0895952,6.74824,0.184386,0.139641,1710000,4659
-2.193,-1.34884,-1.13988,-0.354952,-1.71717,-1.06147,0.0868491,6.67161,0.183173,0.139247,1711000,4662
-2.12648,-1.28886,-1.12832,-0.46606,-1.61063,-1.08077,0.0825227,6.60032,0.183761,0.139329,1712000,4664
-2.40541,-1.49031,-1.30315,-0.301798,-1.33975,-1.01603,0.083737,6.74184,0.184529,0.13646,1713000,4667
-2.18356,-1.39997,-1.21465,-0.435217,-1.46612,-1.0536,0.0860661,6.73056,0.183123,0.139273,1714000,4669
-2.2911,-1.54806,-1.32923,-0.251077,-1.2916,-1.01481,0.081173,6.5246,0.183366,0.139132,1715000,4671
-2.17752,-1.34582,-1.1652,-0.491178,-1.5341,-1.1389,0.0840767,6.64574,0.18375,0.138386,1716000,4674
-2.27273,-1.53174,-1.34209,-0.219165,-1.34645,-1.0037,0.0835966,6.63628,0.180965,0.138712,1717000,4677
-2.36654,-1.46086,-1.27675,-0.312128,-1.39548,-1.06116,0.0836489,6.6464,0.183987,0.137066,1718000,4679
-2.26219,-1.36462,-1.21023,-0.411209,-1.57334,-1.07958,0.0910962,6.69661,0.186514,0.137441,1719000,4682
-2.2895,-1.56451,-1.32016,-0.296637,-1.28833,-0.964168,0.0905626,6.80848,0.183585,0.139448,1720000,4687
-2.35954,-1.68341,-1.48478,-0.246786,-0.921131,-0.928368,0.0760584,6.71786,0.184367,0.139083,1721000,4690
-2.42864,-1.69311,-1.50325,-0.246538,-0.902142,-0.934468,0.0851052,6.6251,0.183867,0.140466,1722000,4694
-2.31879,-1.63626,-1.47453,-0.233332,-1.05253,-0.97781,0.0752388,6.65563,0.183826,0.136061,1723000,4697
-2.60626,-1.77984,-1.6293,-0.0876411,-0.795522,-0.869963,0.0861575,6.70212,0.186349,0.135741,1724000,4700
-2.45931,-1.74105,-1.53134,-0.143257,-0.8452,-0.919813,0.0818313,6.63915,0.182539,0.141016,1725000,4702
-2.45833,-1.53802,-1.38743,-0.350061,-1.16224,-1.00916,0.0851002,6.6413,0.183464,0.139014,1726000,4704
-2.24411,-1.4996,-1.3194,-0.344344,-1.29023,-1.02818,0.0716476,6.73626,0.183226,0.138876,1727000,4706
-2.35838,-1.70349,-1.53928,-0.187624,-0.935576,-0.902771,0.0790862,6.70803,0.185998,0.141122,1728000,4709
-2.34752,-1.5926,-1.35832,-0.216675,-1.19311,-0.960048,0.078158,6.67633,0.187108,0.1367,1729000,4711
-2.27785,-1.47473,-1.30441,-0.345667,-1.32623,-1.0191,0.083825,6.67358,0.184441,0.136502,1730000,4714
-2.25095,-1.5288,-1.37002,-0.27159,-1.16704,-0.978688,0.075892,6.71275,0.183616,0.140972,1731000,4716
-2.20192,-1.42293,-1.20724,-0.373923,-1.53326,-0.997132,0.0817807,6.73973,0.181013,0.137184,1732000,4718
-2.1137,-1.20683,-1.00698,-0.530217,-1.8868,-1.1727,0.0852799,6.59491,0.182837,0.138055,1733000,4721
-2.13721,-1.2094,-1.02469,-0.594718,-1.85587,-1.09889,0.0891633,6.6716,0.184721,0.139281,1734000,4723
-2.05406,-1.26358,-1.04567,-0.473478,-1.82011,-1.09709,0.0872392,6.62918,0.183406,0.138426,1735000,4726
-2.12352,-1.23299,-1.06248,-0.537368,-1.81843,-1.02981,0.0924866,6.50817,0.185373,0.137488,1736000,4728
-2.2546,-1.3653,-1.21566,-0.42611,-1.55759,-0.974597,0.0881476,6.52314,0.184711,0.140236,1737000,4731
-2.17753,-1.33099,-1.1654,-0.426868,-1.65281,-1.06638,0.0818008,6.71982,0.182925,0.139322,1738000,4734
-2.15788,-1.20361,-1.06775,-0.547921,-1.71763,-1.11891,0.0839937,6.74292,0.182096,0.140801,1739000,4736
-2.1889,-1.34608,-1.16009,-0.428756,-1.64508,-1.0367,0.0871698,6.56602,0.187346,0.136252,1740000,4738
-2.29721,-1.38781,-1.20516,-0.387421,-1.47006,-1.04683,0.0828056,6.69944,0.181894,0.141008,1741000,4742
-2.23428,-1.53393,-1.33511,-0.321946,-1.2633,-0.955239,0.0749759,6.65108,0.188187,0.138042,1742000,4744
-2.33544,-1.51474,-1.35456,-0.259482,-1.2773,-0.974472,0.0754985,6.74401,0.184255,0.136756,1743000,4746
-2.20192,-1.3743,-1.17729,-0.393683,-1.60736,-1.05226,0.083246,6.76024,0.18312,0.139145,1744000,4749
-2.18907,-1.36098,-1.13966,-0.482036,-1.5839,-1.042,0.0854117,6.75659,0.184627,0.137546,1745000,4752
-2.15577,-1.2165,-1.04364,-0.480483,-1.90528,-1.06855,0.0855774,6.72697,0.183831,0.138332,1746000,4755
-2.11755,-1.21562,-1.04119,-0.521114,-1.87277,-1.13699,0.0889598,6.63119,0.185017,0.135588,1747000,4757
-2.17867,-1.30981,-1.15631,-0.396683,-1.7207,-1.07045,0.0825289,6.71702,0.186883,0.138292,1748000,4760
-2.13617,-1.26263,-1.07411,-0.330496,-1.88636,-1.08131,0.0801598,6.65076,0.184913,0.140093,1749000,4762
-2.37739,-1.50218,-1.30971,-0.343812,-1.33102,-1.02282,0.0833193,6.61167,0.183235,0.137251,1750000,4765
-2.17287,-1.45582,-1.24066,-0.37381,-1.38195,-1.04027,0.0763848,6.71878,0.183047,0.138309,1751000,4768
-2.21679,-1.46676,-1.29115,-0.321432,-1.38448,-1.05394,0.0804739,6.66495,0.185102,0.136983,1752000,4771
-2.38361,-1.63585,-1.49294,-0.201053,-1.05218,-0.946154,0.0856134,6.71936,0.183078,0.137942,1753000,4774
-2.31498,-1.55245,-1.38142,-0.295381,-1.187,-0.959451,0.0826896,6.6916,0.182268,0.139295,1754000,4776
-2.25772,-1.3981,-1.20969,-0.240031,-1.64455,-1.00299,0.0791277,6.65159,0.181191,0.138283,1755000,4778
-2.21631,-1.37977,-1.17136,-0.318753,-1.66526,-1.05099,0.0870576,6.64634,0.183154,0.138834,1756000,4781
-2.24571,-1.34849,-1.16803,-0.381746,-1.64436,-1.05126,0.0924373,6.68024,0.184324,0.136548,1757000,4783
-2.06163,-1.35569,-1.12368,-0.30186,-1.72322,-1.04794,0.072422,6.75488,0.185402,0.138868,1758000,4786
-2.20944,-1.30101,-1.12958,-0.485489,-1.63729,-1.11995,0.0870577,6.68278,0.184535,0.137765,1759000,4788
-2.19006,-1.33818,-1.15364,-0.387931,-1.67129,-1.07185,0.0879021,6.60598,0.184861,0.136272,1760000,4791
-2.24131,-1.36462,-1.19264,-0.482881,-1.49717,-1.12648,0.087755,6.77086,0.184607,0.138368,1761000,4793
-2.08694,-1.30217,-1.11758,-0.42151,-1.73315,-1.08571,0.0806994,6.47827,0.182364,0.138816,1762000,4796
-2.12349,-1.40499,-1.19269,-0.433087,-1.47474,-1.02948,0.0815163,6.63918,0.183449,0.13802,1763000,4799
-2.27911,-1.5973,-1.3984,-0.270253,-1.08485,-0.970622,0.0734769,6.65534,0.186086,0.140251,1764000,4801
-2.33855,-1.53286,-1.32165,-0.314071,-1.2494,-0.986873,0.0843253,6.61126,0.186807,0.137144,1765000,4803
-2.28393,-1.54308,-1.35068,-0.234175,-1.27478,-1.00194,0.0827211,6.58914,0.185939,0.137927,1766000,4805
-2.32336,-1.45242,-1.29219,-0.3377,-1.39586,-1.03096,0.0876057,6.72748,0.184158,0.141253,1767000,4808
-2.31138,-1.44793,-1.26458,-0.330311,-1.46569,-1.04461,0.090537,6.67113,0.180982,0.138457,1768000,4810
-2.51101,-1.73537,-1.58422,-0.134364,-0.840338,-0.919614,0.0819596,6.6751,0.184153,0.137176,1769000,4813
-2.57391,-1.72666,-1.55682,-0.153057,-0.906502,-0.885366,0.0839069,6.57506,0.184609,0.135952,1770000,4816
-2.45696,-1.70557,-1.55026,-0.218441,-0.83979,-0.994789,0.0825861,6.78749,0.183797,0.139161,1771000,4818
-2.2257,-1.67862,-1.49844,-0.0893354,-1.06696,-0.907273,0.0688329,6.71658,0.184798,0.136969,1772000,4821
-2.31122,-1.57903,-1.37974,-0.260868,-1.12938,-0.979841,0.0808745,6.6828,0.182111,0.141263,1773000,4824
-2.28078,-1.58728,-1.44492,-0.253838,-1.04058,-0.96275,0.0726499,6.61739,0.18359,0.139273,1774000,4826
-2.27162,-1.41774,-1.23878,-0.375124,-1.5008,-1.05169,0.0864987,6.7514,0.185116,0.13929,1775000,4829
-2.09579,-1.33173,-1.11459,-0.328143,-1.74172,-1.03091,0.0772197,6.70041,0.180237,0.139765,1776000,4832
-2.13846,-1.28843,-1.10372,-0.410139,-1.76543,-1.05017,0.0823013,6.66699,0.183458,0.141979,1777000,4835
-2.19152,-1.27389,-1.13621,-0.454934,-1.76008,-1.0025,0.0890182,6.58562,0.182793,0.137515,1778000,4838
-2.03271,-1.24577,-1.09201,-0.441108,-1.8486,-1.05346,0.0810682,6.64544,0.182319,0.139847,1779000,4840
-2.20015,-1.50449,-1.35869,-0.284145,-1.38052,-1.0193,0.0806548,6.73855,0.186318,0.135581,1780000,4842
-2.12851,-1.36735,-1.2186,-0.358477,-1.54002,-1.07044,0.0821128,6.66507,0.18656,0.139067,1781000,4845
-2.30361,-1.49649,-1.28132,-0.300684,-1.40713,-1.02634,0.0886724,6.71433,0.181825,0.139281,1782000,4848
-2.39659,-1.6691,-1.4994,-0.190618,-0.969294,-0.904616,0.0821652,6.7818,0.180291,0.139784,1783000,4851
-2.38364,-1.54911,-1.35114,-0.26726,-1.25055,-1.02954,0.0842697,6.65881,0.181278,0.136279,1784000,4854
-2.22198,-1.48186,-1.31895,-0.323781,-1.30184,-0.997189,0.0807602,6.60966,0.183109,0.139372,1785000,4857
-2.22187,-1.33454,-1.171,-0.366324,-1.686,-1.06363,0.0834422,6.59263,0.182807,0.137502,1786000,4860
-2.47038,-1.56073,-1.37211,-0.189047,-1.26184,-1.01525,0.0934429,6.73642,0.182255,0.136727,1787000,4863
-2.22784,-1.50279,-1.30598,-0.258854,-1.38865,-1.02541,0.0811631,6.73198,0.184046,0.139558,1788000,4866
-2.32988,-1.56931,-1.42795,-0.300373,-1.12322,-1.0164,0.080736,6.77407,0.182401,0.136457,1789000,4868
-2.34057,-1.57033,-1.4124,-0.275309,-1.13164,-0.94085,0.0821857,6.61264,0.181663,0.137658,1790000,4871
-2.05679,-1.26784,-1.08254,-0.481882,-1.77329,-1.02575,0.0814331,6.62406,0.185258,0.138531,1791000,4874
-2.12629,-1.28993,-1.10574,-0.441945,-1.7681,-1.01244,0.0839961,6.58125,0.184384,0.140947,1792000,4877
-2.25066,-1.25305,-1.07433,-0.408788,-1.87909,-1.07611,0.0918707,6.61368,0.181233,0.137658,1793000,4880
-1.94197,-0.994326,-0.816946,-0.632837,-2.33235,-1.18465,0.0880442,6.73586,0.182057,0.137791,1794000,4883
-2.07869,-1.09518,-0.893672,-0.470431,-2.20259,-1.09327,0.0894988,6.80752,0.185136,0.140979,1795000,4885
-2.06491,-1.14656,-0.942178,-0.526006,-2.02345,-1.11069,0.0836013,6.70762,0.182421,0.137855,1796000,4889
-2.08615,-1.20227,-0.98909,-0.5109,-1.93665,-1.08978,0.0856227,6.53256,0.182002,0.138457,1797000,4892
-2.14081,-1.15775,-0.965865,-0.556265,-1.94699,-1.18315,0.0854853,6.58644,0.18556,0.139782,1798000,4895
-2.01592,-1.129,-0.956489,-0.53088,-2.06724,-1.12304,0.0827762,6.68771,0.181945,0.138014,1799000,4898
-2.20733,-1.41144,-1.21394,-0.366403,-1.58489,-1.03557,0.0823524,6.78941,0.184856,0.136887,1800000,4902
-2.28418,-1.47221,-1.24672,-0.362129,-1.29316,-1.07666,0.0868283,6.72924,0.185941,0.139935,1801000,4904
-2.22565,-1.51558,-1.35085,-0.338353,-1.22772,-1.01837,0.0799673,6.68949,0.182482,0.138719,1802000,4907
-2.18952,-1.34789,-1.14804,-0.355147,-1.71163,-1.11014,0.0852854,6.79443,0.18553,0.139164,1803000,4909
-2.25869,-1.72596,-1.44664,-0.111498,-1.05857,-0.888943,0.0702061,6.63373,0.1843,0.138881,1804000,4912
-2.23314,-1.55637,-1.37102,-0.27013,-1.20269,-0.958819,0.0742581,6.609,0.187727,0.138418,1805000,4916
-2.22931,-1.41022,-1.21694,-0.342864,-1.54218,-1.0087,0.0844433,6.61817,0.1825,0.137894,1806000,4919
-2.25868,-1.43479,-1.25802,-0.298792,-1.47226,-1.01991,0.0813157,6.55143,0.186962,0.136267,1807000,4921
-2.227,-1.41283,-1.20974,-0.367054,-1.51203,-1.08973,0.086225,6.68863,0.183831,0.137482,1808000,4924
-2.21751,-1.49282,-1.29437,-0.213922,-1.50173,-0.977206,0.0817778,6.507,0.186525,0.137414,1809000,4927
-2.14697,-1.24611,-1.03194,-0.432104,-1.87169,-1.06326,0.0845884,6.65727,0.185122,0.139054,1810000,4930
-1.91305,-1.06085,-0.911935,-0.521284,-2.21101,-1.18018,0.0851943,6.73988,0.18411,0.137676,1811000,4932
-2.01231,-1.18703,-1.00657,-0.498985,-1.94328,-1.06351,0.0822134,6.62142,0.18442,0.136996,1812000,4934
-2.05889,-1.24737,-1.03596,-0.364191,-1.86678,-1.13247,0.0815936,6.64457,0.184279,0.139562,1813000,4938
-2.1652,-1.20743,-1.03195,-0.517819,-1.85869,-1.14387,0.0869062,6.74125,0.186207,0.137525,1814000,4941
-2.03705,-1.14138,-0.970456,-0.567366,-1.95075,-1.13483,0.0883175,6.55058,0.186537,0.139031,1815000,4943
-1.96704,-1.27558,-1.08156,-0.414435,-1.78834,-1.06486,0.0799765,6.59991,0.184036,0.141858,1816000,4947
-2.01913,-1.23021,-0.999369,-0.528215,-1.86906,-1.12238,0.0885856,6.54623,0.183993,0.138687,1817000,4950
-2.06828,-1.17495,-1.00041,-0.464093,-2.00717,-1.1497,0.0905362,6.80641,0.188698,0.140549,1818000,4952
-2.10563,-1.32783,-1.12785,-0.438517,-1.69496,-1.0397,0.082038,6.5686,0.182148,0.137683,1819000,4954
-2.2588,-1.51243,-1.31354,-0.292356,-1.36678,-1.01927,0.0825132,6.53275,0.186237,0.137988,1820000,4969
-2.24846,-1.41278,-1.22203,-0.432525,-1.46067,-1.08484,0.0921192,6.63799,0.183787,0.138707,1821000,4972
-2.27003,-1.49204,-1.33173,-0.253672,-1.35331,-1.04065,0.0782031,6.63106,0.182433,0.138713,1822000,4975
-2.21833,-1.34976,-1.15586,-0.366486,-1.71184,-1.09324,0.0901002,6.77057,0.185924,0.135664,1823000,4977
-2.15879,-1.22242,-1.05277,-0.469505,-1.86336,-1.09399,0.0813732,6.68079,0.186511,0.139399,1824000,4980
-2.16338,-1.35845,-1.19983,-0.316433,-1.68968,-1.02598,0.0884319,6.59486,0.187629,0.139975,1825000,4983
-2.11039,-1.35534,-1.17727,-0.379617,-1.63688,-1.05707,0.0812494,6.58594,0.188913,0.136478,1826000,4986
-2.20953,-1.49959,-1.34452,-0.296407,-1.2621,-1.03352,0.0820922,6.78466,0.182404,0.137767,1827000,4989
-2.25001,-1.50577,-1.28968,-0.288545,-1.42185,-0.930356,0.0811512,6.70122,0.186107,0.137314,1828000,4992
-2.09448,-1.19456,-1.05684,-0.495526,-1.89549,-1.05838,0.0896735,6.78968,0.186406,0.137906,1829000,4994
-2.11976,-1.19985,-1.03316,-0.467487,-1.94698,-1.06675,0.0866239,6.74386,0.184182,0.139434,1830000,4998
-1.93975,-1.32304,-1.08993,-0.350654,-1.75829,-1.04307,0.0716153,6.7542,0.186865,0.138336,1831000,5001
-1.94246,-1.29425,-1.11791,-0.386257,-1.81912,-1.05246,0.0810986,6.63454,0.184746,0.140207,1832000,5004
-2.09784,-1.17557,-0.980224,-0.491588,-2.05447,-1.08591,0.0868148,6.57673,0.183828,0.138452,1833000,5006
-1.8759,-1.08537,-0.908321,-0.577734,-2.12883,-1.15751,0.0856585,6.7134,0.184294,0.140302,1834000,5008
