BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.77051,-2.4457,-2.49442,0.0364929,0.00912789,0.147842,6.66177,0.207537,0.142733,52200,24
-2.74705,-2.4662,-2.41867,0.0388652,0.0157268,0.134461,6.69432,0.207752,0.145093,52300,24
-2.73029,-2.46417,-2.51717,0.0374791,0.00628694,0.164885,6.71349,0.205196,0.14387,52400,24
-2.74015,-2.45759,-2.4485,0.0339257,0.0235148,0.141557,6.75065,0.204883,0.14687,52500,24
-2.66695,-2.49157,-2.50927,0.0328909,0.0170745,0.176141,6.68018,0.20728,0.147405,52600,24
-2.67875,-2.4462,-2.49932,0.032998,0.00733772,0.151453,6.61005,0.205362,0.143918,52700,24
-2.8093,-2.47015,-2.47736,0.0435273,0.0121463,0.155561,6.56617,0.206028,0.142477,52800,24
-2.68036,-2.44337,-2.49855,0.0352067,0.0037478,0.157592,6.65939,0.203814,0.144164,52900,24
-2.76981,-2.46729,-2.50702,0.0389521,0.00990747,0.165186,6.76549,0.207719,0.146317,53000,24
-2.68905,-2.46581,-2.47672,0.0303913,0.0171938,0.149274,6.65876,0.207088,0.144412,53100,24
-2.78654,-2.47594,-2.48006,0.0388068,0.0198727,0.145307,6.64189,0.205753,0.144076,53200,24
-2.73203,-2.42536,-2.47475,0.0318152,0.0224094,0.139549,6.74608,0.205335,0.145317,53300,24
-2.69524,-2.44776,-2.4748,0.0263009,0.0144598,0.147689,6.69813,0.206181,0.143703,53400,24
-2.76483,-2.47193,-2.49811,0.0393865,0.00964637,0.165518,6.57649,0.205876,0.142709,53500,24
-2.73221,-2.47877,-2.45729,0.0378558,0.00375386,0.1555,6.58794,0.206599,0.143377,53600,24
-2.67219,-2.44715,-2.50195,0.0310835,0.00949334,0.14517,6.58339,0.202965,0.145075,53700,24
-2.72371,-2.47861,-2.45903,0.03182,0.00956319,0.147568,6.71891,0.207089,0.143386,53800,24
-2.81296,-2.47902,-2.44403,0.037857,0.0136372,0.148935,6.66711,0.207279,0.143601,53900,24
-2.79536,-2.47647,-2.50706,0.0400738,0.0132647,0.165779,6.67332,0.207646,0.145495,54000,24
-2.80703,-2.47012,-2.49067,0.0391164,0.014419,0.153652,6.52821,0.207826,0.144135,54100,25
-2.78072,-2.49065,-2.48703,0.0328872,0.0176171,0.160906,6.63365,0.208673,0.145618,54200,25
-2.74981,-2.48198,-2.44526,0.0356247,0.0109038,0.153769,6.84313,0.208047,0.143766,54300,25
-2.77639,-2.45703,-2.4315,0.0360691,0.00662505,0.13109,6.55441,0.206398,0.142972,54400,25
-2.78367,-2.45014,-2.4695,0.0375703,0.00820301,0.134602,6.60026,0.205898,0.143288,54500,25
-2.7098,-2.47217,-2.50603,0.0392108,0.012279,0.160543,6.60815,0.204098,0.143062,54600,25
-2.75551,-2.46628,-2.4546,0.0383688,0.0100348,0.157145,6.62318,0.211157,0.143537,54700,25
-2.81811,-2.45821,-2.44585,0.0331692,0.0209307,0.140581,6.68603,0.209081,0.144383,54800,25
-2.82859,-2.45123,-2.46625,0.0414218,0.00767418,0.149879,6.5511,0.210449,0.144082,54900,25
-2.76676,-2.48095,-2.43384,0.0454195,0.00177567,0.141553,6.66666,0.206456,0.144043,55000,25
-2.79535,-2.4678,-2.48923,0.0344666,0.00912232,0.157272,6.60862,0.206238,0.143371,55100,25
-2.82517,-2.49698,-2.50954,0.045797,0.00532485,0.167784,6.70973,0.205827,0.143587,55200,25
-2.80521,-2.47359,-2.50553,0.0375012,0.0238744,0.147477,6.68399,0.203947,0.140454,55300,25
-2.96429,-2.47718,-2.51691,0.039167,0.0394986,0.158847,6.58739,0.202008,0.145763,55400,25
-2.80163,-2.48175,-2.49758,0.0324934,0.0184039,0.158559,6.7156,0.20348,0.143007,55500,25
-2.86899,-2.48911,-2.4567,0.0407497,0.0206054,0.166431,6.72857,0.202481,0.144101,55600,25
-2.80551,-2.48286,-2.47692,0.0435765,0.00631518,0.149848,6.72667,0.2019,0.144186,55700,25
-2.78432,-2.49697,-2.51967,0.0406996,0.0129666,0.161166,6.54021,0.206009,0.141436,55800,25
-2.75902,-2.48897,-2.48749,0.0419846,0.00645883,0.159078,6.65831,0.207175,0.144598,55900,25
-2.7215,-2.45916,-2.46082,0.0328198,0.00892111,0.162231,6.69518,0.20351,0.144884,56000,25
-2.79554,-2.47143,-2.49425,0.0341996,0.0196592,0.151115,6.60168,0.204321,0.143562,56100,25
-2.72626,-2.48752,-2.51051,0.0341311,0.0106268,0.15252,6.84415,0.204117,0.143896,56200,25
-2.78956,-2.46598,-2.48046,0.0351389,0.0172981,0.149574,6.61692,0.209477,0.145794,56300,25
-2.65825,-2.47365,-2.47636,0.0400422,0.00392606,0.150154,6.72582,0.207757,0.144721,56400,25
-2.70401,-2.47123,-2.46198,0.0336789,0.0132932,0.146274,6.5956,0.204528,0.145737,56500,25
-2.72913,-2.45386,-2.45951,0.0317647,0.0136513,0.145117,6.62818,0.202371,0.145687,56600,26
-2.7267,-2.47644,-2.48216,0.0363143,0.00174927,0.16331,6.65522,0.205797,0.141795,56700,26
-2.73893,-2.45901,-2.50598,0.0469753,0.000179199,0.156392,6.63623,0.202784,0.144544,56800,26
-2.76217,-2.47978,-2.49399,0.043126,0.00524639,0.158857,6.78177,0.207568,0.142846,56900,26
-2.70709,-2.44758,-2.46972,0.0279941,0.0105914,0.134139,6.64025,0.206895,0.143215,57000,26
-2.75785,-2.45551,-2.46038,0.0368493,0.00895833,0.141488,6.73011,0.208249,0.144145,57100,26
-2.7202,-2.47135,-2.48372,0.0387457,0.0048119,0.156248,6.60017,0.203736,0.144436,57200,26
-2.81952,-2.47988,-2.46067,0.042692,0.00237678,0.143849,6.61178,0.207063,0.142942,57300,26
-2.86437,-2.48056,-2.46985,0.0426747,0.0179153,0.141133,6.78006,0.205926,0.141908,57400,26
-2.92074,-2.45738,-2.50312,0.0427451,0.0176573,0.164149,6.60241,0.199873,0.142543,57500,26
-2.87919,-2.43896,-2.48082,0.0362986,0.0145062,0.144721,6.71083,0.202641,0.143721,57600,26
-2.76547,-2.43952,-2.49488,0.0316723,0.0109689,0.159952,6.66689,0.205552,0.143599,57700,26
-2.77921,-2.45586,-2.44697,0.035417,0.00322245,0.158057,6.68671,0.205584,0.144737,57800,26
-2.65397,-2.45221,-2.49817,0.0270616,0.00460396,0.158343,6.69391,0.206391,0.144209,57900,26
-2.67637,-2.47478,-2.49613,0.0360347,0.00118818,0.162001,6.58086,0.203757,0.142066,58000,26
-2.62983,-2.46636,-2.48824,0.0280904,0.00659208,0.1458,6.7504,0.20644,0.142868,58100,26
-2.76946,-2.46397,-2.4874,0.031218,0.0210708,0.137742,6.8863,0.207228,0.142187,58200,26
-2.79921,-2.46163,-2.45202,0.044116,0.00402492,0.144355,6.7978,0.210108,0.14525,58300,26
-2.69913,-2.45176,-2.46819,0.0302483,0.0122459,0.14469,6.63818,0.208896,0.143927,58400,26
-2.85711,-2.44836,-2.47242,0.035002,0.0221511,0.15271,6.58493,0.210109,0.144135,58500,26
-2.76262,-2.46656,-2.46901,0.0446812,0.00256888,0.152654,6.60526,0.204906,0.142724,58600,27
-2.71619,-2.44769,-2.44032,0.0387101,0.00155254,0.136325,6.68954,0.207537,0.143796,58700,27
-2.68554,-2.4606,-2.50573,0.0342054,0.00618844,0.158198,6.7879,0.2079,0.143418,58800,27
-2.62648,-2.46418,-2.52726,0.0327613,0.00499824,0.170361,6.75259,0.207488,0.144648,58900,27
-2.79606,-2.48277,-2.47597,0.0419418,0.00778568,0.150769,6.70323,0.20933,0.144184,59000,27
-2.74688,-2.47362,-2.50599,0.0370283,0.0111633,0.155322,6.61692,0.208629,0.144421,59100,27
-2.73127,-2.47031,-2.49224,0.0339948,0.0128696,0.152936,6.62445,0.205282,0.143662,59200,27
-2.72717,-2.47234,-2.50372,0.0377575,0.00931815,0.169492,6.58906,0.207204,0.144208,59300,27
-2.75798,-2.46405,-2.43874,0.0392863,0.0014799,0.152634,6.68637,0.203468,0.144031,59400,27
-2.84315,-2.4919,-2.45099,0.0350174,0.0246699,0.15233,6.66881,0.206917,0.14519,59500,27
-2.80735,-2.47289,-2.49766,0.0462873,0.00307554,0.152929,6.60488,0.205609,0.143903,59600,27
-2.91303,-2.48329,-2.49317,0.0432962,0.0102647,0.161127,6.66444,0.204946,0.142683,59700,27
-2.77467,-2.47425,-2.47127,0.0431154,0.0173334,0.155018,6.61463,0.207314,0.143734,59800,27
-2.6809,-2.46809,-2.49109,0.0355156,0.000378092,0.158384,6.61018,0.206065,0.142433,59900,27
-2.80614,-2.46112,-2.47461,0.0396377,0.00615798,0.152863,6.70274,0.205557,0.143328,60000,27
-2.71368,-2.48493,-2.47915,0.0381246,0.00778926,0.153987,6.56651,0.206549,0.142883,60100,27
-2.74956,-2.45188,-2.47163,0.0349968,0.0144239,0.135131,6.62925,0.207629,0.143395,60200,27
-2.76081,-2.46582,-2.50749,0.0406434,0.00255266,0.166348,6.7452,0.208054,0.145123,60300,27
-2.68769,-2.46168,-2.48336,0.0319959,0.00914622,0.151333,6.68846,0.207846,0.14292,60400,27
-2.75403,-2.46543,-2.42953,0.0398556,0.00110979,0.130552,6.70798,0.206346,0.145018,60500,27
-2.75481,-2.44444,-2.4882,0.0414717,0.00110288,0.154977,6.57224,0.206487,0.144879,60600,27
-2.68183,-2.46333,-2.43943,0.0332331,0.000981452,0.137354,6.73392,0.20624,0.144818,60700,27
-2.81328,-2.46481,-2.51257,0.0424331,0.00493275,0.153208,6.66915,0.206115,0.14141,60800,27
-2.78474,-2.4881,-2.51646,0.0428138,0.00293345,0.154342,6.68473,0.207413,0.142652,60900,27
-2.79362,-2.44304,-2.4775,0.0437221,0.00842913,0.14755,6.7576,0.207904,0.144774,61000,27
-2.83165,-2.48065,-2.4519,0.042035,0.00908008,0.141952,6.6279,0.20718,0.144746,61100,27
-2.81453,-2.46389,-2.47913,0.0439447,0.00301594,0.156359,6.65565,0.210425,0.142702,61200,28
-2.78405,-2.44932,-2.51675,0.0377277,0.0122438,0.160516,6.60163,0.207647,0.143679,61300,28
-2.80444,-2.47228,-2.50875,0.0431337,0.00120707,0.155201,6.69754,0.206345,0.142147,61400,28
-2.799,-2.46326,-2.50829,0.0426335,0.00385455,0.156265,6.7957,0.206058,0.142311,61500,28
-2.69868,-2.46388,-2.51755,0.0355679,0.000306484,0.157993,6.65708,0.203247,0.14276,61600,28
-2.70507,-2.47278,-2.51095,0.0388397,0.00127542,0.157905,6.57365,0.206702,0.144247,61700,28
-2.8518,-2.46224,-2.46707,0.0431351,0.00869048,0.149968,6.62495,0.207803,0.144169,61800,28
-2.71223,-2.44698,-2.49356,0.032153,0.00578583,0.142219,6.78848,0.203527,0.141624,61900,28
-2.77101,-2.44156,-2.47316,0.0371738,0.0112194,0.145492,6.69455,0.20573,0.144567,62000,28
-2.76187,-2.44674,-2.49984,0.0395658,0.00295756,0.149524,6.68709,0.204268,0.145011,62100,28
-2.79157,-2.45952,-2.53955,0.0402424,0.0046084,0.177246,6.75508,0.20422,0.142543,62200,28
-2.74864,-2.4413,-2.4868,0.0331486,0.00813969,0.15552,6.69389,0.204983,0.143762,62300,28
-2.70749,-2.46081,-2.4665,0.0371964,0.00145788,0.160534,6.63787,0.205835,0.144296,62400,28
-2.76057,-2.46062,-2.49191,0.0381459,0.00291681,0.155217,6.59722,0.203957,0.144158,62500,28
-2.76239,-2.4461,-2.46497,0.0437357,0.00171664,0.147452,6.74483,0.20563,0.143668,62600,28
-2.72065,-2.46782,-2.4813,0.0371906,0.00436965,0.155058,6.68388,0.20465,0.143374,62700,28
-2.89405,-2.45356,-2.49458,0.0472305,0.000965513,0.163463,6.65365,0.206108,0.146299,62800,28
-2.77057,-2.44759,-2.5197,0.0437735,0.00270196,0.172686,6.76673,0.205625,0.145304,62900,28
-2.77635,-2.46043,-2.48293,0.0414391,0.00530372,0.158613,6.7915,0.208025,0.144264,63000,28
-2.84973,-2.41331,-2.46624,0.0383384,0.0108012,0.132081,6.64819,0.207817,0.144317,63100,28
-2.78046,-2.44153,-2.46874,0.0411491,0.00677587,0.152704,6.70283,0.205542,0.144462,63200,28
-2.69352,-2.43344,-2.46254,0.0311073,0.00583494,0.138786,6.71304,0.207402,0.143085,63300,28
-2.78785,-2.44807,-2.518,0.0366888,0.013558,0.156128,6.74622,0.206139,0.141808,63400,28
-2.74498,-2.46546,-2.49098,0.0386602,0.00334636,0.15361,6.63355,0.207763,0.143257,63500,28
-2.8116,-2.4771,-2.54936,0.0428934,0.00393426,0.16639,6.68793,0.205463,0.143531,63600,28
-2.8135,-2.45406,-2.51034,0.0428455,0.000223626,0.155107,6.73343,0.204778,0.141382,63700,29
-2.89156,-2.46182,-2.51238,0.0443969,0.00352673,0.160521,6.71797,0.2039,0.144737,63800,29
-2.71294,-2.46411,-2.49141,0.0350851,0.00891079,0.157737,6.69329,0.204753,0.143458,63900,29
-2.76071,-2.46823,-2.46419,0.03906,0.00322074,0.142535,6.64906,0.204007,0.144015,64000,29
-2.73958,-2.48485,-2.47345,0.036608,0.00831274,0.156876,6.67859,0.206193,0.141678,64100,29
-2.74331,-2.4774,-2.45425,0.0396972,0.0046261,0.155472,6.68882,0.206819,0.142167,64200,29
-2.76185,-2.45612,-2.49964,0.0410327,0.00160692,0.153034,6.70485,0.203153,0.143308,64300,29
-2.7721,-2.46132,-2.52483,0.0307818,0.0153054,0.159725,6.69554,0.205616,0.141068,64400,29
-2.80575,-2.48567,-2.46214,0.0412592,0.00590517,0.145651,6.65354,0.204116,0.143324,64500,29
-2.80705,-2.477,-2.47503,0.0425082,0.000759423,0.162489,6.6227,0.202829,0.14191,64600,29
-2.83178,-2.46358,-2.50987,0.0422618,0.0052055,0.171008,6.7114,0.204236,0.141786,64700,29
-2.72161,-2.46332,-2.46154,0.0348286,0.00212092,0.153204,6.62832,0.205786,0.143817,64800,29
-2.83883,-2.47103,-2.51231,0.0446855,0.00300076,0.182229,6.63727,0.207435,0.142356,64900,29
-2.74296,-2.47884,-2.51862,0.0368153,0.00446815,0.163285,6.59612,0.205575,0.144777,65000,29
-2.78937,-2.46365,-2.49639,0.0389098,0.00342307,0.163422,6.70157,0.205966,0.143634,65100,29
-2.72199,-2.45442,-2.5058,0.0382431,0.00300797,0.166562,6.58713,0.203976,0.143708,65200,29
-2.70567,-2.45978,-2.48198,0.0336235,0.0109313,0.158244,6.59211,0.206116,0.143731,65300,29
-2.71833,-2.4595,-2.44888,0.0366799,0.00210738,0.141963,6.733,0.205251,0.142876,65400,29
-2.79556,-2.44414,-2.46706,0.036531,0.0132033,0.129209,6.67299,0.209088,0.140288,65500,29
-2.80954,-2.43064,-2.45944,0.0412731,0.00157993,0.139475,6.75655,0.203919,0.146031,65600,29
-2.78711,-2.44182,-2.4761,0.0390031,0.00109976,0.159095,6.87854,0.203822,0.144832,65700,29
-2.77111,-2.45232,-2.51694,0.0404155,0.00241148,0.154278,6.75692,0.203471,0.145241,65800,29
-2.75787,-2.45636,-2.46419,0.0353042,0.0162143,0.147565,6.65583,0.202934,0.144428,65900,29
-2.7431,-2.45715,-2.50648,0.0395692,0.000756272,0.16387,6.61127,0.20346,0.144325,66000,29
-2.74951,-2.4631,-2.42372,0.0391934,0.00225533,0.138604,6.58827,0.203348,0.146011,66100,29
-2.81983,-2.43361,-2.48945,0.0391155,0.0150096,0.15188,6.64257,0.203843,0.145282,66200,30
-2.8386,-2.44886,-2.48657,0.0398828,0.00823593,0.156603,6.6856,0.204677,0.14543,66300,30
-2.72493,-2.47509,-2.46214,0.0350609,0.00609563,0.148518,6.70689,0.206076,0.143839,66400,30
-2.73788,-2.4679,-2.48024,0.0364425,0.000974854,0.161214,6.66121,0.204291,0.14263,66500,30
-2.77788,-2.45544,-2.51015,0.0367007,0.000873202,0.158262,6.60294,0.20493,0.14387,66600,30
-2.75577,-2.47185,-2.46891,0.0400201,0.00282054,0.153618,6.62178,0.20437,0.142787,66700,30
-2.70023,-2.46696,-2.46054,0.0344666,0.00414043,0.145584,6.69624,0.203282,0.141694,66800,30
-2.72447,-2.47757,-2.49263,0.0369277,0.00580347,0.145794,6.7647,0.205049,0.14237,66900,30
-2.75939,-2.49008,-2.51142,0.0373622,0.00694737,0.164099,6.65952,0.199522,0.14242,67000,30
-2.7118,-2.48486,-2.52827,0.0328797,0.000889069,0.167659,6.77345,0.202286,0.143756,67100,30
-2.78787,-2.47646,-2.47172,0.0375531,0.00931805,0.151918,6.65731,0.204109,0.142282,67200,30
-2.71257,-2.45759,-2.49282,0.0373917,0.00554966,0.148855,6.67454,0.206091,0.144778,67300,30
-2.80721,-2.4727,-2.48031,0.0382545,0.00464412,0.144821,6.68995,0.204156,0.142847,67400,30
-2.78729,-2.46879,-2.50795,0.0435343,0.00501198,0.158137,6.66805,0.204714,0.142799,67500,30
-2.75588,-2.47902,-2.51642,0.0391094,0.00297617,0.158729,6.61309,0.205334,0.142886,67600,30
-2.75549,-2.46503,-2.50477,0.0380389,0.0110605,0.158259,6.68523,0.205221,0.143702,67700,30
-2.72206,-2.4658,-2.43179,0.0372354,0.00110892,0.151302,6.74409,0.206662,0.143253,67800,30
-2.88056,-2.47887,-2.48739,0.0507058,0.00183724,0.156248,6.58098,0.205287,0.143112,67900,30
-2.83865,-2.44973,-2.52231,0.0451824,0.00575849,0.153674,6.6161,0.205642,0.142463,68000,30
-2.85512,-2.44789,-2.48039,0.0378478,0.00868444,0.151703,6.61667,0.210081,0.143142,68100,30
-2.74255,-2.44619,-2.45904,0.0401327,0.00136094,0.149621,6.73459,0.20781,0.141723,68200,30
-2.77517,-2.45651,-2.479,0.0374957,0.00867981,0.155221,6.58597,0.203543,0.143322,68300,30
-2.76529,-2.47214,-2.50159,0.0434349,0.00204402,0.167719,6.58508,0.2055,0.143868,68400,30
-2.76063,-2.46556,-2.46232,0.035856,0.00158075,0.152031,6.75392,0.203553,0.144007,68500,30
-2.79394,-2.44941,-2.46165,0.0411882,0.00253045,0.143554,6.65809,0.203341,0.145023,68600,30
-2.78464,-2.46945,-2.4842,0.0431075,0.00306334,0.157825,6.686,0.20716,0.143594,68700,30
-2.76175,-2.46799,-2.48889,0.0335897,0.000546415,0.16111,6.4974,0.203696,0.14605,68800,31
-2.86054,-2.47479,-2.47732,0.0479568,0.0043193,0.163262,6.66752,0.206567,0.144051,68900,31
-2.65802,-2.44244,-2.52767,0.0300354,0.00159568,0.162405,6.5978,0.203299,0.144355,69000,31
-2.78065,-2.43834,-2.49072,0.040229,0.00425943,0.152081,6.60517,0.207735,0.143624,69100,31
-2.80534,-2.47854,-2.48765,0.0376519,0.0139638,0.162975,6.72533,0.203995,0.143981,69200,31
-2.84259,-2.43093,-2.49947,0.0397516,0.0106354,0.142633,6.54804,0.207111,0.143961,69300,31
-2.77638,-2.45857,-2.43514,0.0372417,0.00240097,0.135658,6.78997,0.207377,0.14173,69400,31
-2.73697,-2.46924,-2.48601,0.0333279,0.00770872,0.155038,6.79723,0.206232,0.142277,69500,31
-2.68975,-2.4716,-2.53419,0.0380614,0.00871204,0.165191,6.70647,0.20371,0.142916,69600,31
-2.78913,-2.43477,-2.49501,0.0410563,0.00649043,0.157351,6.61744,0.203674,0.14203,69700,31
-2.77632,-2.46724,-2.45488,0.0399051,0.00446319,0.145582,6.65867,0.204646,0.143146,69800,31
-2.80496,-2.48286,-2.50804,0.0432792,0.00131062,0.176297,6.79297,0.204372,0.142906,69900,31
-2.74712,-2.47407,-2.52059,0.0385215,0.00386452,0.169089,6.73949,0.203095,0.143431,70000,31
-2.73133,-2.46113,-2.46642,0.0371945,0.00236578,0.137411,6.6436,0.206709,0.14206,70100,31
-2.74027,-2.44511,-2.50168,0.0351681,0.00309644,0.150961,6.63109,0.208897,0.144272,70200,31
-2.71435,-2.41209,-2.45989,0.0372587,0.000581603,0.135512,6.74489,0.206323,0.145331,70300,31
-2.75579,-2.45554,-2.47834,0.0388131,0.00916105,0.148577,6.52352,0.20752,0.143551,70400,31
-2.67174,-2.50343,-2.46895,0.0306825,0.00875237,0.159818,6.65333,0.208052,0.142469,70500,31
-2.73692,-2.47579,-2.46997,0.0348417,0.00357984,0.152019,6.62865,0.204673,0.142702,70600,31
-2.75282,-2.46886,-2.50663,0.0352071,0.00844035,0.157309,6.73475,0.204512,0.142515,70700,31
-2.78158,-2.45197,-2.50983,0.0352682,0.0128875,0.166601,6.79322,0.204932,0.143632,70800,31
-2.80261,-2.50153,-2.47835,0.0424206,0.00855062,0.154642,6.65329,0.204765,0.144107,70900,31
-2.84911,-2.45227,-2.48169,0.0417789,0.00287886,0.142128,6.68039,0.203088,0.143777,71000,31
-2.7959,-2.4855,-2.48773,0.0426205,0.00404872,0.164054,6.67514,0.203906,0.142007,71100,31
-2.70486,-2.46717,-2.48647,0.0293612,0.0128037,0.154584,6.67092,0.201742,0.143274,71200,31
-2.63578,-2.46486,-2.48621,0.0341627,0.00685191,0.151187,6.54338,0.203529,0.143417,71300,32
-2.74613,-2.47221,-2.49593,0.0384858,0.00151601,0.156597,6.69459,0.203622,0.143915,71400,32
-2.67442,-2.45791,-2.50261,0.0317224,0.00489712,0.168256,6.62067,0.205799,0.146111,71500,32
-2.80987,-2.46008,-2.46243,0.0376309,0.0107295,0.148693,6.75243,0.202969,0.143691,71600,32
-2.81481,-2.48053,-2.48367,0.0441342,0.00101483,0.16197,6.73982,0.20266,0.143359,71700,32
-2.75437,-2.45082,-2.46629,0.0344336,0.00924877,0.149089,6.70625,0.202636,0.145268,71800,32
-2.81068,-2.43592,-2.48435,0.0402401,0.00573038,0.148548,6.61163,0.202381,0.144864,71900,32
-2.74821,-2.45788,-2.46421,0.0372019,0.00429585,0.151967,6.50785,0.203655,0.144793,72000,32
-2.87192,-2.44771,-2.45304,0.034576,0.0208419,0.136365,6.69084,0.203108,0.144646,72100,32
-2.82653,-2.44742,-2.47787,0.0448027,0.000761381,0.155251,6.65901,0.20328,0.143463,72200,32
-2.79594,-2.44837,-2.47787,0.0338446,0.0149554,0.153574,6.77617,0.201984,0.144055,72300,32
-2.76174,-2.44697,-2.48302,0.0350347,0.0102871,0.159872,6.63505,0.200467,0.143558,72400,32
-2.69622,-2.44698,-2.52378,0.0423654,0.000872978,0.171081,6.62584,0.203977,0.144312,72500,32
-2.84563,-2.47029,-2.48631,0.0418774,0.00242157,0.172223,6.67037,0.203321,0.144295,72600,32
-2.75648,-2.45528,-2.47895,0.034846,0.003437,0.168909,6.63214,0.200561,0.142705,72700,32
-2.76181,-2.4323,-2.48064,0.0356036,0.000264069,0.147483,6.55284,0.200419,0.143851,72800,32
-2.66239,-2.48673,-2.49228,0.0314748,0.00540041,0.178326,6.63697,0.202927,0.144489,72900,32
-2.75266,-2.47312,-2.50132,0.041233,0.00177048,0.172811,6.65883,0.203026,0.142269,73000,32
-2.80091,-2.51008,-2.51697,0.0427982,0.00611018,0.175109,6.65353,0.203791,0.141099,73100,33
-2.81028,-2.4353,-2.48628,0.0353061,0.0161592,0.147352,6.67015,0.202943,0.142429,73200,33
-2.75204,-2.46025,-2.50124,0.0396987,0.000933129,0.163619,6.73046,0.203356,0.144418,73300,33
-2.71356,-2.45628,-2.5347,0.0353861,0.00355109,0.169403,6.59718,0.200944,0.143825,73400,33
-2.76295,-2.45587,-2.486,0.039455,0.00170151,0.163965,6.64174,0.204705,0.145415,73500,33
-2.82997,-2.44602,-2.50125,0.0395947,0.0128774,0.167203,6.69722,0.203553,0.144023,73600,33
-2.84901,-2.44435,-2.48178,0.0347246,0.0161611,0.151803,6.5774,0.205818,0.14448,73700,33
-2.80814,-2.46338,-2.53626,0.0393483,0.00999947,0.167119,6.66675,0.204971,0.144293,73800,33
-2.88717,-2.4764,-2.50293,0.0457588,0.0179969,0.15893,6.78088,0.203751,0.142267,73900,33
-2.80996,-2.46884,-2.50699,0.0389347,0.00644097,0.163573,6.70281,0.203927,0.140915,74000,33
-2.82899,-2.45401,-2.50983,0.0324655,0.021977,0.151912,6.63379,0.202431,0.142373,74100,33
-2.81363,-2.44476,-2.50506,0.0405031,0.00769791,0.155537,6.617,0.204742,0.142855,74200,33
-2.77073,-2.47699,-2.46025,0.0371426,0.00736269,0.146693,6.57905,0.204004,0.141628,74300,33
-2.67949,-2.46715,-2.51233,0.0306455,0.00664806,0.170724,6.78653,0.206266,0.141906,74400,33
-2.67637,-2.46328,-2.5032,0.034655,7.77084e-05,0.172449,6.5926,0.201131,0.140717,74500,33
-2.714,-2.46354,-2.48857,0.0395032,0.00302867,0.14906,6.56963,0.205603,0.143329,74600,33
-2.75057,-2.43868,-2.5049,0.0353034,0.0139591,0.155167,6.62942,0.206645,0.143015,74700,33
-2.72974,-2.46311,-2.49039,0.0370984,0.00568302,0.159531,6.63556,0.204624,0.141702,74800,34
-2.76278,-2.47138,-2.49691,0.039118,0.00381186,0.162457,6.73487,0.205305,0.142669,74900,34
-2.75889,-2.4766,-2.49087,0.0384135,0.00462176,0.160193,6.65007,0.20473,0.142176,75000,34
-2.77422,-2.45749,-2.47185,0.0416632,0.00527216,0.137248,6.67794,0.20354,0.142742,75100,34
-2.76861,-2.48903,-2.51258,0.0369179,0.00380502,0.169503,6.77375,0.203689,0.142459,75200,34
-2.70834,-2.46199,-2.51952,0.0315325,0.0132347,0.160577,6.66403,0.20546,0.14361,75300,34
-2.75883,-2.47387,-2.47225,0.0407697,0.000114752,0.157836,6.61726,0.203576,0.142804,75400,34
-2.72339,-2.45818,-2.48976,0.041336,0.00221265,0.161652,6.62393,0.201646,0.143224,75500,34
-2.6615,-2.47036,-2.48386,0.0356545,0.00160223,0.15835,6.7205,0.204804,0.141646,75600,34
-2.73154,-2.45655,-2.47763,0.034986,0.00179659,0.164083,6.69507,0.20362,0.141864,75700,34
-2.70622,-2.46677,-2.5186,0.0411262,0.000766741,0.162938,6.67618,0.202614,0.141716,75800,34
-2.71802,-2.48247,-2.49592,0.0353249,0.00401091,0.158673,6.71089,0.204503,0.142335,75900,34
-2.81139,-2.47946,-2.51169,0.0371446,0.00965738,0.166113,6.60438,0.199767,0.14167,76000,34
-2.85131,-2.47927,-2.4906,0.0405421,3.91565e-05,0.167741,6.69437,0.202804,0.142324,76100,34
-2.68435,-2.46797,-2.44577,0.0325653,0.00760906,0.140831,6.70316,0.203023,0.141686,76200,34
-2.77192,-2.43643,-2.48611,0.0390325,7.99862e-05,0.151725,6.67072,0.204827,0.142377,76300,34
-2.81825,-2.48149,-2.5198,0.0381308,0.00637739,0.172434,6.65609,0.201257,0.141901,76400,34
-2.79021,-2.4852,-2.53395,0.0390534,0.0064317,0.181437,6.64582,0.202041,0.144032,76500,35
-2.80449,-2.45438,-2.49326,0.0407932,0.00203342,0.159611,6.58422,0.201421,0.142445,76600,35
-2.83217,-2.47697,-2.45864,0.0445783,0.00216522,0.164952,6.62207,0.202254,0.143233,76700,35
-2.73465,-2.47487,-2.45978,0.0424634,0.00299504,0.146936,6.72594,0.20184,0.142428,76800,35
-2.75354,-2.4851,-2.49503,0.0369999,0.00640481,0.163087,6.63245,0.203797,0.14277,76900,35
-2.72925,-2.46767,-2.49343,0.0371745,0.000594373,0.154126,6.77999,0.202885,0.140691,77000,35
-2.7681,-2.47888,-2.50432,0.0313546,0.00678137,0.163111,6.68752,0.204561,0.141992,77100,35
-2.74997,-2.47818,-2.46708,0.0359064,0.00893645,0.157558,6.68768,0.20607,0.144018,77200,35
-2.63914,-2.45787,-2.45432,0.0308377,0.008781,0.144596,6.73858,0.205606,0.14453,77300,35
-2.70975,-2.46171,-2.50704,0.0362934,0.0050474,0.160885,6.6436,0.204398,0.143087,77400,35
