BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.46105,-2.15108,-2.02306,0.00811641,0.0452312,0.00171783,6.61942,0.188287,0.142377,1635000,3459
-2.50132,-2.17537,-2.01851,0.00648484,0.0547198,0.000424587,6.78201,0.18931,0.141829,1636000,3461
-2.48864,-2.19626,-2.01381,0.0115734,0.0510438,0.00528638,6.63145,0.188461,0.141466,1637000,3463
-2.69137,-2.14798,-2.00613,0.0138994,0.0584821,0.00111531,6.69367,0.187053,0.142991,1638000,3465
-2.44627,-2.17088,-2.02851,0.00735811,0.0560553,0.00811335,6.62683,0.188272,0.143339,1639000,3467
-2.49904,-2.18395,-1.99782,0.00460283,0.0513653,0.00455353,6.60818,0.187016,0.14189,1640000,3470
-2.49479,-2.19189,-2.02343,0.00989309,0.0551315,0.0096866,6.67781,0.191373,0.139893,1641000,3472
-2.44568,-2.15561,-2.00127,0.0116646,0.0493837,0.000541665,6.68679,0.188576,0.142209,1642000,3474
-2.49453,-2.13497,-2.01126,0.00515407,0.053964,0.00595917,6.70227,0.191066,0.142585,1643000,3476
-2.39691,-2.17011,-2.01888,0.00845667,0.0411312,0.0024399,6.74584,0.185674,0.140766,1644000,3478
-2.45683,-2.16382,-1.99601,0.00793643,0.0479845,0.000944882,6.73477,0.189918,0.144747,1645000,3480
-2.43921,-2.20145,-2.06787,0.00395064,0.0588858,0.00850513,6.63232,0.18826,0.13903,1646000,3482
-2.52372,-2.17954,-2.00595,0.0168334,0.0402427,0.00623351,6.62735,0.188483,0.141875,1647000,3484
-2.5907,-2.17609,-2.03189,0.0245586,0.0417254,0.00363722,6.68393,0.189416,0.142166,1648000,3486
-2.3816,-2.18523,-2.00915,0.00748375,0.0414224,0.00211943,6.48926,0.188764,0.141997,1649000,3488
-2.5657,-2.18427,-1.99009,0.0109137,0.0497437,0.00603868,6.65362,0.190048,0.139594,1650000,3490
-2.37282,-2.20648,-2.00246,0.00217374,0.0512593,0.00794676,6.74757,0.186885,0.143783,1651000,3492
-2.34415,-2.19915,-2.04236,0.00419428,0.0459232,0.0143736,6.61781,0.188422,0.140904,1652000,3494
-2.427,-2.19088,-2.0227,0.00183616,0.0511978,0.0054854,6.56977,0.184624,0.140083,1653000,3496
-2.42792,-2.18051,-2.02132,0.0106785,0.0380949,0.00164936,6.66438,0.187825,0.139991,1654000,3498
-2.43224,-2.21345,-2.01574,0.00556276,0.0504012,0.008047,6.61347,0.190322,0.143968,1655000,3500
-2.56807,-2.17708,-2.00191,0.00745764,0.064315,0.00395198,6.79601,0.188705,0.14181,1656000,3502
-2.48403,-2.20257,-2.04115,0.0139691,0.0403497,0.0169551,6.60829,0.188551,0.141457,1657000,3504
-2.49528,-2.15131,-1.99931,0.00997132,0.0547516,0.00137184,6.69863,0.187617,0.144221,1658000,3506
-2.49705,-2.16483,-2.02901,0.00704934,0.0560816,0.0089962,6.61418,0.191589,0.138846,1659000,3509
-2.41094,-2.17809,-2.01397,0.0011547,0.0567259,0.00251327,6.66924,0.189354,0.141762,1660000,3511
-2.44853,-2.17829,-2.01679,0.00197458,0.055152,0.000182246,6.70858,0.190153,0.141283,1661000,3513
-2.47107,-2.15639,-2.05679,0.0095681,0.0548461,0.0098392,6.74649,0.191726,0.142612,1662000,3515
-2.48611,-2.19754,-2.04395,0.00783519,0.0534525,0.0182875,6.63016,0.18648,0.141674,1663000,3517
-2.44206,-2.20022,-2.01663,0.00642034,0.0470792,0.00344318,6.66781,0.186746,0.141341,1664000,3519
-2.5234,-2.20504,-2.01521,0.00607906,0.0529267,0.00640331,6.656,0.189471,0.140093,1665000,3521
-2.53584,-2.17362,-2.01266,0.00973395,0.0601538,0.0015344,6.65904,0.186586,0.14095,1666000,3523
-2.41487,-2.17402,-2.01698,0.0119076,0.0415366,0.00338802,6.799,0.184798,0.14359,1667000,3525
-2.44497,-2.17167,-2.00681,0.00648867,0.0444739,0.00041835,6.53573,0.189408,0.141505,1668000,3527
-2.46292,-2.15447,-1.98004,0.00351552,0.0508971,0.00010829,6.56561,0.185076,0.140513,1669000,3529
-2.45855,-2.18147,-2.04464,0.00778728,0.0465547,0.0212885,6.62881,0.189562,0.140431,1670000,3531
-2.41609,-2.171,-2.03833,0.00409445,0.0473588,0.00665528,6.59969,0.186947,0.141666,1671000,3533
-2.43546,-2.18476,-2.01929,0.0062648,0.0481545,0.00460942,6.59388,0.188502,0.142696,1672000,3535
-2.43655,-2.1967,-2.00245,0.00326138,0.0555922,0.00593974,6.69794,0.188007,0.143627,1673000,3537
-2.38749,-2.16651,-1.98778,0.0019047,0.0498371,0.00138462,6.80576,0.189794,0.144673,1674000,3539
-2.38287,-2.1804,-1.97413,0.0076531,0.0390755,0.00646741,6.61393,0.186376,0.142592,1675000,3541
-2.46737,-2.19691,-2.043,0.00498966,0.0584102,0.00895651,6.57696,0.185807,0.142037,1676000,3543
-2.48054,-2.14993,-2.01988,0.0117982,0.0480047,0.0115258,6.67641,0.185143,0.14404,1677000,3545
-2.4012,-2.16772,-2.03005,0.000526639,0.0554743,0.0098181,6.64722,0.18887,0.14195,1678000,3548
-2.32448,-2.16109,-2.01655,0.00260341,0.0532838,0.00583478,6.68691,0.188012,0.143297,1679000,3550
-2.39971,-2.16501,-2.01781,0.00988395,0.0394867,0.0241544,6.69125,0.187028,0.14577,1680000,3552
-2.35474,-2.15929,-2.00399,0.00519534,0.0409978,0.00873147,6.53762,0.187786,0.143984,1681000,3554
-2.38008,-2.15878,-2.03954,0.00121638,0.0506418,0.0123107,6.67167,0.189024,0.141612,1682000,3556
-2.42538,-2.19908,-2.02403,0.00144418,0.0549231,0.00455597,6.5869,0.187488,0.141592,1683000,3558
-2.43022,-2.18021,-2.00649,0.00689683,0.0412551,0.00370368,6.65101,0.190076,0.143935,1684000,3560
-2.40363,-2.18073,-2.05243,0.00459981,0.0495906,0.0288284,6.72933,0.185648,0.143841,1685000,3562
-2.48529,-2.17783,-1.99811,0.00207878,0.0612799,0.00381612,6.74027,0.186499,0.142023,1686000,3564
-2.48684,-2.18007,-2.03486,0.0168142,0.042413,0.00789834,6.60379,0.189299,0.142692,1687000,3566
-2.45295,-2.20236,-2.01535,0.00594051,0.0537358,0.00123717,6.65541,0.189064,0.142452,1688000,3568
-2.51177,-2.19008,-2.03946,0.00126239,0.0621649,0.0109642,6.7307,0.186448,0.141887,1689000,3570
-2.567,-2.15763,-2.0063,0.0139513,0.0515367,0.00642796,6.71424,0.187842,0.142668,1690000,3572
-2.49242,-2.15593,-2.00922,0.00832387,0.0501283,0.00408428,6.54337,0.18919,0.141645,1691000,3574
-2.50735,-2.18595,-2.02298,0.0102021,0.0471645,0.00231323,6.63673,0.185771,0.140697,1692000,3576
-2.36563,-2.14657,-2.01299,0.00266137,0.0452696,0.00552566,6.59858,0.186669,0.141598,1693000,3578
-2.47739,-2.19415,-2.02157,0.000414762,0.0586096,0.00167213,6.59938,0.189439,0.142993,1694000,3580
-2.43929,-2.13801,-2.01104,7.81967e-05,0.062034,0.0107172,6.68493,0.190767,0.142345,1695000,3582
-2.40456,-2.16297,-2.03552,0.0026298,0.050113,0.012655,6.61809,0.190787,0.142126,1696000,3585
-2.56186,-2.18472,-2.02532,0.00907753,0.0558057,0.00947574,6.7715,0.188292,0.142688,1697000,3587
-2.44545,-2.16744,-2.01144,0.00135377,0.0627909,0.00010265,6.70982,0.189176,0.143213,1698000,3589
-2.38574,-2.18015,-2.00928,0.00234075,0.046428,0.00137788,6.60371,0.188527,0.142713,1699000,3591
-2.43559,-2.18436,-2.03242,0.00518007,0.0520751,0.00465739,6.71345,0.186571,0.140436,1700000,3593
-2.52359,-2.16796,-2.00245,0.00826792,0.0570158,0.000829879,6.68349,0.18805,0.142939,1701000,3595
-2.52007,-2.14689,-1.98228,0.00242333,0.0590969,0.000667361,6.64203,0.190298,0.141821,1702000,3597
-2.43103,-2.19622,-2.03232,0.00258926,0.0496821,0.00891119,6.73357,0.185719,0.141385,1703000,3599
-2.44501,-2.17008,-2.04121,0.00803838,0.05193,0.00223857,6.55843,0.186975,0.141844,1704000,3601
-2.50716,-2.13941,-1.9969,0.00660159,0.0590157,0.00193601,6.68402,0.189623,0.143388,1705000,3603
-2.40169,-2.20106,-2.03516,0.00874169,0.04594,0.0124096,6.61588,0.188387,0.140478,1706000,3605
-2.47979,-2.2035,-2.04759,0.00848347,0.0474576,0.00841346,6.65347,0.188148,0.138531,1707000,3607
-2.51734,-2.17782,-2.01142,0.00764932,0.0607109,0.000210025,6.66484,0.184911,0.141912,1708000,3609
-2.45022,-2.17528,-1.99488,0.00366711,0.0490546,0.00152537,6.73591,0.187064,0.14216,1709000,3611
-2.58776,-2.17448,-2.02867,0.0139252,0.0520321,0.0148275,6.65612,0.189151,0.139073,1710000,3613
-2.43865,-2.17591,-2.0598,0.00692624,0.0545461,0.0122139,6.56164,0.190568,0.141824,1711000,3615
-2.48715,-2.18498,-2.00257,0.00886401,0.0501911,0.00913018,6.61118,0.186572,0.142486,1712000,3617
-2.47078,-2.18189,-2.00395,0.00172292,0.0547219,0.0011007,6.74711,0.188932,0.140223,1713000,3619
-2.58775,-2.17887,-2.02356,0.0135403,0.0525091,0.00292837,6.70753,0.188414,0.142358,1714000,3622
-2.50515,-2.19443,-2.02625,0.00645154,0.053143,0.00992229,6.87102,0.188917,0.139951,1715000,3624
-2.44344,-2.19135,-2.01357,4.86667e-05,0.0543416,0.00326361,6.62873,0.191096,0.143547,1716000,3626
-2.35447,-2.17405,-2.03475,0.00137517,0.0519926,0.000980623,6.62639,0.187109,0.140386,1717000,3628
-2.40644,-2.19284,-1.99724,0.00452677,0.0479666,0.000738934,6.65876,0.187462,0.142472,1718000,3630
-2.47961,-2.1774,-2.01439,0.00097736,0.0538419,0.00297427,6.58557,0.190818,0.140253,1719000,3632
-2.52134,-2.18199,-2.01581,0.00610936,0.0525537,0.00138555,6.65185,0.190098,0.141296,1720000,3636
-2.44714,-2.17101,-2.0048,0.00580052,0.0520786,0.00377445,6.6699,0.188487,0.13915,1721000,3638
-2.4659,-2.20134,-2.01283,0.011996,0.0507668,0.00089601,6.55192,0.190082,0.141383,1722000,3640
-2.53145,-2.20093,-2.02452,0.00677691,0.0488275,0.00268627,6.55261,0.189126,0.138904,1723000,3642
-2.55039,-2.20192,-2.03265,0.00203035,0.0696818,0.000373646,6.68936,0.189977,0.14123,1724000,3644
-2.41581,-2.17789,-2.02735,0.00305773,0.0588205,0.00371781,6.67887,0.187303,0.142119,1725000,3646
-2.46645,-2.16998,-1.99349,0.00827599,0.05043,0.000121885,6.79231,0.18961,0.142449,1726000,3648
-2.50073,-2.14752,-2.00681,0.00411993,0.0564686,0.00166532,6.69484,0.185668,0.141756,1727000,3650
-2.48966,-2.16559,-2.00349,0.00938989,0.0491366,0.000133536,6.78162,0.187594,0.141408,1728000,3652
-2.44812,-2.17422,-2.01485,0.0073749,0.054884,0.000610417,6.70923,0.187853,0.142574,1729000,3654
-2.46619,-2.18059,-2.03049,0.00504457,0.050584,0.000829179,6.72789,0.189408,0.142045,1730000,3656
-2.47446,-2.19154,-2.04191,0.00626362,0.0515529,0.00254565,6.77355,0.189618,0.138982,1731000,3658
-2.44483,-2.17923,-2.03611,0.000288918,0.049574,0.00545718,6.61934,0.187669,0.141225,1732000,3660
-2.49409,-2.20272,-2.00836,0.00385091,0.0599822,0.000624031,6.69084,0.188426,0.140858,1733000,3663
-2.54864,-2.17532,-2.01344,0.00622038,0.0548618,0.00113839,6.63506,0.190094,0.137853,1734000,3665
-2.39487,-2.16524,-2.01872,0.000860187,0.0555247,0.00254627,6.67501,0.189669,0.141386,1735000,3667
-2.40462,-2.17881,-2.00256,0.0036997,0.0482941,0.000976446,6.68754,0.187569,0.141331,1736000,3669
-2.54555,-2.18067,-2.03992,0.00819987,0.0524283,0.000915643,6.67597,0.186841,0.140165,1737000,3671
-2.39991,-2.16819,-2.00932,0.0036737,0.0404957,0.00550954,6.64337,0.18985,0.141689,1738000,3673
-2.52087,-2.15564,-2.0239,0.00519062,0.056356,0.00557784,6.75379,0.190979,0.144455,1739000,3675
-2.52364,-2.17359,-1.97798,0.00722598,0.0597258,0.00102773,6.66148,0.188145,0.143579,1740000,3677
-2.53627,-2.19034,-2.02805,0.00910358,0.0593881,0.000156234,6.6213,0.191721,0.14062,1741000,3679
-2.66391,-2.16501,-1.98079,0.0131111,0.0594486,0.00132443,6.73661,0.187418,0.143482,1742000,3681
-2.32545,-2.20253,-2.02429,0.000965798,0.04382,0.0106892,6.59722,0.185997,0.141227,1743000,3683
-2.56773,-2.1829,-1.98628,0.00935883,0.0518027,0.000892605,6.64752,0.18535,0.141946,1744000,3685
-2.38044,-2.16207,-2.0175,0.00169886,0.0536203,0.000782581,6.70584,0.186408,0.141601,1745000,3687
-2.41099,-2.18621,-1.99969,0.00954616,0.047976,0.00107301,6.71113,0.18875,0.141703,1746000,3689
-2.5029,-2.19523,-2.05422,0.00681969,0.0542711,0.00719544,6.61128,0.189267,0.140456,1747000,3691
-2.51962,-2.19492,-2.0158,0.012291,0.0447494,0.000142801,6.69337,0.184775,0.140699,1748000,3693
-2.42384,-2.18132,-2.00839,0.00367127,0.0477068,0.00285546,6.74145,0.188934,0.141124,1749000,3695
-2.34471,-2.17391,-1.9996,0.00579613,0.0408112,0.00370047,6.74927,0.189369,0.141623,1750000,3697
-2.44266,-2.16217,-2.01464,0.000434472,0.0651792,0.000180101,6.67048,0.185838,0.141274,1751000,3700
-2.46416,-2.16631,-2.03075,0.00137274,0.0618272,0.0114447,6.84987,0.189192,0.142298,1752000,3702
-2.452,-2.14985,-2.00619,0.00231925,0.0591136,0.00326821,6.63089,0.186399,0.142774,1753000,3704
-2.48181,-2.17161,-2.02315,0.00748858,0.0477842,0.000157552,6.52525,0.193157,0.141307,1754000,3706
-2.60458,-2.17269,-2.02208,0.00977677,0.0527257,0.0101077,6.69768,0.186155,0.141882,1755000,3708
-2.36081,-2.16274,-2.05333,0.00291457,0.0466593,0.0104229,6.62869,0.187064,0.141821,1756000,3710
-2.50717,-2.1714,-2.0195,0.00329754,0.0546638,0.00491591,6.65162,0.185637,0.142175,1757000,3712
-2.53063,-2.15098,-1.98648,0.00279657,0.0594211,0.00211187,6.64838,0.185069,0.141481,1758000,3714
-2.44539,-2.16692,-1.98404,0.0141908,0.0397562,0.0123561,6.73006,0.188429,0.143959,1759000,3716
-2.44475,-2.21018,-2.04874,0.00278048,0.0504591,0.00835793,6.65959,0.188806,0.139687,1760000,3718
-2.38775,-2.17303,-2.00681,0.0085597,0.0453195,0.00626384,6.74606,0.189147,0.143175,1761000,3720
-2.38496,-2.16041,-1.9919,0.00473658,0.0496491,0.000351533,6.73253,0.18861,0.143364,1762000,3722
-2.41985,-2.1984,-1.99954,0.00847017,0.0538085,0.00560295,6.57277,0.186062,0.141462,1763000,3724
-2.46325,-2.20199,-2.0112,0.00334721,0.0528289,0.00518902,6.71517,0.18683,0.142588,1764000,3726
-2.42461,-2.18173,-2.02765,0.00538715,0.0525919,0.0038009,6.61405,0.19125,0.140384,1765000,3728
-2.40159,-2.18457,-2.07052,0.00820281,0.0465029,0.0230154,6.72994,0.185123,0.141863,1766000,3730
-2.48295,-2.17606,-2.03553,0.0145762,0.041553,0.0123529,6.5964,0.185672,0.141338,1767000,3732
-2.44614,-2.19206,-2.0173,0.00258653,0.0574554,0.00165426,6.75748,0.187467,0.143037,1768000,3734
-2.49344,-2.16557,-2.03006,0.0130741,0.0425884,0.00399618,6.77271,0.187898,0.141255,1769000,3736
-2.49677,-2.17467,-1.9877,0.0064825,0.0529113,0.000867892,6.63696,0.185433,0.141946,1770000,3739
-2.47163,-2.16192,-2.0177,0.00440361,0.0576056,0.0121367,6.68506,0.185754,0.144517,1771000,3741
-2.50881,-2.16189,-2.02194,0.00798439,0.0539813,0.00783439,6.54051,0.18635,0.143469,1772000,3743
-2.41657,-2.16188,-2.01901,0.00396791,0.0489415,0.00796963,6.71464,0.189326,0.143244,1773000,3745
-2.4694,-2.16892,-2.02667,0.00232755,0.0608456,0.00734498,6.54247,0.186133,0.141238,1774000,3747
-2.48928,-2.16906,-2.00474,0.00527297,0.0517504,0.00854664,6.78216,0.188795,0.143649,1775000,3749
-2.51833,-2.18873,-2.00856,0.00800447,0.0562155,0.000843533,6.73431,0.186928,0.142481,1776000,3751
-2.50822,-2.14677,-2.00288,0.0124407,0.0479479,0.00615028,6.71657,0.185535,0.144073,1777000,3753
-2.50777,-2.16832,-1.99209,0.0053969,0.0542747,0.00211378,6.60108,0.186157,0.140272,1778000,3755
-2.55318,-2.15712,-2.02469,0.00759863,0.0627377,0.00621258,6.68254,0.185856,0.141981,1779000,3757
-2.4536,-2.15881,-1.9971,0.00407127,0.0552078,0.00737795,6.68012,0.185488,0.141593,1780000,3759
-2.55832,-2.19391,-2.03829,0.0108241,0.0630317,0.0298276,6.62812,0.188153,0.144624,1781000,3761
-2.61452,-2.17996,-2.06595,0.00525421,0.0679037,0.0111472,6.67165,0.187945,0.140374,1782000,3763
-2.50733,-2.14399,-2.00802,0.0109764,0.0496551,0.00107475,6.60397,0.190145,0.14478,1783000,3765
-2.53571,-2.173,-1.99838,0.00871781,0.0525342,0.00450256,6.67651,0.189086,0.140245,1784000,3767
-2.36446,-2.17637,-2.03881,0.00167907,0.0599163,0.0137159,6.64862,0.188544,0.139559,1785000,3769
-2.50207,-2.19381,-2.00968,0.0073073,0.0547004,0.00624731,6.60729,0.188571,0.14239,1786000,3771
-2.57572,-2.17835,-2.0611,0.00738262,0.0539971,0.00770651,6.59485,0.190131,0.140739,1787000,3773
-2.43051,-2.16998,-2.00218,0.00380533,0.0532047,0.000184292,6.6892,0.189937,0.141965,1788000,3776
-2.47705,-2.18624,-2.00062,0.00465881,0.0643356,0.00397415,6.66734,0.189585,0.140834,1789000,3778
-2.4497,-2.16875,-1.98382,0.00774868,0.0444107,0.00253973,6.75689,0.189142,0.141881,1790000,3780
-2.57716,-2.15764,-2.03918,0.00811921,0.0603648,0.00542648,6.65062,0.190165,0.142767,1791000,3782
-2.53834,-2.17316,-2.02822,0.0129334,0.0493033,0.00427418,6.75679,0.185713,0.142557,1792000,3784
-2.41749,-2.17716,-2.00591,0.00636921,0.0544212,0.0156596,6.69698,0.187066,0.142348,1793000,3786
-2.52952,-2.16066,-1.97238,0.0121312,0.0481197,0.000338732,6.67507,0.188605,0.14288,1794000,3788
-2.55997,-2.19492,-2.03987,0.00762474,0.0493309,0.00373699,6.73123,0.185897,0.140738,1795000,3790
-2.47419,-2.15859,-2.01871,0.00990333,0.0453077,0.0107315,6.65919,0.187133,0.141888,1796000,3792
-2.51711,-2.18437,-2.04756,0.00318713,0.0584682,0.0145615,6.71327,0.185414,0.142961,1797000,3794
-2.43893,-2.19894,-2.00054,0.00362481,0.0609323,0.00694859,6.79146,0.186383,0.14187,1798000,3796
-2.55531,-2.199,-2.04217,0.0146894,0.0517601,0.00421374,6.65064,0.185979,0.141024,1799000,3798
-2.54915,-2.17728,-2.02539,0.011336,0.0486329,0.00510788,6.58329,0.186308,0.142599,1800000,3800
-2.48873,-2.17166,-2.03879,0.00213334,0.0625011,0.0147928,6.61987,0.190135,0.140503,1801000,3802
-2.38868,-2.17838,-2.02946,0.00512989,0.0447925,0.0120553,6.56006,0.189237,0.141696,1802000,3804
-2.57845,-2.15902,-2.02207,0.00912629,0.055749,0.00966365,6.73532,0.190484,0.142225,1803000,3806
-2.34286,-2.19288,-2.07692,0.00395317,0.0432007,0.0281671,6.69028,0.186612,0.141299,1804000,3808
-2.4585,-2.1642,-2.02005,0.00656068,0.0510698,0.000898738,6.61553,0.18591,0.141755,1805000,3810
-2.48576,-2.19724,-1.9849,0.0147248,0.0451665,0.0077853,6.69938,0.183998,0.143469,1806000,3812
-2.51738,-2.19336,-2.01084,0.013382,0.0432135,0.00746928,6.62524,0.187849,0.141309,1807000,3815
-2.40295,-2.1699,-2.00575,0.000650789,0.0553913,0.00326965,6.61558,0.189094,0.142825,1808000,3817
-2.40754,-2.15183,-1.98786,0.00111606,0.053771,0.00798408,6.55167,0.18861,0.145048,1809000,3819
-2.46878,-2.183,-2.01692,0.000575925,0.0643416,0.000430058,6.57622,0.189482,0.140994,1810000,3821
-2.42088,-2.17258,-2.00448,0.00398705,0.0539402,0.00583938,6.59679,0.186686,0.14191,1811000,3823
-2.42399,-2.16289,-2.01758,0.00741665,0.0461996,0.00375104,6.61682,0.190856,0.141934,1812000,3825
-2.3338,-2.18688,-2.00541,0.00235189,0.049061,0.00314809,6.64062,0.187491,0.143124,1813000,3827
-2.50191,-2.17894,-1.99573,0.00690084,0.0532451,0.00406601,6.70373,0.188597,0.144291,1814000,3829
-2.43588,-2.21095,-2.0048,0.00317374,0.0566639,0.00628756,6.70308,0.186949,0.141495,1815000,3831
-2.47899,-2.1919,-1.99121,0.00878295,0.0497264,0.0148079,6.61671,0.18741,0.142136,1816000,3833
-2.45659,-2.16574,-2.02686,0.00366685,0.0572637,0.00645879,6.74702,0.188561,0.141444,1817000,3835
-2.44261,-2.15536,-2.03868,0.00110269,0.0562545,0.00162052,6.68784,0.189628,0.14099,1818000,3837
-2.53991,-2.19552,-2.01254,0.00639461,0.0574598,0.00492998,6.70792,0.18933,0.140303,1819000,3839
-2.43231,-2.17643,-2.00031,0.00788381,0.0473481,0.0101339,6.76904,0.18686,0.140563,1820000,3843
-2.47935,-2.1777,-2.02195,0.00996569,0.0542565,0.00625502,6.72188,0.188424,0.141314,1821000,3845
-2.52897,-2.18784,-2.00561,0.00456394,0.0615932,0.00330173,6.67158,0.187024,0.141598,1822000,3847
-2.51579,-2.16202,-2.01042,0.00763516,0.0564525,0.00219609,6.78045,0.189704,0.14309,1823000,3849
-2.3169,-2.18592,-2.01859,0.00241993,0.0534971,0.00915795,6.74912,0.188125,0.142542,1824000,3851
-2.48577,-2.20335,-2.03084,0.00618237,0.0589572,0.00137316,6.65785,0.188211,0.141499,1825000,3853
-2.48157,-2.18369,-2.03604,0.000817601,0.0602159,0.00714095,6.66166,0.1872,0.141184,1826000,3856
-2.57871,-2.16847,-1.9945,0.00735772,0.0622026,0.00431746,6.69044,0.187195,0.14217,1827000,3858
-2.48906,-2.17133,-1.9893,0.006258,0.051999,0.00521052,6.68743,0.191696,0.142573,1828000,3860
-2.43054,-2.18461,-1.99926,0.00696824,0.0531192,0.00966325,6.7496,0.190632,0.141487,1829000,3862
-2.33185,-2.16654,-1.99418,0.000960077,0.0536351,0.00372994,6.7111,0.187936,0.142907,1830000,3864
-2.38602,-2.16852,-2.03806,0.00538959,0.0467574,0.00778909,6.69477,0.186359,0.142706,1831000,3866
-2.49403,-2.17795,-2.03459,0.00723921,0.0508108,0.00139117,6.59286,0.185263,0.141492,1832000,3868
-2.63398,-2.16539,-2.00587,0.00920257,0.0607347,0.00113109,6.6053,0.18478,0.142118,1833000,3870
-2.51654,-2.18462,-2.02366,0.0111035,0.0502787,0.00348078,6.73718,0.188084,0.141746,1834000,3872
-2.52455,-2.16004,-2.01306,0.00402813,0.0631969,0.0012404,6.62108,0.189308,0.14117,1835000,3874
-2.43823,-2.18699,-2.0069,0.00321656,0.0600871,0.00748812,6.75783,0.1884,0.14356,1836000,3876
-2.46796,-2.16958,-2.03148,0.00496816,0.060174,0.00529289,6.64564,0.184342,0.142313,1837000,3878
-2.55408,-2.1832,-2.01895,0.0145917,0.0526684,0.00714032,6.64719,0.186777,0.142648,1838000,3880
-2.48794,-2.18518,-2.01235,0.00231677,0.0568655,0.00517826,6.67482,0.189185,0.141466,1839000,3882
-2.50322,-2.19664,-1.99676,0.00108031,0.05864,0.00288524,6.64137,0.18827,0.143717,1840000,3884
-2.41555,-2.19564,-2.02418,0.00646952,0.0470097,0.00836286,6.74539,0.185857,0.142462,1841000,3886
-2.40851,-2.18517,-2.02966,0.00407373,0.0555827,0.000611536,6.67821,0.185091,0.141834,1842000,3888
-2.46452,-2.18636,-2.0124,0.00382482,0.0587055,0.00976475,6.61127,0.187471,0.140293,1843000,3890
-2.42581,-2.18302,-1.99743,0.000462976,0.0569462,2.41542e-05,6.70383,0.187373,0.139939,1844000,3893
-2.39246,-2.17942,-2.00946,0.0038087,0.0474504,0.00202218,6.70726,0.187142,0.139862,1845000,3895
-2.36147,-2.18488,-2.00548,0.00157909,0.0496932,0.00030668,6.6894,0.187211,0.141396,1846000,3897
-2.40884,-2.15541,-1.98163,0.000551173,0.0589051,0.00402724,6.75019,0.185625,0.142142,1847000,3899
-2.55648,-2.17786,-2.00117,0.00230581,0.0630979,0.00338743,6.59245,0.185455,0.141421,1848000,3901
-2.43819,-2.1809,-2.00149,0.000146963,0.0592173,0.00341841,6.59482,0.18652,0.14053,1849000,3903
-2.37134,-2.19419,-2.02546,0.000704084,0.0561122,0.00684597,6.7458,0.184205,0.140779,1850000,3905
-2.52241,-2.21112,-2.03229,0.00484292,0.0587256,0.017502,6.77137,0.186042,0.139918,1851000,3907
-2.38347,-2.17707,-2.01486,0.000151347,0.0461934,0.00470079,6.70805,0.185225,0.141263,1852000,3909
-2.48833,-2.17458,-2.0351,0.00585934,0.0528195,0.00548745,6.69769,0.186007,0.140754,1853000,3911
-2.56901,-2.16509,-2.00772,0.0117003,0.0516554,0.0001193,6.65754,0.186662,0.14215,1854000,3913
-2.44582,-2.16199,-2.00661,0.00415185,0.0501453,0.000613942,6.65785,0.184274,0.142843,1855000,3915
-2.45154,-2.16542,-2.02363,0.00526254,0.0554871,0.00575028,6.71537,0.182799,0.142421,1856000,3917
-2.49242,-2.19039,-2.01475,0.00592616,0.0527409,0.0154303,6.68261,0.185875,0.139834,1857000,3919
-2.49198,-2.1818,-2.01002,0.00360104,0.0543656,0.00239331,6.68906,0.184272,0.141374,1858000,3921
-2.56219,-2.18237,-2.00239,0.00645421,0.0543541,0.00294352,6.6189,0.187039,0.141561,1859000,3923
-2.35739,-2.17629,-2.00719,0.00332076,0.0452085,0.00390436,6.65009,0.184898,0.14178,1860000,3925
-2.42813,-2.18987,-2.01897,0.00830135,0.042874,0.0023904,6.76132,0.186631,0.142426,1861000,3927
-2.55695,-2.20424,-2.02614,0.00833702,0.0597562,0.0154768,6.69588,0.186483,0.143553,1862000,3930
-2.49056,-2.18509,-2.01472,0.00150252,0.0649764,0.00775407,6.59896,0.184901,0.142033,1863000,3932
-2.4906,-2.19753,-2.04855,0.0133843,0.0478493,0.016945,6.41311,0.183772,0.142271,1864000,3934
-2.5332,-2.17634,-2.03606,0.00212681,0.0596537,0.00197967,6.67109,0.186662,0.140327,1865000,3936
-2.41925,-2.17874,-2.01207,0.00226749,0.0585204,0.00361307,6.69099,0.18503,0.143356,1866000,3938
-2.45316,-2.18183,-2.00404,0.00187909,0.0520046,0.00693169,6.7055,0.186863,0.142666,1867000,3940
-2.40136,-2.17914,-2.0103,0.00406228,0.0477021,0.00501387,6.63173,0.184946,0.140187,1868000,3942
-2.50217,-2.18288,-2.02297,0.00496648,0.060097,0.0086995,6.61774,0.184145,0.142265,1869000,3944
-2.50035,-2.1646,-2.03634,0.00555977,0.0521953,0.00438493,6.62299,0.186008,0.140155,1870000,3946
-2.50807,-2.18675,-2.02918,0.00386011,0.0554174,0.00310176,6.6496,0.187954,0.141529,1871000,3948
-2.50259,-2.17897,-2.03905,0.00930756,0.0493863,0.00133991,6.70625,0.183773,0.138751,1872000,3950
-2.48362,-2.18305,-1.94998,0.00837228,0.0490026,0.000503544,6.55395,0.18495,0.142367,1873000,3952
-2.47254,-2.15981,-2.01752,0.00265489,0.0528464,0.000380635,6.62428,0.186081,0.140861,1874000,3954
