BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.50892,-2.07663,-1.9734,0.0217649,0.046265,0.00484356,6.5981,0.198264,0.149838,245000,413
-2.54451,-2.10351,-1.96744,0.0177536,0.0499547,0.00261947,6.64996,0.201439,0.148195,246000,416
-2.51177,-2.09325,-1.93663,0.0196021,0.0423097,0.00309928,6.69769,0.197814,0.151069,247000,419
-2.5009,-2.0727,-1.96567,0.0167143,0.0459728,0.00343247,6.65245,0.199403,0.151175,248000,422
-2.4117,-2.09502,-1.96132,0.0196062,0.0348463,0.00273324,6.63743,0.204234,0.14693,249000,425
-2.5208,-2.06582,-1.98241,0.0158601,0.04516,0.00107321,6.64456,0.198934,0.147789,250000,428
-2.51663,-2.11296,-1.98597,0.0222183,0.0441344,0.00201516,6.67836,0.20018,0.14737,251000,431
-2.52565,-2.09624,-1.96227,0.0210086,0.0439676,0.00470205,6.56601,0.19758,0.149648,252000,434
-2.51531,-2.07338,-1.96523,0.0133045,0.0583653,0.000693973,6.74673,0.202901,0.149413,253000,437
-2.53327,-2.09761,-1.94457,0.0145887,0.0498163,0.00212064,6.68581,0.20032,0.149414,254000,440
-2.52021,-2.13373,-1.96668,0.0174262,0.0449448,1.08214e-05,6.55028,0.200069,0.14991,255000,443
-2.54341,-2.11887,-1.96978,0.0190578,0.0513234,0.0051632,6.62415,0.200604,0.149882,256000,447
-2.52882,-2.11117,-1.98045,0.0157609,0.0500668,0.00505238,6.64904,0.198762,0.147142,257000,450
-2.52452,-2.10574,-1.95005,0.0184544,0.0441638,0.00216228,6.68593,0.203614,0.14743,258000,453
-2.45795,-2.12034,-1.97782,0.0178922,0.0415242,0.00755521,6.79483,0.202405,0.146455,259000,456
-2.61064,-2.12479,-1.96201,0.0233613,0.0448917,0.00160579,6.67437,0.204497,0.148516,260000,459
-2.47628,-2.10403,-1.95484,0.0172651,0.0452349,0.000267408,6.54684,0.201435,0.149998,261000,462
-2.578,-2.09391,-1.95112,0.0189171,0.0471712,0.00171818,6.69024,0.20043,0.148657,262000,465
-2.65201,-2.09026,-1.95467,0.0236257,0.0487548,0.00160487,6.4827,0.198139,0.146733,263000,468
-2.52866,-2.11434,-1.95839,0.0191677,0.0410126,0.00241814,6.75761,0.196668,0.149672,264000,471
-2.62889,-2.10039,-1.92968,0.0177294,0.0533801,0.00253258,6.65025,0.200763,0.149487,265000,474
-2.54076,-2.10747,-1.99425,0.0176884,0.049428,0.0068785,6.51274,0.200034,0.148186,266000,478
-2.60129,-2.09755,-1.98142,0.0199125,0.0513598,0.00145344,6.61229,0.199432,0.145819,267000,481
-2.54407,-2.10129,-1.9821,0.0147142,0.0517355,0.0013045,6.61771,0.198317,0.147702,268000,484
-2.50717,-2.11846,-2.01123,0.0124347,0.0465347,0.0149928,6.50961,0.200019,0.146409,269000,487
-2.42766,-2.08275,-1.95183,0.0183268,0.0341443,0.00143234,6.74261,0.196608,0.152508,270000,490
-2.56779,-2.09544,-1.97777,0.0176765,0.0480672,0.00223453,6.63501,0.195539,0.150212,271000,493
-2.4994,-2.10262,-2.01254,0.0205235,0.0459149,0.00796572,6.52696,0.199903,0.148083,272000,496
-2.59191,-2.1052,-1.97022,0.0158479,0.0556116,0.0016419,6.727,0.199615,0.148938,273000,499
-2.50815,-2.09577,-1.95926,0.013018,0.0511155,0.00144828,6.65074,0.196856,0.148905,274000,502
-2.41976,-2.10639,-1.98095,0.0175701,0.0407251,0.0110602,6.73179,0.1991,0.14937,275000,505
-2.4993,-2.10475,-1.98808,0.0181877,0.0486802,0.00233959,6.67862,0.199326,0.146764,276000,508
-2.57399,-2.11256,-1.99003,0.0207459,0.0492995,0.00645709,6.73824,0.199485,0.148398,277000,512
-2.49536,-2.07859,-1.99192,0.013755,0.0424264,0.000654373,6.66268,0.198191,0.148217,278000,515
-2.49565,-2.11292,-1.97732,0.0166962,0.0434977,0.000759928,6.59788,0.198211,0.149494,279000,518
-2.51603,-2.08994,-1.95901,0.0141595,0.0549777,0.00136277,6.76617,0.200736,0.148001,280000,521
-2.52897,-2.09242,-1.97515,0.0152051,0.0468139,0.00207644,6.74419,0.199237,0.14918,281000,524
-2.43492,-2.10257,-1.99597,0.0129887,0.0448937,0.00928836,6.72734,0.198635,0.148039,282000,527
-2.51003,-2.07443,-2.00068,0.0147122,0.0457672,0.000312587,6.75623,0.196674,0.147916,283000,530
-2.4653,-2.1203,-1.94676,0.00948498,0.0483802,0.00783512,6.64459,0.20166,0.149962,284000,533
-2.49942,-2.11454,-1.99604,0.0137166,0.056197,0.00824797,6.61867,0.200943,0.147713,285000,536
-2.4962,-2.08495,-1.96585,0.0213978,0.0386871,0.00109723,6.63998,0.19695,0.148235,286000,539
-2.53231,-2.10103,-1.96306,0.0163295,0.0461285,0.000394417,6.65351,0.197979,0.150187,287000,541
-2.52027,-2.09146,-1.96752,0.0137529,0.0471687,0.00598763,6.6413,0.199103,0.147957,288000,543
-2.50024,-2.1035,-1.98111,0.0140587,0.0504212,0.00210227,6.70681,0.199755,0.147589,289000,545
-2.53333,-2.12717,-1.96629,0.0123722,0.0574923,0.00310583,6.73834,0.197483,0.149,290000,547
-2.60962,-2.12181,-1.99588,0.0179692,0.0518607,0.00413336,6.71053,0.196836,0.145237,291000,549
-2.53048,-2.07693,-1.97627,0.0206461,0.0425495,0.000288813,6.55474,0.195599,0.147867,292000,552
-2.5381,-2.11152,-2.00326,0.0131023,0.0513584,0.00182469,6.69559,0.196579,0.14857,293000,554
-2.46474,-2.10205,-1.95321,0.0169481,0.0458078,0.00162991,6.6813,0.197188,0.149648,294000,556
-2.45652,-2.11661,-1.96035,0.0125706,0.0508535,0.00196798,6.75141,0.196786,0.147966,295000,558
-2.44452,-2.11209,-1.95122,0.0113213,0.0419311,0.000154579,6.71437,0.194151,0.148432,296000,560
-2.48499,-2.07675,-1.97815,0.015233,0.0482947,0.00535844,6.61959,0.194927,0.148868,297000,562
-2.41056,-2.08281,-1.96688,0.016095,0.0405826,0.00138898,6.70543,0.19675,0.14851,298000,564
-2.58247,-2.10479,-1.94515,0.0203035,0.0361633,0.00381643,6.737,0.199369,0.147796,299000,566
-2.49012,-2.11268,-1.93784,0.0211703,0.0371681,0.00133519,6.79621,0.19709,0.147545,300000,568
-2.49592,-2.10799,-1.96025,0.0126869,0.0579738,0.0030138,6.55109,0.197465,0.149191,301000,570
-2.45014,-2.10049,-1.94115,0.0187435,0.0409419,0.00059821,6.74908,0.197723,0.147758,302000,572
-2.52825,-2.09852,-1.97334,0.0137829,0.0517941,0.00387083,6.66789,0.196784,0.149784,303000,574
-2.43656,-2.13748,-1.99945,0.0147408,0.0387681,0.00291891,6.6394,0.194921,0.145364,304000,576
-2.40884,-2.08747,-1.96862,0.0098934,0.0417918,0.00165179,6.70473,0.197824,0.146952,305000,578
-2.53629,-2.0991,-1.98221,0.0189859,0.050471,0.00730665,6.78801,0.195965,0.148634,306000,580
-2.42613,-2.08786,-1.96445,0.0155231,0.0395463,4.88284e-05,6.73105,0.198556,0.14684,307000,582
-2.51082,-2.12304,-1.97482,0.0191443,0.0475775,0.000694632,6.60637,0.197491,0.147876,308000,584
-2.37069,-2.09008,-1.99445,0.0124222,0.0467904,0.00359149,6.70038,0.192931,0.149733,309000,586
-2.51299,-2.09215,-1.98558,0.0169835,0.0491652,0.000760944,6.76476,0.194167,0.149035,310000,588
-2.56078,-2.08996,-1.97801,0.0166323,0.0454165,0.00328366,6.63262,0.194189,0.148539,311000,590
-2.58886,-2.1205,-1.97723,0.0172246,0.0476268,0.000564476,6.7371,0.196657,0.146945,312000,592
-2.58181,-2.11359,-1.9924,0.0190775,0.0433209,0.001036,6.55754,0.196635,0.146525,313000,594
-2.4651,-2.1157,-1.98057,0.0154913,0.0536858,0.00313125,6.66049,0.194158,0.146941,314000,596
-2.57875,-2.09954,-1.97009,0.0208055,0.0473686,0.00597681,6.72897,0.201668,0.148684,315000,598
-2.54173,-2.14325,-1.9876,0.0182064,0.0446156,0.0011962,6.70476,0.19938,0.149118,316000,600
-2.60111,-2.10816,-2.00116,0.024327,0.0426307,0.00542746,6.61316,0.198082,0.146341,317000,602
-2.52335,-2.1136,-1.99194,0.0184426,0.0450459,0.0107804,6.60959,0.196329,0.147134,318000,604
-2.50332,-2.1129,-1.97253,0.0174343,0.0419715,0.00298545,6.71661,0.193582,0.147186,319000,606
-2.48386,-2.11579,-1.9727,0.0214775,0.0422836,0.00301127,6.64264,0.198378,0.149079,320000,609
-2.49942,-2.11626,-1.96643,0.0138946,0.0455482,0.000140749,6.69228,0.194068,0.149066,321000,611
-2.56991,-2.09866,-2.0083,0.0191279,0.0413135,0.00413609,6.68132,0.198033,0.148971,322000,613
-2.47681,-2.09518,-1.98246,0.0180839,0.0371534,0.00108942,6.73744,0.19771,0.147924,323000,615
-2.48157,-2.09382,-1.98572,0.0181376,0.043144,0.00253701,6.74196,0.195967,0.146829,324000,617
-2.48159,-2.07394,-1.97091,0.0182306,0.0417283,0.000618341,6.70612,0.199234,0.149873,325000,619
-2.36931,-2.10666,-2.02385,0.0111984,0.0485628,0.000639705,6.58852,0.196333,0.145665,326000,621
-2.4733,-2.09469,-1.96538,0.0176828,0.0401858,0.00350862,6.7583,0.195427,0.148036,327000,623
-2.5255,-2.10369,-1.99693,0.0144005,0.0461751,0.0116894,6.70628,0.196268,0.147842,328000,625
-2.46532,-2.11352,-1.98555,0.0131445,0.0445765,0.000195027,6.60317,0.198816,0.14729,329000,627
-2.44577,-2.11182,-1.98854,0.0121535,0.0450075,0.00096643,6.74988,0.196569,0.145869,330000,630
-2.52575,-2.11483,-1.96928,0.0163638,0.0503103,0.00849177,6.61917,0.197103,0.148323,331000,632
-2.47887,-2.09924,-2.0144,0.00863498,0.0502631,8.97894e-05,6.57957,0.196773,0.146216,332000,634
-2.49882,-2.08516,-1.96912,0.0095504,0.0507562,0.00114685,6.55485,0.194828,0.146018,333000,636
-2.45756,-2.12019,-1.99177,0.0136774,0.0496969,0.00363623,6.77105,0.196113,0.149628,334000,638
-2.48418,-2.12896,-1.99882,0.0185446,0.0436136,0.00295395,6.62743,0.197858,0.147426,335000,640
-2.49213,-2.11661,-2.00512,0.0117269,0.0582138,0.00259212,6.56897,0.196963,0.145512,336000,642
-2.44862,-2.10987,-1.97308,0.0154345,0.0460146,0.00680216,6.66846,0.198358,0.147138,337000,644
-2.56819,-2.10579,-1.99159,0.0166788,0.0549442,0.00632178,6.81897,0.198281,0.14825,338000,646
-2.54767,-2.12113,-1.98625,0.0200407,0.0422466,0.00239028,6.64339,0.199072,0.146289,339000,648
-2.69412,-2.09583,-1.98201,0.0206267,0.051409,0.00445447,6.80764,0.199459,0.147343,340000,650
-2.5075,-2.11599,-1.98124,0.0183706,0.0448027,0.00181731,6.71808,0.199178,0.145123,341000,652
-2.49399,-2.08675,-1.97287,0.013215,0.0500989,0.000727799,6.6285,0.194991,0.149915,342000,654
-2.71874,-2.1019,-2.0062,0.0186572,0.0578754,0.000121397,6.65163,0.197276,0.146364,343000,656
-2.53543,-2.13117,-1.99653,0.017178,0.0453615,0.00798101,6.70353,0.198232,0.146206,344000,658
-2.51827,-2.09853,-1.94915,0.00887476,0.0522247,0.000338635,6.62655,0.195512,0.147757,345000,660
-2.53367,-2.11007,-2.00421,0.0178702,0.0452555,0.00764851,6.77927,0.196405,0.148457,346000,663
-2.56498,-2.09482,-1.98006,0.0140743,0.0525767,0.000237831,6.75241,0.197448,0.147984,347000,665
-2.61241,-2.1134,-1.9855,0.0203806,0.0459529,0.00307408,6.63993,0.195828,0.144802,348000,667
-2.53239,-2.07842,-1.9946,0.0192792,0.0431595,0.00155208,6.62473,0.193101,0.147935,349000,669
-2.51485,-2.11236,-1.9983,0.0162489,0.0395358,0.000175533,6.65694,0.196097,0.14655,350000,671
-2.49521,-2.09032,-1.97192,0.0124995,0.0453846,0.000976884,6.63344,0.195625,0.149265,351000,673
-2.4793,-2.09493,-1.95492,0.0144779,0.0406,0.000179896,6.61035,0.197545,0.149666,352000,675
-2.57319,-2.10304,-1.98742,0.0203761,0.0453483,0.00382943,6.68177,0.197806,0.147941,353000,677
-2.48671,-2.12366,-1.98077,0.0136133,0.0488358,0.00381833,6.65367,0.19349,0.147059,354000,679
-2.61639,-2.09061,-1.97421,0.0192136,0.0462587,6.87085e-05,6.63115,0.198236,0.149761,355000,681
-2.47178,-2.09739,-1.9746,0.0138274,0.0533796,0.000344682,6.72117,0.195996,0.148907,356000,683
-2.42377,-2.11999,-1.99092,0.00916267,0.0503427,0.000618612,6.61003,0.19909,0.146878,357000,685
-2.57716,-2.11448,-2.01089,0.016563,0.0557982,0.00189969,6.60684,0.197579,0.147663,358000,687
-2.50224,-2.11876,-1.9829,0.0164594,0.0464497,0.00148449,6.76277,0.197812,0.146856,359000,689
-2.48896,-2.10336,-2.00302,0.0178923,0.0492545,4.33454e-05,6.75812,0.196684,0.147505,360000,691
-2.55258,-2.10427,-1.97634,0.02458,0.0438945,0.00530864,6.69568,0.197014,0.149742,361000,693
-2.51211,-2.0953,-2.01903,0.0181057,0.0456701,0.00347929,6.72853,0.197732,0.147348,362000,695
-2.55034,-2.13362,-1.99674,0.0110889,0.0492117,0.00305552,6.61241,0.19989,0.145329,363000,697
-2.43416,-2.08974,-1.98242,0.0120803,0.0496656,0.00344867,6.67886,0.19586,0.146718,364000,700
-2.56613,-2.11393,-1.99257,0.0215794,0.0472752,0.00301319,6.60092,0.198093,0.148295,365000,702
-2.59997,-2.10853,-1.97916,0.017832,0.0574744,8.04667e-05,6.7574,0.197036,0.146844,366000,704
-2.51071,-2.11427,-1.98715,0.0222913,0.0414245,0.0164575,6.68408,0.19209,0.14714,367000,706
-2.48891,-2.08041,-1.98142,0.0225244,0.0339373,0.00147386,6.67778,0.195242,0.149286,368000,708
-2.55258,-2.09297,-1.96441,0.0224832,0.0423556,0.00111476,6.69205,0.192368,0.148611,369000,710
-2.47828,-2.10405,-1.97927,0.0176676,0.0453666,0.00193219,6.72207,0.196282,0.149262,370000,712
-2.58933,-2.12349,-1.99752,0.01969,0.0411597,0.00183149,6.59707,0.198303,0.146204,371000,714
-2.49301,-2.11286,-1.96782,0.0230286,0.0417401,0.0057797,6.51172,0.196747,0.147977,372000,716
-2.44648,-2.07008,-1.96967,0.00981396,0.0510469,0.00141895,6.6044,0.19502,0.147772,373000,718
-2.55434,-2.11794,-1.98663,0.0231809,0.0349723,0.00626398,6.56765,0.194435,0.144406,374000,720
-2.43521,-2.11504,-1.9841,0.0173309,0.0374295,0.00178622,6.75357,0.192583,0.146415,375000,722
-2.52598,-2.11171,-1.98675,0.0193857,0.0448334,0.0067489,6.72989,0.196549,0.145595,376000,724
-2.63156,-2.13723,-2.0019,0.0227574,0.0523509,0.0144546,6.70543,0.195964,0.147539,377000,726
-2.57456,-2.10135,-1.9873,0.0193425,0.0459637,0.000156809,6.68831,0.19488,0.146387,378000,728
-2.55822,-2.11274,-2.00225,0.0143993,0.0479651,0.00650797,6.64698,0.200276,0.145534,379000,730
-2.60501,-2.10936,-1.96884,0.0228123,0.0468667,0.002345,6.64002,0.195075,0.148124,380000,733
-2.53621,-2.12316,-1.97612,0.0188266,0.0420254,0.000904831,6.71001,0.196853,0.146984,381000,735
-2.54033,-2.10996,-1.97744,0.0148597,0.0500677,0.00256173,6.66221,0.19503,0.147803,382000,737
-2.55023,-2.09144,-1.97988,0.0139212,0.0543264,0.00114842,6.68317,0.196417,0.14754,383000,739
-2.59475,-2.10996,-1.9891,0.0198396,0.0447289,0.00469674,6.65997,0.195783,0.148359,384000,741
-2.61301,-2.09883,-1.95413,0.0207586,0.0511301,0.00351922,6.60512,0.196395,0.149063,385000,743
-2.60422,-2.11455,-1.96643,0.0212246,0.0448903,0.000268537,6.71485,0.193522,0.146457,386000,745
-2.49673,-2.13229,-1.99131,0.015429,0.0484872,0.000730998,6.66719,0.194281,0.144852,387000,747
-2.56167,-2.10599,-2.02589,0.0182115,0.0525448,0.00811048,6.7517,0.192441,0.146368,388000,749
-2.59281,-2.13288,-2.00728,0.0212427,0.0366524,0.0154342,6.64063,0.194855,0.147351,389000,751
-2.45672,-2.12828,-1.97229,0.00914871,0.0552506,0.00375357,6.73849,0.194121,0.148337,390000,753
-2.49367,-2.09279,-2.01688,0.0130757,0.0402604,0.000107075,6.71902,0.194004,0.14574,391000,755
-2.49377,-2.10689,-1.98322,0.0197893,0.0483789,0.00889296,6.61436,0.195944,0.14939,392000,757
-2.68334,-2.11083,-1.99129,0.0261464,0.0510887,0.00238164,6.66382,0.196421,0.146952,393000,759
-2.60867,-2.13259,-1.96402,0.0196065,0.0493367,0.0035211,6.67863,0.195354,0.145424,394000,761
-2.53958,-2.13749,-1.97769,0.0147808,0.0575589,0.00102389,6.69737,0.198982,0.149046,395000,763
-2.45474,-2.12886,-1.98518,0.0183199,0.0448126,0.00349266,6.75017,0.192772,0.147757,396000,766
-2.55133,-2.11676,-1.98337,0.0185137,0.0463347,0.000153223,6.66943,0.194732,0.146965,397000,768
-2.37287,-2.10299,-1.98326,0.0111172,0.0352542,0.00434135,6.55592,0.196503,0.148285,398000,770
-2.63343,-2.12619,-2.02167,0.0218634,0.046782,0.00327908,6.60561,0.194209,0.145034,399000,772
-2.44329,-2.15651,-2.00124,0.0192046,0.040068,0.00751751,6.69347,0.189881,0.144069,400000,774
-2.53161,-2.11347,-2.01371,0.02011,0.0405433,0.00451287,6.73094,0.195923,0.145415,401000,776
-2.49137,-2.11096,-1.98531,0.0160889,0.0416255,0.00452916,6.72662,0.195649,0.147387,402000,778
-2.50548,-2.09088,-1.98935,0.017258,0.0463593,0.00312423,6.56315,0.192793,0.146199,403000,780
-2.47339,-2.09962,-1.99705,0.0168773,0.0430226,0.000550173,6.5608,0.193639,0.145811,404000,782
-2.52069,-2.13775,-1.99843,0.0198392,0.0420003,0.00894385,6.72164,0.193302,0.145079,405000,784
-2.49489,-2.12953,-1.98988,0.0193137,0.0375455,0.00257526,6.53365,0.19564,0.146248,406000,786
-2.6125,-2.12071,-2.00864,0.0214312,0.0498206,0.00093684,6.66892,0.192759,0.143825,407000,788
-2.71019,-2.11714,-1.99391,0.0246475,0.0529145,0.00219705,6.71441,0.196375,0.145144,408000,790
-2.577,-2.12496,-1.97274,0.0212038,0.0443585,0.000205455,6.62261,0.196733,0.145763,409000,792
-2.556,-2.12021,-1.97328,0.0206925,0.0388892,0.00529536,6.73147,0.194098,0.146467,410000,794
-2.56179,-2.10782,-1.99075,0.022052,0.0405431,0.00130504,6.70786,0.19449,0.14557,411000,796
-2.63408,-2.14162,-1.99225,0.0182162,0.0475841,0.00556472,6.65913,0.196044,0.143923,412000,799
-2.45018,-2.11897,-2.01705,0.0133589,0.0448264,0.00178452,6.73117,0.193606,0.146221,413000,801
-2.45878,-2.11613,-2.02772,0.0214947,0.0445682,0.00435079,6.67616,0.191928,0.147127,414000,803
-2.50678,-2.1444,-1.98816,0.0200762,0.0423691,0.000656406,6.69377,0.19746,0.145717,415000,805
-2.54604,-2.14772,-1.97434,0.0184381,0.0463558,0.0112015,6.69239,0.193589,0.145001,416000,807
-2.45112,-2.12877,-1.99073,0.0154615,0.0418193,0.00530908,6.69661,0.194483,0.145063,417000,809
-2.70553,-2.12089,-1.97624,0.0219244,0.0489629,0.00232927,6.66381,0.19142,0.14477,418000,811
-2.55952,-2.13936,-1.99213,0.018341,0.0479138,0.00745964,6.61681,0.19522,0.144655,419000,813
-2.59072,-2.12817,-2.00006,0.0181671,0.0499477,0.0022304,6.60809,0.193618,0.144325,420000,817
-2.62392,-2.12719,-2.00172,0.0162533,0.0460345,0.00446263,6.6795,0.193362,0.146462,421000,819
-2.48233,-2.12985,-1.99201,0.0187745,0.038374,0.000932691,6.66955,0.190455,0.14616,422000,821
-2.6078,-2.14889,-2.02007,0.0223013,0.0444893,0.00207679,6.60982,0.197089,0.141739,423000,823
-2.61373,-2.12885,-2.00992,0.0182915,0.053109,0.00458894,6.71905,0.195055,0.145934,424000,826
-2.58007,-2.116,-1.99396,0.0234021,0.0455888,0.00125256,6.62995,0.193106,0.145798,425000,828
-2.63719,-2.11532,-1.9973,0.0210231,0.0488801,0.000905879,6.57471,0.192336,0.14542,426000,830
-2.51766,-2.12717,-2.00289,0.0109877,0.0578902,0.000283204,6.72621,0.193013,0.145683,427000,832
-2.52771,-2.11022,-1.9982,0.0164303,0.0447427,0.000727548,6.7667,0.194568,0.146373,428000,834
-2.41262,-2.11656,-1.97995,0.0159162,0.0437104,0.000157214,6.64357,0.193647,0.145428,429000,836
-2.49791,-2.13346,-1.99047,0.0216003,0.0421835,2.98719e-05,6.63964,0.193108,0.146716,430000,838
-2.53068,-2.10503,-1.98281,0.0157425,0.0472324,8.9326e-05,6.70874,0.194619,0.145393,431000,840
-2.51796,-2.10016,-2.0039,0.0131077,0.0515237,0.00073367,6.66984,0.19133,0.144946,432000,842
-2.53778,-2.13083,-2.00082,0.0127122,0.0532021,0.00131727,6.59615,0.1953,0.146136,433000,844
-2.47195,-2.10919,-2.00086,0.0114684,0.0475339,0.003155,6.69101,0.194033,0.147954,434000,846
-2.53841,-2.12017,-1.99844,0.0164124,0.0438583,0.00104033,6.62763,0.194426,0.147249,435000,848
-2.56583,-2.1531,-2.02626,0.0162053,0.0463395,0.0148076,6.6111,0.194133,0.144145,436000,850
-2.53359,-2.118,-2.00022,0.0171997,0.0464015,0.00183943,6.73438,0.196668,0.144835,437000,852
-2.47365,-2.13316,-1.97585,0.0176402,0.041719,0.00153382,6.64546,0.194602,0.144585,438000,854
-2.59715,-2.15353,-2.01949,0.0180342,0.047576,0.00602627,6.73258,0.196042,0.144295,439000,856
-2.52782,-2.11386,-1.99537,0.0171341,0.0553162,0.00122468,6.60673,0.19328,0.145722,440000,859
-2.61144,-2.14922,-1.98999,0.0236144,0.0432966,0.00171271,6.64196,0.194154,0.144604,441000,861
-2.48661,-2.13219,-2.02558,0.015741,0.049812,0.00200881,6.63151,0.194788,0.144716,442000,863
-2.62714,-2.0849,-2.02789,0.0246209,0.0431507,0.00296113,6.75821,0.194372,0.146166,443000,865
-2.58978,-2.13501,-1.98339,0.0199502,0.0474266,0.000574895,6.58051,0.197594,0.146769,444000,867
-2.49914,-2.12012,-2.0256,0.0128818,0.0447738,0.00102849,6.6383,0.196039,0.143444,445000,869
-2.45175,-2.11718,-1.98814,0.0145143,0.0443846,0.00375119,6.76001,0.1942,0.147192,446000,871
-2.55359,-2.14608,-2.02445,0.0207973,0.0439941,0.00415051,6.85141,0.192288,0.1453,447000,873
-2.5834,-2.12779,-1.99353,0.015859,0.0536419,0.00197924,6.71021,0.194731,0.147256,448000,875
-2.60317,-2.1067,-1.98474,0.0183852,0.0416661,0.00102884,6.65514,0.194247,0.145334,449000,877
-2.58588,-2.13838,-1.98733,0.019645,0.0485544,0.00234631,6.66685,0.196331,0.145352,450000,879
-2.47411,-2.13291,-2.02827,0.0108247,0.0599215,0.0036896,6.68709,0.191627,0.146293,451000,881
-2.54237,-2.1303,-2.01341,0.0172871,0.0450777,0.000661938,6.77195,0.191129,0.145834,452000,883
-2.57558,-2.0912,-1.99302,0.021248,0.0445097,0.00640548,6.67281,0.195151,0.148363,453000,885
-2.50303,-2.1392,-2.02171,0.0207399,0.0352435,0.013709,6.56474,0.19251,0.144562,454000,887
-2.59651,-2.1361,-2.03145,0.0210022,0.0412891,0.0138701,6.62485,0.193302,0.146275,455000,889
-2.51123,-2.0912,-1.9576,0.0152914,0.0477129,0.00108924,6.83747,0.195841,0.148,456000,891
-2.6142,-2.1113,-2.00092,0.0259701,0.0399785,0.00441468,6.7239,0.193549,0.146769,457000,894
-2.53636,-2.12302,-2.00391,0.0165914,0.0468731,0.0050342,6.72538,0.193048,0.145284,458000,896
-2.52334,-2.11769,-2.04714,0.0115648,0.0535709,0.0041576,6.45948,0.195575,0.146089,459000,898
-2.62158,-2.12707,-2.01842,0.0182648,0.0572827,0.0070508,6.58659,0.192015,0.145866,460000,900
-2.59144,-2.12789,-1.98446,0.0138767,0.0568925,0.000894747,6.86043,0.191362,0.146474,461000,902
-2.52887,-2.11033,-2.00558,0.0170247,0.0514989,0.00367486,6.80115,0.194519,0.145999,462000,904
-2.55859,-2.11765,-2.00611,0.0151438,0.050274,0.00399941,6.57798,0.192866,0.145709,463000,906
-2.56238,-2.13249,-1.99371,0.0192721,0.0501116,0.00627632,6.67646,0.18961,0.14623,464000,908
-2.51259,-2.13595,-2.00022,0.0143387,0.0490012,1.59219e-05,6.6487,0.195543,0.145339,465000,910
-2.53981,-2.09863,-1.98362,0.0165036,0.0404483,0.00548225,6.59651,0.194289,0.146333,466000,912
-2.7073,-2.11983,-1.99294,0.0314418,0.044354,0.00582784,6.72383,0.194332,0.144341,467000,914
-2.60337,-2.12774,-1.99433,0.021851,0.0403947,0.000889936,6.60826,0.190943,0.14391,468000,916
-2.57589,-2.13001,-1.99132,0.0191277,0.0449749,0.00431457,6.63618,0.194429,0.145051,469000,918
-2.52891,-2.11212,-1.98113,0.0183978,0.0375833,0.00131403,6.71724,0.193541,0.145831,470000,920
-2.59149,-2.11269,-2.01602,0.0194106,0.0419369,0.000209199,6.75714,0.194527,0.148013,471000,922
-2.56808,-2.10697,-2.00993,0.015827,0.0494614,0.00357181,6.68424,0.191641,0.145396,472000,924
-2.54192,-2.15103,-2.03267,0.0216184,0.0468563,0.00955535,6.68488,0.194126,0.145243,473000,927
-2.54336,-2.12756,-1.97945,0.0174103,0.0444558,0.00375788,6.62519,0.191945,0.144771,474000,929
-2.56534,-2.12676,-1.99951,0.0217786,0.0448761,0.00157352,6.74365,0.191315,0.14621,475000,931
-2.45507,-2.10292,-2.00399,0.0175306,0.0401099,0.00120637,6.63853,0.194164,0.145846,476000,933
-2.57503,-2.12967,-2.00604,0.0173944,0.0507384,0.00149306,6.72321,0.192829,0.146288,477000,935
