BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.63883,-1.55088,-1.35671,-0.254081,-0.55908,-0.600909,-0.727719,-1.47613,0.0882695,6.60128,0.184813,0.141316,970000,2618
-2.62933,-1.58817,-1.41751,-0.36807,-0.528769,-0.617626,-0.563274,-1.60298,0.100862,6.74333,0.18738,0.138905,971000,2621
-2.7679,-1.78317,-1.63462,-0.105268,-0.297325,-0.417164,-0.369999,-1.3533,0.0921663,6.69584,0.188319,0.138252,972000,2623
-2.83079,-1.85448,-1.68526,-0.051835,-0.184315,-0.427283,-0.0730706,-1.52214,0.089584,6.74318,0.186136,0.140746,973000,2626
-2.7024,-1.74118,-1.57122,-0.102943,-0.393595,-0.387683,-0.577647,-1.45988,0.101177,6.79792,0.186925,0.137738,974000,2628
-2.63824,-1.64506,-1.47784,-0.0827468,-0.472185,-0.496712,-0.63392,-1.57026,0.0849988,6.63806,0.187877,0.138552,975000,2631
-2.4897,-1.54939,-1.40528,-0.301782,-0.528912,-0.506172,-1.04376,-1.39436,0.0934232,6.69965,0.185766,0.1387,976000,2633
-2.52666,-1.61071,-1.42555,-0.223012,-0.438706,-0.500432,-0.856391,-1.33474,0.0875871,6.6066,0.186614,0.139661,977000,2636
-2.3561,-1.55378,-1.39671,-0.223351,-0.572259,-0.476754,-0.964465,-1.42499,0.0793064,6.72499,0.18536,0.138998,978000,2639
-2.48077,-1.57165,-1.4242,-0.265194,-0.516006,-0.547906,-0.918717,-1.35404,0.0854135,6.70815,0.187249,0.140528,979000,2641
-2.60578,-1.63519,-1.48756,-0.179222,-0.425564,-0.533995,-0.61015,-1.5196,0.0869752,6.65416,0.185681,0.140421,980000,2644
-2.52462,-1.64773,-1.46633,-0.192076,-0.414025,-0.458427,-0.807181,-1.36113,0.0836982,6.64304,0.186547,0.13995,981000,2648
-2.44166,-1.44901,-1.32996,-0.347799,-0.567476,-0.746938,-0.815506,-1.591,0.0914384,6.61837,0.187122,0.139983,982000,2650
-2.62489,-1.63023,-1.44777,-0.186143,-0.443642,-0.490923,-0.697617,-1.44423,0.0864279,6.69779,0.185157,0.14167,983000,2653
-2.7175,-1.77244,-1.57829,-0.19912,-0.291737,-0.455362,-0.384414,-1.41914,0.0852858,6.67745,0.18586,0.137673,984000,2655
-2.64996,-1.66734,-1.53527,-0.179796,-0.406454,-0.498619,-0.580073,-1.42877,0.0936706,6.64104,0.189396,0.1391,985000,2659
-2.39992,-1.45887,-1.28895,-0.364816,-0.61221,-0.708815,-0.887823,-1.55077,0.0892002,6.60509,0.184227,0.138306,986000,2662
-2.37347,-1.38488,-1.24899,-0.546067,-0.634423,-0.699817,-1.22139,-1.56852,0.0896891,6.52582,0.188102,0.139285,987000,2664
-2.55209,-1.60428,-1.43134,-0.208432,-0.499379,-0.496929,-0.94987,-1.27331,0.0888097,6.64785,0.182976,0.137658,988000,2667
-2.47644,-1.60718,-1.49295,-0.134044,-0.580993,-0.315649,-0.996793,-1.30823,0.0809717,6.55619,0.185358,0.138696,989000,2670
-2.36497,-1.39479,-1.2343,-0.420574,-0.720905,-0.605403,-1.255,-1.43753,0.0905298,6.7713,0.185586,0.139814,990000,2673
-2.50863,-1.42624,-1.25086,-0.405401,-0.654877,-0.66189,-1.13885,-1.47494,0.0949439,6.67516,0.185814,0.143091,991000,2676
-2.56475,-1.59563,-1.46432,-0.285357,-0.462075,-0.606069,-0.745374,-1.41512,0.0941701,6.66676,0.185837,0.140574,992000,2679
-2.59367,-1.65531,-1.49878,-0.287782,-0.433909,-0.560712,-0.499068,-1.51697,0.0858818,6.69279,0.185257,0.139452,993000,2682
-2.53747,-1.64409,-1.46401,-0.306715,-0.364323,-0.59077,-0.778028,-1.32583,0.0857814,6.60054,0.185713,0.142209,994000,2686
-2.48387,-1.71136,-1.57896,-0.0204043,-0.414968,-0.392475,-0.683133,-1.32435,0.0834414,6.66065,0.185432,0.138534,995000,2689
-2.52287,-1.61198,-1.45667,-0.284971,-0.488386,-0.483961,-0.858811,-1.43068,0.0888058,6.67113,0.185416,0.140289,996000,2692
-2.72939,-1.63163,-1.46706,-0.444065,-0.374709,-0.66339,-0.376557,-1.60372,0.0964715,6.55058,0.185027,0.138667,997000,2695
-2.68803,-1.64255,-1.47054,-0.334585,-0.389385,-0.531144,-0.605219,-1.49168,0.0901914,6.62564,0.187436,0.14089,998000,2697
-2.46833,-1.62964,-1.47754,-0.196224,-0.43063,-0.480029,-0.837953,-1.40006,0.0846634,6.6607,0.186861,0.139575,999000,2700
-2.46756,-1.6475,-1.48941,-0.170641,-0.453356,-0.524824,-0.705088,-1.3928,0.0879464,6.80198,0.185051,0.140297,1000000,2702
-2.52991,-1.69002,-1.50837,-0.133231,-0.387398,-0.479417,-0.657842,-1.2774,0.084619,6.72329,0.185961,0.139514,1001000,2706
-2.52906,-1.55706,-1.37942,-0.493062,-0.49933,-0.708512,-0.685751,-1.51184,0.0927929,6.67458,0.182297,0.136466,1002000,2709
-2.68386,-1.65475,-1.5104,-0.252536,-0.404641,-0.58246,-0.423818,-1.49557,0.0926325,6.53456,0.18494,0.140596,1003000,2713
-2.76513,-1.76586,-1.61658,-0.0827934,-0.294521,-0.50513,-0.255183,-1.5252,0.0955414,6.53529,0.186045,0.140609,1004000,2716
-2.76891,-1.76077,-1.59386,-0.0367045,-0.371347,-0.411655,-0.486351,-1.50748,0.0945809,6.70964,0.188397,0.140582,1005000,2719
-2.42979,-1.58454,-1.44941,-0.253115,-0.485373,-0.437657,-1.04038,-1.28827,0.0824332,6.66447,0.187362,0.138427,1006000,2723
-2.44825,-1.46299,-1.33128,-0.28004,-0.595192,-0.617039,-0.965271,-1.52311,0.0956515,6.67885,0.186579,0.140859,1007000,2726
-2.24366,-1.32573,-1.19145,-0.483093,-0.785,-0.646045,-1.39591,-1.55796,0.0905884,6.68283,0.18626,0.138735,1008000,2729
-2.35372,-1.52264,-1.35935,-0.0892467,-0.637394,-0.438176,-1.23058,-1.27807,0.0850794,6.77162,0.185169,0.138762,1009000,2732
-2.38145,-1.57484,-1.40893,-0.221418,-0.508703,-0.445786,-1.11201,-1.28474,0.0796786,6.77053,0.183953,0.140139,1010000,2735
-2.32315,-1.28626,-1.11575,-0.504338,-0.921633,-0.685338,-1.37881,-1.61213,0.0909783,6.65165,0.185675,0.13959,1011000,2739
-2.20677,-1.26321,-1.11874,-0.470969,-0.875444,-0.715472,-1.45501,-1.61023,0.0914151,6.73647,0.184315,0.141032,1012000,2742
-2.2123,-1.20913,-1.05637,-0.507934,-0.96632,-0.717369,-1.66667,-1.59641,0.0916915,6.53676,0.187908,0.140048,1013000,2745
-2.13896,-1.21448,-1.07603,-0.490972,-0.925635,-0.781884,-1.56204,-1.57054,0.0876081,6.56297,0.183337,0.139659,1014000,2748
-2.14776,-1.55231,-1.34184,-0.285059,-0.568144,-0.468159,-1.1515,-1.3155,0.0719907,6.6234,0.185957,0.139564,1015000,2752
-2.60962,-1.57839,-1.45177,-0.268961,-0.56286,-0.55888,-0.746013,-1.45409,0.0913188,6.49918,0.185146,0.137927,1016000,2755
-2.63388,-1.66286,-1.49448,-0.166157,-0.452567,-0.498281,-0.605265,-1.47369,0.092679,6.62254,0.185287,0.139789,1017000,2759
-2.65501,-1.74269,-1.54303,-0.114662,-0.350604,-0.411234,-0.589939,-1.29888,0.0879118,6.71967,0.184194,0.140438,1018000,2762
-2.9408,-1.90046,-1.72135,0.0717546,-0.214241,-0.355556,-0.210088,-1.38068,0.0910532,6.64858,0.186513,0.137835,1019000,2765
-2.68567,-1.75483,-1.59175,-0.0842997,-0.340703,-0.540831,-0.24767,-1.41379,0.088199,6.72667,0.185126,0.14087,1020000,2776
-2.58908,-1.54979,-1.42184,-0.360884,-0.545024,-0.689657,-0.496114,-1.67667,0.0872989,6.53928,0.185735,0.135928,1021000,2780
-2.5509,-1.52613,-1.36746,-0.547142,-0.440109,-0.710546,-0.646704,-1.5926,0.0885528,6.68567,0.187846,0.143408,1022000,2783
-2.78441,-1.72132,-1.54203,-0.119464,-0.424426,-0.465604,-0.477958,-1.43786,0.0980608,6.67347,0.185132,0.140184,1023000,2786
-2.6798,-1.71443,-1.55288,-0.19047,-0.411709,-0.434447,-0.525498,-1.53479,0.0974035,6.63033,0.182078,0.141547,1024000,2789
-2.78276,-1.84139,-1.66061,-0.00995539,-0.25784,-0.364602,-0.338,-1.40122,0.0880645,6.77819,0.183418,0.140983,1025000,2791
-2.69809,-1.81397,-1.63023,0.033862,-0.32243,-0.309746,-0.552501,-1.29922,0.0875144,6.6464,0.183299,0.140117,1026000,2794
-2.64276,-1.67318,-1.53514,-0.0488235,-0.393305,-0.478698,-0.669319,-1.44957,0.0907768,6.58409,0.185947,0.139229,1027000,2797
-2.83791,-1.85624,-1.75856,0.00421378,-0.288698,-0.320523,-0.10243,-1.51381,0.0949835,6.7949,0.184548,0.139583,1028000,2800
-2.90179,-2.01401,-1.82979,0.0948089,-0.0537443,-0.250489,0.0172047,-1.32437,0.0848026,6.60376,0.183698,0.137856,1029000,2802
-2.61345,-1.87554,-1.75628,0.148689,-0.273055,-0.29341,-0.322162,-1.28053,0.0842068,6.69721,0.188548,0.140391,1030000,2806
-2.89392,-2.19386,-2.03439,0.3355,0.165592,-0.104481,0.209107,-1.08594,0.0814774,6.72694,0.184037,0.138872,1031000,2808
-2.78315,-1.99063,-1.7901,0.153165,-0.139667,-0.237524,-0.138612,-1.27591,0.0766424,6.61815,0.184821,0.13836,1032000,2811
-2.81541,-1.90502,-1.73031,-0.0279514,-0.189525,-0.396542,-0.00390374,-1.42212,0.0907501,6.75197,0.186213,0.140807,1033000,2814
-2.86438,-2.03793,-1.89622,0.20888,-0.0262521,-0.248684,0.0324993,-1.20288,0.0852179,6.77275,0.185472,0.140699,1034000,2816
-2.90828,-1.98432,-1.84552,0.236096,-0.153078,-0.17848,-0.177388,-1.22783,0.093532,6.68555,0.183275,0.138238,1035000,2818
-2.58925,-1.71863,-1.55703,-0.218847,-0.341882,-0.577545,-0.244049,-1.49936,0.0859121,6.79174,0.184168,0.140365,1036000,2821
-2.70912,-1.77441,-1.62747,-0.114857,-0.338878,-0.389053,-0.493059,-1.25592,0.0904303,6.7912,0.184116,0.139991,1037000,2823
-2.8096,-1.93403,-1.76153,0.0117748,-0.0999706,-0.319078,-0.204991,-1.32224,0.0811689,6.62936,0.184872,0.138749,1038000,2827
-2.88371,-1.84269,-1.70881,0.0313393,-0.194497,-0.442453,-0.127134,-1.36995,0.0904291,6.68637,0.183078,0.140451,1039000,2830
-3.11328,-2.1143,-1.94076,0.315623,-0.0270734,-0.17299,0.202701,-1.28297,0.0904206,6.73006,0.184444,0.138223,1040000,2833
-2.93952,-2.09655,-1.94843,0.12167,0.0869787,-0.278479,0.378622,-1.45756,0.0796491,6.74635,0.184443,0.137944,1041000,2837
-2.88806,-1.95878,-1.83403,0.00531074,-0.00440445,-0.415336,0.0396669,-1.17441,0.0887022,6.53171,0.183444,0.140193,1042000,2840
-3.08764,-2.08443,-1.94547,0.162594,-0.00390247,-0.326164,0.536362,-1.49569,0.0935661,6.64288,0.182698,0.137265,1043000,2843
-2.88546,-1.84065,-1.73866,-0.077076,-0.187888,-0.403826,-0.129311,-1.45747,0.0971909,6.64084,0.184608,0.141238,1044000,2846
-2.75549,-1.84649,-1.73881,0.0582381,-0.246253,-0.3347,-0.214295,-1.44379,0.0886551,6.61121,0.184893,0.137019,1045000,2850
-2.71847,-1.78806,-1.64288,-0.0228129,-0.320004,-0.488111,-0.269887,-1.49393,0.0870478,6.71327,0.186998,0.139169,1046000,2852
-2.72183,-1.82236,-1.6666,0.0261531,-0.278627,-0.287872,-0.519252,-1.2056,0.088663,6.59875,0.183241,0.139148,1047000,2854
-2.67655,-1.7177,-1.59229,-0.0643121,-0.339596,-0.449855,-0.508185,-1.33892,0.0862943,6.69,0.185876,0.140686,1048000,2858
-2.55794,-1.90278,-1.73108,0.0995663,-0.129923,-0.255947,-0.540504,-1.01278,0.0730856,6.75959,0.18364,0.140934,1049000,2860
-2.6195,-1.7747,-1.63541,-0.00159058,-0.341507,-0.357448,-0.548027,-1.29224,0.0870064,6.61141,0.186869,0.139923,1050000,2862
-2.6371,-1.79435,-1.67011,0.0281155,-0.311638,-0.37162,-0.411963,-1.28212,0.0860755,6.6277,0.182833,0.139868,1051000,2865
-2.65949,-1.83927,-1.66813,0.14541,-0.262096,-0.40404,-0.381465,-1.30092,0.091341,6.74728,0.183478,0.140327,1052000,2868
-2.87668,-1.89554,-1.74003,0.159311,-0.212928,-0.285242,-0.25002,-1.38366,0.0874304,6.65774,0.185775,0.137954,1053000,2871
-2.66129,-1.85002,-1.68151,-0.0911174,-0.1819,-0.414984,-0.291394,-1.32701,0.0827054,6.66326,0.185255,0.139537,1054000,2873
-2.85423,-2.01112,-1.83868,0.124937,-0.0320665,-0.244478,-0.113328,-1.20355,0.0893153,6.61598,0.187026,0.140043,1055000,2876
-2.72237,-1.86601,-1.71604,0.106685,-0.201679,-0.243941,-0.326213,-1.26132,0.0817192,6.62541,0.183935,0.142794,1056000,2878
-2.67097,-1.83854,-1.67075,-0.0283729,-0.263795,-0.414186,-0.340277,-1.33856,0.0849808,6.61936,0.187182,0.138933,1057000,2882
-2.71725,-1.71835,-1.56616,-0.26448,-0.301425,-0.504413,-0.373359,-1.51218,0.0864259,6.52933,0.185976,0.138655,1058000,2884
-2.6543,-1.63413,-1.43463,-0.225016,-0.437109,-0.611979,-0.4749,-1.62378,0.0876694,6.5611,0.184186,0.14017,1059000,2887
-2.6074,-1.65738,-1.51457,-0.114192,-0.477737,-0.473174,-0.663587,-1.43192,0.0916469,6.6532,0.185929,0.139179,1060000,2890
-2.66647,-1.64266,-1.51154,-0.1866,-0.453935,-0.493027,-0.490139,-1.54327,0.0879003,6.62265,0.184545,0.141409,1061000,2893
-2.56367,-1.62551,-1.47924,-0.203603,-0.454846,-0.490734,-0.809907,-1.4354,0.0868988,6.66311,0.182895,0.13853,1062000,2895
-2.5238,-1.65153,-1.47862,-0.357886,-0.39512,-0.607316,-0.504038,-1.49175,0.08568,6.71906,0.186468,0.139303,1063000,2898
-2.56981,-1.79232,-1.63074,-0.0403927,-0.312147,-0.352092,-0.539315,-1.24268,0.0790197,6.71102,0.18296,0.138811,1064000,2902
-2.40992,-1.58027,-1.42059,-0.151618,-0.488625,-0.522708,-0.885476,-1.34283,0.083463,6.67309,0.187588,0.13933,1065000,2905
-2.64098,-1.8286,-1.66562,0.138288,-0.364844,-0.160162,-0.726661,-1.12443,0.0842998,6.70479,0.184427,0.139692,1066000,2907
-2.45793,-1.69161,-1.50551,-0.0885129,-0.441456,-0.415996,-0.677579,-1.302,0.0828349,6.71687,0.188061,0.141021,1067000,2910
-2.52003,-1.68435,-1.5283,-0.138773,-0.449745,-0.43082,-0.629833,-1.34118,0.0779501,6.7242,0.184346,0.138949,1068000,2913
-2.5547,-1.81443,-1.64018,0.0982471,-0.284538,-0.243947,-0.889367,-1.04287,0.0772907,6.63204,0.186747,0.139144,1069000,2916
-2.624,-1.80822,-1.72901,-0.0247581,-0.21388,-0.325631,-0.494623,-1.17435,0.0787709,6.73671,0.188315,0.138999,1070000,2918
-2.6063,-1.79633,-1.65323,0.038801,-0.315177,-0.364794,-0.414069,-1.33091,0.0787793,6.5507,0.183785,0.139365,1071000,2921
-2.59919,-1.56237,-1.39487,-0.306791,-0.482045,-0.627829,-0.738096,-1.48154,0.0922434,6.51333,0.185314,0.14148,1072000,2924
-2.77527,-1.70781,-1.6011,-0.1721,-0.358102,-0.428483,-0.341854,-1.6056,0.0936615,6.59803,0.184502,0.139696,1073000,2926
-2.84508,-1.79687,-1.59724,-0.320543,-0.246212,-0.567598,-0.0730148,-1.54153,0.0952078,6.72652,0.184188,0.140192,1074000,2929
-2.47251,-1.67402,-1.52956,-0.10445,-0.39161,-0.416214,-0.884544,-1.23241,0.0848155,6.68197,0.188516,0.138347,1075000,2931
-2.64782,-1.53171,-1.39027,-0.265187,-0.608801,-0.630261,-0.854841,-1.50025,0.0894603,6.82149,0.189592,0.13716,1076000,2933
-2.35082,-1.50181,-1.3191,-0.332949,-0.582486,-0.576306,-1.00071,-1.41691,0.0833591,6.63061,0.185731,0.139764,1077000,2936
-2.28971,-1.59661,-1.43293,-0.274429,-0.435934,-0.508465,-0.903855,-1.32661,0.0763746,6.71261,0.185904,0.139611,1078000,2938
-2.19351,-1.48477,-1.29092,-0.397614,-0.64,-0.619395,-1.09454,-1.43488,0.0786973,6.69192,0.189048,0.138473,1079000,2940
-2.48892,-1.71238,-1.54555,-0.138495,-0.3522,-0.473351,-0.665294,-1.3178,0.0809724,6.61362,0.185551,0.138717,1080000,2943
-2.90111,-1.97616,-1.85228,0.223355,-0.132194,-0.18068,-0.121476,-1.30716,0.0875257,6.7762,0.187911,0.13878,1081000,2946
-2.83379,-1.9129,-1.76384,0.0456307,-0.131831,-0.275394,-0.197764,-1.29908,0.0875316,6.6838,0.184993,0.140779,1082000,2949
-2.77749,-1.9046,-1.73589,0.0516989,-0.203931,-0.280611,-0.265657,-1.29914,0.0824059,6.69462,0.185394,0.141027,1083000,2953
-2.62716,-1.80216,-1.6767,-0.0919394,-0.268871,-0.36262,-0.307566,-1.43119,0.0825117,6.69426,0.183468,0.138871,1084000,2956
-2.57071,-1.61331,-1.45793,-0.241377,-0.500356,-0.582969,-0.676732,-1.5377,0.0879065,6.5984,0.182933,0.139123,1085000,2959
-2.44531,-1.47099,-1.3312,-0.331221,-0.575522,-0.647389,-0.962683,-1.58966,0.0890828,6.78527,0.185105,0.139073,1086000,2962
-2.3967,-1.48147,-1.32757,-0.35535,-0.562609,-0.65211,-1.06351,-1.48496,0.0868794,6.58441,0.184188,0.138085,1087000,2965
-2.35294,-1.30628,-1.12845,-0.582097,-0.779473,-0.696235,-1.47321,-1.49392,0.0900445,6.61634,0.182536,0.139212,1088000,2967
-2.18565,-1.27987,-1.14631,-0.531787,-0.808299,-0.727644,-1.51396,-1.53495,0.0873189,6.60432,0.185688,0.138694,1089000,2971
-2.2109,-1.32831,-1.18469,-0.510056,-0.725496,-0.668743,-1.35974,-1.48679,0.0837808,6.69325,0.182989,0.14025,1090000,2974
-2.33928,-1.39832,-1.23813,-0.29854,-0.757474,-0.675325,-1.14473,-1.58876,0.0933643,6.63829,0.186196,0.140204,1091000,2977
-2.28447,-1.4091,-1.22053,-0.546809,-0.649441,-0.625884,-1.28569,-1.54332,0.0899849,6.60967,0.186297,0.140455,1092000,2980
-2.45558,-1.58219,-1.42326,-0.223565,-0.510377,-0.463607,-0.963085,-1.41834,0.0842553,6.78686,0.187038,0.139934,1093000,2983
-2.52521,-1.43943,-1.31801,-0.351539,-0.630479,-0.716506,-0.856152,-1.65835,0.0931025,6.66704,0.183816,0.138744,1094000,2986
-2.38515,-1.4632,-1.31269,-0.382826,-0.593751,-0.648247,-0.991622,-1.5164,0.0871839,6.73635,0.186337,0.140062,1095000,2988
-2.35495,-1.48739,-1.30517,-0.415195,-0.561689,-0.623283,-1.01585,-1.51733,0.0780244,6.72031,0.186772,0.136887,1096000,2991
-2.42475,-1.48321,-1.32997,-0.276866,-0.569378,-0.633896,-0.844693,-1.59374,0.0877498,6.64175,0.185186,0.142723,1097000,2994
-2.42293,-1.59407,-1.43184,-0.258451,-0.419482,-0.581693,-0.843418,-1.43202,0.0840378,6.6166,0.185107,0.139646,1098000,2998
-2.40386,-1.53098,-1.36729,-0.311335,-0.545492,-0.581801,-0.96822,-1.44632,0.0855071,6.7063,0.186955,0.138882,1099000,3000
-2.4636,-1.59543,-1.41605,-0.176605,-0.53769,-0.512804,-0.915107,-1.37465,0.089217,6.5857,0.183146,0.139963,1100000,3002
-2.40489,-1.49343,-1.34334,-0.250718,-0.673572,-0.472668,-1.24282,-1.36922,0.0873432,6.64471,0.185303,0.139926,1101000,3005
-2.4075,-1.48197,-1.30903,-0.39752,-0.576011,-0.607212,-1.0715,-1.36791,0.0907465,6.63923,0.187092,0.141279,1102000,3008
-2.41622,-1.53978,-1.39761,-0.188268,-0.584499,-0.486965,-0.953304,-1.43161,0.0874642,6.65151,0.184332,0.141179,1103000,3010
-2.55711,-1.61657,-1.46255,-0.351371,-0.464519,-0.584941,-0.616527,-1.46885,0.0924415,6.61947,0.188628,0.141035,1104000,3013
-2.46028,-1.51747,-1.34546,-0.278424,-0.54616,-0.619841,-0.889521,-1.47465,0.0934479,6.7025,0.187173,0.140679,1105000,3017
-2.32978,-1.38423,-1.17782,-0.49541,-0.769389,-0.666951,-1.16292,-1.62976,0.0904048,6.63537,0.186737,0.141229,1106000,3020
-2.59928,-1.56543,-1.38333,-0.300001,-0.520242,-0.600106,-0.646379,-1.61022,0.0905664,6.70478,0.187192,0.141535,1107000,3023
-2.53777,-1.66022,-1.51073,-0.195829,-0.438822,-0.341913,-0.880051,-1.27864,0.0889749,6.74981,0.187951,0.140879,1108000,3025
-2.45594,-1.5963,-1.41419,-0.133175,-0.492685,-0.521147,-0.921616,-1.35397,0.0862587,6.77359,0.189241,0.138275,1109000,3028
-2.51779,-1.59187,-1.34589,-0.246612,-0.512353,-0.547316,-1.03998,-1.37154,0.0889544,6.59268,0.185133,0.138736,1110000,3031
-2.40896,-1.53272,-1.38902,-0.41888,-0.455867,-0.629096,-0.880212,-1.4743,0.0845865,6.59627,0.183924,0.1402,1111000,3034
-2.4877,-1.51644,-1.3646,-0.277387,-0.548825,-0.676237,-0.769262,-1.5482,0.0916614,6.72854,0.184497,0.140523,1112000,3038
-2.38303,-1.53329,-1.41097,-0.332559,-0.508356,-0.638781,-0.837034,-1.41258,0.0904161,6.71664,0.187898,0.140736,1113000,3040
-2.47051,-1.44161,-1.25115,-0.506301,-0.612297,-0.766719,-0.95189,-1.58107,0.0934102,6.63141,0.183047,0.138846,1114000,3043
-2.45641,-1.57491,-1.36531,-0.377546,-0.402334,-0.728304,-0.638961,-1.54748,0.0881317,6.62295,0.185154,0.139597,1115000,3046
-2.56929,-1.66346,-1.49111,-0.0708891,-0.467262,-0.452986,-0.795548,-1.37707,0.0903665,6.62461,0.183308,0.139287,1116000,3048
-2.63749,-1.80721,-1.62744,-0.0205978,-0.267573,-0.378178,-0.401243,-1.29212,0.0851564,6.72779,0.186403,0.14279,1117000,3050
-2.76892,-1.77169,-1.58873,-0.165186,-0.385558,-0.400869,-0.377901,-1.46867,0.0874509,6.66305,0.182661,0.139655,1118000,3052
-2.71001,-1.76699,-1.59016,-0.0857564,-0.29117,-0.505634,-0.372979,-1.44722,0.0913999,6.60764,0.186326,0.140394,1119000,3055
-2.84137,-1.9172,-1.79677,0.0512271,-0.114615,-0.379356,-0.0551254,-1.28374,0.0845551,6.65248,0.186397,0.14012,1120000,3064
-3.12379,-2.12855,-1.98123,0.156091,0.11423,-0.257258,0.306631,-1.16953,0.0891578,6.56473,0.185477,0.138676,1121000,3067
-3.17969,-2.30017,-2.13356,0.266344,0.228556,-0.133231,0.727997,-1.24043,0.090481,6.72405,0.182936,0.139828,1122000,3069
-3.14468,-2.26322,-2.14281,0.315623,0.242298,-0.171576,0.727551,-1.24353,0.0830052,6.69081,0.183254,0.139566,1123000,3073
-3.22873,-2.27149,-2.11936,0.282284,0.281259,-0.220803,0.79644,-1.2994,0.0919145,6.63028,0.182603,0.138757,1124000,3075
-3.19101,-2.25553,-2.11153,0.370733,0.21885,-0.10717,0.59845,-1.20363,0.0852413,6.76011,0.186286,0.14354,1125000,3077
-3.45702,-2.53121,-2.35458,0.658579,0.47088,0.0675743,1.0883,-1.15206,0.0855093,6.68601,0.183853,0.139233,1126000,3080
-3.29366,-2.30495,-2.12324,0.377931,0.234641,-0.111,0.652469,-1.20871,0.0911621,6.65661,0.188291,0.140585,1127000,3083
-3.06755,-2.21243,-2.07519,0.493717,0.0162967,0.00369097,0.405439,-1.23196,0.0785172,6.64117,0.186201,0.140935,1128000,3086
-3.22841,-2.21403,-2.03905,0.24063,0.181137,-0.283644,0.729394,-1.3597,0.0909635,6.66942,0.185561,0.138913,1129000,3090
-2.91862,-2.09665,-1.95559,0.172041,-0.0426309,-0.277628,0.482989,-1.37727,0.0837375,6.6993,0.184406,0.139737,1130000,3093
-2.9396,-2.0054,-1.84773,0.17447,-0.0843982,-0.269844,0.0915233,-1.33979,0.093374,6.75265,0.183939,0.141107,1131000,3096
-2.87187,-1.84362,-1.70606,0.0158274,-0.229402,-0.330347,-0.210403,-1.45797,0.0865181,6.58072,0.183652,0.142093,1132000,3100
-2.71941,-1.7768,-1.64134,-0.017987,-0.272111,-0.421775,-0.365165,-1.35403,0.0890288,6.63012,0.184592,0.137428,1133000,3103
-2.78448,-1.67504,-1.54354,-0.0483725,-0.397662,-0.482937,-0.575852,-1.35762,0.0924576,6.53636,0.184982,0.140873,1134000,3106
-2.63258,-1.81232,-1.63639,-0.0726397,-0.30382,-0.398511,-0.507249,-1.25554,0.0879647,6.65549,0.185785,0.137535,1135000,3110
-2.58358,-1.66059,-1.49526,-0.22827,-0.417476,-0.607458,-0.413493,-1.55166,0.0912643,6.64634,0.185694,0.140562,1136000,3113
-2.65009,-1.64782,-1.48721,-0.195243,-0.397751,-0.550916,-0.637078,-1.40972,0.0942829,6.69681,0.186057,0.139993,1137000,3116
-2.43679,-1.55142,-1.39093,-0.242169,-0.483041,-0.648281,-0.831647,-1.44712,0.0841099,6.73957,0.184552,0.140009,1138000,3119
-2.51848,-1.73535,-1.58045,-0.149339,-0.283278,-0.421949,-0.534336,-1.39303,0.078606,6.74589,0.185943,0.139616,1139000,3122
-2.66345,-1.7808,-1.62019,-0.0532946,-0.30722,-0.432563,-0.397853,-1.32911,0.0829697,6.64845,0.18491,0.139604,1140000,3124
-2.91054,-2.14428,-1.95762,0.253051,0.0658496,-0.16373,0.268744,-1.23271,0.0810728,6.65323,0.182363,0.140636,1141000,3126
-2.8931,-1.93196,-1.7759,0.0880059,-0.144311,-0.332996,-0.0748387,-1.39513,0.0863497,6.65524,0.184936,0.137612,1142000,3129
-2.89063,-1.81151,-1.63565,-0.201932,-0.248041,-0.538044,-0.0425893,-1.49347,0.0936057,6.75208,0.184867,0.139842,1143000,3131
-2.90819,-1.99894,-1.8247,0.118355,-0.134579,-0.319512,0.11038,-1.29315,0.0898872,6.63666,0.18286,0.139528,1144000,3134
-2.99795,-2.04255,-1.8954,0.125855,0.0250802,-0.33095,0.338118,-1.4013,0.0905372,6.54234,0.185428,0.140359,1145000,3136
-3.14001,-2.15518,-2.009,0.319555,0.0739101,-0.159994,0.448586,-1.32586,0.0996395,6.73086,0.184154,0.141888,1146000,3139
-2.92196,-1.99963,-1.82308,-0.0407373,-0.018303,-0.451588,0.394576,-1.43338,0.0917756,6.73154,0.183842,0.142155,1147000,3142
-2.8599,-1.99489,-1.82472,0.0653426,-0.0304528,-0.296886,0.0136838,-1.27495,0.0807236,6.76925,0.187107,0.137546,1148000,3145
-2.88732,-1.85921,-1.7002,-0.0689564,-0.181001,-0.511132,0.0488409,-1.45716,0.0858538,6.64089,0.18805,0.141085,1149000,3147
-2.96842,-2.08173,-1.90642,0.127104,0.0300966,-0.373286,0.327004,-1.33862,0.0891884,6.60841,0.184768,0.136306,1150000,3149
-2.85007,-2.05266,-1.9111,0.12576,0.0767469,-0.289313,0.174259,-1.127,0.0783433,6.76141,0.183923,0.140522,1151000,3152
-2.96637,-2.09449,-1.9773,0.195102,0.0100545,-0.238989,0.330176,-1.22507,0.088853,6.74699,0.186901,0.138413,1152000,3155
