BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.56282,-1.53123,-1.36308,-0.253887,-0.569239,-0.559062,-1.07019,-1.37961,0.0947261,6.63587,0.181041,0.140008,3080000,8758
-2.38887,-1.56638,-1.40959,-0.196217,-0.581896,-0.495052,-0.993897,-1.35055,0.087519,6.60354,0.183097,0.138997,3081000,8761
-2.42256,-1.39143,-1.20732,-0.598756,-0.624433,-0.801941,-1.00854,-1.68861,0.0926728,6.65323,0.184388,0.137884,3082000,8764
-2.41763,-1.49403,-1.3626,-0.396908,-0.577839,-0.610907,-1.0127,-1.4673,0.0855525,6.64757,0.185482,0.135754,3083000,8768
-2.54719,-1.66056,-1.46612,-0.26177,-0.454867,-0.493202,-0.653955,-1.54224,0.0882203,6.68157,0.184046,0.137392,3084000,8771
-2.47253,-1.55181,-1.39519,-0.255835,-0.560952,-0.596387,-0.714441,-1.54667,0.0869231,6.56025,0.183738,0.139805,3085000,8774
-2.48922,-1.70128,-1.51335,-0.122114,-0.454109,-0.416843,-0.781229,-1.32637,0.0857994,6.68847,0.182399,0.138289,3086000,8778
-2.79568,-1.87956,-1.70951,0.0745303,-0.246714,-0.333189,-0.329273,-1.32194,0.0873758,6.69162,0.180983,0.140455,3087000,8781
-2.70021,-1.80122,-1.64078,-0.0611077,-0.248061,-0.398478,-0.401076,-1.40805,0.0847116,6.83318,0.181696,0.138194,3088000,8784
-2.58612,-1.70288,-1.52743,-0.12288,-0.398517,-0.464525,-0.741472,-1.30801,0.0857631,6.67731,0.184462,0.138932,3089000,8788
-2.53398,-1.73202,-1.55472,-0.0357367,-0.4452,-0.432333,-0.502461,-1.46726,0.0842613,6.70379,0.184986,0.138073,3090000,8791
-2.4177,-1.58512,-1.43514,-0.262306,-0.503237,-0.504152,-0.907752,-1.37715,0.0800997,6.56836,0.183484,0.137826,3091000,8794
-2.60133,-1.78498,-1.64512,-0.011219,-0.277253,-0.316899,-0.680091,-1.2174,0.08237,6.61024,0.184236,0.137513,3092000,8798
-2.60508,-1.78895,-1.61034,-0.0845266,-0.309764,-0.376771,-0.621393,-1.2482,0.0847981,6.60267,0.186132,0.139419,3093000,8801
-2.82738,-1.83004,-1.6769,0.0571641,-0.278955,-0.285987,-0.493146,-1.30914,0.0863863,6.59764,0.182087,0.139219,3094000,8804
-2.62702,-1.80668,-1.64145,-0.0586916,-0.296184,-0.280745,-0.590183,-1.25443,0.0866603,6.66444,0.183516,0.140786,3095000,8807
-2.71735,-1.88969,-1.73424,0.073573,-0.164022,-0.358099,-0.303744,-1.23672,0.0806586,6.72478,0.181813,0.139217,3096000,8809
-2.79312,-1.92844,-1.73513,0.00384684,-0.0658097,-0.371358,-0.187234,-1.33572,0.0874439,6.67707,0.179964,0.139393,3097000,8812
-2.80404,-1.87741,-1.72006,0.0844342,-0.164539,-0.36877,-0.204691,-1.38196,0.093527,6.75541,0.181577,0.142002,3098000,8814
-2.87732,-2.02008,-1.88362,0.0910602,-0.0598333,-0.236083,0.0562843,-1.34291,0.0854761,6.60927,0.183634,0.139058,3099000,8817
-2.87713,-2.10586,-1.92303,0.191445,0.0990617,-0.149941,0.0974265,-1.17899,0.0787465,6.70507,0.185131,0.139817,3100000,8820
-3.04426,-2.11819,-1.94692,0.0589276,0.16803,-0.388981,0.494529,-1.42546,0.0864758,6.64764,0.182542,0.138119,3101000,8822
-3.21692,-2.25226,-2.12046,0.272801,0.222058,-0.231965,0.729594,-1.34046,0.0885014,6.7664,0.181564,0.139227,3102000,8825
-3.16903,-2.3159,-2.13233,0.387324,0.286547,-0.176299,0.721836,-1.20216,0.0854174,6.6132,0.183986,0.138638,3103000,8828
-3.15241,-2.23273,-2.06871,0.333694,0.130264,-0.118505,0.55658,-1.32358,0.0850778,6.63269,0.180379,0.138407,3104000,8831
-3.07853,-2.22481,-2.03971,0.345,0.106201,-0.0354452,0.341786,-1.22661,0.087395,6.56482,0.180601,0.140596,3105000,8833
-2.75617,-1.886,-1.75475,0.121829,-0.286068,-0.292884,-0.184012,-1.43346,0.0884012,6.66754,0.181925,0.138147,3106000,8836
-2.86002,-1.82938,-1.65681,-0.0130736,-0.263829,-0.364931,-0.395287,-1.35576,0.0881383,6.6343,0.182691,0.139918,3107000,8838
-2.68939,-1.74339,-1.59719,-0.151468,-0.350552,-0.490597,-0.511513,-1.45111,0.0922426,6.5798,0.184822,0.136688,3108000,8842
-2.6822,-1.80024,-1.63613,-0.0882373,-0.269309,-0.424419,-0.366818,-1.40346,0.0884282,6.72312,0.182633,0.139642,3109000,8844
-2.57117,-1.6969,-1.53235,-0.196114,-0.402427,-0.458134,-0.542822,-1.42809,0.0899001,6.56587,0.181425,0.139355,3110000,8846
-2.55368,-1.57427,-1.418,-0.194052,-0.509553,-0.565877,-0.777328,-1.45369,0.0918226,6.7281,0.181747,0.140808,3111000,8849
-2.498,-1.67863,-1.47767,-0.211241,-0.394999,-0.428391,-0.931479,-1.26918,0.0836619,6.67443,0.182012,0.137312,3112000,8852
-2.54236,-1.56438,-1.40997,-0.188398,-0.533861,-0.523482,-0.824973,-1.52015,0.0853793,6.76866,0.182438,0.137837,3113000,8854
-2.49748,-1.474,-1.336,-0.35475,-0.569319,-0.630057,-1.10569,-1.45273,0.0917901,6.68527,0.181232,0.136926,3114000,8857
-2.5181,-1.51818,-1.36607,-0.366378,-0.610483,-0.6385,-0.810165,-1.52214,0.0910612,6.7735,0.182754,0.139131,3115000,8860
-2.69707,-1.62951,-1.47213,-0.348612,-0.410368,-0.684884,-0.377,-1.6139,0.0962181,6.62751,0.180215,0.14045,3116000,8863
-2.78696,-1.7269,-1.54216,-0.163578,-0.317668,-0.568251,-0.373409,-1.50366,0.0934373,6.62664,0.182734,0.139954,3117000,8867
-2.47602,-1.56475,-1.42048,-0.391496,-0.471416,-0.654698,-0.736251,-1.47651,0.087534,6.69422,0.182682,0.139495,3118000,8870
-2.54512,-1.55596,-1.42322,-0.293645,-0.546733,-0.621619,-0.673218,-1.55998,0.0892007,6.68053,0.183649,0.13789,3119000,8873
-2.64401,-1.77791,-1.57965,-0.178792,-0.325932,-0.464165,-0.475785,-1.3347,0.0842743,6.7688,0.18371,0.137309,3120000,8880
-2.47476,-1.64815,-1.45301,-0.252276,-0.49175,-0.497169,-0.761959,-1.43753,0.0890023,6.6251,0.185837,0.139071,3121000,8884
-2.63029,-1.74845,-1.53171,-0.237634,-0.270795,-0.49889,-0.613397,-1.36146,0.0945037,6.72155,0.184399,0.139405,3122000,8887
-2.51497,-1.64078,-1.46553,-0.134109,-0.489884,-0.438513,-0.884631,-1.41997,0.0925508,6.76859,0.184202,0.138648,3123000,8890
-2.4223,-1.64501,-1.44881,-0.174384,-0.453306,-0.492123,-0.771759,-1.35211,0.078245,6.62328,0.185999,0.138034,3124000,8894
-2.27394,-1.37177,-1.19914,-0.518854,-0.742995,-0.697996,-1.32802,-1.5215,0.0940405,6.6859,0.184546,0.137921,3125000,8896
-2.509,-1.43601,-1.23951,-0.462001,-0.693307,-0.720229,-1.03542,-1.55597,0.094629,6.62009,0.178175,0.13559,3126000,8899
-2.47211,-1.48082,-1.32488,-0.323715,-0.564312,-0.621357,-1.10611,-1.41003,0.0911632,6.5511,0.17992,0.139746,3127000,8901
-2.35207,-1.44112,-1.25386,-0.338366,-0.629967,-0.588845,-1.35923,-1.44279,0.0901831,6.68958,0.183163,0.138499,3128000,8903
-2.36429,-1.47955,-1.32352,-0.378439,-0.600724,-0.685591,-0.977103,-1.46005,0.0847347,6.66093,0.183084,0.139094,3129000,8905
-2.57849,-1.54062,-1.37771,-0.388013,-0.588682,-0.580348,-0.776798,-1.7093,0.0923233,6.69039,0.182089,0.138698,3130000,8907
-2.63301,-1.7539,-1.59848,-0.119792,-0.355505,-0.444778,-0.420515,-1.46236,0.0915376,6.73037,0.178639,0.139403,3131000,8909
-2.66635,-1.86088,-1.68834,0.0184842,-0.239936,-0.354084,-0.395975,-1.24773,0.088486,6.63184,0.182706,0.13884,3132000,8912
-2.6176,-1.8647,-1.67242,0.174597,-0.296269,-0.272559,-0.419717,-1.26618,0.0712134,6.64692,0.184253,0.136716,3133000,8914
-2.68776,-1.92438,-1.7705,0.255952,-0.180958,-0.315918,-0.378744,-1.0858,0.0818581,6.65148,0.184345,0.138795,3134000,8916
-2.61569,-1.79208,-1.6265,0.00348762,-0.253003,-0.420391,-0.451823,-1.30135,0.0817432,6.72096,0.184161,0.13913,3135000,8918
-2.78203,-1.87189,-1.65593,-0.0617434,-0.21607,-0.33738,-0.454603,-1.32115,0.0897426,6.69085,0.182283,0.139825,3136000,8920
-2.63716,-1.71961,-1.55,-0.272136,-0.359747,-0.508371,-0.456872,-1.50551,0.0906341,6.5986,0.180772,0.137576,3137000,8922
-2.49533,-1.63115,-1.45795,-0.204455,-0.460756,-0.511645,-0.754886,-1.45804,0.0831553,6.76762,0.184824,0.136549,3138000,8924
-2.38341,-1.51378,-1.3752,-0.367176,-0.587834,-0.584369,-0.937582,-1.53529,0.0821367,6.64579,0.181808,0.137699,3139000,8926
-2.46741,-1.4967,-1.32866,-0.253583,-0.617409,-0.647101,-0.932312,-1.5052,0.0924718,6.7847,0.183393,0.140162,3140000,8929
-2.41893,-1.4555,-1.31119,-0.512781,-0.575148,-0.721093,-0.911357,-1.6104,0.0966778,6.72355,0.184714,0.13892,3141000,8931
-2.49748,-1.63209,-1.50182,-0.118663,-0.48637,-0.465597,-0.875812,-1.24368,0.0894996,6.72254,0.182443,0.137234,3142000,8933
-2.49342,-1.61578,-1.4749,-0.235997,-0.455196,-0.477292,-0.855802,-1.34927,0.0827887,6.6702,0.181961,0.136535,3143000,8935
-2.45502,-1.50333,-1.35518,-0.438121,-0.5727,-0.675873,-0.838073,-1.54014,0.0921079,6.69682,0.185659,0.138976,3144000,8937
-2.31643,-1.41183,-1.23685,-0.390157,-0.703826,-0.681047,-1.23454,-1.43312,0.0867946,6.63794,0.181935,0.140591,3145000,8939
-2.28009,-1.32485,-1.13155,-0.438847,-0.775038,-0.712629,-1.45826,-1.43253,0.0812707,6.66751,0.179779,0.13799,3146000,8941
-2.30452,-1.2038,-1.03794,-0.711832,-0.859225,-0.843921,-1.50653,-1.69048,0.0965139,6.73207,0.183217,0.139468,3147000,8943
-2.4135,-1.29984,-1.13711,-0.504867,-0.813825,-0.799591,-1.31322,-1.60395,0.0980639,6.69896,0.180961,0.138216,3148000,8946
-2.25935,-1.2982,-1.13983,-0.570711,-0.773056,-0.785349,-1.34803,-1.55919,0.0858144,6.63964,0.183338,0.140281,3149000,8948
-2.38021,-1.52028,-1.33082,-0.333131,-0.517272,-0.602795,-1.09751,-1.31252,0.0821887,6.55898,0.183981,0.137804,3150000,8950
-2.30333,-1.45722,-1.2844,-0.273286,-0.701354,-0.534498,-1.27332,-1.42176,0.0876662,6.55153,0.182442,0.137477,3151000,8952
-2.22505,-1.41113,-1.24181,-0.432252,-0.648492,-0.682344,-1.13336,-1.54275,0.0810862,6.59859,0.182604,0.137969,3152000,8954
-2.50079,-1.58494,-1.40692,-0.200464,-0.612089,-0.488746,-0.975273,-1.43995,0.0840634,6.68822,0.180886,0.137467,3153000,8956
-2.50987,-1.56856,-1.36978,-0.271107,-0.512866,-0.581877,-0.822197,-1.48136,0.0772693,6.58204,0.183107,0.139276,3154000,8958
-2.35314,-1.47845,-1.31584,-0.357945,-0.675747,-0.561546,-1.10267,-1.40972,0.0903266,6.55361,0.181221,0.139673,3155000,8960
-2.46732,-1.42986,-1.24965,-0.517081,-0.603048,-0.714905,-1.0749,-1.48298,0.0921313,6.59939,0.181934,0.141077,3156000,8962
-2.30047,-1.35256,-1.15576,-0.468271,-0.790487,-0.778015,-1.3244,-1.54629,0.088154,6.66603,0.181012,0.137009,3157000,8965
-2.32509,-1.20773,-1.08652,-0.581365,-0.923895,-0.802686,-1.37472,-1.68532,0.0916784,6.60282,0.180432,0.140111,3158000,8967
-2.40054,-1.44988,-1.28743,-0.243167,-0.666571,-0.596787,-1.20406,-1.42497,0.0918422,6.75111,0.18155,0.139287,3159000,8969
-2.45909,-1.49062,-1.32677,-0.251691,-0.573105,-0.614585,-1.06394,-1.43301,0.0878126,6.78139,0.183684,0.138416,3160000,8971
-2.38329,-1.47442,-1.32483,-0.274833,-0.581107,-0.646693,-0.997953,-1.54548,0.0852373,6.61052,0.183748,0.138312,3161000,8973
-2.50751,-1.50838,-1.31945,-0.289279,-0.619976,-0.592118,-1.09231,-1.39706,0.0923245,6.65534,0.184564,0.139021,3162000,8975
-2.72851,-1.70299,-1.56775,-0.199251,-0.345059,-0.548281,-0.424441,-1.47033,0.0954523,6.59014,0.183098,0.137973,3163000,8978
-2.80283,-1.88627,-1.70556,-0.0778819,-0.208605,-0.392575,-0.223717,-1.30565,0.0856193,6.7263,0.181296,0.134777,3164000,8980
-2.85704,-1.89595,-1.71228,-0.00260616,-0.207599,-0.487113,0.0254487,-1.51146,0.090494,6.74417,0.182702,0.137344,3165000,8982
-2.6552,-1.86311,-1.6669,-0.0469202,-0.244047,-0.405558,-0.398633,-1.28563,0.0838563,6.66949,0.184122,0.136052,3166000,8984
-2.64646,-1.74207,-1.61598,-0.241751,-0.300745,-0.454757,-0.525158,-1.31461,0.0951543,6.6965,0.184378,0.140043,3167000,8986
-2.53517,-1.61814,-1.46555,-0.23549,-0.481728,-0.538316,-0.708411,-1.50249,0.0907002,6.59557,0.18161,0.136469,3168000,8988
-2.69052,-1.7339,-1.56159,-0.150482,-0.357343,-0.42601,-0.617573,-1.31746,0.0856812,6.72077,0.179566,0.139138,3169000,8991
-2.84303,-1.86977,-1.68785,0.00285607,-0.215657,-0.40438,-0.248954,-1.32328,0.0921774,6.68828,0.182025,0.138668,3170000,8993
-2.77197,-1.76393,-1.60261,0.0120624,-0.360621,-0.426154,-0.51719,-1.31393,0.0932523,6.5209,0.180776,0.136936,3171000,8995
-2.81137,-1.92093,-1.73632,0.185299,-0.220299,-0.274762,-0.286699,-1.29421,0.0872176,6.75426,0.182193,0.139353,3172000,8997
-2.65991,-1.74308,-1.56753,-0.153545,-0.334516,-0.484804,-0.454116,-1.51988,0.0892618,6.59314,0.18267,0.138968,3173000,8999
-2.77372,-1.71359,-1.55857,-0.153844,-0.360049,-0.606394,-0.215127,-1.5881,0.0928823,6.64643,0.18231,0.138789,3174000,9001
-2.72558,-1.70855,-1.54075,-0.0483506,-0.439283,-0.488242,-0.51611,-1.39459,0.0946336,6.61928,0.181136,0.138797,3175000,9003
-2.66711,-1.70585,-1.5115,-0.0438319,-0.416472,-0.433859,-0.742639,-1.41103,0.0929093,6.55631,0.181311,0.135966,3176000,9006
-2.64738,-1.65982,-1.46313,-0.030296,-0.516002,-0.498556,-0.834022,-1.35268,0.0945481,6.6162,0.184649,0.137852,3177000,9008
-2.63026,-1.62555,-1.50453,-0.0816308,-0.471443,-0.436269,-0.930522,-1.34516,0.0890437,6.61304,0.181979,0.136301,3178000,9010
-2.48963,-1.54018,-1.38006,-0.210296,-0.557622,-0.567914,-0.982195,-1.47104,0.0856435,6.72274,0.184984,0.137506,3179000,9012
-2.49818,-1.51672,-1.3723,-0.28568,-0.562766,-0.566693,-1.08345,-1.4096,0.0926671,6.71959,0.184941,0.137672,3180000,9014
-2.30846,-1.54058,-1.329,-0.23787,-0.580924,-0.480132,-1.27324,-1.32399,0.085624,6.76997,0.181086,0.138441,3181000,9016
-2.21709,-1.37458,-1.20198,-0.382607,-0.765486,-0.588471,-1.56786,-1.38005,0.0884986,6.74589,0.18283,0.14027,3182000,9018
-2.31366,-1.38732,-1.21327,-0.293431,-0.788449,-0.578623,-1.44612,-1.34468,0.0871388,6.54718,0.184388,0.140391,3183000,9020
-2.31331,-1.37487,-1.21398,-0.360602,-0.828563,-0.591882,-1.39607,-1.60963,0.0907309,6.62875,0.180444,0.13871,3184000,9023
-2.57947,-1.46429,-1.28193,-0.438628,-0.587457,-0.735259,-1.1113,-1.47184,0.100607,6.69092,0.18296,0.137924,3185000,9025
-2.57071,-1.62166,-1.4396,-0.0587957,-0.583824,-0.404855,-0.817156,-1.46647,0.0902564,6.61021,0.184859,0.138791,3186000,9027
-2.55032,-1.68352,-1.49035,-0.0653984,-0.466733,-0.40603,-0.686901,-1.39121,0.085924,6.69226,0.182583,0.139976,3187000,9029
-2.69144,-1.66504,-1.48982,-0.180769,-0.530441,-0.52432,-0.465038,-1.63501,0.0917438,6.64739,0.186033,0.138882,3188000,9031
-2.49351,-1.69258,-1.48794,-0.0801933,-0.41903,-0.444528,-0.787279,-1.34222,0.0838498,6.55201,0.183672,0.140067,3189000,9033
-2.67898,-1.88109,-1.67957,0.0635521,-0.250316,-0.354575,-0.370726,-1.2509,0.0823233,6.61102,0.181954,0.139611,3190000,9035
-2.68212,-1.8225,-1.64349,0.0615668,-0.287586,-0.321747,-0.683147,-1.21596,0.0913549,6.71321,0.183393,0.138529,3191000,9037
-2.56357,-1.72867,-1.54002,-0.117197,-0.359397,-0.40984,-0.704068,-1.30642,0.0785701,6.67512,0.184514,0.137972,3192000,9039
-2.6527,-1.79522,-1.6326,-0.0482658,-0.265115,-0.397592,-0.555487,-1.30794,0.0822363,6.75479,0.184511,0.138492,3193000,9042
-2.6757,-1.71128,-1.51387,-0.0434295,-0.454537,-0.395592,-0.739445,-1.34234,0.0946127,6.70475,0.183007,0.139254,3194000,9044
-2.7011,-1.92062,-1.71834,0.278741,-0.276844,-0.193853,-0.591913,-1.10631,0.0821185,6.68797,0.182466,0.136312,3195000,9046
-2.64619,-1.71423,-1.55606,-0.119282,-0.41057,-0.513489,-0.474821,-1.44831,0.0909733,6.72044,0.182723,0.137434,3196000,9048
-2.73212,-1.7617,-1.57744,-0.0280278,-0.323225,-0.483708,-0.450277,-1.38145,0.0895929,6.73205,0.184626,0.138416,3197000,9050
-2.64383,-1.5642,-1.37731,-0.351588,-0.572942,-0.742321,-0.569097,-1.67098,0.0969458,6.7125,0.184279,0.137261,3198000,9052
-2.70073,-1.58741,-1.40229,-0.391223,-0.529263,-0.666614,-0.480912,-1.74314,0.0974765,6.73661,0.184689,0.138007,3199000,9054
-2.69798,-1.84588,-1.64613,-0.0354545,-0.260072,-0.342373,-0.392713,-1.36085,0.0841573,6.7845,0.182721,0.138545,3200000,9056
-2.70342,-1.77728,-1.6379,0.110425,-0.418118,-0.349003,-0.461359,-1.40398,0.0870526,6.66181,0.184059,0.136876,3201000,9059
-2.841,-1.84418,-1.66041,0.0194812,-0.228919,-0.471833,-0.229106,-1.42107,0.0966535,6.69618,0.181434,0.137319,3202000,9061
-2.6623,-1.79217,-1.61354,0.0185075,-0.368465,-0.314291,-0.709876,-1.35936,0.0841355,6.59459,0.182493,0.136566,3203000,9063
-2.53576,-1.68069,-1.52672,-0.00350721,-0.539445,-0.31585,-0.995059,-1.14456,0.0835235,6.56741,0.183127,0.139452,3204000,9065
-2.53443,-1.63199,-1.44545,-0.195449,-0.437724,-0.565961,-0.808029,-1.42128,0.0866934,6.58436,0.181816,0.136589,3205000,9067
-2.66189,-1.6593,-1.52681,0.059446,-0.525857,-0.411613,-0.860141,-1.36251,0.0922995,6.66547,0.182567,0.135838,3206000,9069
-2.58512,-1.63162,-1.48415,-0.167673,-0.429101,-0.603814,-0.605027,-1.49553,0.0902776,6.74284,0.184843,0.138074,3207000,9071
-2.83192,-1.74558,-1.58387,-0.198062,-0.327118,-0.489768,-0.413862,-1.43823,0.0932401,6.65366,0.184885,0.139255,3208000,9073
-2.70135,-1.63488,-1.44166,-0.247172,-0.425735,-0.526964,-0.730224,-1.4803,0.0890356,6.57742,0.184871,0.140576,3209000,9076
-2.57592,-1.56389,-1.39335,-0.116849,-0.59552,-0.468632,-0.942279,-1.50341,0.0872358,6.7027,0.18294,0.140514,3210000,9078
-2.54297,-1.61581,-1.44716,-0.158209,-0.514439,-0.451142,-0.830654,-1.49119,0.0944365,6.67278,0.180838,0.140387,3211000,9080
-2.66014,-1.65225,-1.45279,-0.0795704,-0.534822,-0.48031,-0.66204,-1.53454,0.0896503,6.76044,0.183946,0.138458,3212000,9082
-2.75031,-1.78999,-1.62963,-0.0452363,-0.302508,-0.414275,-0.372679,-1.45817,0.0858075,6.67842,0.185771,0.138821,3213000,9084
-2.57465,-1.64157,-1.51279,-0.128745,-0.495125,-0.481598,-0.759063,-1.45471,0.0942154,6.7407,0.1818,0.139268,3214000,9086
-2.60963,-1.63747,-1.51379,-0.210863,-0.465478,-0.524747,-0.584594,-1.55385,0.0903966,6.74015,0.185405,0.139146,3215000,9088
-2.52367,-1.73518,-1.55555,-0.1058,-0.367428,-0.388431,-0.765308,-1.27363,0.0895763,6.65634,0.183075,0.138907,3216000,9090
-2.56465,-1.6662,-1.49899,-0.253073,-0.382003,-0.47279,-0.801182,-1.36774,0.0854168,6.68726,0.181296,0.139843,3217000,9092
-2.52337,-1.64672,-1.42981,-0.176698,-0.472325,-0.584329,-0.699245,-1.47044,0.0898032,6.75283,0.181697,0.137392,3218000,9095
-2.4979,-1.49073,-1.29499,-0.288741,-0.63304,-0.544676,-1.21825,-1.42759,0.0974282,6.67579,0.183713,0.138153,3219000,9097
-2.39624,-1.46494,-1.2879,-0.425479,-0.59103,-0.695844,-1.15743,-1.56021,0.0888953,6.66154,0.186652,0.136239,3220000,9148
-2.37538,-1.44623,-1.29586,-0.356473,-0.649189,-0.622975,-1.14992,-1.39441,0.0878027,6.6623,0.184131,0.141178,3221000,9151
-2.33914,-1.39035,-1.24502,-0.346394,-0.794216,-0.626801,-1.19896,-1.62933,0.0916388,6.70732,0.183933,0.138692,3222000,9153
-2.30185,-1.3035,-1.16983,-0.415422,-0.820405,-0.638118,-1.49856,-1.54311,0.0904723,6.68133,0.184871,0.139293,3223000,9155
-2.26716,-1.33267,-1.18269,-0.446306,-0.767827,-0.670208,-1.4405,-1.49086,0.0868169,6.68133,0.184084,0.136108,3224000,9157
-2.27458,-1.16943,-1.03321,-0.615241,-0.924634,-0.867866,-1.51057,-1.71086,0.0939625,6.71444,0.182993,0.137853,3225000,9159
-2.33234,-1.22263,-1.08558,-0.655266,-0.853484,-0.868167,-1.44098,-1.70873,0.0968503,6.65947,0.184476,0.136864,3226000,9161
-2.28418,-1.21208,-1.05381,-0.73074,-0.860911,-0.859528,-1.36654,-1.64789,0.0952355,6.57712,0.182447,0.140156,3227000,9163
-2.2804,-1.32537,-1.1341,-0.591174,-0.748272,-0.751438,-1.30385,-1.57358,0.086939,6.63047,0.183543,0.140015,3228000,9165
-2.42516,-1.3875,-1.20995,-0.461263,-0.690389,-0.69089,-1.19157,-1.5351,0.0892973,6.58776,0.184076,0.137675,3229000,9167
-2.32224,-1.41576,-1.25028,-0.329589,-0.758199,-0.608349,-1.26748,-1.53811,0.0871572,6.64196,0.183949,0.137087,3230000,9169
-2.27902,-1.30609,-1.15054,-0.516535,-0.765226,-0.738117,-1.58702,-1.5264,0.0894987,6.56466,0.18489,0.140346,3231000,9171
-2.47172,-1.50265,-1.3144,-0.435002,-0.591561,-0.634391,-0.956558,-1.52785,0.0884126,6.68508,0.183283,0.137956,3232000,9174
-2.33133,-1.34061,-1.14093,-0.475464,-0.83352,-0.764096,-1.2479,-1.59481,0.0930137,6.72285,0.183033,0.137647,3233000,9176
-2.33164,-1.29027,-1.12073,-0.46164,-0.771986,-0.768391,-1.51458,-1.49048,0.0921287,6.54286,0.184271,0.137212,3234000,9178
-2.17832,-1.33778,-1.14458,-0.627607,-0.720874,-0.869033,-1.25165,-1.58814,0.0868911,6.65906,0.185461,0.136297,3235000,9180
-2.53785,-1.35516,-1.20453,-0.465975,-0.785669,-0.710444,-1.36127,-1.41855,0.0998874,6.77142,0.184615,0.136468,3236000,9182
-2.30406,-1.43686,-1.26624,-0.449568,-0.622698,-0.619082,-1.20889,-1.49671,0.0862743,6.79629,0.183736,0.138735,3237000,9184
-2.29522,-1.46283,-1.263,-0.383404,-0.758425,-0.583011,-1.12496,-1.46894,0.0900803,6.80168,0.182243,0.137876,3238000,9186
-2.57604,-1.49574,-1.33682,-0.419292,-0.588381,-0.682934,-0.607008,-1.66121,0.091188,6.63674,0.182629,0.141,3239000,9188
-2.60529,-1.61449,-1.44184,-0.167439,-0.472673,-0.505383,-0.815038,-1.34782,0.0915278,6.56396,0.184721,0.139214,3240000,9190
-2.50308,-1.46862,-1.29811,-0.336125,-0.617389,-0.77484,-0.971157,-1.51063,0.0880542,6.71005,0.184157,0.13689,3241000,9192
-2.42742,-1.47314,-1.25946,-0.344525,-0.603802,-0.632957,-1.17056,-1.3903,0.0879455,6.65636,0.183453,0.138767,3242000,9194
-2.48797,-1.55174,-1.38986,-0.151348,-0.603804,-0.552236,-0.97723,-1.35459,0.0881112,6.6122,0.181497,0.13897,3243000,9196
-2.54146,-1.71325,-1.55808,-0.095809,-0.372579,-0.49026,-0.57704,-1.47985,0.0876287,6.65502,0.181752,0.138849,3244000,9198
-2.60554,-1.45108,-1.25949,-0.274156,-0.65849,-0.647257,-1.22636,-1.4641,0.0982057,6.56843,0.187007,0.139476,3245000,9201
-2.36338,-1.44809,-1.2972,-0.220049,-0.685813,-0.560979,-1.258,-1.33744,0.0815503,6.61998,0.186485,0.138457,3246000,9203
-2.58123,-1.72602,-1.54078,-0.193584,-0.324303,-0.49167,-0.649605,-1.32403,0.0900401,6.65242,0.185594,0.138139,3247000,9205
-2.60572,-1.79769,-1.64295,0.0704722,-0.351791,-0.295923,-0.601893,-1.23557,0.0817379,6.63324,0.184216,0.139961,3248000,9207
-2.90155,-2.00639,-1.83036,0.221074,-0.160875,-0.224719,-0.130807,-1.22143,0.0852983,6.66222,0.18343,0.138884,3249000,9209
-2.72871,-1.78143,-1.62835,-0.0683801,-0.331999,-0.476343,-0.268285,-1.45317,0.0957692,6.71415,0.1856,0.139423,3250000,9211
-2.57892,-1.75169,-1.56827,0.0284726,-0.401305,-0.413609,-0.487848,-1.35751,0.0891916,6.72173,0.184524,0.140465,3251000,9213
-2.84234,-1.75251,-1.53806,-0.223978,-0.357976,-0.552832,-0.191986,-1.64497,0.0977207,6.63381,0.182379,0.13888,3252000,9215
-2.7101,-1.69672,-1.57698,-0.15825,-0.43191,-0.45988,-0.640981,-1.4547,0.0950871,6.6323,0.185582,0.135963,3253000,9217
-2.85686,-1.76996,-1.56373,-0.158089,-0.346344,-0.531936,-0.45932,-1.37202,0.0983076,6.69494,0.184477,0.137248,3254000,9219
-2.8863,-1.78681,-1.63017,-0.209563,-0.256374,-0.579528,-0.0851544,-1.50119,0.0943934,6.73656,0.180876,0.138484,3255000,9221
-2.86512,-1.9186,-1.73616,-0.0572623,-0.110915,-0.438971,-0.0948783,-1.40023,0.0931518,6.69574,0.18435,0.138497,3256000,9223
-2.88658,-1.9156,-1.7529,-0.081041,-0.0462302,-0.432718,-0.0635306,-1.37424,0.0906402,6.57983,0.183169,0.136358,3257000,9225
-2.67934,-1.81921,-1.62935,-0.0209911,-0.26396,-0.361225,-0.487465,-1.31355,0.0860298,6.69604,0.182055,0.140672,3258000,9228
-2.67365,-1.68278,-1.48938,-0.324366,-0.303204,-0.632284,-0.478414,-1.53978,0.0908972,6.5038,0.183136,0.139383,3259000,9230
-2.72377,-1.77632,-1.59843,-0.0495576,-0.290568,-0.448201,-0.483474,-1.46388,0.089518,6.70607,0.184589,0.140217,3260000,9232
-2.68095,-1.6379,-1.51299,-0.127258,-0.447088,-0.467755,-0.63821,-1.42608,0.0900625,6.59444,0.182013,0.140924,3261000,9234
-2.77684,-1.81,-1.62969,-0.11092,-0.24677,-0.481624,-0.354318,-1.38403,0.0868468,6.68483,0.183258,0.136856,3262000,9236
