BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.24859,-1.44267,-1.2777,-0.449482,-0.621234,-0.622253,-1.28724,-1.43773,0.0846785,6.68166,0.183884,0.138283,2549000,7181
-2.2544,-1.39654,-1.2281,-0.452866,-0.684235,-0.738303,-1.15589,-1.49886,0.0861119,6.71428,0.184055,0.13652,2550000,7184
-2.45373,-1.61632,-1.4444,-0.039356,-0.608166,-0.335145,-1.1751,-1.29227,0.0876293,6.61488,0.182088,0.136964,2551000,7186
-2.3583,-1.49068,-1.33981,-0.326879,-0.58046,-0.607882,-0.912721,-1.60453,0.0894845,6.57111,0.183703,0.140824,2552000,7189
-2.426,-1.59025,-1.42124,-0.294698,-0.556025,-0.519816,-0.916563,-1.47354,0.0882049,6.72644,0.18466,0.137404,2553000,7191
-2.54044,-1.64608,-1.48038,-0.229247,-0.487157,-0.421986,-0.9897,-1.38695,0.0875203,6.67486,0.184667,0.137535,2554000,7194
-2.25016,-1.39046,-1.21453,-0.394573,-0.795332,-0.580194,-1.4034,-1.45946,0.0913278,6.61347,0.186195,0.138382,2555000,7196
-2.40081,-1.43805,-1.27852,-0.233242,-0.729932,-0.555034,-1.4332,-1.34858,0.0925976,6.5926,0.185149,0.135338,2556000,7199
-2.60789,-1.53257,-1.37516,-0.279953,-0.586567,-0.555949,-0.974046,-1.53593,0.0940121,6.675,0.186485,0.138015,2557000,7202
-2.46274,-1.47693,-1.30622,-0.397418,-0.613919,-0.689116,-0.975431,-1.54867,0.0928563,6.64951,0.183894,0.138118,2558000,7205
-2.30489,-1.30908,-1.0982,-0.62132,-0.793826,-0.786769,-1.25315,-1.7128,0.0899299,6.57943,0.182128,0.138803,2559000,7207
-2.26329,-1.37288,-1.17813,-0.413542,-0.782347,-0.644859,-1.41908,-1.52562,0.0848613,6.66163,0.182951,0.135597,2560000,7209
-2.38518,-1.43373,-1.28171,-0.435908,-0.614661,-0.625396,-1.21085,-1.39588,0.0876359,6.68925,0.179205,0.1379,2561000,7212
-2.33372,-1.45811,-1.28782,-0.350755,-0.633407,-0.540439,-1.31002,-1.44383,0.0851848,6.64679,0.184623,0.139192,2562000,7216
-2.37397,-1.56921,-1.38374,-0.230017,-0.560959,-0.57136,-0.984477,-1.46027,0.087289,6.76578,0.186267,0.137618,2563000,7219
-2.61705,-1.72756,-1.564,-0.190089,-0.392469,-0.435508,-0.492889,-1.48172,0.0903024,6.63913,0.185732,0.137985,2564000,7222
-3.03475,-1.90923,-1.72933,-0.0837254,-0.0720997,-0.401551,0.0194138,-1.53066,0.0892931,6.56458,0.18499,0.139159,2565000,7225
-2.68243,-1.74869,-1.57891,-0.0818751,-0.361132,-0.395157,-0.514346,-1.47437,0.0899134,6.62977,0.185265,0.138923,2566000,7228
-2.50632,-1.613,-1.47987,-0.233515,-0.525537,-0.514541,-0.68256,-1.56369,0.0877811,6.68957,0.182757,0.136974,2567000,7231
-2.39707,-1.5246,-1.37044,-0.282386,-0.581647,-0.538048,-1.01207,-1.4744,0.0847366,6.72718,0.183343,0.136732,2568000,7233
-2.61679,-1.49506,-1.34925,-0.238308,-0.647262,-0.560009,-1.06996,-1.58732,0.0979802,6.59563,0.181923,0.137764,2569000,7236
-2.59003,-1.72089,-1.5673,-0.0658051,-0.370516,-0.409333,-0.559787,-1.42907,0.0859061,6.75565,0.181499,0.140353,2570000,7239
-2.48957,-1.63354,-1.44965,-0.200384,-0.457713,-0.603685,-0.594143,-1.42899,0.0791689,6.5787,0.181643,0.137769,2571000,7243
-2.56679,-1.59352,-1.4131,-0.289722,-0.531156,-0.505632,-0.895877,-1.54056,0.0971212,6.73992,0.185317,0.13736,2572000,7246
-2.47897,-1.59849,-1.42897,-0.144625,-0.51587,-0.50413,-0.851729,-1.46133,0.0835467,6.70981,0.184041,0.137026,2573000,7249
-2.52953,-1.5342,-1.34276,-0.244111,-0.572066,-0.553455,-1.05761,-1.38296,0.0872729,6.63415,0.182433,0.137823,2574000,7253
-2.4988,-1.51874,-1.33218,-0.302774,-0.602369,-0.575725,-1.13937,-1.37608,0.0869418,6.68866,0.182144,0.136129,2575000,7256
-2.28294,-1.43023,-1.25801,-0.503124,-0.571966,-0.70617,-1.31023,-1.42832,0.0906698,6.63046,0.184929,0.137745,2576000,7259
-2.29809,-1.27563,-1.1011,-0.543876,-0.789208,-0.813133,-1.51663,-1.4275,0.0942315,6.77975,0.180963,0.138308,2577000,7261
-2.30979,-1.31895,-1.14974,-0.492956,-0.851386,-0.632371,-1.53285,-1.53184,0.0914824,6.75129,0.183804,0.138592,2578000,7264
-2.25783,-1.24853,-1.05631,-0.638293,-0.857562,-0.876883,-1.36823,-1.7629,0.0941618,6.75346,0.18002,0.13854,2579000,7268
-2.3762,-1.55391,-1.40465,-0.305068,-0.532728,-0.527916,-1.0392,-1.42884,0.0866732,6.75491,0.182729,0.137742,2580000,7271
-2.39583,-1.4924,-1.31406,-0.275309,-0.635277,-0.599896,-1.06097,-1.47965,0.0902033,6.70279,0.18085,0.139224,2581000,7274
-2.47318,-1.69054,-1.53146,-0.103465,-0.365424,-0.471754,-0.621354,-1.40243,0.0775248,6.74449,0.184766,0.138622,2582000,7278
-2.6981,-1.76458,-1.58492,-0.174166,-0.242091,-0.497774,-0.551837,-1.35546,0.0857178,6.77495,0.185161,0.138101,2583000,7280
-2.53013,-1.70901,-1.53221,-0.158091,-0.386919,-0.516756,-0.559273,-1.41012,0.0870517,6.64117,0.184239,0.137992,2584000,7282
-2.7777,-1.6981,-1.53594,-0.177444,-0.366006,-0.548182,-0.661531,-1.34415,0.0951378,6.62484,0.185164,0.137054,2585000,7286
-2.7,-1.7935,-1.61033,-0.18055,-0.287324,-0.476352,-0.32099,-1.47391,0.0957848,6.56846,0.184801,0.137713,2586000,7289
-2.59278,-1.68948,-1.52431,-0.0786877,-0.477032,-0.357613,-0.771171,-1.41724,0.0883893,6.55082,0.183009,0.136801,2587000,7291
-2.5711,-1.74383,-1.5668,-0.177679,-0.348966,-0.499384,-0.400728,-1.4901,0.087016,6.69352,0.180602,0.138126,2588000,7294
-2.67253,-1.82424,-1.67981,-0.0746696,-0.244254,-0.406796,-0.253405,-1.4811,0.0835833,6.6231,0.182482,0.139182,2589000,7297
-2.73206,-1.77972,-1.61656,-0.17334,-0.261261,-0.470108,-0.312984,-1.43764,0.0860403,6.69029,0.182888,0.140118,2590000,7300
-2.66094,-1.86914,-1.69328,-0.00964161,-0.190248,-0.325251,-0.428945,-1.19365,0.080733,6.56404,0.185502,0.137197,2591000,7303
-2.64791,-1.813,-1.64721,-0.0161964,-0.209818,-0.314088,-0.628447,-1.30048,0.0816121,6.70053,0.182158,0.137352,2592000,7305
-2.55337,-1.68722,-1.47962,-0.0514906,-0.469654,-0.463675,-0.829426,-1.32076,0.0854741,6.47447,0.183404,0.135833,2593000,7308
-2.53676,-1.75151,-1.57006,0.119778,-0.399529,-0.315542,-0.801001,-1.29295,0.0794922,6.77799,0.185511,0.140629,2594000,7311
-2.65334,-1.82294,-1.63477,-0.0463512,-0.239105,-0.41111,-0.499215,-1.3196,0.0900224,6.76274,0.185452,0.13838,2595000,7313
-2.6885,-1.67244,-1.52041,-0.146207,-0.32896,-0.526253,-0.645937,-1.38815,0.0888577,6.58555,0.182522,0.138705,2596000,7317
-2.71008,-1.84792,-1.6687,-0.0612705,-0.19991,-0.476247,-0.320498,-1.34821,0.090659,6.55142,0.186166,0.136054,2597000,7320
-2.42447,-1.66218,-1.46912,-0.196779,-0.440263,-0.519546,-0.796081,-1.33108,0.0820924,6.59156,0.183464,0.136508,2598000,7323
-2.37557,-1.51552,-1.33652,-0.261553,-0.609538,-0.571167,-0.926834,-1.631,0.0796101,6.73694,0.182803,0.138033,2599000,7327
-2.62306,-1.84891,-1.66809,-0.116125,-0.212641,-0.403992,-0.316214,-1.40088,0.0803911,6.56826,0.180595,0.139356,2600000,7329
-2.56873,-1.7673,-1.62466,0.113734,-0.395231,-0.351468,-0.698009,-1.30325,0.0884756,6.67147,0.18086,0.137864,2601000,7332
-2.53112,-1.6779,-1.52002,-0.00616252,-0.474257,-0.380838,-0.904814,-1.33209,0.0827389,6.72784,0.1817,0.137294,2602000,7335
-2.38608,-1.50469,-1.34705,-0.304174,-0.661412,-0.486534,-1.22648,-1.38232,0.0839111,6.70458,0.180796,0.137357,2603000,7338
-2.43492,-1.39611,-1.23548,-0.352837,-0.704937,-0.656586,-1.15009,-1.48505,0.0929156,6.64592,0.183179,0.139365,2604000,7342
-2.25917,-1.51527,-1.34861,-0.23536,-0.604494,-0.482956,-1.07705,-1.42614,0.0786441,6.76216,0.184842,0.139807,2605000,7345
-2.32415,-1.53367,-1.38112,-0.133306,-0.609516,-0.450178,-1.1528,-1.46444,0.0829149,6.65224,0.183418,0.137753,2606000,7348
-2.4348,-1.59577,-1.40393,-0.129768,-0.524423,-0.454273,-0.98002,-1.28303,0.0837901,6.59602,0.181697,0.138789,2607000,7351
-2.46476,-1.43446,-1.27618,-0.353228,-0.632111,-0.680886,-1.14822,-1.49032,0.0846389,6.69884,0.18249,0.137844,2608000,7354
-2.24574,-1.33168,-1.17764,-0.49886,-0.76383,-0.634734,-1.58477,-1.35689,0.0917093,6.62839,0.182671,0.138837,2609000,7356
-2.0542,-1.16679,-1.01781,-0.616655,-0.947985,-0.774386,-1.79074,-1.5252,0.0867395,6.62329,0.183443,0.139184,2610000,7359
-2.07502,-1.14969,-0.982404,-0.669727,-0.914121,-0.877874,-1.70587,-1.58318,0.0849798,6.69261,0.185525,0.137591,2611000,7362
-2.09543,-1.11498,-0.914693,-0.788409,-0.99622,-0.940469,-1.75053,-1.64005,0.0911048,6.60887,0.183896,0.137811,2612000,7364
-2.04198,-1.21092,-1.02907,-0.509143,-0.93048,-0.743601,-1.72559,-1.51776,0.0813465,6.74595,0.183037,0.138968,2613000,7366
-2.25367,-1.30405,-1.13148,-0.537475,-0.778876,-0.691223,-1.46197,-1.57592,0.0896692,6.61099,0.184066,0.137646,2614000,7369
-2.3689,-1.38606,-1.24118,-0.359322,-0.674485,-0.724819,-1.15439,-1.47587,0.0850428,6.72371,0.18319,0.14067,2615000,7372
-2.37738,-1.34651,-1.1426,-0.430073,-0.798935,-0.752182,-1.30373,-1.59875,0.0956364,6.63178,0.178895,0.13628,2616000,7374
-2.3674,-1.36343,-1.18374,-0.665963,-0.639334,-0.826417,-1.1294,-1.54573,0.0865666,6.63712,0.180221,0.13745,2617000,7376
-2.43833,-1.51987,-1.35633,-0.322244,-0.609704,-0.509278,-1.18997,-1.31012,0.0833955,6.65719,0.185528,0.136836,2618000,7378
-2.69955,-1.68177,-1.51132,-0.20289,-0.367573,-0.605706,-0.530263,-1.52278,0.0941215,6.72811,0.182811,0.138364,2619000,7381
-2.70725,-1.76301,-1.59363,-0.0424998,-0.34414,-0.449505,-0.519069,-1.29336,0.0829538,6.50847,0.184943,0.139329,2620000,7410
-2.75467,-1.92469,-1.77163,0.204514,-0.200573,-0.216731,-0.296167,-1.28562,0.0817871,6.66052,0.184504,0.137674,2621000,7414
-2.62519,-1.92133,-1.73202,0.193555,-0.241359,-0.184684,-0.51611,-1.19791,0.0759765,6.78931,0.183193,0.136822,2622000,7416
-2.63997,-1.87228,-1.7028,0.18426,-0.286582,-0.160532,-0.668303,-1.15385,0.077751,6.72657,0.184096,0.139851,2623000,7419
-2.69721,-1.73052,-1.60611,-0.0405919,-0.377344,-0.367431,-0.672267,-1.35418,0.089904,6.6612,0.182873,0.136943,2624000,7421
-2.91453,-1.84817,-1.64742,-0.023721,-0.351905,-0.354322,-0.271349,-1.44568,0.0898716,6.5476,0.181122,0.138166,2625000,7424
-2.83721,-1.94147,-1.74713,0.0765023,-0.14246,-0.32119,-0.180538,-1.29238,0.0780684,6.63989,0.184901,0.138799,2626000,7427
-3.01776,-2.08718,-1.93828,0.244763,-0.053757,-0.285766,0.324109,-1.33635,0.0867963,6.71656,0.180414,0.136923,2627000,7430
-3.13288,-2.03927,-1.88269,0.176299,-0.0773167,-0.311224,0.0707943,-1.31172,0.0908958,6.65607,0.181803,0.135923,2628000,7433
-2.66027,-1.88596,-1.70186,-0.0257811,-0.169987,-0.362355,-0.377585,-1.25198,0.0877378,6.59768,0.182038,0.139704,2629000,7436
-2.8231,-1.89803,-1.69692,0.0342736,-0.256637,-0.29167,-0.269855,-1.36542,0.0858715,6.76136,0.18145,0.13996,2630000,7439
-3.02953,-2.05057,-1.88299,0.186257,-0.0532827,-0.244446,0.00855724,-1.25235,0.0977943,6.63246,0.183493,0.136889,2631000,7442
-2.81842,-1.92977,-1.76613,0.10221,-0.208241,-0.294458,-0.202669,-1.28895,0.0826797,6.71759,0.186482,0.138181,2632000,7445
-2.77457,-1.96124,-1.85324,0.236045,-0.159049,-0.177179,-0.18648,-1.23317,0.0839467,6.65282,0.184238,0.139303,2633000,7448
-2.86223,-1.88605,-1.75375,0.0600864,-0.196013,-0.4171,-0.134423,-1.35985,0.094456,6.64905,0.181016,0.135407,2634000,7451
-2.78752,-1.74528,-1.56988,-0.177345,-0.330731,-0.459703,-0.567899,-1.37262,0.0911377,6.64454,0.183623,0.137082,2635000,7454
-2.76994,-1.87119,-1.68919,0.0426181,-0.195499,-0.346448,-0.418538,-1.25667,0.0885542,6.7491,0.182126,0.137776,2636000,7458
-2.90207,-1.91832,-1.73437,0.0237424,-0.169871,-0.338554,-0.172393,-1.32956,0.0906023,6.74749,0.186199,0.139798,2637000,7460
-2.89026,-1.95955,-1.81256,-0.0697228,-0.0468726,-0.420745,0.118321,-1.41731,0.089078,6.60242,0.182226,0.136608,2638000,7463
-2.48107,-1.65143,-1.48107,-0.152221,-0.419752,-0.543233,-0.658097,-1.44748,0.0877358,6.62579,0.182995,0.139006,2639000,7466
-2.80132,-1.76614,-1.57445,-0.151777,-0.336506,-0.490473,-0.415969,-1.52548,0.0997878,6.58388,0.181605,0.13651,2640000,7468
-2.55645,-1.59309,-1.4594,-0.152448,-0.525472,-0.398782,-0.987968,-1.42537,0.0906563,6.65277,0.183781,0.13918,2641000,7471
-2.43858,-1.42093,-1.29017,-0.508923,-0.627842,-0.673988,-1.04101,-1.61273,0.0907599,6.60471,0.184212,0.135835,2642000,7474
-2.43104,-1.56846,-1.40941,-0.369476,-0.476756,-0.630332,-0.638673,-1.62371,0.0823792,6.6231,0.184575,0.137647,2643000,7477
-2.70483,-1.64188,-1.45963,-0.233416,-0.490912,-0.484554,-0.735582,-1.48851,0.0896549,6.62677,0.185099,0.13772,2644000,7481
-2.48633,-1.67564,-1.50812,-0.181805,-0.355628,-0.544851,-0.620921,-1.38864,0.079273,6.66481,0.185127,0.138893,2645000,7484
-2.70071,-1.80528,-1.62815,-0.116601,-0.239893,-0.443218,-0.356093,-1.40197,0.0891089,6.53624,0.185838,0.139721,2646000,7487
-2.45364,-1.72021,-1.49792,-0.117575,-0.357963,-0.507357,-0.549047,-1.35516,0.0767392,6.75227,0.187124,0.137852,2647000,7491
-2.60072,-1.78289,-1.60437,-0.21737,-0.25374,-0.531049,-0.478253,-1.33588,0.0910977,6.72046,0.182086,0.136428,2648000,7493
-2.62227,-1.69898,-1.52654,-0.142823,-0.375556,-0.494714,-0.694947,-1.33715,0.0834348,6.71122,0.186251,0.140756,2649000,7496
-2.46746,-1.6365,-1.47442,-0.285776,-0.396129,-0.592508,-0.625636,-1.46463,0.0854606,6.57702,0.183657,0.138245,2650000,7499
-2.67367,-1.73064,-1.51453,-0.302195,-0.315484,-0.516066,-0.570072,-1.43626,0.0877515,6.72227,0.185656,0.137995,2651000,7503
-2.50037,-1.71631,-1.51878,-0.169926,-0.413452,-0.452914,-0.666284,-1.28408,0.0848625,6.62895,0.185548,0.140364,2652000,7506
-2.89577,-1.92642,-1.71802,0.0572083,-0.162239,-0.329702,-0.239833,-1.30877,0.0902825,6.64682,0.180833,0.138922,2653000,7508
-2.74974,-1.74439,-1.62478,-0.0480781,-0.385731,-0.391557,-0.492605,-1.47293,0.0922771,6.68094,0.180687,0.137591,2654000,7510
-2.69747,-1.81914,-1.60425,-0.00713909,-0.282761,-0.360577,-0.508342,-1.32902,0.0860611,6.74812,0.183109,0.13995,2655000,7514
-2.94134,-1.96527,-1.82632,0.0554964,-0.0592316,-0.366665,0.150248,-1.39591,0.0851466,6.68517,0.185788,0.139268,2656000,7517
-2.69832,-1.65729,-1.49245,-0.282095,-0.374449,-0.601932,-0.490922,-1.49785,0.0932756,6.57308,0.183772,0.139979,2657000,7520
-2.41765,-1.50894,-1.3339,-0.411372,-0.547092,-0.620127,-0.972109,-1.46776,0.0878199,6.69492,0.18256,0.14017,2658000,7524
-2.42547,-1.5028,-1.38086,-0.380611,-0.563803,-0.665041,-0.796862,-1.62909,0.090361,6.50993,0.185537,0.137726,2659000,7527
-2.54445,-1.55006,-1.40204,-0.182744,-0.558118,-0.457461,-1.08624,-1.3387,0.0919781,6.65126,0.184887,0.138003,2660000,7530
-2.62154,-1.75817,-1.57521,-0.117466,-0.323623,-0.360043,-0.641165,-1.30547,0.0870475,6.71336,0.184094,0.138157,2661000,7532
-2.7292,-1.81376,-1.65225,-0.0558617,-0.280627,-0.414914,-0.287398,-1.42638,0.0851321,6.73598,0.185432,0.137722,2662000,7534
-2.76301,-1.85285,-1.67237,-0.120707,-0.201828,-0.45489,-0.24578,-1.38373,0.0920864,6.78393,0.182361,0.137939,2663000,7537
-2.60671,-1.6775,-1.51299,-0.227778,-0.421237,-0.522097,-0.533589,-1.5014,0.0869195,6.76837,0.181416,0.138566,2664000,7539
-2.71999,-1.82943,-1.66861,0.0816525,-0.313959,-0.312141,-0.418715,-1.36382,0.0890573,6.74796,0.183529,0.139086,2665000,7542
-2.53723,-1.72258,-1.51544,-0.0120574,-0.419099,-0.38205,-0.778749,-1.30463,0.0834522,6.68883,0.181948,0.138563,2666000,7544
-2.55962,-1.80321,-1.60529,-0.140791,-0.270061,-0.434472,-0.413156,-1.30462,0.0787673,6.73902,0.183113,0.139953,2667000,7547
-2.4977,-1.74911,-1.51359,-0.131867,-0.313349,-0.474021,-0.54475,-1.35207,0.0759059,6.76709,0.184739,0.139687,2668000,7550
-2.7432,-1.80823,-1.61496,-0.206084,-0.22069,-0.507784,-0.279406,-1.44559,0.0904727,6.55674,0.186842,0.138336,2669000,7554
-2.5324,-1.6703,-1.519,-0.151555,-0.394832,-0.465274,-0.647964,-1.50483,0.0833269,6.67776,0.18537,0.13954,2670000,7557
-2.53015,-1.80141,-1.63775,-0.0170463,-0.243489,-0.378972,-0.534865,-1.28835,0.0790341,6.63357,0.184323,0.13947,2671000,7560
-2.90613,-2.08143,-1.9103,0.112501,0.0818902,-0.305184,0.196978,-1.29194,0.0845182,6.64837,0.183701,0.137169,2672000,7564
-2.84558,-2.01541,-1.8482,0.178369,-0.0527982,-0.330162,0.0879451,-1.30803,0.0827099,6.65443,0.182427,0.137061,2673000,7567
-2.78819,-1.89288,-1.75226,0.0220188,-0.132213,-0.376692,-0.159062,-1.30614,0.0859592,6.71558,0.182155,0.140376,2674000,7570
-2.856,-2.09758,-1.92289,0.246457,0.0859086,-0.211751,-0.0648922,-0.995991,0.0787956,6.67366,0.184365,0.138233,2675000,7573
-2.9188,-2.02837,-1.8861,0.0901929,-0.0249105,-0.293437,0.0799798,-1.35538,0.0885675,6.68079,0.184405,0.139277,2676000,7576
-2.66308,-1.8046,-1.61502,-0.03451,-0.279605,-0.506184,-0.163844,-1.55493,0.0819488,6.73733,0.184245,0.140404,2677000,7579
-2.69876,-1.78848,-1.61287,-0.165547,-0.168032,-0.484912,-0.40204,-1.34225,0.0800679,6.65333,0.183336,0.140603,2678000,7583
-2.65733,-1.78632,-1.59807,-0.176216,-0.223996,-0.554035,-0.377168,-1.27553,0.0870484,6.59448,0.182951,0.137099,2679000,7586
-2.56803,-1.93311,-1.76409,0.179826,-0.154079,-0.329359,-0.274737,-1.11443,0.0751502,6.7369,0.185453,0.1391,2680000,7588
-2.61331,-1.93318,-1.79851,0.0554318,-0.09535,-0.261228,-0.394011,-1.17331,0.0797461,6.73981,0.183402,0.138663,2681000,7590
-2.73968,-1.72062,-1.56575,-0.265266,-0.298098,-0.529033,-0.394558,-1.43348,0.0895213,6.63644,0.182911,0.138924,2682000,7592
-2.82698,-1.89664,-1.7542,0.0735542,-0.16211,-0.294588,-0.28442,-1.33255,0.0894778,6.61457,0.183131,0.139086,2683000,7595
-2.85993,-1.88353,-1.7194,0.077933,-0.195658,-0.33336,-0.335619,-1.36698,0.0929166,6.69078,0.181056,0.138272,2684000,7598
-2.60615,-1.61899,-1.44744,-0.287457,-0.386917,-0.575395,-0.828021,-1.39071,0.0982833,6.87172,0.183639,0.140195,2685000,7601
-2.55709,-1.5363,-1.38512,-0.145161,-0.598696,-0.502397,-1.045,-1.34364,0.0941712,6.75428,0.182905,0.141776,2686000,7604
-2.57364,-1.55205,-1.38347,-0.326973,-0.525075,-0.608727,-0.890907,-1.48469,0.0905567,6.69802,0.183257,0.139399,2687000,7607
-2.47793,-1.56733,-1.4308,-0.372253,-0.459527,-0.641223,-0.742103,-1.54707,0.0882579,6.67437,0.180585,0.138314,2688000,7609
-2.52556,-1.73087,-1.49906,-0.248432,-0.322474,-0.473148,-0.708601,-1.30245,0.0840287,6.62516,0.183131,0.135282,2689000,7612
-2.85672,-1.95604,-1.79783,0.0235267,-0.0544325,-0.418624,0.0513292,-1.34629,0.0888907,6.62788,0.18128,0.1385,2690000,7615
-2.90198,-1.85206,-1.6558,-0.196114,-0.165657,-0.528548,-0.211286,-1.40584,0.0971007,6.76072,0.182182,0.137965,2691000,7619
-2.88223,-1.93311,-1.76373,0.140319,-0.195624,-0.324896,-0.160538,-1.39549,0.0882785,6.5579,0.183571,0.139737,2692000,7622
-2.97617,-2.01552,-1.84607,0.0462904,-0.0206809,-0.334793,0.0800439,-1.37433,0.0914852,6.64437,0.181444,0.138744,2693000,7625
-2.81219,-1.97203,-1.8134,0.0479862,-0.0745251,-0.343707,0.0678083,-1.30328,0.0806971,6.70452,0.182224,0.138164,2694000,7629
-2.97431,-1.97156,-1.88535,0.0160852,-0.0524031,-0.340447,0.0113558,-1.31906,0.0929639,6.68848,0.184639,0.13923,2695000,7632
-2.67275,-1.7243,-1.57276,-0.0383317,-0.421091,-0.405042,-0.575897,-1.4059,0.0874596,6.73645,0.184115,0.13973,2696000,7635
-2.61057,-1.69572,-1.48406,-0.208026,-0.336032,-0.550532,-0.77205,-1.25775,0.0871087,6.57735,0.18439,0.136806,2697000,7638
-2.77963,-1.6801,-1.49928,-0.228102,-0.363081,-0.705826,-0.286761,-1.60658,0.0890468,6.56244,0.183539,0.134963,2698000,7641
-2.67118,-1.56638,-1.44605,-0.294879,-0.522595,-0.671868,-0.595643,-1.5611,0.093939,6.6798,0.183745,0.139781,2699000,7643
-2.74649,-1.74983,-1.63015,-0.158679,-0.243412,-0.606874,-0.193093,-1.58341,0.0902118,6.56451,0.184565,0.139625,2700000,7645
-2.73789,-1.63505,-1.48185,-0.328781,-0.430733,-0.658366,-0.536354,-1.55648,0.0919244,6.72485,0.182499,0.136082,2701000,7648
-2.58933,-1.79481,-1.66909,0.0150829,-0.256211,-0.382688,-0.510458,-1.27871,0.0785477,6.59456,0.185608,0.14249,2702000,7651
-2.68159,-1.85514,-1.66174,0.0867511,-0.207768,-0.264507,-0.657984,-1.10698,0.079357,6.68668,0.182453,0.138171,2703000,7654
-2.68256,-1.62441,-1.50463,-0.221206,-0.445086,-0.559711,-0.665088,-1.46272,0.097831,6.65229,0.179006,0.13852,2704000,7658
-2.49349,-1.62034,-1.43936,-0.384462,-0.397948,-0.670415,-0.630737,-1.51951,0.0881441,6.58502,0.182237,0.138467,2705000,7660
-2.70449,-1.53919,-1.38653,-0.290568,-0.529672,-0.563078,-0.909071,-1.54253,0.0911171,6.62462,0.185087,0.138386,2706000,7662
-2.76095,-1.72085,-1.57964,-0.156254,-0.351758,-0.440086,-0.530215,-1.52062,0.0940398,6.65858,0.183793,0.136333,2707000,7664
-2.50815,-1.68896,-1.50766,-0.171823,-0.343148,-0.527135,-0.753871,-1.19315,0.0843747,6.77083,0.182126,0.138157,2708000,7667
-2.44566,-1.59127,-1.40855,-0.187818,-0.526373,-0.5578,-0.73125,-1.57756,0.0866739,6.68809,0.178702,0.138224,2709000,7670
-2.78805,-1.62059,-1.47644,-0.27254,-0.426621,-0.56847,-0.671971,-1.55715,0.0906323,6.6911,0.181616,0.136762,2710000,7674
-2.63473,-1.67418,-1.52538,-0.175464,-0.405043,-0.546281,-0.51143,-1.47154,0.0952272,6.6676,0.182011,0.139215,2711000,7677
-2.71074,-1.66321,-1.51479,-0.269495,-0.427029,-0.560162,-0.654357,-1.43179,0.0950518,6.71161,0.1822,0.137006,2712000,7680
-2.80907,-1.79358,-1.62825,-0.147371,-0.293784,-0.519055,-0.0973962,-1.62718,0.0845156,6.76566,0.181746,0.138912,2713000,7683
-2.77239,-1.87822,-1.71794,-0.226021,-0.135729,-0.496014,-0.00323636,-1.486,0.0880523,6.6938,0.181648,0.137341,2714000,7685
-2.8001,-1.8952,-1.76259,-0.0481277,-0.192891,-0.358197,-0.183922,-1.40386,0.0888105,6.65404,0.183148,0.137048,2715000,7688
-2.84888,-1.92298,-1.78321,0.0543126,-0.168228,-0.288122,-0.100454,-1.3668,0.0887929,6.69271,0.182245,0.139396,2716000,7690
-2.70522,-1.76456,-1.58583,-0.144904,-0.302608,-0.427742,-0.508377,-1.33136,0.0878243,6.62235,0.184357,0.138566,2717000,7692
-2.5152,-1.67055,-1.47214,-0.284378,-0.376179,-0.586549,-0.51544,-1.54514,0.0869641,6.69254,0.184161,0.139251,2718000,7695
-2.66177,-1.73247,-1.55014,-0.0964601,-0.344727,-0.42015,-0.667874,-1.40047,0.0903917,6.73036,0.182893,0.137457,2719000,7697
-2.56489,-1.64952,-1.46947,-0.152656,-0.498493,-0.481833,-0.918676,-1.2729,0.090975,6.69448,0.181966,0.136466,2720000,7701
-2.62934,-1.74906,-1.58085,-0.0567416,-0.37402,-0.363726,-0.679459,-1.35021,0.0843411,6.76704,0.184317,0.135914,2721000,7705
-2.59039,-1.74149,-1.5551,-0.107672,-0.388278,-0.426588,-0.588142,-1.33378,0.0837036,6.72607,0.18377,0.137122,2722000,7708
-2.58049,-1.7735,-1.59279,-0.0880262,-0.294493,-0.39236,-0.704022,-1.27397,0.0827778,6.65515,0.182247,0.137523,2723000,7711
-2.55214,-1.73752,-1.55019,-0.0122549,-0.420776,-0.396238,-0.585553,-1.50383,0.0778291,6.67176,0.183575,0.137729,2724000,7715
-2.50904,-1.65238,-1.46066,-0.300556,-0.42147,-0.621172,-0.590557,-1.48386,0.0851086,6.67577,0.18304,0.138094,2725000,7718
-2.63062,-1.72803,-1.57439,-0.121527,-0.392496,-0.393665,-0.538494,-1.46753,0.0890823,6.59177,0.182213,0.140866,2726000,7721
-2.50474,-1.64346,-1.47371,-0.319319,-0.456215,-0.533815,-0.704651,-1.53163,0.0895742,6.63094,0.182582,0.137468,2727000,7723
-2.49343,-1.62269,-1.48446,-0.222801,-0.53859,-0.436525,-0.803751,-1.45251,0.0861873,6.72432,0.182624,0.137997,2728000,7725
-2.69814,-1.46419,-1.30284,-0.302529,-0.635845,-0.71518,-0.964977,-1.65749,0.101652,6.70756,0.178616,0.137909,2729000,7729
-2.57414,-1.55365,-1.3813,-0.503508,-0.460057,-0.757272,-0.545844,-1.72179,0.088442,6.6752,0.18212,0.138985,2730000,7732
