BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-1.93989,-1.37086,-1.13443,-0.228486,-1.71201,-1.02716,0.00159685,0.0841136,0.00359467,6.68317,0.184258,0.138543,2613000,7339
-2.17513,-1.31086,-1.07919,-0.334124,-1.80957,-1.02469,0.019877,0.0754956,0.0077316,6.69035,0.181331,0.13592,2614000,7342
-2.21033,-1.38578,-1.16978,-0.337329,-1.56313,-1.08787,0.0297637,0.0515202,0.00488493,6.59861,0.182461,0.136447,2615000,7344
-2.15624,-1.40367,-1.17782,-0.253326,-1.65611,-1.0419,0.0193406,0.0672878,0.00636297,6.64376,0.179259,0.137006,2616000,7347
-2.11817,-1.41302,-1.2077,-0.305892,-1.47266,-1.05225,0.0209756,0.0614926,0.000832562,6.70272,0.183706,0.140482,2617000,7350
-2.27428,-1.45521,-1.24785,-0.21721,-1.49287,-0.989345,0.0245295,0.0658795,0.00321255,6.66315,0.183182,0.136428,2618000,7352
-2.39687,-1.65648,-1.4314,-0.123798,-1.08697,-0.949758,0.0172535,0.0621259,0.00316147,6.57871,0.181141,0.13496,2619000,7354
-2.26486,-1.59811,-1.42391,-0.190823,-1.11704,-0.943144,0.0125196,0.0668661,0.00794871,6.70722,0.181066,0.137346,2620000,7358
-2.36649,-1.82668,-1.62333,0.0177618,-0.748368,-0.864883,0.00705027,0.0662609,0.00437548,6.72342,0.183295,0.13854,2621000,7362
-2.31793,-1.67592,-1.4411,-0.138536,-0.996496,-0.931515,0.0125842,0.0668872,0.00321592,6.65273,0.180602,0.135736,2622000,7365
-2.36137,-1.75498,-1.52627,-0.11504,-0.839508,-0.952797,0.0170063,0.0658981,0.00534927,6.60862,0.181682,0.137291,2623000,7368
-2.5643,-1.88972,-1.6545,-0.039715,-0.46033,-0.907958,0.006649,0.0724857,0.0027283,6.8101,0.17854,0.140803,2624000,7371
-2.40025,-1.66537,-1.47617,-0.115693,-0.971859,-0.954229,0.019169,0.0674726,0.011384,6.67357,0.182578,0.138864,2625000,7374
-2.31357,-1.60823,-1.402,-0.225754,-1.04527,-1.05472,0.00671897,0.0833665,0.00158312,6.78942,0.182881,0.138204,2626000,7377
-2.02372,-1.44342,-1.23649,-0.262392,-1.45371,-1.02794,0.0157066,0.0637122,0.0186925,6.59516,0.181749,0.137161,2627000,7379
-2.18583,-1.47503,-1.22879,-0.273445,-1.44276,-1.04696,0.0198289,0.0658893,0.0106153,6.59953,0.180819,0.137692,2628000,7382
-2.02102,-1.26979,-1.08085,-0.366501,-1.77933,-1.0271,0.0150978,0.0744488,0.00939814,6.63897,0.178917,0.139051,2629000,7384
-2.15445,-1.4377,-1.20551,-0.217122,-1.52551,-1.02186,0.0175501,0.0722071,0.00532811,6.66587,0.181715,0.137261,2630000,7387
-2.12282,-1.46214,-1.23268,-0.193353,-1.46408,-1.05628,0.0152853,0.0714909,0.000827626,6.74185,0.178665,0.140024,2631000,7390
-2.07032,-1.48389,-1.26484,-0.110003,-1.46163,-1.08887,0.0204289,0.0550076,0.00303406,6.59612,0.17959,0.137425,2632000,7393
-2.26119,-1.49969,-1.30913,-0.293476,-1.23756,-1.02212,0.0210984,0.0640795,0.0123003,6.7,0.18102,0.139886,2633000,7395
-2.1137,-1.46401,-1.26966,-0.252833,-1.43195,-1.10422,0.0108178,0.075451,0.004047,6.65165,0.178924,0.136869,2634000,7397
-2.12693,-1.33648,-1.11624,-0.371754,-1.69797,-1.09903,0.0261046,0.0611676,0.0194415,6.74609,0.180902,0.135749,2635000,7400
-1.88814,-1.33269,-1.1383,-0.316099,-1.6336,-1.09083,0.0111439,0.0754569,0.00340827,6.7289,0.18267,0.139575,2636000,7402
-2.15325,-1.12402,-0.92945,-0.548239,-1.97055,-1.16849,0.0268182,0.0759393,0.00887716,6.63915,0.180709,0.13786,2637000,7404
-2.12705,-1.25502,-1.0243,-0.3439,-1.84919,-1.10096,0.022639,0.0665115,0.00234532,6.65072,0.181399,0.138078,2638000,7407
-2.13339,-1.45326,-1.25718,-0.396964,-1.35512,-1.10386,0.0147184,0.0757871,0.0191991,6.64491,0.184333,0.136506,2639000,7409
-2.13858,-1.3651,-1.17448,-0.29716,-1.61809,-1.06685,0.0257485,0.0684663,0.00283648,6.6814,0.18056,0.139142,2640000,7411
-2.26905,-1.48101,-1.301,-0.283288,-1.30489,-1.02533,0.0268285,0.0618738,0.000668622,6.65968,0.18366,0.135408,2641000,7414
-2.31789,-1.60852,-1.43185,-0.165933,-1.06583,-0.952301,0.0159662,0.070507,0.00182327,6.5682,0.179808,0.137793,2642000,7416
-2.11454,-1.3625,-1.15877,-0.30673,-1.63762,-1.04346,0.0145959,0.0702532,0.000311776,6.58461,0.181221,0.136894,2643000,7418
-2.26264,-1.43133,-1.20672,-0.171245,-1.53541,-1.04614,0.0163688,0.0757595,0.0018338,6.52747,0.178364,0.138229,2644000,7420
-2.01395,-1.4571,-1.24732,-0.277706,-1.39452,-1.01724,0.0139214,0.0603492,0.00073815,6.83884,0.179706,0.139874,2645000,7422
-2.00652,-1.32849,-1.08724,-0.333272,-1.72169,-1.07183,0.0115039,0.0740324,0.00527939,6.6684,0.181628,0.136967,2646000,7424
-2.10727,-1.25235,-1.0306,-0.423814,-1.74941,-1.08789,0.0236811,0.0658317,0.00114444,6.60197,0.182127,0.140727,2647000,7427
-1.95553,-1.17242,-0.952103,-0.473934,-1.93935,-1.10779,0.0161298,0.0637565,0.0097992,6.65624,0.181599,0.137843,2648000,7431
-2.19814,-1.37882,-1.14358,-0.252575,-1.62903,-1.06421,0.0134803,0.0812136,0.000602623,6.75916,0.182761,0.136743,2649000,7434
-2.21881,-1.24525,-1.02285,-0.387466,-1.85615,-1.12987,0.0300919,0.0667293,0.0037794,6.64887,0.181411,0.141279,2650000,7437
-1.99581,-1.19167,-0.957887,-0.426564,-1.92417,-1.13479,0.0303617,0.0543175,0.00322134,6.70683,0.182808,0.139635,2651000,7441
-2.02499,-1.31019,-1.11221,-0.292656,-1.77832,-0.962597,0.011374,0.0730766,0.00561907,6.69799,0.183184,0.139293,2652000,7444
-1.97796,-1.41619,-1.22165,-0.237543,-1.56914,-0.967606,0.0124284,0.0759707,0.00411595,6.65858,0.181562,0.137964,2653000,7447
-2.05833,-1.39984,-1.19348,-0.235988,-1.61778,-1.08,0.0168957,0.067897,0.00627231,6.58306,0.183241,0.136946,2654000,7449
-2.20607,-1.33996,-1.14218,-0.310817,-1.67208,-1.07467,0.0268829,0.0610856,0.0181418,6.66231,0.182877,0.135635,2655000,7452
-2.13749,-1.33116,-1.08316,-0.340098,-1.7379,-1.08203,0.0217903,0.0640232,0.00385232,6.65701,0.181792,0.137529,2656000,7454
-2.08515,-1.39726,-1.14742,-0.281181,-1.65271,-1.07068,0.0222394,0.0598599,0.00525973,6.66232,0.181247,0.135237,2657000,7457
-1.93232,-1.10072,-0.879911,-0.534121,-2.09839,-1.16191,0.0214219,0.0619654,0.00274695,6.64204,0.181816,0.136975,2658000,7460
-1.8628,-1.0576,-0.868627,-0.530706,-2.16516,-1.13446,0.0119794,0.0708818,0.00339543,6.69243,0.179827,0.136953,2659000,7462
-1.8685,-1.24211,-1.01204,-0.401771,-1.87773,-1.15927,0.0151429,0.0711792,0.00402185,6.63286,0.182288,0.136413,2660000,7465
-2.1009,-1.37196,-1.18727,-0.276653,-1.60816,-1.03586,0.0152615,0.0742569,0.00489285,6.76696,0.180976,0.139356,2661000,7467
-2.17947,-1.57536,-1.34596,-0.141093,-1.228,-0.983528,0.00819914,0.0733994,0.000733201,6.64153,0.183521,0.139149,2662000,7471
-2.25352,-1.62397,-1.42005,-0.229702,-1.05009,-1.00808,0.0140968,0.0710565,0.000215063,6.64369,0.178422,0.136459,2663000,7474
-2.23402,-1.68436,-1.41887,-0.146292,-1.00513,-0.953106,0.0173915,0.0596222,0.00636524,6.64789,0.180816,0.137799,2664000,7476
-2.20265,-1.54338,-1.33844,-0.179573,-1.32225,-0.922933,0.0116384,0.069612,0.00112029,6.69231,0.179117,0.136546,2665000,7479
-2.24267,-1.62782,-1.41844,-0.142396,-1.18583,-0.967692,0.0144553,0.0631411,0.00597075,6.68728,0.184098,0.132961,2666000,7482
-2.25179,-1.71243,-1.51687,-0.0431014,-0.957102,-0.922421,0.00876786,0.0685137,0.00432552,6.73098,0.181495,0.140042,2667000,7485
-2.27797,-1.6244,-1.39329,-0.184905,-1.11011,-0.963855,0.00944046,0.0764041,0.00216781,6.509,0.181656,0.134956,2668000,7488
-2.19911,-1.39044,-1.15463,-0.294217,-1.55216,-1.0685,0.0258344,0.068329,0.00523896,6.8389,0.180948,0.138176,2669000,7491
-2.18508,-1.41434,-1.17152,-0.344112,-1.50389,-1.02279,0.0172401,0.0652854,0.00326234,6.73737,0.180577,0.137968,2670000,7494
-2.16359,-1.43817,-1.23426,-0.295228,-1.45421,-1.01464,0.0257614,0.0594085,0.0016963,6.57832,0.1798,0.139482,2671000,7497
-2.16756,-1.48662,-1.26206,-0.20274,-1.424,-0.963586,0.00788847,0.0738794,0.000706857,6.58772,0.183369,0.137979,2672000,7501
-2.25933,-1.42335,-1.19077,-0.285044,-1.43102,-1.07156,0.0240747,0.0683211,0.00168954,6.70561,0.181441,0.138493,2673000,7504
-2.29728,-1.4878,-1.2625,-0.206229,-1.38476,-0.993776,0.0188239,0.0790415,0.0085114,6.72665,0.184401,0.140266,2674000,7507
-2.38259,-1.52938,-1.32009,-0.243073,-1.29113,-1.04443,0.0205297,0.0716108,0.00107058,6.74591,0.183861,0.134845,2675000,7510
-2.32435,-1.48576,-1.25592,-0.249049,-1.36853,-0.993785,0.026671,0.0639633,0.00696429,6.61555,0.18218,0.137968,2676000,7512
-2.26788,-1.50566,-1.29806,-0.176714,-1.39282,-1.00592,0.021059,0.0677471,0.00158263,6.65032,0.182632,0.138462,2677000,7515
-2.2062,-1.35645,-1.14662,-0.338661,-1.62129,-1.05851,0.017866,0.0715589,0.00113301,6.64908,0.181811,0.137343,2678000,7518
-2.07947,-1.35917,-1.18061,-0.330356,-1.56851,-1.02907,0.0221049,0.0642018,0.0130436,6.62395,0.180698,0.139177,2679000,7521
-2.23217,-1.39007,-1.19549,-0.178626,-1.68568,-1.04423,0.0159451,0.0820549,0.0269889,6.69989,0.186092,0.139569,2680000,7524
-2.12345,-1.36055,-1.14479,-0.349112,-1.595,-1.06618,0.0235263,0.0612858,0.00399159,6.6865,0.180048,0.137233,2681000,7527
-2.05915,-1.12813,-0.921997,-0.485043,-2.06878,-1.18251,0.0253553,0.065354,0.00929504,6.63235,0.183809,0.137563,2682000,7529
-2.17736,-1.39472,-1.12176,-0.382277,-1.56477,-1.04798,0.0194383,0.0735424,0.00316936,6.65719,0.181987,0.138457,2683000,7531
-2.17873,-1.33755,-1.11547,-0.386366,-1.58728,-1.11393,0.0223887,0.0657978,0.00153652,6.59419,0.183987,0.136859,2684000,7534
-2.2399,-1.57246,-1.3501,-0.203985,-1.17237,-0.955823,0.0182381,0.067821,0.00521595,6.64456,0.183694,0.137247,2685000,7537
-2.16975,-1.61716,-1.44581,-0.0912657,-1.09394,-0.954477,0.0126755,0.0596632,0.00120674,6.74045,0.182075,0.137302,2686000,7540
-2.36531,-1.75521,-1.55419,-0.0218629,-0.843153,-0.903751,0.00527178,0.0811083,2.05714e-05,6.68718,0.182266,0.138561,2687000,7543
-2.42004,-1.72571,-1.46888,-0.0843931,-0.937776,-0.936594,0.0131074,0.0666669,0.0014354,6.47502,0.178972,0.135546,2688000,7545
-2.26611,-1.54192,-1.30677,-0.149503,-1.33744,-0.963812,0.0200378,0.0688529,0.000724841,6.73228,0.183988,0.138574,2689000,7549
-2.30052,-1.57871,-1.3491,-0.190564,-1.1992,-1.04198,0.0158498,0.0757635,0.000581982,6.7406,0.183644,0.13833,2690000,7552
-2.30128,-1.46934,-1.28748,-0.15809,-1.44467,-1.00643,0.0174987,0.075536,0.00688118,6.70083,0.180922,0.139459,2691000,7555
-2.13517,-1.44727,-1.26767,-0.229405,-1.47818,-1.0237,0.0191371,0.0669381,0.00773829,6.68162,0.184012,0.13967,2692000,7559
-2.25718,-1.41465,-1.21619,-0.222483,-1.47157,-1.06304,0.0171248,0.0775508,0.00255121,6.51692,0.183057,0.138683,2693000,7562
-2.08928,-1.24557,-1.03049,-0.338646,-1.91529,-1.06104,0.0183667,0.0747583,0.0030692,6.65658,0.183636,0.139512,2694000,7565
-2.18212,-1.43201,-1.20254,-0.233906,-1.50492,-1.06865,0.0152683,0.0665156,0.00221419,6.73372,0.183315,0.137296,2695000,7569
-2.15387,-1.40728,-1.14926,-0.305813,-1.55017,-1.07805,0.0160757,0.0744436,0.00297906,6.64426,0.183742,0.139085,2696000,7571
-2.03621,-1.35306,-1.12012,-0.369946,-1.5948,-1.10666,0.012729,0.078651,0.00252448,6.63886,0.181894,0.139188,2697000,7573
-2.09951,-1.24686,-1.01251,-0.439872,-1.81621,-1.07576,0.0263955,0.0663936,0.00222704,6.63673,0.181435,0.137924,2698000,7577
-2.07416,-1.2997,-1.08842,-0.390502,-1.70798,-1.06604,0.0228226,0.061792,0.00333108,6.55314,0.185405,0.138809,2699000,7579
-2.06686,-1.20031,-0.97812,-0.478298,-1.9089,-1.14014,0.0224357,0.0760246,0.00810639,6.67611,0.181286,0.138664,2700000,7582
-1.95805,-1.23003,-1.03334,-0.446158,-1.81153,-1.16481,0.0211072,0.0701719,0.00303972,6.66377,0.181454,0.137826,2701000,7585
-2.00946,-1.3012,-1.05669,-0.346121,-1.73162,-1.11435,0.0161436,0.0667141,0.00647407,6.69224,0.177857,0.135685,2702000,7587
-2.27426,-1.3982,-1.14198,-0.364607,-1.48144,-1.11697,0.0230178,0.0675439,0.000777629,6.67715,0.183377,0.140077,2703000,7590
-2.20333,-1.40424,-1.16072,-0.290264,-1.56263,-1.04588,0.0187774,0.0702003,0.00528358,6.80511,0.178453,0.138548,2704000,7592
-2.11848,-1.57492,-1.36696,-0.167749,-1.17221,-0.938003,0.00333478,0.0789443,0.000323561,6.57228,0.181702,0.138206,2705000,7594
-2.07638,-1.44469,-1.20794,-0.293216,-1.40669,-1.02407,0.00752148,0.0788862,0.00689076,6.60341,0.178539,0.13916,2706000,7597
-2.06518,-1.4184,-1.18921,-0.255388,-1.56174,-1.02472,0.0207231,0.060079,0.011251,6.7687,0.180466,0.13881,2707000,7600
-2.15661,-1.45344,-1.24184,-0.236319,-1.42192,-1.07369,0.0169547,0.0736441,0.00191998,6.78376,0.180295,0.137751,2708000,7603
-2.24086,-1.48318,-1.28038,-0.160812,-1.44769,-0.966652,0.0255269,0.0609834,0.0020428,6.60563,0.183414,0.137827,2709000,7606
-2.32443,-1.59598,-1.36822,-0.122519,-1.16739,-1.00182,0.0115642,0.0814097,6.39485e-06,6.64215,0.18152,0.14005,2710000,7609
-2.13098,-1.47987,-1.25441,-0.284306,-1.33227,-1.00073,0.0111469,0.0715242,0.00154423,6.67342,0.182295,0.140789,2711000,7612
-2.13425,-1.45807,-1.21718,-0.256581,-1.41864,-0.995513,0.0186924,0.0664093,0.000615049,6.64031,0.183435,0.140579,2712000,7614
-2.32025,-1.59658,-1.35387,-0.134169,-1.15574,-0.985478,0.0113886,0.0724261,0.00186107,6.75315,0.184316,0.139818,2713000,7616
-2.21143,-1.62884,-1.37424,-0.0707123,-1.20384,-0.979688,0.00708579,0.0826193,0.00393832,6.59028,0.182937,0.137706,2714000,7619
-2.26869,-1.54335,-1.31394,-0.14143,-1.27976,-0.994741,0.0173578,0.0704808,0.001319,6.7196,0.185525,0.138559,2715000,7622
-2.07615,-1.28009,-1.0547,-0.370917,-1.75261,-1.08481,0.0192125,0.0685141,6.86337e-05,6.66514,0.181675,0.139185,2716000,7625
-2.15536,-1.45062,-1.22614,-0.308025,-1.42122,-1.05931,0.0199353,0.074778,0.00307407,6.66294,0.180614,0.137168,2717000,7628
-2.21234,-1.37763,-1.17221,-0.259755,-1.59428,-0.991388,0.0222185,0.0703573,0.000200461,6.79679,0.182813,0.137453,2718000,7631
-2.0076,-1.32067,-1.08932,-0.237178,-1.7719,-1.03599,0.0094859,0.0802981,0.00241717,6.6399,0.180311,0.13847,2719000,7634
-1.81797,-1.17218,-0.95635,-0.411871,-2.00504,-1.10168,0.0147161,0.0615258,0.000524789,6.74013,0.180058,0.136476,2720000,7643
-1.95265,-1.17236,-0.996957,-0.455032,-1.88433,-1.15778,0.0232535,0.0607413,0.0033924,6.72439,0.18005,0.137423,2721000,7646
-1.90965,-1.0363,-0.815651,-0.457641,-2.24949,-1.14749,0.0210847,0.0673164,0.0044929,6.70678,0.181845,0.13864,2722000,7648
-1.99769,-1.1097,-0.888541,-0.418445,-2.15256,-1.14278,0.0262094,0.0710837,0.000550732,6.78458,0.182224,0.137575,2723000,7651
-2.29488,-1.28076,-1.08267,-0.386912,-1.68224,-1.13806,0.0219748,0.0724022,0.00550674,6.68266,0.180579,0.13759,2724000,7653
-2.14883,-1.33616,-1.0862,-0.331813,-1.64036,-1.17616,0.0256528,0.0647559,0.00218223,6.74459,0.179121,0.139936,2725000,7657
-2.03754,-1.13296,-0.901984,-0.439481,-2.08761,-1.14817,0.0213264,0.0795573,0.00507566,6.65656,0.179349,0.138774,2726000,7660
-2.00968,-1.18956,-0.963554,-0.433131,-2.02707,-1.08693,0.0214489,0.0748888,0.0110307,6.67697,0.180233,0.137349,2727000,7664
-2.07433,-1.16927,-0.988905,-0.499219,-1.94294,-1.11398,0.0159988,0.0856847,0.00809098,6.49643,0.183091,0.13643,2728000,7666
-1.92295,-0.993584,-0.757728,-0.491677,-2.43443,-1.16948,0.0124295,0.0814281,0.00134865,6.6978,0.181587,0.137999,2729000,7668
-2.1337,-1.28641,-1.08807,-0.337141,-1.74704,-1.06301,0.0243586,0.0607133,0.000106937,6.61679,0.18422,0.138312,2730000,7671
-2.01544,-1.2159,-0.971184,-0.401693,-1.86194,-1.13191,0.0210779,0.0693669,0.00182029,6.70934,0.178954,0.138615,2731000,7675
-2.01891,-1.19038,-0.961723,-0.347105,-1.95749,-1.07078,0.0196039,0.0727445,0.00190255,6.57947,0.181648,0.140658,2732000,7678
-2.03792,-1.25126,-1.03393,-0.404768,-1.84589,-1.03422,0.0153029,0.0744307,0.00657603,6.61815,0.183547,0.137317,2733000,7681
-2.20737,-1.34013,-1.14913,-0.354681,-1.59117,-1.04105,0.0254152,0.0726845,0.0159156,6.72838,0.181366,0.139597,2734000,7685
-2.16433,-1.36612,-1.10367,-0.270434,-1.69538,-1.07775,0.0218203,0.0673774,0.0116491,6.58025,0.179276,0.137909,2735000,7687
-1.95809,-1.22909,-1.01448,-0.388388,-1.91245,-1.12714,0.0167427,0.0704429,0.0133668,6.7643,0.180812,0.136811,2736000,7689
-1.9537,-1.1856,-1.0207,-0.393228,-1.91468,-1.06091,0.0204035,0.0681109,0.00841427,6.72721,0.179097,0.138746,2737000,7692
-2.07557,-1.24783,-1.0057,-0.400862,-1.83609,-1.13066,0.0249983,0.061633,0.00216912,6.66969,0.183115,0.140356,2738000,7694
-2.15108,-1.39571,-1.20391,-0.384574,-1.43552,-1.01069,0.0205629,0.0692746,0.00247746,6.48123,0.184519,0.138762,2739000,7697
-2.17078,-1.37072,-1.15709,-0.354892,-1.55563,-1.07235,0.0136509,0.0704688,0.00361737,6.71101,0.179442,0.137434,2740000,7700
-2.18474,-1.48208,-1.2406,-0.206515,-1.47854,-1.02271,0.0243687,0.0637612,0.00690175,6.70539,0.179792,0.137937,2741000,7702
-2.16574,-1.43627,-1.20952,-0.337829,-1.49045,-1.03405,0.0196495,0.0685353,0.0197972,6.74074,0.181529,0.137204,2742000,7705
-2.10267,-1.39583,-1.13641,-0.269507,-1.62656,-1.0193,0.0129547,0.0718051,0.00207615,6.59383,0.181749,0.137985,2743000,7708
-2.3319,-1.4318,-1.2221,-0.376497,-1.30725,-1.13681,0.0190383,0.0748324,0.00348697,6.63131,0.181275,0.138301,2744000,7711
-2.19087,-1.33403,-1.10266,-0.432278,-1.59738,-1.09624,0.0193726,0.0657428,0.00568197,6.66345,0.182564,0.138339,2745000,7713
-2.19604,-1.50057,-1.30489,-0.209269,-1.31534,-1.00985,0.0107142,0.0800247,0.00037856,6.75144,0.179782,0.139197,2746000,7715
-2.20495,-1.48074,-1.29732,-0.241178,-1.39579,-0.971937,0.0217224,0.0644579,0.00205841,6.72122,0.183645,0.137936,2747000,7717
-2.11238,-1.40633,-1.18866,-0.220959,-1.55148,-1.06052,0.0157558,0.0654202,0.00117077,6.69471,0.183533,0.137964,2748000,7721
-2.03646,-1.31444,-1.09352,-0.330616,-1.76408,-1.05169,0.0168724,0.0774628,0.0055414,6.57615,0.182743,0.139247,2749000,7724
-2.06725,-1.29404,-1.06608,-0.338677,-1.78034,-1.03452,0.0211014,0.0659728,0.00146639,6.5039,0.184111,0.138534,2750000,7727
-2.06841,-1.23414,-1.00584,-0.418062,-1.83629,-1.0887,0.0209541,0.0661084,0.00178233,6.74331,0.180596,0.137143,2751000,7731
-2.0348,-1.21423,-0.989248,-0.447217,-1.90228,-1.13792,0.0231676,0.0688658,0.00276735,6.75878,0.180642,0.139719,2752000,7734
-2.05044,-1.30477,-1.10283,-0.297311,-1.75347,-1.06652,0.00858136,0.0755046,0.00100171,6.70748,0.183849,0.139282,2753000,7737
-2.14301,-1.29773,-1.10319,-0.288356,-1.72768,-1.05745,0.0156963,0.0749077,0.00033422,6.75185,0.183898,0.137381,2754000,7741
-2.27437,-1.28972,-1.0703,-0.385116,-1.69771,-1.06465,0.0245192,0.0766233,0.00360233,6.63595,0.180649,0.138751,2755000,7744
-2.14853,-1.47841,-1.27088,-0.262283,-1.34196,-1.02545,0.0191605,0.0734191,0.00359958,6.65868,0.180132,0.138828,2756000,7746
-2.11146,-1.50651,-1.29882,-0.239842,-1.33951,-1.014,0.017949,0.0696806,0.010354,6.74082,0.182803,0.138337,2757000,7749
-2.25094,-1.57001,-1.38614,-0.0977312,-1.32884,-0.911466,0.00735352,0.0871994,0.00145056,6.69848,0.182376,0.138839,2758000,7752
-2.23791,-1.57007,-1.36139,-0.240365,-1.15545,-0.993568,0.0123406,0.0722126,0.00109589,6.78771,0.18259,0.137853,2759000,7755
-2.18934,-1.51638,-1.29321,-0.202944,-1.3695,-1.0017,0.0130775,0.0742871,0.00779279,6.58947,0.179898,0.138291,2760000,7758
-2.18062,-1.58796,-1.34267,-0.109495,-1.2537,-0.995198,0.0135135,0.076305,0.0172791,6.72937,0.180458,0.140373,2761000,7760
-2.28406,-1.68901,-1.47402,-0.0331041,-1.01241,-0.902839,0.0143654,0.0678211,0.00172037,6.74939,0.182295,0.139192,2762000,7763
-2.57751,-1.91206,-1.70761,0.0310645,-0.504555,-0.862573,0.0107558,0.07518,0.00621475,6.65846,0.181804,0.138376,2763000,7766
-2.45766,-1.80759,-1.58759,-0.0403738,-0.728872,-0.866971,0.0189417,0.0626858,0.00568402,6.67496,0.184226,0.138943,2764000,7770
-2.41526,-1.75,-1.54157,-0.0405887,-0.887686,-0.837677,0.0189844,0.0635964,0.0121504,6.73835,0.183304,0.139961,2765000,7773
-2.49937,-1.73701,-1.53925,-0.0943561,-0.873291,-0.840995,0.0200859,0.0711856,0.00419037,6.71984,0.183798,0.138429,2766000,7776
-2.35873,-1.79792,-1.59517,-0.0206338,-0.746638,-0.903331,0.0136179,0.0660111,0.00370881,6.56816,0.178789,0.137583,2767000,7779
-2.39952,-1.63128,-1.46598,-0.122731,-1.04479,-0.940451,0.0208914,0.0635147,0.0110429,6.72032,0.182101,0.13754,2768000,7781
-2.42704,-1.5583,-1.33579,-0.271175,-1.14284,-1.03077,0.0304224,0.0752702,0.00541222,6.69595,0.181854,0.138326,2769000,7783
-2.16815,-1.37986,-1.16086,-0.255778,-1.61627,-0.974415,0.0188082,0.0699073,0.00102446,6.67558,0.178379,0.139887,2770000,7785
-2.11187,-1.43702,-1.20223,-0.372216,-1.38272,-1.07801,0.015482,0.0710414,0.00317087,6.64588,0.180747,0.136628,2771000,7789
-2.22289,-1.34865,-1.18565,-0.371948,-1.53009,-1.04494,0.0290658,0.0626281,0.000132022,6.58729,0.184793,0.137192,2772000,7792
-2.00722,-1.32811,-1.10578,-0.369845,-1.67721,-1.04123,0.01458,0.0733637,0.0039494,6.71138,0.18018,0.138868,2773000,7794
-2.15325,-1.45686,-1.24977,-0.238309,-1.48198,-0.96624,0.0265962,0.0572255,0.00413789,6.64948,0.185875,0.137529,2774000,7797
-2.37737,-1.57002,-1.35138,-0.106582,-1.23165,-1.01852,0.0211645,0.0655496,0.000311476,6.65646,0.181508,0.139808,2775000,7800
-2.36655,-1.50995,-1.31097,-0.346188,-1.17846,-1.03561,0.0338775,0.0567276,0.00495562,6.66429,0.182179,0.137422,2776000,7803
-2.27842,-1.48578,-1.24994,-0.243516,-1.37576,-0.995697,0.0284709,0.0611813,0.00270388,6.68483,0.184023,0.137491,2777000,7806
-2.26125,-1.47029,-1.27636,-0.270096,-1.33311,-1.03575,0.0241482,0.061183,0.00373212,6.65934,0.181723,0.138483,2778000,7809
-2.38798,-1.47584,-1.2479,-0.270606,-1.34949,-0.991276,0.0282483,0.0581378,0.000285607,6.52769,0.181868,0.138838,2779000,7812
-2.2767,-1.66383,-1.43003,-0.0787198,-1.10124,-0.952742,0.00824053,0.0706172,0.00284202,6.65371,0.181399,0.137284,2780000,7815
-2.36608,-1.51578,-1.28639,-0.338905,-1.22718,-1.02968,0.0243153,0.0615395,0.002761,6.68074,0.181842,0.137228,2781000,7817
-2.24005,-1.73847,-1.48722,-0.0506543,-0.927769,-0.90239,0.0156735,0.0583191,0.000806478,6.62536,0.180904,0.140394,2782000,7820
-2.30005,-1.82324,-1.62803,0.0370186,-0.736186,-0.83939,0.0166106,0.0548215,0.00883817,6.68566,0.182988,0.139151,2783000,7823
-2.47914,-1.87116,-1.66191,-0.0386836,-0.575618,-0.846298,0.0141838,0.064114,0.000769356,6.70066,0.182733,0.135513,2784000,7825
-2.22285,-1.56928,-1.34015,-0.169895,-1.27143,-0.897132,0.0239469,0.0495946,0.00335006,6.66352,0.178861,0.137832,2785000,7828
-2.08952,-1.34658,-1.11415,-0.26814,-1.70656,-1.05275,0.0185089,0.0637448,0.00604451,6.64874,0.185976,0.139171,2786000,7830
-2.05645,-1.34321,-1.12048,-0.348537,-1.67958,-1.04207,0.0316174,0.0474215,0.00285761,6.65443,0.181922,0.138108,2787000,7834
-2.05713,-1.27229,-1.06222,-0.456342,-1.69673,-1.06982,0.0289248,0.0584836,0.000463391,6.54786,0.180724,0.139072,2788000,7836
-2.18306,-1.28936,-1.07629,-0.401808,-1.65436,-1.0985,0.0325041,0.0585242,0.00106037,6.54301,0.182552,0.140885,2789000,7838
-2.0917,-1.26993,-1.0625,-0.454377,-1.70511,-1.0964,0.0300359,0.0518872,0.000603228,6.62621,0.182196,0.141909,2790000,7841
-2.16858,-1.23533,-1.05126,-0.421279,-1.83351,-1.06372,0.0240313,0.0672154,5.38979e-05,6.55976,0.179988,0.138394,2791000,7844
-2.10434,-1.40106,-1.19816,-0.27398,-1.6098,-1.0136,0.0295758,0.0589653,0.0179308,6.75922,0.181041,0.137744,2792000,7846
-2.06964,-1.39872,-1.17048,-0.271525,-1.53068,-1.01127,0.0165413,0.0622705,0.0040359,6.68412,0.182769,0.138706,2793000,7849
-2.33024,-1.65313,-1.4728,-0.227039,-0.898345,-0.96366,0.0185871,0.0665921,0.00918271,6.54592,0.182182,0.139822,2794000,7853
-2.32985,-1.55213,-1.31767,-0.21461,-1.27516,-1.01157,0.0229194,0.0596677,0.00495319,6.61453,0.182446,0.137593,2795000,7856
