BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.76136,-1.99747,-1.73334,0.0776184,-0.968136,-1.07107,0.0274314,0.0732939,0.0915067,6.5947,0.199646,0.138397,137800,87
-2.67786,-1.98395,-1.74353,0.0684104,-0.879823,-1.03865,0.0264332,0.0579839,0.068531,6.8387,0.198305,0.142344,137900,87
-2.74755,-2.02119,-1.79474,0.095713,-0.81654,-1.008,0.0288365,0.0597658,0.0698065,6.61098,0.196878,0.139048,138000,87
-2.64517,-1.974,-1.7729,0.0415515,-0.821896,-1.09992,0.0297972,0.0525954,0.0752057,6.66919,0.197994,0.141049,138100,87
-2.72945,-2.01309,-1.80137,0.0570598,-0.812033,-1.09761,0.0343236,0.0628424,0.0837107,6.60381,0.200251,0.138969,138200,87
-2.73239,-2.06012,-1.81775,0.0848896,-0.764193,-0.993928,0.0310166,0.0580736,0.0713754,6.6936,0.202073,0.138961,138300,87
-2.74308,-2.00444,-1.82738,0.105766,-0.820648,-1.00778,0.035847,0.0488916,0.0894675,6.6479,0.200003,0.14161,138400,87
-2.88123,-2.07806,-1.86347,0.0681954,-0.662886,-1.06298,0.035054,0.0588434,0.0769979,6.75524,0.196623,0.140433,138500,87
-2.85071,-1.99039,-1.80573,0.031187,-0.812489,-1.03193,0.0276639,0.0792079,0.0910958,6.60554,0.196879,0.13975,138600,87
-2.89874,-1.9861,-1.81175,0.00790742,-0.735716,-1.14183,0.0362499,0.0604367,0.0820429,6.6394,0.198864,0.140436,138700,87
-2.8617,-1.9644,-1.75733,0.0333061,-0.799255,-1.1186,0.0331476,0.0645802,0.0635816,6.61655,0.199246,0.141611,138800,88
-2.78756,-2.00283,-1.78899,0.0734787,-0.800852,-1.03266,0.0377519,0.0518225,0.0816621,6.73763,0.203467,0.142681,138900,88
-2.73197,-1.99334,-1.80785,0.0235434,-0.817872,-1.06813,0.0368118,0.0438312,0.0909434,6.6749,0.200638,0.139193,139000,88
-2.80376,-1.9653,-1.75026,0.0818606,-0.989949,-1.10102,0.0419838,0.0575263,0.0876311,6.61082,0.200604,0.138303,139100,88
-2.75668,-1.97927,-1.78862,0.0151646,-0.820527,-1.08897,0.0304408,0.0681757,0.0751608,6.65772,0.199146,0.139663,139200,88
-2.64173,-2.02189,-1.80151,0.0783529,-0.735563,-1.08551,0.0349462,0.0513591,0.0623208,6.64094,0.19723,0.14094,139300,88
-2.82127,-1.98617,-1.7444,0.0875604,-0.87163,-1.09412,0.0319726,0.0616658,0.064142,6.66404,0.19855,0.13942,139400,88
-2.72538,-2.00254,-1.81324,0.125144,-0.873072,-0.970915,0.0258715,0.0624838,0.0845423,6.68374,0.198514,0.139322,139500,88
-2.70176,-2.0519,-1.83099,0.124261,-0.760006,-1.04879,0.0295222,0.0571561,0.0806699,6.60703,0.198508,0.139426,139600,88
-2.69921,-1.98554,-1.78247,0.118837,-0.900882,-1.03921,0.0259634,0.0620505,0.0869863,6.64838,0.201092,0.141353,139700,88
-2.69691,-1.97243,-1.73306,0.0819935,-0.910281,-1.0896,0.0244742,0.0661185,0.0665121,6.62679,0.199764,0.139862,139800,88
-2.59917,-1.95736,-1.73681,0.0476447,-0.889532,-1.10563,0.027324,0.0598223,0.0779246,6.62176,0.201766,0.138616,139900,88
-2.73979,-2.02467,-1.78792,0.0927975,-0.829809,-1.05174,0.033769,0.0480077,0.0744096,6.69974,0.202966,0.141153,140000,91
-2.75454,-1.99601,-1.73588,0.123102,-0.964151,-1.05428,0.029187,0.0634656,0.0694678,6.67037,0.198621,0.141391,140100,92
-2.71677,-1.93087,-1.71219,0.0312227,-1.04892,-1.07031,0.0330913,0.0587167,0.0980221,6.72466,0.199102,0.138692,140200,92
-2.73317,-1.85686,-1.67658,-0.0254045,-1.15965,-1.06102,0.0350245,0.0682978,0.090065,6.68166,0.199185,0.141304,140300,92
-2.72661,-1.87777,-1.70114,0.0147999,-1.04977,-1.09943,0.0311713,0.0576706,0.0726941,6.53259,0.198941,0.139274,140400,92
-2.71251,-1.91421,-1.70749,0.0306465,-1.05226,-1.06913,0.0357682,0.064715,0.0821223,6.63313,0.198682,0.14134,140500,92
-2.70338,-1.91453,-1.7292,0.00111567,-0.985441,-1.08923,0.0331249,0.0635836,0.0808231,6.60043,0.19757,0.141349,140600,92
-2.64024,-1.89704,-1.68681,-0.020186,-0.987482,-1.1025,0.0325357,0.0568028,0.0701534,6.65587,0.198088,0.138739,140700,92
-2.74479,-1.88253,-1.63926,0.0372856,-1.06464,-1.09295,0.0346688,0.0671216,0.0675177,6.69231,0.197303,0.139742,140800,92
-2.58814,-1.91066,-1.7017,0.0572106,-1.07675,-1.06912,0.0260954,0.0682993,0.0853769,6.8089,0.19786,0.141988,140900,92
-2.7009,-1.87511,-1.66902,-0.0665867,-0.95901,-1.07478,0.0316271,0.0641588,0.0758728,6.69366,0.196989,0.141156,141000,93
-2.76736,-1.87934,-1.65888,-0.0323226,-1.01291,-1.16177,0.0404275,0.0534236,0.0756291,6.61717,0.200601,0.14057,141100,93
-2.8429,-1.88002,-1.68081,-0.0315778,-0.976322,-1.1333,0.029624,0.0713837,0.067958,6.68175,0.198338,0.14071,141200,93
-2.7785,-1.95701,-1.72476,-0.0339694,-0.882389,-1.14937,0.0355221,0.0583017,0.0709057,6.73362,0.196239,0.138752,141300,93
-2.67922,-1.9291,-1.68002,0.0182523,-1.03028,-1.06614,0.0368299,0.0551715,0.0695269,6.64546,0.196329,0.141351,141400,93
-2.72307,-1.86533,-1.66103,-0.0288343,-1.04838,-1.10532,0.0300367,0.0645429,0.0711657,6.68758,0.196165,0.13902,141500,93
-2.73144,-2.01897,-1.79847,0.082412,-0.845027,-1.0294,0.0373918,0.0503806,0.0759145,6.79336,0.192669,0.139225,141600,93
-2.80091,-2.07049,-1.8332,0.0913971,-0.64896,-1.05095,0.0279642,0.064233,0.0758459,6.79342,0.19786,0.140239,141700,93
-2.75607,-2.0367,-1.81787,0.0672843,-0.746674,-1.06438,0.0231673,0.0708479,0.0890239,6.6569,0.200214,0.140197,141800,94
-2.70699,-1.97969,-1.79274,0.0544795,-0.82422,-1.05556,0.0319835,0.06137,0.0727099,6.59497,0.198612,0.141423,141900,94
-2.63438,-1.98329,-1.778,0.137568,-0.877775,-1.06771,0.0267108,0.0606186,0.0682797,6.65177,0.195615,0.139496,142000,94
-2.6526,-1.99689,-1.78657,0.112299,-0.853531,-1.05099,0.0261548,0.0598885,0.0672835,6.7104,0.198268,0.139,142100,94
-2.64708,-1.95837,-1.73422,0.0663982,-0.919111,-1.05313,0.0228348,0.0728783,0.0548698,6.63574,0.197134,0.140533,142200,94
-2.68945,-1.87784,-1.68376,0.0251069,-1.02976,-1.11113,0.0326241,0.0648579,0.0757554,6.72293,0.197749,0.141582,142300,94
-2.68227,-1.91416,-1.68984,0.0680807,-1.05613,-1.0701,0.0202693,0.0792546,0.0645889,6.75269,0.195897,0.139698,142400,94
-2.73689,-2.06638,-1.84638,0.156286,-0.766999,-1.0407,0.0209578,0.0715283,0.0792087,6.67627,0.196393,0.138839,142500,94
-2.73365,-2.12223,-1.92258,0.122769,-0.575013,-0.983056,0.026412,0.0559064,0.0865789,6.74856,0.194961,0.139719,142600,94
-2.84462,-2.14353,-1.90068,0.241223,-0.658889,-0.950139,0.0214522,0.0762448,0.0632202,6.48383,0.197309,0.139519,142700,95
-2.83315,-2.07106,-1.84339,0.0920536,-0.632743,-1.03746,0.0330724,0.0513813,0.0727186,6.73149,0.196586,0.141659,142800,95
-2.78159,-2.02327,-1.81793,0.101877,-0.70421,-1.12853,0.0277575,0.0593611,0.0650875,6.68715,0.199273,0.140527,142900,95
-2.85255,-2.01938,-1.79918,0.0291196,-0.676635,-1.05085,0.0241233,0.0711542,0.0653233,6.66322,0.197099,0.141217,143000,95
-2.77016,-2.0629,-1.79526,0.0723619,-0.747498,-1.06927,0.0269658,0.0642757,0.0782338,6.59617,0.197937,0.142013,143100,95
-2.72408,-2.018,-1.77201,0.117641,-0.902884,-1.06276,0.02776,0.0585344,0.0834953,6.63545,0.202546,0.138458,143200,95
-2.65776,-2.04728,-1.79332,0.180179,-0.8691,-0.978699,0.0267316,0.0623057,0.0675828,6.68569,0.197728,0.140285,143300,95
-2.72454,-1.95843,-1.73463,0.019519,-0.963613,-1.01053,0.0325945,0.0645546,0.0762023,6.76588,0.197543,0.140548,143400,95
-2.74378,-1.91784,-1.76421,-0.0935109,-0.903941,-1.12802,0.0363983,0.0650505,0.0906608,6.64727,0.198103,0.139923,143500,95
-2.73866,-2.01731,-1.77607,0.105818,-0.895979,-1.07219,0.0322558,0.067222,0.0868981,6.72847,0.198484,0.140574,143600,96
-2.77732,-2.00194,-1.78145,0.126321,-0.877937,-1.03911,0.028122,0.0589614,0.069289,6.70533,0.197799,0.141174,143700,96
-2.74582,-1.97738,-1.72532,0.0502376,-0.883362,-1.05718,0.0250334,0.0728129,0.0598953,6.64371,0.19723,0.139605,143800,96
-2.66202,-2.02962,-1.78028,0.0557315,-0.770651,-1.14525,0.0340883,0.0425075,0.0793257,6.61702,0.198005,0.137576,143900,96
-2.74128,-2.00768,-1.74782,0.0420817,-0.781385,-1.09247,0.0238426,0.0715707,0.0685052,6.63039,0.199846,0.1391,144000,96
-2.82356,-2.04402,-1.81768,0.164107,-0.828601,-1.01884,0.0175046,0.0828188,0.0540795,6.64055,0.199114,0.138497,144100,96
-2.78936,-2.10688,-1.88153,0.118901,-0.595124,-1.11853,0.0257711,0.0626852,0.0675137,6.63567,0.199397,0.137077,144200,96
-2.87063,-2.16854,-1.92517,0.227857,-0.480928,-1.00295,0.0270352,0.0632631,0.0612222,6.6527,0.194829,0.142155,144300,96
-2.95861,-2.09814,-1.89805,0.0968884,-0.595993,-1.02083,0.035981,0.0516262,0.0661276,6.6373,0.196916,0.140059,144400,96
-2.76978,-2.1549,-1.87522,0.225564,-0.580599,-1.09735,0.0285444,0.0574146,0.0522756,6.70645,0.198762,0.139707,144500,96
-2.76753,-2.098,-1.89466,0.16731,-0.63806,-1.03539,0.0213876,0.0670019,0.0562784,6.68543,0.194397,0.137523,144600,96
-2.84088,-2.11421,-1.85016,0.225074,-0.749991,-1.03463,0.0246065,0.0727212,0.0701101,6.69894,0.19912,0.139901,144700,96
-2.78331,-2.04216,-1.80533,0.114722,-0.712139,-1.05502,0.02077,0.0767057,0.04508,6.79185,0.196459,0.139642,144800,96
-2.72354,-2.04184,-1.82457,0.0880156,-0.763133,-1.029,0.0235362,0.0672066,0.0692848,6.67051,0.199261,0.140543,144900,97
-2.72816,-2.01626,-1.77177,0.0671886,-0.828753,-1.13175,0.0251525,0.0668195,0.0624288,6.71832,0.200556,0.136489,145000,97
-2.94893,-2.0878,-1.84492,0.159714,-0.729902,-1.02714,0.0263065,0.0767569,0.0761427,6.70791,0.199076,0.139305,145100,97
-2.74647,-2.04512,-1.85257,0.147227,-0.811286,-0.998656,0.0274551,0.0661246,0.075104,6.52764,0.199306,0.140247,145200,97
-2.74764,-1.99035,-1.79098,0.13658,-0.907554,-1.01744,0.022864,0.0735961,0.0654746,6.72542,0.19687,0.138571,145300,97
-2.62371,-1.92076,-1.65654,0.083088,-1.04935,-1.04423,0.0229655,0.0740444,0.0550784,6.72667,0.199875,0.140479,145400,97
-2.65716,-1.94287,-1.71444,0.131031,-1.02611,-1.0545,0.0244105,0.0663956,0.0662172,6.64773,0.200722,0.140244,145500,97
-2.68877,-1.92888,-1.71111,0.0826965,-1.08712,-1.10946,0.034413,0.0650765,0.0912579,6.72019,0.199089,0.13904,145600,97
-2.76676,-1.90126,-1.65734,0.0961603,-1.11602,-0.999776,0.0219748,0.0701367,0.0581803,6.75108,0.20185,0.140571,145700,97
-2.68863,-1.83581,-1.60772,0.0255318,-1.18134,-1.0861,0.0234923,0.0747307,0.0614739,6.72019,0.198479,0.141112,145800,97
-2.62131,-1.87745,-1.66479,0.0625646,-1.0881,-1.09612,0.0207453,0.0748114,0.0604617,6.73435,0.19909,0.1403,145900,97
-2.72881,-1.91295,-1.70236,0.0566898,-1.01177,-1.06315,0.0274147,0.0665827,0.0678386,6.61685,0.199591,0.138726,146000,97
-2.61382,-1.92196,-1.74289,0.0962258,-1.02893,-1.06638,0.0246877,0.063906,0.0776815,6.76198,0.200082,0.139593,146100,97
-2.72596,-1.93218,-1.68893,0.0599427,-1.00219,-1.10493,0.0195334,0.0789281,0.0596014,6.57153,0.197837,0.139414,146200,98
-2.7411,-1.94466,-1.7049,0.0274032,-1.01953,-1.0891,0.0281257,0.0700312,0.0829353,6.59612,0.199511,0.13638,146300,98
-2.78841,-1.95756,-1.74289,0.0416534,-0.943646,-1.09455,0.0289833,0.0678948,0.0785988,6.73895,0.198552,0.140469,146400,98
-2.8715,-1.98228,-1.7276,0.130805,-1.01776,-1.05,0.0276695,0.07514,0.0777636,6.64901,0.196012,0.140468,146500,98
-2.75476,-1.95409,-1.67873,0.116016,-1.00676,-1.10144,0.0343391,0.0490464,0.0548097,6.75977,0.199471,0.139746,146600,98
-2.67357,-2.02799,-1.78348,0.196717,-0.902877,-1.04893,0.0308639,0.0525729,0.0696447,6.74895,0.19666,0.139662,146700,98
-2.75649,-2.03673,-1.8083,0.157602,-0.835681,-1.00627,0.0269379,0.0631404,0.078865,6.59338,0.198438,0.139102,146800,98
-2.75227,-2.06826,-1.83686,0.15293,-0.829864,-1.04978,0.0320988,0.0613549,0.0937671,6.61107,0.200754,0.138191,146900,98
-2.85353,-2.02607,-1.8171,0.0688777,-0.815242,-1.02664,0.0326599,0.0664973,0.0887256,6.74613,0.19969,0.138507,147000,98
-2.80984,-1.98038,-1.76339,0.0217017,-0.888816,-1.06176,0.0399551,0.0540963,0.0978253,6.65292,0.199581,0.137978,147100,98
-2.77077,-1.98177,-1.77856,0.109286,-0.850479,-1.05394,0.0295669,0.0566276,0.0559144,6.61766,0.19878,0.138895,147200,98
-2.7073,-1.98487,-1.77757,0.0173638,-0.746218,-1.07661,0.0281387,0.0643937,0.0604671,6.6733,0.197819,0.14232,147300,98
-2.69999,-1.97946,-1.74836,0.0901721,-0.859001,-1.07314,0.0216461,0.0745801,0.0542277,6.64767,0.199112,0.138692,147400,98
-2.67963,-2.00293,-1.75298,0.132554,-0.843925,-0.994088,0.0133066,0.0809974,0.0489357,6.76402,0.196942,0.142362,147500,99
-2.75729,-2.03126,-1.82893,0.163791,-0.877392,-1.02493,0.0265773,0.0755517,0.0728185,6.72969,0.197802,0.139296,147600,99
-2.71359,-1.97719,-1.76547,0.0647294,-0.876224,-1.05567,0.0174624,0.0791037,0.0680484,6.6379,0.198589,0.137885,147700,99
-2.69494,-1.96565,-1.70771,0.0733603,-0.980397,-1.04882,0.030941,0.0608887,0.0757549,6.79023,0.203434,0.139865,147800,99
-2.74474,-1.95383,-1.73634,0.0882751,-1.01624,-1.04328,0.0323358,0.0693488,0.0725554,6.60654,0.198876,0.13769,147900,99
-2.78711,-1.98275,-1.77258,0.189351,-1.00364,-1.03315,0.0326349,0.069234,0.0639988,6.75742,0.195987,0.139508,148000,99
-2.68543,-1.91233,-1.72317,0.0181429,-0.99984,-1.10038,0.0321399,0.0614398,0.0774037,6.57965,0.200007,0.138947,148100,99
-2.80546,-1.9219,-1.75706,-0.00599606,-0.942409,-1.04549,0.0276158,0.0715446,0.0653457,6.61461,0.198484,0.139901,148200,99
-2.70785,-2.00158,-1.77185,0.0909868,-0.845967,-1.07332,0.0279484,0.0610361,0.0683159,6.58384,0.200551,0.139459,148300,99
-2.62398,-1.99737,-1.75477,0.121154,-0.879002,-1.0152,0.0258088,0.062725,0.0609635,6.69059,0.198145,0.139773,148400,99
-2.61852,-2.03572,-1.76042,0.0793049,-0.807477,-1.05939,0.0231709,0.058375,0.0519486,6.77658,0.196867,0.138039,148500,99
-2.67275,-1.97496,-1.74569,0.0608214,-0.938444,-1.07362,0.0282883,0.0669681,0.0793533,6.66983,0.198201,0.140184,148600,99
-2.80901,-1.96372,-1.71608,0.0181783,-0.923307,-1.09191,0.0290919,0.0644838,0.0693483,6.84497,0.197784,0.136336,148700,99
-2.72956,-1.8996,-1.67925,0.0585322,-1.11362,-1.13706,0.0273659,0.0658681,0.081009,6.63649,0.198689,0.137647,148800,100
-2.72115,-1.9154,-1.72104,-0.0143263,-0.97275,-1.08975,0.0328,0.0644453,0.0737221,6.56142,0.200796,0.139934,148900,100
-2.67582,-1.92005,-1.67005,0.146093,-1.11479,-1.07912,0.0244131,0.0697058,0.0528844,6.69764,0.197869,0.139357,149000,100
-2.68922,-1.98259,-1.72865,0.0854695,-0.89892,-1.02322,0.0264763,0.0610549,0.0634285,6.63266,0.19908,0.139266,149100,100
-2.71387,-2.03034,-1.79019,0.167138,-0.886387,-1.02824,0.0245412,0.0605362,0.0678903,6.64223,0.200902,0.140847,149200,100
-2.76417,-2.04427,-1.82752,0.211942,-0.878395,-0.967067,0.0287351,0.0598412,0.05919,6.70345,0.195371,0.13958,149300,100
-2.61713,-2.06472,-1.84935,0.178408,-0.787575,-0.994594,0.0184666,0.0637612,0.0748611,6.62324,0.200441,0.142291,149400,100
-2.75466,-2.02958,-1.77351,0.166767,-0.87264,-1.03534,0.0232251,0.0667166,0.057605,6.73048,0.19791,0.141186,149500,100
-2.71816,-2.03598,-1.76319,0.127663,-0.784741,-1.03229,0.0238468,0.0709318,0.0476765,6.63994,0.195533,0.137605,149600,100
-2.78671,-2.10416,-1.84448,0.0655861,-0.604048,-1.04197,0.0277135,0.0641321,0.0623758,6.60469,0.197612,0.1383,149700,100
-2.8447,-2.06191,-1.84819,0.0729475,-0.709402,-1.07025,0.0351147,0.0540693,0.0753642,6.71532,0.195352,0.138988,149800,101
-2.85393,-2.07258,-1.88484,0.13813,-0.751562,-0.975956,0.0356134,0.0599237,0.0913527,6.65463,0.197501,0.139963,149900,101
-2.74621,-2.08586,-1.87286,0.0939421,-0.607736,-1.05076,0.0249222,0.0645967,0.0699263,6.74092,0.199027,0.139611,150000,103
-2.83826,-2.09839,-1.86139,0.136617,-0.730626,-1.0502,0.0257439,0.0770172,0.0805105,6.54017,0.200156,0.139763,150100,103
-2.79539,-2.05619,-1.82943,0.169926,-0.764042,-1.03886,0.0241716,0.0710907,0.0616158,6.75875,0.199048,0.140501,150200,103
-2.80226,-2.05066,-1.8071,0.121143,-0.732699,-1.05894,0.0276227,0.0635802,0.0610457,6.64781,0.200505,0.141348,150300,104
-2.84297,-2.0584,-1.85463,0.0911271,-0.734041,-1.06114,0.0298508,0.07105,0.0797952,6.68694,0.200923,0.14152,150400,104
-2.70404,-2.03135,-1.80301,0.0257669,-0.743567,-1.07485,0.0336102,0.0561327,0.0864368,6.75978,0.200754,0.142398,150500,104
-2.73379,-2.05529,-1.81302,0.099821,-0.648084,-1.04222,0.0236328,0.0676253,0.0513957,6.68993,0.203572,0.141777,150600,104
-2.77972,-2.0806,-1.83282,0.16308,-0.761876,-0.987388,0.0228047,0.07132,0.0766125,6.57702,0.201643,0.139132,150700,104
-2.68257,-2.07088,-1.81685,0.198722,-0.68182,-1.02121,0.0201906,0.0674052,0.0458606,6.53449,0.198251,0.140397,150800,104
-2.80995,-2.04567,-1.80129,0.141085,-0.759759,-1.02146,0.0256883,0.0661874,0.0652844,6.68068,0.201741,0.138926,150900,104
-2.96811,-2.0246,-1.84438,-0.0231073,-0.61818,-1.11815,0.0385146,0.0638911,0.0737301,6.67461,0.201846,0.138126,151000,104
-2.96592,-2.03142,-1.81283,0.088766,-0.755456,-1.10138,0.0413682,0.0562797,0.0801835,6.56913,0.199132,0.138863,151100,105
-2.75332,-1.96322,-1.73246,-0.0212452,-0.897741,-1.03522,0.0325129,0.0568052,0.0766115,6.52902,0.200996,0.140553,151200,105
-2.90795,-2.09859,-1.84912,0.152786,-0.66634,-1.02435,0.034858,0.0599043,0.0602367,6.63326,0.201492,0.138767,151300,105
-2.84357,-2.13615,-1.88446,0.153301,-0.665679,-0.97668,0.0334485,0.0569705,0.0847368,6.66769,0.198108,0.13971,151400,105
-2.78996,-2.0848,-1.83547,0.166087,-0.708989,-1.05235,0.0344299,0.0595386,0.0688033,6.62667,0.196999,0.14475,151500,105
-2.67414,-2.08859,-1.87252,0.193888,-0.723103,-1.03579,0.0236048,0.0623861,0.0760348,6.64894,0.196627,0.141053,151600,105
-2.76667,-2.02512,-1.80816,0.110102,-0.798572,-1.00118,0.0288144,0.0616212,0.0702745,6.55521,0.197762,0.140724,151700,105
-2.82461,-2.0538,-1.84329,0.14008,-0.756171,-1.04418,0.0404224,0.0507324,0.0917894,6.6254,0.197524,0.14178,151800,105
-2.74637,-2.06495,-1.84829,0.172798,-0.766251,-0.964112,0.0286503,0.0610987,0.0732016,6.65637,0.201104,0.142212,151900,105
-2.8413,-2.04839,-1.81426,0.0622213,-0.690436,-1.07722,0.0333249,0.0610832,0.0660594,6.6141,0.199785,0.137287,152000,106
-2.86425,-2.0413,-1.83257,0.137146,-0.830663,-1.01292,0.0353356,0.0513929,0.0809517,6.78083,0.199882,0.138196,152100,106
-2.72805,-2.06371,-1.85423,0.105215,-0.720171,-1.00434,0.0237178,0.0609828,0.0653012,6.58651,0.200791,0.139118,152200,106
-2.73529,-2.1042,-1.88708,0.136327,-0.670488,-1.021,0.03593,0.044324,0.0831697,6.71718,0.199472,0.13882,152300,106
-2.65268,-2.03758,-1.84521,0.124747,-0.820057,-0.986511,0.0334633,0.0460147,0.0796885,6.72715,0.196803,0.139571,152400,106
-2.68745,-2.05834,-1.78647,0.064701,-0.752093,-1.06456,0.0295098,0.0605924,0.076597,6.75324,0.201534,0.139095,152500,106
-2.69365,-2.01488,-1.7816,0.101236,-0.835604,-1.04574,0.0248419,0.0582752,0.0663088,6.63399,0.19588,0.138344,152600,106
-2.88972,-1.91854,-1.72442,-0.0157675,-0.91214,-1.11006,0.0346417,0.0652308,0.0736011,6.60737,0.199904,0.139257,152700,106
-2.73119,-1.94537,-1.7105,-0.020914,-0.875379,-1.13662,0.027335,0.0666844,0.0614222,6.63881,0.197607,0.140323,152800,107
-2.61876,-2.00322,-1.77054,0.0529969,-0.808819,-1.04613,0.021949,0.0738277,0.0739027,6.68114,0.198152,0.138549,152900,107
-2.70941,-2.08429,-1.87549,0.149789,-0.648604,-0.993583,0.022539,0.0700791,0.0738985,6.77023,0.198524,0.140937,153000,107
-2.76491,-2.0946,-1.89175,0.160433,-0.634677,-1.00042,0.0253884,0.0537,0.0683609,6.61527,0.1978,0.141245,153100,107
-2.71285,-2.14109,-1.9162,0.256155,-0.618382,-0.987028,0.0192696,0.0691999,0.0633593,6.7033,0.196912,0.138833,153200,107
-2.83687,-2.12306,-1.8847,0.169739,-0.634156,-1.00945,0.0307049,0.0607144,0.0596873,6.52277,0.198002,0.138549,153300,107
-2.8532,-2.09652,-1.9103,0.107348,-0.561848,-1.01388,0.0335853,0.0540172,0.0925995,6.63708,0.19603,0.142287,153400,107
-2.8638,-2.15591,-1.9046,0.185621,-0.523054,-1.05345,0.0249698,0.0678392,0.0693808,6.69724,0.19939,0.139577,153500,107
-2.82759,-2.16487,-1.98987,0.174227,-0.4393,-0.974403,0.02865,0.0558067,0.0713121,6.68099,0.197769,0.139862,153600,108
-2.84461,-2.15994,-1.93241,0.14236,-0.534421,-0.968999,0.0355113,0.0546297,0.0726824,6.7006,0.199903,0.138362,153700,108
-2.93889,-2.16605,-1.93253,0.113226,-0.447427,-1.05791,0.0314185,0.0655659,0.0787544,6.62604,0.197015,0.139864,153800,108
-2.83041,-2.22435,-1.99464,0.260424,-0.449209,-1.00537,0.0204754,0.0716693,0.0756923,6.75453,0.197103,0.138311,153900,108
-3.01043,-2.1571,-1.93936,0.263094,-0.605526,-0.98038,0.0330083,0.067119,0.0745749,6.64909,0.19868,0.141984,154000,108
-2.88191,-2.15637,-1.9282,0.247832,-0.561862,-0.989958,0.0217226,0.0711329,0.0534082,6.69973,0.195487,0.138417,154100,108
-2.74822,-2.09547,-1.89246,0.196477,-0.651439,-1.02539,0.0259286,0.0564748,0.0693852,6.55521,0.202092,0.138964,154200,108
-2.72584,-2.04436,-1.80603,0.1492,-0.818117,-1.03056,0.0283733,0.0556088,0.0611592,6.70947,0.199752,0.13961,154300,108
-2.71617,-2.08818,-1.85836,0.154169,-0.692028,-1.00749,0.0203689,0.0686122,0.0602176,6.66879,0.197984,0.140295,154400,108
-2.78282,-2.17222,-1.94752,0.221173,-0.512552,-1.01324,0.0259298,0.0650049,0.0637116,6.62447,0.197767,0.139006,154500,109
-2.82224,-2.19139,-1.98973,0.193313,-0.511422,-0.98295,0.0268554,0.0694154,0.0816645,6.74435,0.197969,0.13825,154600,109
-2.79939,-2.1837,-1.96538,0.173595,-0.45746,-0.97293,0.0322175,0.0493012,0.0674444,6.7069,0.198859,0.13927,154700,109
-2.96415,-2.26603,-2.02519,0.262949,-0.331919,-0.95771,0.0217149,0.0674313,0.0532814,6.71801,0.198769,0.140426,154800,109
-2.94398,-2.29105,-2.0926,0.287633,-0.238862,-0.937305,0.0286267,0.0629917,0.0564759,6.66925,0.202755,0.139859,154900,109
-2.9668,-2.39249,-2.19204,0.330887,-0.0652942,-0.903574,0.0220901,0.0596579,0.0851788,6.60397,0.200507,0.137812,155000,109
-3.08836,-2.44579,-2.19078,0.413784,-0.0523987,-0.863615,0.0280172,0.0558803,0.0704739,6.69755,0.197862,0.140873,155100,109
-2.98167,-2.39887,-2.19358,0.321438,-0.010799,-0.903995,0.0207314,0.0684023,0.0782861,6.72035,0.198229,0.13993,155200,109
-3.09214,-2.39574,-2.17463,0.270608,-0.00122415,-0.937281,0.0224635,0.0650014,0.0707981,6.58183,0.195665,0.137332,155300,109
-2.93335,-2.44198,-2.18832,0.335959,0.015282,-0.854251,0.0218774,0.0611867,0.0679908,6.64752,0.194376,0.137747,155400,109
-3.04167,-2.38478,-2.18891,0.2641,-0.0372494,-0.964354,0.0279079,0.0599916,0.0985657,6.53956,0.19599,0.139351,155500,109
-3.11398,-2.39543,-2.21693,0.293459,-0.0476458,-0.921982,0.0259377,0.0724845,0.0931694,6.64543,0.196743,0.139244,155600,110
-3.16925,-2.28812,-2.08953,0.265589,-0.257007,-0.952913,0.029338,0.0707283,0.0634705,6.67114,0.200072,0.139252,155700,110
-3.06129,-2.25101,-2.08432,0.127068,-0.205926,-1.03609,0.0284988,0.0759724,0.0703005,6.72585,0.195106,0.140343,155800,110
-3.00987,-2.28108,-2.07319,0.202182,-0.235151,-0.94598,0.0280638,0.0600519,0.0710557,6.65119,0.198036,0.138274,155900,110
-2.9401,-2.26287,-2.03105,0.249526,-0.356882,-0.951173,0.0315245,0.0572485,0.0681441,6.70154,0.200262,0.139225,156000,110
-3.01583,-2.18503,-2.00473,0.103095,-0.316334,-0.983891,0.0275799,0.0765704,0.062937,6.64122,0.198214,0.140813,156100,110
-3.00423,-2.25544,-2.03508,0.231862,-0.354995,-0.977621,0.0389693,0.0483616,0.0734139,6.65137,0.201952,0.140846,156200,110
-3.00684,-2.28606,-2.077,0.214183,-0.257797,-0.944607,0.0309089,0.0544856,0.0709818,6.67735,0.193024,0.137246,156300,110
-3.02092,-2.31036,-2.0861,0.195883,-0.138993,-0.980801,0.0235314,0.0673926,0.0678059,6.65848,0.195996,0.141433,156400,110
-2.95008,-2.22519,-1.97001,0.181567,-0.353846,-1.00778,0.0213709,0.0695258,0.0572042,6.80638,0.19967,0.138659,156500,110
-2.97252,-2.23579,-2.06707,0.22936,-0.350993,-0.910995,0.0304701,0.0654945,0.0845559,6.65172,0.19689,0.139733,156600,110
