BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-2.87486,-2.21385,-2.07231,0.189895,-0.43696,-1.04613,0.0325162,0.0586494,0.114337,6.74369,0.20826,0.141681,43100,22
-2.85288,-2.2335,-2.0168,0.187915,-0.455047,-1.03507,0.027027,0.057696,0.112618,6.68284,0.209387,0.140274,43200,22
-2.71866,-2.16945,-2.03495,0.162954,-0.547907,-1.03872,0.0281199,0.059342,0.119329,6.76627,0.207303,0.139729,43300,22
-2.76713,-2.19218,-2.01529,0.23064,-0.498178,-1.04493,0.0292642,0.0503876,0.0782488,6.59685,0.207487,0.139468,43400,22
-2.83647,-2.19247,-2.01242,0.22159,-0.503282,-1.0486,0.0238161,0.0663155,0.0913387,6.69953,0.209081,0.142333,43500,22
-2.78954,-2.22958,-2.00846,0.271805,-0.508417,-1.0518,0.0340987,0.0439692,0.084657,6.64356,0.208857,0.140737,43600,22
-2.81105,-2.13518,-1.95813,0.128063,-0.548838,-1.07668,0.0281365,0.0555602,0.105749,6.67833,0.209042,0.140294,43700,22
-2.83869,-2.16598,-2.00719,0.224427,-0.576508,-1.07074,0.0352465,0.0567594,0.10408,6.58196,0.210714,0.142629,43800,22
-2.83364,-2.1462,-1.98331,0.238536,-0.590692,-1.06164,0.0308449,0.0550973,0.105565,6.61319,0.210258,0.143253,43900,23
-2.8007,-2.16565,-2.00724,0.274851,-0.592966,-1.03243,0.0318985,0.0496786,0.0985555,6.57842,0.20758,0.141844,44000,23
-2.90254,-2.17579,-1.99056,0.297609,-0.575774,-1.00257,0.0303037,0.0634321,0.0867975,6.61393,0.206141,0.141368,44100,23
-2.89728,-2.2103,-1.98736,0.255037,-0.544764,-1.03382,0.0389516,0.0444489,0.101205,6.77853,0.207019,0.14148,44200,23
-2.73814,-2.17253,-2.03474,0.233774,-0.542138,-1.03533,0.0335161,0.0478885,0.106195,6.71502,0.206772,0.142059,44300,23
-2.90163,-2.14487,-1.98239,0.20537,-0.640744,-1.07731,0.0379907,0.0465564,0.111795,6.70257,0.205814,0.142887,44400,23
-2.74218,-2.10003,-1.89142,0.161699,-0.741794,-1.09407,0.0371999,0.0451318,0.123491,6.72418,0.203832,0.141684,44500,23
-2.71358,-2.0731,-1.88738,0.239431,-0.85508,-1.05012,0.029581,0.0584133,0.0911891,6.7412,0.208706,0.140589,44600,23
-2.83879,-1.97607,-1.811,0.160369,-0.98014,-1.10575,0.0285363,0.0704209,0.0973739,6.60024,0.207882,0.14021,44700,23
-2.79932,-2.01459,-1.84925,0.254118,-0.94387,-1.05533,0.0304221,0.0635979,0.0953131,6.65649,0.212213,0.139926,44800,23
-2.7654,-1.97751,-1.77921,0.119468,-1.05375,-1.10535,0.0325164,0.0637685,0.111575,6.59845,0.210146,0.141108,44900,23
-2.76507,-2.04811,-1.84106,0.228527,-0.907887,-1.08429,0.0273562,0.0670299,0.0940356,6.60388,0.20825,0.14047,45000,23
-2.80587,-2.08345,-1.89152,0.257963,-0.85487,-1.07157,0.0306823,0.063967,0.108487,6.70613,0.205889,0.142944,45100,23
-2.75229,-2.01857,-1.86106,0.186374,-0.946982,-1.04787,0.0372323,0.0495901,0.112886,6.53491,0.206208,0.141317,45200,23
-2.8703,-2.02879,-1.87006,0.102596,-0.775693,-1.11261,0.0369359,0.0528415,0.0973943,6.63794,0.207955,0.14199,45300,23
-2.84509,-2.05452,-1.92733,0.183321,-0.743473,-1.05736,0.0291895,0.0677756,0.0899623,6.68554,0.206004,0.141253,45400,23
-2.7892,-2.12581,-1.90208,0.247234,-0.725192,-1.03403,0.0255195,0.0574255,0.0919374,6.67286,0.204001,0.141116,45500,24
-2.74934,-2.08995,-1.87962,0.255312,-0.846223,-1.04618,0.0306471,0.0623407,0.0883217,6.57007,0.206279,0.143031,45600,24
-2.81976,-1.94275,-1.79,0.0510363,-0.919618,-1.16624,0.0349814,0.0585967,0.103654,6.6711,0.206391,0.141421,45700,24
-2.68761,-1.96755,-1.78893,0.0613762,-0.949319,-1.16171,0.0382238,0.0467775,0.115979,6.57078,0.206545,0.141575,45800,24
-2.66253,-1.98268,-1.80755,0.129631,-0.94032,-1.09787,0.0296566,0.0518066,0.0984015,6.69418,0.204832,0.141064,45900,24
-2.69493,-2.00754,-1.79907,0.120988,-0.925499,-1.12003,0.0313037,0.0580807,0.102694,6.6277,0.207115,0.140886,46000,24
-2.70856,-1.97918,-1.77882,0.159951,-1.00727,-1.12967,0.0278743,0.0610851,0.107624,6.53094,0.209796,0.141045,46100,24
-2.6981,-2.06948,-1.87754,0.225198,-0.769772,-1.08587,0.0309304,0.0534293,0.0904852,6.61483,0.205484,0.142145,46200,24
-2.7076,-2.14151,-1.97548,0.215943,-0.620067,-1.06507,0.0214125,0.0629436,0.089776,6.61286,0.208372,0.144151,46300,24
-2.7583,-2.11838,-1.94872,0.210834,-0.62917,-1.03608,0.0263483,0.0558368,0.096658,6.71371,0.2061,0.142272,46400,24
-2.86124,-2.1312,-1.93969,0.170049,-0.594789,-1.10551,0.0336102,0.0541129,0.094184,6.67234,0.206278,0.143509,46500,24
-2.8008,-2.14665,-1.9563,0.154632,-0.525075,-1.09087,0.0304394,0.0561504,0.0975776,6.52955,0.204029,0.142607,46600,24
-2.87877,-2.18355,-2.03104,0.312842,-0.508051,-1.03382,0.0274732,0.0690934,0.0761617,6.69258,0.206492,0.142469,46700,24
-2.87879,-2.20359,-2.02306,0.167642,-0.438324,-1.08874,0.0255318,0.0654505,0.117606,6.65705,0.206056,0.140388,46800,24
-2.79962,-2.15946,-1.98905,0.198337,-0.572818,-1.03832,0.0269927,0.0587206,0.111307,6.66715,0.204512,0.143109,46900,24
-2.80344,-2.17119,-2.02353,0.173761,-0.479957,-1.04546,0.0293078,0.0624754,0.105162,6.7071,0.204867,0.144133,47000,24
-2.86609,-2.22219,-2.06998,0.293572,-0.454619,-0.966553,0.0303705,0.0495073,0.101286,6.74128,0.205926,0.141969,47100,25
-2.72928,-2.23024,-2.05629,0.274058,-0.427025,-1.02853,0.0264923,0.0487537,0.0939489,6.66006,0.207314,0.14355,47200,25
-2.75659,-2.16354,-1.99203,0.121555,-0.496464,-1.08179,0.0329993,0.0440927,0.110652,6.82483,0.205601,0.141487,47300,25
-2.82157,-2.17918,-2.00189,0.16919,-0.443937,-1.09123,0.0351225,0.0496222,0.0934207,6.79169,0.208015,0.141382,47400,25
-2.73454,-2.15049,-2.04481,0.176658,-0.457406,-1.08144,0.0240868,0.0505389,0.0913165,6.53147,0.20689,0.144126,47500,25
-2.72022,-2.1661,-1.98521,0.228764,-0.5462,-1.02449,0.0319638,0.0430432,0.0885119,6.62658,0.210743,0.142442,47600,25
-2.75993,-2.21331,-2.0529,0.222844,-0.502502,-1.04132,0.0280225,0.0597669,0.107792,6.59025,0.207966,0.141617,47700,25
-2.72492,-2.13304,-1.94906,0.260417,-0.664348,-1.05314,0.0286819,0.0522017,0.0974836,6.70188,0.205894,0.141683,47800,25
-2.69834,-2.14398,-1.94718,0.270289,-0.706449,-1.00418,0.0263642,0.0608782,0.0896576,6.61052,0.208676,0.142398,47900,25
-2.8349,-2.10127,-1.89359,0.208276,-0.723792,-1.03004,0.0363155,0.0538819,0.0884651,6.65672,0.206727,0.1436,48000,25
-2.73338,-2.10729,-1.95584,0.260782,-0.734516,-1.05142,0.0239597,0.0709369,0.104077,6.78233,0.208883,0.144432,48100,25
-2.80914,-2.15329,-2.05779,0.236747,-0.580136,-1.0209,0.0309741,0.0547972,0.117947,6.65187,0.209146,0.143002,48200,25
-2.67188,-2.08262,-1.90552,0.202818,-0.795283,-1.0526,0.0296351,0.0545711,0.111163,6.61525,0.209356,0.143133,48300,25
-2.71447,-2.07489,-1.92243,0.20287,-0.712103,-1.13176,0.0251688,0.0626133,0.105542,6.73585,0.206039,0.142434,48400,25
-2.8142,-2.10925,-1.94258,0.132186,-0.590586,-1.0842,0.0300665,0.0581625,0.0961652,6.66477,0.207339,0.143676,48500,25
-2.74768,-2.12035,-1.94196,0.169795,-0.617836,-1.08052,0.0255431,0.0614447,0.0980588,6.5702,0.208822,0.14364,48600,26
-2.80721,-2.12207,-1.93819,0.186344,-0.632177,-1.10252,0.0278319,0.0638256,0.100408,6.56665,0.208676,0.141725,48700,26
-2.77243,-2.22563,-2.01086,0.292058,-0.590163,-1.01843,0.0247628,0.059415,0.10922,6.72138,0.208518,0.140961,48800,26
-2.87709,-2.11368,-1.95068,0.19339,-0.640843,-1.0921,0.0286783,0.0675781,0.0968342,6.67985,0.209301,0.141621,48900,26
-2.79649,-2.13286,-1.94335,0.2542,-0.68375,-1.06386,0.0307808,0.0594369,0.0902446,6.67999,0.206139,0.14035,49000,26
-2.76615,-2.1407,-1.91252,0.324224,-0.775027,-1.02899,0.0237029,0.0609683,0.0943719,6.65753,0.20867,0.140185,49100,26
-2.83338,-2.09093,-1.89691,0.154643,-0.68858,-1.1078,0.03064,0.0584642,0.0938431,6.76763,0.206265,0.141012,49200,26
-2.81014,-2.09319,-1.9184,0.165492,-0.637249,-1.11283,0.0304349,0.0562465,0.0928306,6.55011,0.204911,0.141652,49300,26
-2.90415,-2.24074,-2.07476,0.32217,-0.44563,-0.962542,0.029142,0.0582075,0.0895334,6.6877,0.208255,0.142331,49400,26
-2.92406,-2.30455,-2.1013,0.357419,-0.371426,-1.00303,0.0295139,0.0515126,0.104174,6.68952,0.208689,0.142388,49500,26
-2.8518,-2.28737,-2.11191,0.314482,-0.385727,-0.973067,0.0274579,0.0565732,0.0905165,6.82025,0.20364,0.139534,49600,26
-2.847,-2.3408,-2.13343,0.333999,-0.273662,-1.01851,0.0273812,0.0572625,0.0905541,6.78139,0.206859,0.141705,49700,26
-2.8888,-2.3189,-2.16153,0.352873,-0.318714,-0.940076,0.0261193,0.0575685,0.0950191,6.6502,0.207725,0.142598,49800,26
-2.93978,-2.21447,-2.07132,0.277175,-0.46621,-0.980963,0.0245165,0.073984,0.0976781,6.66478,0.207625,0.141487,49900,26
-2.95698,-2.24506,-2.05905,0.26404,-0.409409,-1.04532,0.0290149,0.0686743,0.0951749,6.68958,0.210034,0.140363,50000,26
-2.86599,-2.33964,-2.15479,0.332879,-0.281198,-0.933966,0.0277929,0.0563838,0.0954306,6.60593,0.205085,0.138883,50100,26
-2.92528,-2.23766,-2.06828,0.321882,-0.422608,-1.03253,0.0266961,0.065542,0.0812124,6.59448,0.205818,0.140556,50200,27
-2.91085,-2.2789,-2.09462,0.281301,-0.357106,-0.963665,0.0289036,0.0615944,0.0850674,6.6633,0.207258,0.140099,50300,27
-3.08315,-2.3409,-2.14792,0.333617,-0.254704,-0.975184,0.0299088,0.0666573,0.0845515,6.7179,0.208804,0.141266,50400,27
-2.93428,-2.29895,-2.12255,0.35243,-0.375715,-0.984208,0.0301866,0.0589207,0.0853939,6.79626,0.20773,0.140536,50500,27
-2.97347,-2.25088,-2.05231,0.246485,-0.379854,-1.08151,0.0253602,0.0759602,0.095023,6.65951,0.21007,0.139482,50600,27
-2.91854,-2.21742,-2.09065,0.246971,-0.41312,-1.075,0.0312454,0.0569201,0.104246,6.63393,0.207219,0.138804,50700,27
-2.94523,-2.21143,-2.00811,0.266805,-0.453919,-1.01763,0.032749,0.0565426,0.0869434,6.61351,0.209411,0.14158,50800,27
-2.81412,-2.20883,-2.04139,0.203033,-0.42091,-1.04182,0.0297805,0.0547097,0.0938308,6.72253,0.207419,0.140732,50900,27
-2.76481,-2.23048,-2.02348,0.25051,-0.502469,-1.03364,0.0237046,0.0613564,0.0946901,6.7138,0.206508,0.138234,51000,27
-2.87011,-2.18038,-2.02188,0.242047,-0.453017,-1.0773,0.0256057,0.0571337,0.0796776,6.68901,0.204334,0.139166,51100,27
-2.91327,-2.20179,-2.02044,0.220809,-0.483174,-1.08059,0.0340759,0.0558468,0.107701,6.6462,0.205097,0.140014,51200,27
-2.7395,-2.15531,-1.98837,0.104893,-0.501331,-1.09108,0.0250799,0.0568601,0.114216,6.59548,0.20689,0.139698,51300,27
-2.78519,-2.15034,-2.00309,0.189845,-0.640796,-1.05613,0.0376534,0.0468325,0.114512,6.6572,0.205856,0.138906,51400,27
-2.74271,-2.08723,-1.89955,0.205498,-0.777331,-1.09809,0.0275113,0.0615853,0.0998319,6.60753,0.204797,0.142443,51500,27
-2.7599,-2.13055,-1.92844,0.1304,-0.585257,-1.09552,0.0298702,0.0556703,0.095455,6.7167,0.205847,0.142069,51600,27
-2.76948,-2.11096,-1.94205,0.176256,-0.636129,-1.02233,0.0299511,0.0547561,0.0874712,6.72567,0.205205,0.141068,51700,27
-2.88368,-2.1844,-2.04769,0.200672,-0.4748,-1.05601,0.0266561,0.0691228,0.108348,6.71001,0.207663,0.140508,51800,27
-2.80985,-2.15209,-1.99535,0.136522,-0.461024,-1.08589,0.0308595,0.0523492,0.0945455,6.62395,0.207333,0.140731,51900,27
-2.9134,-2.2336,-2.0547,0.334283,-0.501257,-0.986963,0.0273604,0.0640334,0.0939579,6.69036,0.204526,0.140711,52000,27
-2.83259,-2.22083,-2.04086,0.242448,-0.40786,-1.03716,0.0268641,0.0609031,0.094319,6.61226,0.205915,0.140527,52100,27
-2.98375,-2.25157,-2.11915,0.214174,-0.276682,-1.00557,0.0357806,0.0546404,0.107333,6.65369,0.205215,0.141982,52200,27
-2.93051,-2.35344,-2.16398,0.257747,-0.174408,-0.986734,0.0221809,0.0641274,0.116596,6.63887,0.209876,0.142108,52300,28
-2.9296,-2.28931,-2.14313,0.310265,-0.279195,-1.02863,0.0305329,0.0589979,0.0995242,6.65836,0.210229,0.142693,52400,28
-2.93743,-2.28894,-2.10167,0.279382,-0.338471,-1.01329,0.0319107,0.0608821,0.100286,6.64699,0.207412,0.143466,52500,28
-2.91849,-2.25135,-2.07152,0.265898,-0.375725,-1.03291,0.0309714,0.0554634,0.0905609,6.60582,0.207999,0.141102,52600,28
-2.838,-2.19031,-2.03602,0.255188,-0.467143,-1.01893,0.0304713,0.0616761,0.0848154,6.84311,0.208291,0.141935,52700,28
-2.92615,-2.21128,-2.06376,0.218376,-0.422415,-0.964772,0.0279015,0.0610062,0.0982423,6.56532,0.20706,0.141994,52800,28
-2.88671,-2.1918,-2.06302,0.292219,-0.488966,-1.03985,0.0314698,0.055803,0.095765,6.59413,0.20493,0.139765,52900,28
-2.9317,-2.16561,-2.00745,0.219191,-0.512537,-1.05661,0.0281671,0.0717638,0.0921167,6.65512,0.210274,0.141363,53000,28
-2.82108,-2.15655,-1.99936,0.227194,-0.554935,-1.01988,0.0229335,0.0742946,0.0939495,6.63219,0.208666,0.141461,53100,28
-2.81106,-2.19126,-2.00594,0.172587,-0.447374,-1.05771,0.0287297,0.0552623,0.0940917,6.5945,0.212981,0.141084,53200,28
-2.91898,-2.26565,-2.0959,0.261591,-0.342602,-1.00052,0.0298279,0.0605286,0.0947865,6.58664,0.207951,0.140231,53300,28
-2.96207,-2.34039,-2.09864,0.411436,-0.364585,-0.909058,0.031487,0.0624035,0.0917214,6.79141,0.208928,0.141672,53400,28
-2.92427,-2.25206,-2.076,0.301287,-0.425864,-0.971837,0.0242727,0.0723474,0.0953782,6.72997,0.206104,0.141992,53500,28
-2.93155,-2.28518,-2.11312,0.318731,-0.350429,-0.990994,0.023126,0.0756813,0.108088,6.74707,0.207464,0.142183,53600,28
-2.95288,-2.34813,-2.16191,0.384248,-0.264706,-0.977604,0.0271171,0.0557072,0.10846,6.70674,0.207151,0.141319,53700,28
-2.96731,-2.34592,-2.22313,0.310841,-0.184355,-0.970384,0.02981,0.0595004,0.111882,6.66272,0.209222,0.139814,53800,29
-2.90552,-2.27543,-2.08577,0.288642,-0.374904,-1.00179,0.0363002,0.0468857,0.0956665,6.62056,0.206844,0.141069,53900,29
-2.97069,-2.29912,-2.12627,0.317606,-0.230879,-1.02593,0.030912,0.0557836,0.0868141,6.69882,0.207471,0.14337,54000,29
-2.97968,-2.33139,-2.19835,0.284031,-0.142515,-1.01582,0.0277266,0.0604101,0.0814125,6.60594,0.209135,0.140886,54100,29
-2.95944,-2.36549,-2.17798,0.291216,-0.133947,-1.02451,0.0272807,0.0572297,0.0897546,6.83744,0.208761,0.140259,54200,29
-2.96834,-2.30581,-2.11536,0.268075,-0.291154,-1.00944,0.0253242,0.0654116,0.0937957,6.71526,0.204309,0.141291,54300,29
-2.94505,-2.43595,-2.22913,0.372008,-0.038973,-0.952054,0.0322006,0.0494682,0.10392,6.60473,0.208492,0.143189,54400,29
-3.0194,-2.45436,-2.2859,0.357353,0.0069106,-0.914727,0.031593,0.052029,0.116614,6.63629,0.20638,0.141655,54500,29
-3.03395,-2.37254,-2.1355,0.410276,-0.262065,-0.915129,0.0260575,0.0631121,0.0736729,6.56174,0.207597,0.14292,54600,29
-2.9357,-2.25961,-2.07674,0.33198,-0.46465,-0.972662,0.0343724,0.0632635,0.107593,6.621,0.208777,0.142869,54700,29
-2.9914,-2.25638,-2.03799,0.303594,-0.429618,-1.01968,0.0298774,0.0681538,0.0934729,6.57918,0.208437,0.14248,54800,29
-2.93907,-2.18039,-1.99644,0.277825,-0.599906,-0.990529,0.0345713,0.0543236,0.0959913,6.6695,0.208079,0.14079,54900,29
-2.91354,-2.242,-2.02531,0.29743,-0.522343,-0.954448,0.0388141,0.0495812,0.0934894,6.51465,0.205705,0.141667,55000,29
-2.83338,-2.20043,-1.99324,0.27587,-0.542876,-1.06599,0.0267801,0.0639333,0.10131,6.51505,0.206916,0.141674,55100,29
-2.91066,-2.19216,-2.02663,0.259845,-0.51378,-1.028,0.0271147,0.0662774,0.0920054,6.6258,0.207921,0.141378,55200,29
-2.86939,-2.16253,-1.9956,0.157383,-0.467452,-1.03075,0.0233422,0.0755359,0.085873,6.63656,0.209105,0.140474,55300,29
-2.90821,-2.21911,-2.04077,0.208956,-0.385086,-1.02811,0.0306305,0.0664892,0.089076,6.52584,0.207758,0.142248,55400,30
-2.90215,-2.23837,-2.08883,0.283106,-0.385916,-1.01516,0.0261184,0.0590154,0.0861484,6.6767,0.206455,0.143344,55500,30
-2.97967,-2.23752,-2.0544,0.24695,-0.409607,-1.02804,0.0234544,0.0760971,0.101054,6.65977,0.210792,0.140407,55600,30
-2.90913,-2.1731,-2.02169,0.162663,-0.515703,-1.0433,0.0320467,0.0694128,0.0911824,6.6184,0.207593,0.139435,55700,30
-2.94165,-2.16525,-1.98701,0.238884,-0.576841,-1.07504,0.0308856,0.0670259,0.0910656,6.57424,0.205998,0.14097,55800,30
-2.93739,-2.13816,-1.9502,0.220491,-0.556513,-1.08547,0.0327192,0.0663563,0.0730679,6.64176,0.207726,0.142515,55900,30
-2.87877,-2.18662,-1.9678,0.280212,-0.608052,-1.01311,0.0308099,0.0649519,0.0914381,6.69333,0.209632,0.14272,56000,30
-2.79043,-2.1513,-1.94237,0.276373,-0.671502,-1.01372,0.0233641,0.0734572,0.0787152,6.6257,0.207205,0.140003,56100,30
-2.73979,-2.13844,-1.91782,0.19796,-0.6763,-1.06215,0.0290674,0.0603918,0.093299,6.68598,0.209344,0.139765,56200,30
-2.73537,-2.12948,-1.90864,0.263876,-0.726252,-1.05482,0.0312882,0.0584705,0.082935,6.70325,0.211404,0.140999,56300,30
-2.76922,-2.05717,-1.88687,0.131211,-0.741491,-1.12433,0.0272652,0.0694476,0.0927057,6.57265,0.208133,0.140768,56400,30
-2.78555,-2.09125,-1.87713,0.241791,-0.81801,-1.09217,0.0288801,0.0631226,0.0923317,6.72158,0.206209,0.140209,56500,30
-2.82773,-2.11681,-1.90405,0.235861,-0.826719,-1.04753,0.0252622,0.078903,0.100494,6.65494,0.207167,0.139254,56600,30
-2.77466,-2.08978,-1.90653,0.25904,-0.750195,-1.10511,0.0276541,0.0642195,0.0879166,6.70297,0.209713,0.139466,56700,30
-2.72686,-2.0916,-1.90974,0.221389,-0.782961,-1.06414,0.0301728,0.056546,0.0920726,6.61245,0.205636,0.140643,56800,30
-2.822,-2.09072,-1.92748,0.210341,-0.689833,-1.06404,0.0288992,0.0615255,0.078935,6.56599,0.208906,0.139146,56900,31
-2.91155,-2.16594,-1.97604,0.15515,-0.54948,-1.08519,0.0443456,0.0532601,0.1052,6.67166,0.206619,0.140255,57000,31
-2.97164,-2.19603,-1.99901,0.244483,-0.547958,-1.069,0.0293439,0.0768087,0.101975,6.69524,0.206444,0.141148,57100,31
-2.89774,-2.13129,-1.91473,0.271385,-0.754722,-1.06143,0.028483,0.071966,0.0947702,6.62855,0.202303,0.139794,57200,31
-2.91683,-2.08037,-1.88654,0.223127,-0.759253,-1.08493,0.0256066,0.0740423,0.0839299,6.67219,0.203144,0.140081,57300,31
-2.86327,-2.05903,-1.89469,0.166813,-0.760441,-1.05003,0.0356217,0.0623111,0.0909286,6.86174,0.205532,0.140022,57400,31
-2.83988,-2.12334,-1.94829,0.217159,-0.644926,-1.08295,0.0305981,0.0563069,0.100757,6.71626,0.203333,0.140985,57500,31
-2.75262,-2.18855,-2.01786,0.260435,-0.536598,-1.02661,0.0297122,0.0599562,0.0863048,6.64087,0.204556,0.138997,57600,31
-2.9331,-2.19682,-2.02098,0.199431,-0.450592,-1.00905,0.0320792,0.0620948,0.0921985,6.59755,0.205018,0.140002,57700,31
-3.02701,-2.22098,-2.04719,0.331217,-0.533501,-0.985272,0.0330172,0.0598928,0.0948284,6.73938,0.205959,0.139095,57800,31
-2.96224,-2.21444,-2.03369,0.284969,-0.478232,-1.00616,0.0310228,0.0646472,0.101746,6.69448,0.206409,0.141533,57900,31
-2.9243,-2.231,-2.04394,0.268086,-0.489338,-0.98586,0.0326839,0.0577762,0.0909345,6.656,0.209099,0.142851,58000,31
-2.8326,-2.20331,-2.01216,0.267255,-0.526722,-1.02524,0.0302078,0.0603744,0.0971636,6.6185,0.20559,0.140752,58100,31
-2.83105,-2.17835,-2.00304,0.240287,-0.523456,-1.01138,0.0223158,0.0748818,0.0769834,6.60846,0.207847,0.141064,58200,31
-2.90513,-2.23575,-2.04517,0.235691,-0.413608,-0.975023,0.0291526,0.0638585,0.0903542,6.64183,0.207044,0.138876,58300,31
-2.89383,-2.24212,-2.03476,0.295806,-0.418464,-1.02843,0.0275046,0.0645206,0.0851487,6.62099,0.207682,0.138901,58400,31
-2.98956,-2.20211,-2.022,0.235726,-0.48515,-1.00577,0.0310732,0.0688328,0.0909478,6.61722,0.205202,0.140934,58500,32
-2.98648,-2.14378,-1.97158,0.186736,-0.562629,-1.05776,0.0328711,0.0579015,0.0886338,6.72381,0.203262,0.140932,58600,32
-2.8824,-2.04919,-1.87744,0.0771278,-0.742219,-1.13883,0.035685,0.0577405,0.105492,6.58864,0.203521,0.139123,58700,32
-2.88869,-2.03016,-1.86159,0.147677,-0.775618,-1.05929,0.0269004,0.068786,0.0777161,6.76797,0.206775,0.139502,58800,32
-2.77732,-2.11702,-1.9433,0.233751,-0.681806,-1.03612,0.028295,0.065827,0.0876424,6.63716,0.205894,0.140263,58900,32
-2.80765,-2.09691,-1.89284,0.241027,-0.772326,-1.0423,0.0298448,0.0656192,0.0948071,6.70644,0.2061,0.139429,59000,32
-2.85765,-2.10699,-1.92782,0.0965748,-0.576817,-1.08691,0.0386931,0.061596,0.096962,6.58655,0.204227,0.140603,59100,32
-2.81542,-2.08361,-1.88371,0.149488,-0.714798,-1.08259,0.0316696,0.0614946,0.0915125,6.66748,0.205424,0.142666,59200,32
-2.78035,-2.06275,-1.88907,0.13723,-0.78935,-1.10246,0.0364934,0.0591352,0.10769,6.68414,0.205801,0.141624,59300,32
-2.85925,-2.1159,-1.90097,0.191728,-0.699393,-1.06838,0.0253003,0.073546,0.0859008,6.74141,0.204257,0.143612,59400,32
-2.95932,-2.04268,-1.89456,0.17488,-0.755642,-1.09762,0.0320146,0.0751842,0.105959,6.60411,0.207072,0.142816,59500,32
-2.91709,-2.03959,-1.83541,0.0714739,-0.739171,-1.08785,0.0330141,0.0691723,0.0900544,6.53271,0.20502,0.140928,59600,32
-2.82937,-2.07357,-1.87489,0.198198,-0.769283,-1.05937,0.0365475,0.061892,0.0891735,6.66394,0.203796,0.141872,59700,32
-2.79926,-2.05061,-1.87759,0.146546,-0.800856,-1.07522,0.031771,0.0684553,0.088555,6.66181,0.204538,0.142102,59800,32
-2.84925,-2.07198,-1.92421,0.168151,-0.694704,-1.09905,0.0293364,0.0687293,0.0949629,6.58649,0.205842,0.13962,59900,32
-2.84855,-2.07546,-1.88294,0.161475,-0.687273,-1.09275,0.0279767,0.0649713,0.0848879,6.73655,0.2052,0.140612,60000,33
-2.93878,-2.06275,-1.89501,0.19517,-0.777473,-1.08119,0.030791,0.0733239,0.0828913,6.66882,0.207612,0.140778,60100,33
-2.85539,-2.03084,-1.8592,0.171155,-0.839244,-1.05086,0.0367435,0.0657704,0.0858462,6.7173,0.206048,0.138876,60200,33
-2.81417,-2.03307,-1.86546,0.104614,-0.782579,-1.0993,0.0309142,0.0713048,0.0883526,6.76169,0.207093,0.142213,60300,33
-2.80424,-2.02666,-1.87066,0.136941,-0.801769,-1.12978,0.0291161,0.0720808,0.101026,6.63262,0.205531,0.141071,60400,33
-2.836,-2.16851,-1.97459,0.200535,-0.538965,-1.04805,0.0295477,0.0651709,0.0997198,6.50316,0.206285,0.142163,60500,33
-2.83899,-2.19919,-2.02638,0.260253,-0.535468,-1.0349,0.0273252,0.0662897,0.108249,6.68812,0.203718,0.14178,60600,33
-2.76784,-2.19399,-1.99303,0.304087,-0.507409,-1.01621,0.022625,0.0625048,0.0785406,6.71283,0.206626,0.140873,60700,33
-2.94283,-2.13364,-1.96275,0.253464,-0.60964,-1.02212,0.028446,0.076762,0.0891811,6.75302,0.206115,0.143979,60800,33
-2.89883,-2.07733,-1.88644,0.138747,-0.674351,-1.06224,0.0316865,0.0635567,0.0859291,6.58387,0.206972,0.142948,60900,33
-2.86969,-2.0793,-1.93125,0.159639,-0.683624,-1.09055,0.024939,0.0720469,0.0947075,6.60301,0.206829,0.141969,61000,33
-2.9148,-2.0776,-1.88059,0.133992,-0.686312,-1.04768,0.0363806,0.0681945,0.080641,6.65099,0.206422,0.141435,61100,33
-2.9173,-2.09359,-1.90328,0.210472,-0.788383,-1.02249,0.0412617,0.0531507,0.103865,6.62707,0.205074,0.138512,61200,33
-2.85929,-2.12312,-1.9123,0.268935,-0.73013,-1.07223,0.0263184,0.0748599,0.0798837,6.74838,0.204432,0.142766,61300,33
-2.82378,-2.15734,-1.95315,0.245124,-0.596284,-1.07503,0.0258741,0.0627055,0.087201,6.76442,0.205368,0.140967,61400,33
-2.83835,-2.05502,-1.85852,0.185819,-0.757439,-1.10657,0.0303186,0.0659894,0.0883437,6.61924,0.205915,0.141518,61500,34
-2.70834,-2.13494,-1.9365,0.255134,-0.717299,-1.00939,0.0283112,0.0584531,0.110715,6.69436,0.204631,0.143284,61600,34
-2.91754,-2.16784,-1.95616,0.235341,-0.568012,-1.0285,0.024708,0.0755869,0.0786785,6.57831,0.210346,0.140675,61700,34
-2.84024,-2.1759,-2.0065,0.21165,-0.521626,-1.0211,0.026518,0.0647282,0.0977519,6.71947,0.206022,0.142081,61800,34
-2.84624,-2.1728,-2.01247,0.271405,-0.589894,-0.982594,0.0252967,0.0680314,0.0878996,6.68979,0.205412,0.140206,61900,34
-2.76217,-2.17531,-2.02665,0.224617,-0.502142,-1.05124,0.0234537,0.067068,0.0946968,6.59903,0.208198,0.141035,62000,34
-2.88479,-2.2303,-2.0381,0.318864,-0.50906,-0.990177,0.0228245,0.0691738,0.0875642,6.57867,0.206727,0.139511,62100,34
-2.81957,-2.20312,-2.00812,0.266214,-0.540479,-0.970478,0.0303754,0.0634398,0.0913635,6.82003,0.208013,0.141142,62200,34
