BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, BetaP_SE_3, BetaP_SE_4, BetaP_SE_5, BetaP_SE_6, BetaP_SE_7, rho_0,rho_1,rho_2,phi,gamma_ei,gamma_ir,Iteration,Time
-3.41822,-2.54487,-2.31299,0.267127,0.581554,-0.227128,0.613816,-1.33863,0.0275119,0.0716926,0.0703886,6.74121,0.193146,0.139807,821000,690
-3.33185,-2.55867,-2.36254,0.391539,0.553173,-0.0783331,0.59689,-1.29791,0.0234932,0.0701543,0.0502004,6.70015,0.193233,0.13915,822000,691
-3.24404,-2.15135,-1.91747,-0.26316,0.17711,-0.55007,0.135484,-1.69409,0.034401,0.0679351,0.0676991,6.67733,0.19547,0.138462,823000,692
-3.13797,-2.25515,-1.99922,-0.0199498,0.249695,-0.380399,0.0745854,-1.50712,0.0294868,0.0713401,0.0607648,6.63443,0.19754,0.138462,824000,692
-3.33918,-2.46674,-2.24234,0.231391,0.421137,-0.226787,0.44415,-1.37654,0.0345401,0.0702903,0.0667134,6.71608,0.193655,0.13942,825000,693
-3.32291,-2.38548,-2.13748,0.16561,0.3464,-0.305692,0.212724,-1.31288,0.0318092,0.0693814,0.0723175,6.64259,0.198239,0.137589,826000,694
-3.1544,-2.37828,-2.13615,0.0908482,0.339533,-0.277808,0.166373,-1.31739,0.0197362,0.0786159,0.0714751,6.66569,0.197949,0.138352,827000,695
-3.15351,-2.32191,-2.10987,0.154421,0.276844,-0.245126,-0.00421033,-1.41879,0.0303312,0.068687,0.0657337,6.60141,0.197031,0.137884,828000,695
-3.26429,-2.44176,-2.20902,0.143402,0.43288,-0.261245,0.307703,-1.39581,0.0361554,0.0594135,0.0730352,6.76943,0.19476,0.135334,829000,696
-3.06921,-2.26279,-2.02791,-0.0229376,0.251568,-0.285248,-0.201154,-1.30027,0.028428,0.0711672,0.0729048,6.69179,0.196208,0.137593,830000,697
-3.0788,-2.15347,-1.92316,-0.0756623,0.0968854,-0.362747,-0.327276,-1.4023,0.0303011,0.0638686,0.0789901,6.73462,0.195526,0.138582,831000,698
-2.93625,-2.14538,-1.90138,0.0146046,0.0604699,-0.34129,-0.451333,-1.34109,0.0272536,0.0654515,0.0664284,6.63346,0.196091,0.137744,832000,699
-2.93951,-2.27139,-1.9747,0.0909717,0.156539,-0.263766,-0.278372,-1.26621,0.0326497,0.0553978,0.0562966,6.65919,0.195193,0.137335,833000,699
-3.14746,-2.25582,-2.04284,0.115846,0.148715,-0.283686,-0.142966,-1.34476,0.0380731,0.0537939,0.089421,6.64365,0.195307,0.139665,834000,700
-3.09365,-2.26454,-1.99094,0.0600804,0.203579,-0.353264,-0.0206338,-1.46308,0.027708,0.0675328,0.0524566,6.56064,0.193757,0.136791,835000,701
-3.27188,-2.20527,-1.99221,0.0960032,0.0960457,-0.329854,-0.0422547,-1.59308,0.0337923,0.0688791,0.057667,6.63348,0.194541,0.137569,836000,702
-3.07746,-2.32901,-2.09281,0.128189,0.289394,-0.254546,-0.00125448,-1.33678,0.0309254,0.0612364,0.0611457,6.69749,0.196413,0.138039,837000,703
-3.0873,-2.26009,-2.0305,0.0585844,0.252428,-0.324471,-0.253062,-1.34427,0.0198484,0.088978,0.0697622,6.69115,0.195548,0.13783,838000,703
-3.05546,-2.31915,-2.08571,0.246951,0.181145,-0.201235,-0.236196,-1.18787,0.034725,0.0560722,0.0852161,6.73624,0.196661,0.137343,839000,704
-2.8623,-2.2537,-2.02436,0.0847311,0.17974,-0.242301,-0.249864,-1.28054,0.0166107,0.07668,0.060882,6.69873,0.19416,0.138334,840000,705
-2.89731,-2.1302,-1.87184,-0.0698366,0.0263819,-0.282749,-0.581353,-1.37595,0.0277538,0.066743,0.0736301,6.6526,0.195043,0.138625,841000,706
-2.80672,-2.03707,-1.79435,-0.148969,0.0565471,-0.451085,-0.678112,-1.30264,0.0237163,0.0717025,0.0496767,6.67716,0.194625,0.138475,842000,706
-2.9648,-2.09966,-1.87613,-0.0784958,0.10227,-0.39863,-0.510634,-1.36461,0.0305412,0.0626641,0.0592688,6.69757,0.194094,0.138209,843000,707
-3.01149,-2.2258,-1.97972,0.0608489,0.181515,-0.272829,-0.404709,-1.3159,0.0221071,0.0740073,0.0700762,6.64877,0.19611,0.136307,844000,708
-3.02643,-2.13139,-1.8798,-0.14358,0.0797163,-0.44505,-0.279962,-1.53103,0.026132,0.0866621,0.0630629,6.50982,0.194996,0.137878,845000,709
-2.95274,-2.26007,-2.01104,0.0594247,0.152445,-0.262643,-0.283309,-1.27905,0.0262479,0.0664063,0.0706999,6.73086,0.194731,0.137568,846000,710
-3.25505,-2.3875,-2.11533,0.0106735,0.297862,-0.177931,0.16982,-1.41742,0.0241713,0.0787511,0.0624464,6.71241,0.19801,0.138858,847000,710
-3.26404,-2.35472,-2.11758,0.0938914,0.327653,-0.344064,0.318302,-1.49208,0.0287888,0.0735353,0.063236,6.80518,0.197841,0.136872,848000,711
-3.20001,-2.38743,-2.1482,0.132546,0.267803,-0.152994,-0.0133084,-1.2989,0.0298712,0.0644369,0.0829265,6.64148,0.196283,0.134724,849000,712
-3.28465,-2.51224,-2.30219,0.249337,0.414925,-0.182532,0.338164,-1.32255,0.031997,0.0699963,0.0975268,6.70187,0.196745,0.138153,850000,713
-3.41524,-2.52675,-2.31861,0.250461,0.442482,-0.0632324,0.51549,-1.50628,0.0302781,0.0626864,0.0697971,6.68179,0.197373,0.138092,851000,714
-3.32542,-2.51447,-2.27815,0.275164,0.483284,-0.156448,0.212448,-1.19122,0.0272501,0.0758929,0.0687254,6.64199,0.195474,0.136829,852000,714
-3.35456,-2.49361,-2.25111,0.2189,0.410462,-0.183907,0.417761,-1.40611,0.0323833,0.0681359,0.0831385,6.70995,0.195785,0.138381,853000,715
-3.16361,-2.3907,-2.13077,0.2065,0.346849,-0.22013,0.0661819,-1.32228,0.0281032,0.0630168,0.0706626,6.66906,0.197124,0.135755,854000,716
-3.18337,-2.47294,-2.23466,0.305894,0.326044,-0.0819358,0.250926,-1.37329,0.0334242,0.0542896,0.0831262,6.71149,0.192221,0.136616,855000,717
-3.28014,-2.40058,-2.18132,0.172758,0.280224,-0.237111,0.0964008,-1.38806,0.0391553,0.0584555,0.0989489,6.69009,0.196113,0.137848,856000,717
-3.24256,-2.4129,-2.1918,0.270591,0.298489,-0.179249,0.156025,-1.27707,0.0322396,0.0634017,0.0670182,6.74737,0.194575,0.138095,857000,718
-3.2139,-2.34336,-2.09494,0.0598728,0.341733,-0.333693,0.0531318,-1.36339,0.0231343,0.073802,0.0677415,6.68565,0.195774,0.137076,858000,719
-2.97865,-2.13854,-1.90197,-0.00900877,0.0868711,-0.419529,-0.307045,-1.41487,0.0353521,0.0516863,0.0621094,6.62882,0.194625,0.140126,859000,720
-3.07702,-2.19858,-1.96138,-0.0217379,0.166627,-0.322191,-0.239191,-1.49704,0.0245531,0.0810222,0.0627205,6.6943,0.194225,0.137621,860000,721
-2.97143,-2.3094,-2.06712,0.109905,0.276853,-0.231136,-0.210863,-1.25574,0.0284876,0.0565803,0.0678269,6.5775,0.19457,0.138675,861000,721
-3.13728,-2.33964,-2.07564,-0.0556176,0.304863,-0.307308,0.134315,-1.45572,0.0282658,0.0619055,0.0602451,6.54767,0.191202,0.136959,862000,722
-3.3158,-2.5497,-2.28325,0.2914,0.519382,-0.0819929,0.35647,-1.29019,0.0272531,0.068842,0.0597293,6.77317,0.193987,0.136317,863000,723
-3.49431,-2.55823,-2.31799,0.36224,0.491731,-0.10653,0.542642,-1.39593,0.0371224,0.0607617,0.0787959,6.6763,0.196652,0.138162,864000,724
-3.29451,-2.58653,-2.32486,0.362558,0.470777,-0.0627158,0.461662,-1.29352,0.0290722,0.0602814,0.0723577,6.7094,0.194666,0.137827,865000,725
-3.24618,-2.44289,-2.23606,0.212634,0.395616,-0.260677,0.447968,-1.41673,0.0290917,0.0599344,0.0773907,6.63144,0.194565,0.137831,866000,726
-3.22593,-2.48675,-2.22511,0.183817,0.425453,-0.191524,0.256843,-1.34198,0.0356325,0.0588797,0.0759792,6.65237,0.192768,0.137658,867000,727
-3.10903,-2.23317,-2.03205,-0.163348,0.275718,-0.457514,0.0898888,-1.5359,0.0320756,0.0662343,0.0869856,6.59036,0.192828,0.139566,868000,729
-3.28912,-2.46118,-2.19394,0.0522842,0.543525,-0.410535,0.585399,-1.42807,0.0311707,0.0654071,0.0700841,6.70144,0.197534,0.139538,869000,730
-3.39318,-2.31256,-2.06533,-0.14684,0.372131,-0.490477,0.408319,-1.6974,0.0287529,0.0781876,0.0837318,6.71168,0.196558,0.139367,870000,731
-3.20197,-2.37483,-2.11513,0.133689,0.267805,-0.254611,0.100209,-1.42439,0.0320446,0.0622044,0.0770971,6.68037,0.196602,0.138434,871000,732
-3.31726,-2.3992,-2.15177,0.162015,0.324319,-0.274013,0.31246,-1.50098,0.0238207,0.0822612,0.0700845,6.67272,0.193334,0.136522,872000,733
-3.15765,-2.22467,-2.01006,-0.0225536,0.231809,-0.46653,0.043835,-1.52788,0.0338594,0.0657541,0.0825905,6.62041,0.194138,0.134689,873000,734
-3.25533,-2.31255,-2.09929,-0.145195,0.377978,-0.489664,0.4817,-1.69521,0.0351122,0.0661008,0.0823335,6.63377,0.196067,0.138257,874000,736
-3.16951,-2.37278,-2.1784,0.183674,0.286445,-0.176565,0.160038,-1.40132,0.0257733,0.0748091,0.0735206,6.70004,0.194926,0.138794,875000,737
-3.32039,-2.49468,-2.26679,0.338642,0.484241,-0.212123,0.472192,-1.36106,0.0267824,0.0598963,0.0652718,6.64268,0.194817,0.136987,876000,738
-3.69328,-2.76757,-2.55321,0.478591,0.749286,-0.0640566,1.07392,-1.34199,0.0316514,0.0721684,0.0821157,6.58042,0.193801,0.137396,877000,739
-3.59396,-2.88095,-2.63722,0.674834,0.81303,0.161582,1.02791,-1.18695,0.0275546,0.0584948,0.0715449,6.75154,0.19378,0.139129,878000,740
-3.56128,-2.57836,-2.38617,0.286241,0.607396,-0.259117,0.805454,-1.37334,0.0437632,0.0559358,0.0890357,6.65543,0.195127,0.139121,879000,742
-3.46505,-2.62171,-2.35936,0.284413,0.588714,-0.0912786,0.598929,-1.28341,0.0322624,0.0653426,0.0714662,6.61249,0.19562,0.138012,880000,743
-3.49868,-2.59424,-2.36037,0.154035,0.658756,-0.259826,0.782695,-1.38848,0.0311223,0.0747848,0.067487,6.62468,0.194492,0.138341,881000,744
-3.31584,-2.58071,-2.36433,0.250474,0.565299,-0.179304,0.677115,-1.33133,0.0241036,0.0687076,0.0741196,6.71339,0.196044,0.136138,882000,745
-3.55725,-2.59786,-2.3914,0.415596,0.473954,-0.0440945,0.539176,-1.35103,0.0257781,0.0853994,0.0822765,6.58848,0.194351,0.13687,883000,746
-3.35051,-2.61611,-2.34466,0.344574,0.613442,-0.122025,0.655372,-1.35213,0.0236552,0.0665261,0.0709353,6.65306,0.195187,0.139263,884000,747
-3.38503,-2.42184,-2.18268,0.19567,0.369267,-0.25833,0.228209,-1.38724,0.0237028,0.0802826,0.072223,6.65718,0.196913,0.139126,885000,749
-3.4243,-2.58181,-2.34463,0.380505,0.492279,-0.0475151,0.500748,-1.31113,0.0255525,0.0729523,0.0759994,6.72965,0.198629,0.137847,886000,750
-3.35717,-2.58786,-2.36972,0.238872,0.587081,-0.141627,0.65961,-1.38761,0.0284087,0.0628686,0.0696219,6.78258,0.194501,0.136392,887000,751
-3.3549,-2.49209,-2.30761,0.229188,0.422577,-0.179865,0.463131,-1.34486,0.0243783,0.0705303,0.0907415,6.75146,0.192549,0.136418,888000,752
-3.4746,-2.51959,-2.31364,0.163839,0.541618,-0.277236,0.779918,-1.53325,0.0306215,0.0720056,0.0690596,6.63973,0.193463,0.138748,889000,753
-3.32572,-2.45289,-2.26491,0.230681,0.36656,-0.258179,0.487031,-1.51052,0.0328303,0.0663046,0.0837568,6.78621,0.197754,0.1373,890000,755
-3.12841,-2.42473,-2.18459,0.286991,0.350931,-0.153786,-0.0159178,-1.1791,0.0231169,0.0719064,0.0602677,6.65172,0.193522,0.137171,891000,756
-3.04031,-2.22288,-1.99589,-0.0516258,0.144253,-0.337867,-0.0898701,-1.56072,0.0249055,0.0789661,0.0693628,6.69085,0.193185,0.138206,892000,757
-3.30074,-2.40894,-2.18086,0.0719788,0.419506,-0.290254,0.401958,-1.46937,0.0280135,0.0729717,0.0578015,6.70305,0.197847,0.135147,893000,758
-3.13074,-2.22706,-2.02683,-0.0654279,0.221999,-0.419464,0.0646961,-1.45937,0.0338137,0.0604427,0.0710819,6.71478,0.1943,0.136793,894000,759
-3.03766,-2.37371,-2.15418,0.247623,0.250752,-0.181471,0.0310991,-1.31336,0.0271679,0.0616135,0.0846403,6.64163,0.191381,0.135529,895000,760
-3.22958,-2.3294,-2.12742,0.00041306,0.311414,-0.336854,0.362983,-1.59932,0.0260842,0.0747794,0.0637263,6.70038,0.19323,0.139248,896000,762
-3.21232,-2.27231,-1.99468,-0.0780862,0.197412,-0.400232,0.00463872,-1.53783,0.0261045,0.0829496,0.0826188,6.59468,0.193764,0.137596,897000,763
-3.22118,-2.15382,-1.90745,-0.208037,0.116082,-0.492818,-0.0173687,-1.6423,0.0373464,0.0629637,0.0647485,6.83954,0.194546,0.13807,898000,764
-3.34973,-2.43945,-2.20376,0.212038,0.342715,-0.155814,0.198813,-1.36686,0.0318361,0.077462,0.0791248,6.74757,0.194964,0.140716,899000,765
-3.3291,-2.4723,-2.27054,0.213478,0.409922,-0.268982,0.576817,-1.53779,0.0339813,0.0670426,0.0827821,6.76374,0.19664,0.136316,900000,766
-3.30624,-2.42403,-2.20303,0.143874,0.367227,-0.336876,0.623947,-1.64975,0.0318943,0.0606247,0.0736639,6.66062,0.195318,0.134779,901000,768
-3.47204,-2.58309,-2.36257,0.347675,0.517166,-0.118942,0.589867,-1.34964,0.0349323,0.0635583,0.0764929,6.62153,0.192633,0.136669,902000,769
-3.49031,-2.63719,-2.40744,0.37074,0.553499,-0.0633167,0.764465,-1.33208,0.031939,0.0664909,0.0675864,6.67761,0.195254,0.136945,903000,770
-3.53915,-2.70539,-2.50541,0.34437,0.795448,-0.0767083,0.953717,-1.31164,0.024846,0.0735388,0.0686005,6.65317,0.195518,0.139196,904000,771
-3.58579,-2.90581,-2.64178,0.705704,0.863918,0.11276,1.01609,-1.08434,0.0263938,0.0553432,0.063782,6.71934,0.193899,0.137471,905000,772
-3.61186,-2.8251,-2.61564,0.647618,0.668377,0.0589618,1.12582,-1.30802,0.0363038,0.0586687,0.0954333,6.78019,0.192238,0.13633,906000,773
-3.53861,-2.77163,-2.505,0.552459,0.65329,0.119554,0.770143,-1.22937,0.0297717,0.0638312,0.0665745,6.67859,0.197559,0.135512,907000,774
-3.40158,-2.65775,-2.41147,0.446444,0.571058,0.000735053,0.584082,-1.30463,0.0267439,0.0634947,0.0711565,6.76428,0.194637,0.138576,908000,776
-3.3426,-2.62645,-2.33392,0.384758,0.570045,-0.0367973,0.549791,-1.31153,0.0293876,0.061098,0.0627722,6.59075,0.196065,0.138463,909000,777
-3.50566,-2.76208,-2.53729,0.569164,0.711647,0.018255,0.959191,-1.3225,0.0287933,0.0514741,0.0752448,6.63136,0.196221,0.141456,910000,778
-3.62847,-2.83784,-2.62345,0.496838,0.7925,0.0530514,1.18776,-1.33369,0.0411748,0.0534633,0.0713036,6.69214,0.199304,0.139637,911000,779
-3.41922,-2.57677,-2.32643,0.25611,0.501229,-0.163391,0.617746,-1.456,0.032381,0.0652908,0.0836616,6.73491,0.193321,0.135865,912000,780
-3.10733,-2.52103,-2.26256,0.292716,0.419545,-0.0234798,0.126173,-1.17552,0.0208731,0.0651822,0.0681445,6.63173,0.197692,0.140367,913000,781
-3.41964,-2.59534,-2.37987,0.439084,0.506387,-0.0571096,0.544871,-1.31282,0.0309564,0.0645534,0.0798241,6.69548,0.192594,0.136375,914000,782
-3.32561,-2.4848,-2.23521,0.105868,0.424865,-0.196896,0.543439,-1.4618,0.0284909,0.0626693,0.069062,6.784,0.198023,0.138011,915000,784
-3.23719,-2.35548,-2.11691,-0.0936909,0.355687,-0.414236,0.376991,-1.56386,0.0431653,0.0521959,0.0825008,6.53587,0.189711,0.137656,916000,785
-3.13989,-2.45021,-2.24522,0.324322,0.303717,-0.0930515,0.117485,-1.30391,0.0386307,0.0482636,0.0822219,6.73076,0.195743,0.139002,917000,786
-3.12339,-2.35768,-2.11129,0.130171,0.202224,-0.179629,-0.124746,-1.32636,0.031778,0.0606479,0.0784051,6.52314,0.194585,0.137765,918000,787
-3.31002,-2.43017,-2.23059,0.242782,0.329523,-0.144736,0.175372,-1.40693,0.0301049,0.0698581,0.0849357,6.76975,0.194562,0.135989,919000,788
-3.17968,-2.29862,-2.07995,0.092013,0.223126,-0.292877,0.0507716,-1.45946,0.0436729,0.0582074,0.0881533,6.65801,0.195042,0.139383,920000,790
-3.16423,-2.38148,-2.15921,0.201913,0.298881,-0.240159,-0.0106172,-1.37646,0.0342838,0.0575735,0.10088,6.65127,0.196215,0.138784,921000,791
-3.42573,-2.54723,-2.31826,0.416436,0.381247,-0.0373346,0.345669,-1.34312,0.0302063,0.0715261,0.0845921,6.70677,0.193883,0.137423,922000,792
-3.28506,-2.58817,-2.3709,0.322017,0.478688,-0.103867,0.644231,-1.42317,0.0277221,0.0739673,0.0882234,6.65896,0.192038,0.142,923000,792
-3.4148,-2.51645,-2.25488,0.456675,0.304,-0.0278391,0.21622,-1.26364,0.0342741,0.0691591,0.0768065,6.64894,0.194854,0.136621,924000,793
-3.38462,-2.42214,-2.1901,0.20697,0.336022,-0.19319,0.414661,-1.49996,0.0305702,0.0638511,0.0637744,6.62311,0.195623,0.138115,925000,794
-3.39634,-2.47636,-2.22212,0.168504,0.373071,-0.139232,0.341165,-1.33423,0.0327583,0.0648284,0.0686541,6.71165,0.193489,0.138389,926000,795
-3.32503,-2.4883,-2.25431,0.23991,0.437247,-0.249723,0.491455,-1.36379,0.0344241,0.0545659,0.0793185,6.72854,0.194341,0.140522,927000,796
-3.30131,-2.4255,-2.22861,0.137954,0.390897,-0.212245,0.375672,-1.44521,0.0343817,0.0680215,0.0749853,6.72768,0.195524,0.138971,928000,796
-2.99343,-2.33559,-2.16164,0.182349,0.244811,-0.156477,-0.10897,-1.27271,0.0287067,0.0527046,0.0671162,6.71983,0.195382,0.138121,929000,797
-3.41434,-2.51316,-2.31236,0.274274,0.417001,-0.186795,0.473463,-1.46262,0.0418409,0.0537499,0.097065,6.68686,0.191635,0.137191,930000,798
-3.19584,-2.40167,-2.18173,0.155938,0.312041,-0.173167,0.196538,-1.41177,0.0304592,0.0694382,0.08043,6.71127,0.193969,0.139756,931000,799
-3.28645,-2.43573,-2.23346,0.282192,0.350533,-0.215763,0.36889,-1.46719,0.0304393,0.067415,0.0773123,6.58135,0.1921,0.136671,932000,800
-3.22315,-2.43446,-2.18439,0.254128,0.26804,-0.150855,0.26694,-1.45695,0.0306986,0.0682706,0.0687724,6.5473,0.193667,0.137768,933000,800
-3.20163,-2.29007,-2.0242,0.173807,0.16282,-0.288899,0.000215522,-1.50917,0.0298229,0.0700729,0.0558106,6.72736,0.190362,0.136266,934000,801
-3.06286,-2.27511,-2.03155,0.0692335,0.170726,-0.219937,-0.13667,-1.40049,0.0295708,0.0726547,0.0633064,6.67608,0.194275,0.137632,935000,802
-3.05337,-2.19661,-1.94506,-0.151393,0.178662,-0.356662,-0.305773,-1.4733,0.0222703,0.0865992,0.0712981,6.58923,0.194244,0.136979,936000,803
-3.02652,-2.0076,-1.78097,-0.189431,-0.0758188,-0.478407,-0.475421,-1.61623,0.0474179,0.0479804,0.082195,6.64606,0.19354,0.137872,937000,803
-3.13496,-2.09241,-1.8447,-0.130792,0.00401713,-0.434438,-0.513337,-1.42962,0.0415641,0.0576132,0.0829343,6.74882,0.193729,0.137792,938000,804
-3.13898,-2.15475,-1.89669,-0.165388,0.13766,-0.424344,-0.30352,-1.45615,0.0334587,0.0713862,0.0691047,6.61038,0.193027,0.137574,939000,805
-3.16259,-2.23265,-1.98759,-0.211399,0.26473,-0.491875,0.00405157,-1.55191,0.0417265,0.0615338,0.0799124,6.63938,0.193071,0.136553,940000,806
-3.42112,-2.48128,-2.23934,0.0923363,0.414171,-0.232402,0.517061,-1.51254,0.0331706,0.0665944,0.0735653,6.57766,0.194582,0.136871,941000,807
-3.28411,-2.41584,-2.16387,0.0952518,0.384928,-0.206992,0.252129,-1.46263,0.0247265,0.0777866,0.0583934,6.73448,0.197845,0.136996,942000,807
-3.3751,-2.50936,-2.25304,0.202859,0.464945,-0.209033,0.485666,-1.43007,0.0336863,0.0585266,0.0709937,6.73563,0.195307,0.136013,943000,808
-3.35084,-2.51994,-2.27923,0.316492,0.41141,-0.0592942,0.377397,-1.43674,0.0321293,0.0705345,0.0701602,6.63205,0.192299,0.134205,944000,809
-3.28461,-2.33063,-2.16946,0.197629,0.2289,-0.181387,0.0285087,-1.45198,0.0299212,0.0709029,0.0836613,6.70481,0.193352,0.138082,945000,810
-3.27454,-2.31907,-2.08798,0.11064,0.281562,-0.215441,-0.073025,-1.3385,0.0272848,0.080769,0.0714257,6.73158,0.192097,0.138239,946000,811
-3.01523,-2.23628,-1.97511,-0.0154922,0.191688,-0.242378,-0.228311,-1.45868,0.0240566,0.0706355,0.046974,6.64357,0.194876,0.138121,947000,811
-3.17744,-2.27754,-2.09072,0.199321,0.182954,-0.271938,0.052401,-1.43252,0.033078,0.0581305,0.0530798,6.74692,0.197414,0.137275,948000,812
-3.17399,-2.36186,-2.14843,0.18153,0.289217,-0.224112,0.00758397,-1.28211,0.0247899,0.0708907,0.0814272,6.57083,0.192763,0.135202,949000,813
-3.41489,-2.56358,-2.35649,0.355393,0.419509,0.00555572,0.394655,-1.34068,0.0327519,0.069409,0.0656141,6.61717,0.195169,0.136426,950000,814
-3.54747,-2.69695,-2.46467,0.545305,0.549986,0.0849119,0.787673,-1.36444,0.0313324,0.0587029,0.0636117,6.61074,0.195791,0.138144,951000,814
-3.46129,-2.84135,-2.57761,0.597595,0.783812,0.182914,0.849743,-1.14156,0.0211725,0.0671959,0.0592219,6.6112,0.195518,0.138972,952000,815
-3.58273,-2.78024,-2.54056,0.607854,0.785731,0.0288599,0.95482,-1.30591,0.0270168,0.0694556,0.0451767,6.73996,0.195373,0.136553,953000,816
-3.38397,-2.70971,-2.49407,0.448853,0.710533,-0.0153265,0.803002,-1.33428,0.0241586,0.0634944,0.0785897,6.64992,0.193621,0.138396,954000,817
-3.36664,-2.47364,-2.25368,0.20731,0.427735,-0.180981,0.429762,-1.50339,0.0389434,0.0649579,0.0734141,6.66422,0.193201,0.137143,955000,817
-3.29235,-2.29155,-2.03677,-0.0106445,0.249027,-0.350397,0.201709,-1.52317,0.0298301,0.0790097,0.0638635,6.77887,0.191818,0.138924,956000,818
-3.35162,-2.41364,-2.14701,0.183644,0.345952,-0.183861,0.126731,-1.36799,0.0281218,0.0788665,0.0611442,6.61803,0.194065,0.137549,957000,819
-3.05099,-2.28315,-2.04956,0.125819,0.188912,-0.275489,-0.073493,-1.34452,0.0207825,0.0783107,0.052966,6.74614,0.196733,0.13816,958000,820
-3.10674,-2.28103,-2.05268,0.0284068,0.26506,-0.240565,-0.197472,-1.21642,0.0253224,0.0664702,0.062872,6.65664,0.194475,0.13808,959000,821
-3.22345,-2.43624,-2.19405,0.100815,0.391975,-0.197044,0.295317,-1.42294,0.0269094,0.0682013,0.0600077,6.59259,0.196933,0.137903,960000,821
-3.37009,-2.74807,-2.48094,0.53658,0.626388,0.0619911,0.706114,-1.25687,0.0277299,0.0635462,0.0795667,6.6403,0.195551,0.136585,961000,822
-3.26239,-2.70364,-2.44847,0.445318,0.638881,0.0555906,0.4679,-1.03871,0.015173,0.0728839,0.0693339,6.74564,0.19885,0.138137,962000,823
-3.22985,-2.36712,-2.10039,0.142295,0.273111,-0.213941,-0.0200228,-1.4185,0.0269627,0.0741021,0.0760788,6.5984,0.197417,0.136981,963000,824
-3.2848,-2.33019,-2.07373,0.0253961,0.268002,-0.263464,-0.0313152,-1.37248,0.0381068,0.0655414,0.0686313,6.66761,0.195975,0.137749,964000,824
-3.21098,-2.35767,-2.10055,0.13208,0.294771,-0.220792,0.0349662,-1.39742,0.028291,0.0699429,0.0611236,6.6563,0.197767,0.137348,965000,825
-3.13706,-2.27723,-2.04235,0.0586998,0.255988,-0.267637,-0.121311,-1.37462,0.0247034,0.07236,0.058752,6.78041,0.195107,0.13644,966000,826
-3.30195,-2.2442,-2.01769,-0.148237,0.254914,-0.442997,0.127787,-1.51659,0.0324765,0.078848,0.0698666,6.69431,0.196492,0.13676,967000,827
-3.38335,-2.5773,-2.34595,0.434109,0.502998,-0.064652,0.428922,-1.13433,0.0198201,0.0821988,0.04979,6.73622,0.196601,0.137929,968000,828
-3.31008,-2.38261,-2.15315,0.325552,0.168071,-0.111474,0.0714155,-1.35975,0.0320069,0.0723103,0.0660712,6.52322,0.196567,0.139255,969000,828
-3.15326,-2.1173,-1.87477,0.0060751,0.0456072,-0.480238,-0.288503,-1.56847,0.0344072,0.0752946,0.0702458,6.71717,0.194565,0.137412,970000,829
-2.95163,-2.20997,-2.01084,0.126438,0.122531,-0.279593,-0.348787,-1.29288,0.0298002,0.0580275,0.0762844,6.63509,0.194748,0.138064,971000,830
-3.13022,-2.16701,-1.95915,-0.0343792,0.0438025,-0.391964,-0.24446,-1.49286,0.0346139,0.0701846,0.0814372,6.62739,0.195308,0.138632,972000,831
-3.13562,-2.24186,-1.98403,0.0426636,0.139151,-0.409854,-0.0678718,-1.49819,0.0364022,0.0631967,0.0693186,6.63848,0.194056,0.136686,973000,831
-2.97072,-2.08583,-1.85756,-0.0240849,-0.0461681,-0.35238,-0.560906,-1.50937,0.0281123,0.0796285,0.07158,6.62552,0.197696,0.138578,974000,832
-3.19508,-2.11449,-1.87817,-0.2019,0.100901,-0.54028,-0.158707,-1.54015,0.0414192,0.0612457,0.0831238,6.6042,0.198257,0.138702,975000,833
-3.22219,-2.43647,-2.19207,0.0575492,0.407981,-0.256893,0.349991,-1.4378,0.0319297,0.0610524,0.0755677,6.65543,0.197081,0.136384,976000,834
-3.40374,-2.52849,-2.27722,0.219252,0.479112,-0.170871,0.616587,-1.46106,0.0244134,0.0683956,0.0595625,6.70563,0.195159,0.137976,977000,835
-3.33291,-2.47329,-2.2829,0.303427,0.430011,-0.172441,0.433536,-1.30865,0.0273502,0.0777349,0.0751254,6.64599,0.195103,0.137649,978000,835
-3.44031,-2.50226,-2.27616,0.319784,0.480292,-0.184416,0.42576,-1.39233,0.0310022,0.0739866,0.0707261,6.63186,0.197454,0.136408,979000,836
-3.46835,-2.6408,-2.40682,0.396599,0.588973,-0.114487,0.670303,-1.34111,0.0278015,0.0751988,0.0812021,6.69786,0.194679,0.137251,980000,837
-3.43343,-2.49588,-2.24623,0.218179,0.50095,-0.233929,0.541012,-1.4489,0.0246684,0.0841175,0.078074,6.62584,0.193789,0.13701,981000,838
-3.36396,-2.53136,-2.26785,0.335604,0.521278,-0.211009,0.564394,-1.43079,0.0278361,0.0686692,0.0599456,6.72488,0.194397,0.139063,982000,838
-3.38404,-2.60984,-2.38955,0.475686,0.498665,-0.0703455,0.578524,-1.27275,0.0308248,0.05895,0.0753927,6.81333,0.195428,0.137531,983000,839
-3.5326,-2.64491,-2.35047,0.35836,0.587676,-0.0689673,0.781952,-1.42187,0.0238609,0.0815455,0.0601359,6.59991,0.19359,0.136943,984000,840
-3.56452,-2.62774,-2.44613,0.377025,0.619289,-0.0860192,0.789062,-1.42796,0.029023,0.0741145,0.0833362,6.65887,0.193822,0.136022,985000,841
