BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.56423,-2.16851,-2.045,0.0579054,6.60854,0.18762,0.141562,1919000,5077
-2.60307,-2.22057,-2.056,0.0627679,6.64682,0.188619,0.140685,1920000,5107
-2.6004,-2.19584,-2.06251,0.0631898,6.62362,0.183825,0.140816,1921000,5109
-2.63709,-2.18715,-2.07547,0.0656649,6.66978,0.185653,0.141496,1922000,5112
-2.54948,-2.19177,-2.07278,0.0624609,6.55759,0.184807,0.141207,1923000,5114
-2.71408,-2.20383,-2.0588,0.0670872,6.6607,0.18772,0.142492,1924000,5117
-2.49099,-2.19587,-2.04657,0.0592877,6.65647,0.185078,0.142876,1925000,5119
-2.63869,-2.18244,-2.05921,0.0611958,6.59047,0.185705,0.140319,1926000,5121
-2.62145,-2.16439,-2.05345,0.0622724,6.60487,0.186922,0.142809,1927000,5123
-2.70403,-2.21769,-2.06243,0.0706002,6.61903,0.187251,0.141956,1928000,5126
-2.6051,-2.23495,-2.06569,0.0615589,6.64944,0.184658,0.140599,1929000,5128
-2.60826,-2.20767,-2.05383,0.066095,6.68536,0.183112,0.14246,1930000,5131
-2.66997,-2.18509,-2.04588,0.0647831,6.56544,0.187437,0.141805,1931000,5134
-2.58912,-2.2091,-2.06499,0.0638718,6.74417,0.187017,0.141712,1932000,5137
-2.70736,-2.21517,-2.07238,0.0669069,6.64291,0.186374,0.138822,1933000,5140
-2.63609,-2.19848,-2.07075,0.062984,6.50919,0.187135,0.140883,1934000,5144
-2.52498,-2.2214,-2.08666,0.0577185,6.66009,0.185483,0.138516,1935000,5147
-2.57087,-2.18971,-2.04551,0.0595073,6.58027,0.186937,0.141682,1936000,5150
-2.66454,-2.18622,-2.07918,0.0672878,6.6716,0.184471,0.141248,1937000,5153
-2.62293,-2.18089,-2.05856,0.0614754,6.64347,0.186627,0.141563,1938000,5155
-2.67096,-2.17484,-2.04756,0.0651389,6.6974,0.18547,0.141618,1939000,5157
-2.73098,-2.20434,-2.06274,0.0688663,6.6941,0.186246,0.143076,1940000,5160
-2.62156,-2.17722,-2.0833,0.0594422,6.66199,0.190773,0.141088,1941000,5163
-2.54098,-2.18364,-2.04256,0.0589875,6.56568,0.186006,0.141362,1942000,5167
-2.63815,-2.2079,-2.06355,0.067876,6.67543,0.187517,0.140862,1943000,5170
-2.64584,-2.17153,-2.04237,0.0591386,6.66088,0.183553,0.14218,1944000,5173
-2.56227,-2.17227,-2.04337,0.0609856,6.55915,0.186432,0.140712,1945000,5176
-2.60722,-2.21194,-2.05349,0.0597619,6.61604,0.188416,0.139982,1946000,5179
-2.6151,-2.17799,-2.06446,0.0595831,6.7042,0.187383,0.139656,1947000,5182
-2.76544,-2.19398,-2.08075,0.0699621,6.58069,0.18727,0.140499,1948000,5185
-2.52037,-2.15303,-2.03339,0.0547991,6.65021,0.188948,0.14158,1949000,5189
-2.60213,-2.19742,-2.06277,0.0566226,6.58853,0.183374,0.139487,1950000,5191
-2.6903,-2.21367,-2.04038,0.0708903,6.65732,0.186369,0.139877,1951000,5193
-2.56779,-2.17947,-2.0437,0.0605198,6.59247,0.184808,0.142325,1952000,5196
-2.62715,-2.19352,-2.06624,0.0676613,6.70812,0.186549,0.140755,1953000,5199
-2.6514,-2.20491,-2.05608,0.065725,6.67963,0.187887,0.140309,1954000,5202
-2.60575,-2.18297,-2.0582,0.0631469,6.67695,0.185968,0.142538,1955000,5206
-2.64129,-2.19573,-2.07516,0.0626325,6.72695,0.183702,0.140591,1956000,5209
-2.52821,-2.21099,-2.04521,0.0560051,6.64679,0.18422,0.141209,1957000,5212
-2.60547,-2.18037,-2.03147,0.0552533,6.75382,0.188681,0.141185,1958000,5214
-2.61535,-2.19969,-2.0716,0.0683259,6.66248,0.183765,0.141214,1959000,5218
-2.67583,-2.16543,-2.08232,0.066378,6.64478,0.184545,0.142281,1960000,5221
-2.66076,-2.20106,-2.06284,0.0728074,6.6559,0.186078,0.14252,1961000,5224
-2.59287,-2.1973,-2.04384,0.0614891,6.65628,0.186862,0.14195,1962000,5227
-2.62436,-2.2108,-2.0431,0.0656861,6.63039,0.185005,0.141821,1963000,5230
-2.68858,-2.19624,-2.06741,0.0690554,6.68131,0.185117,0.140165,1964000,5234
-2.57938,-2.19529,-2.08309,0.0618484,6.62483,0.190469,0.140546,1965000,5236
-2.57302,-2.18802,-2.0636,0.0555919,6.72618,0.187745,0.141532,1966000,5238
-2.65117,-2.19234,-2.06482,0.0678334,6.69783,0.185648,0.142296,1967000,5241
-2.67161,-2.19005,-2.08244,0.0681903,6.65035,0.185785,0.14037,1968000,5243
-2.71555,-2.18003,-2.05738,0.0681187,6.75607,0.186945,0.141662,1969000,5246
-2.65361,-2.19381,-2.04644,0.0667152,6.64167,0.188853,0.139946,1970000,5249
-2.57339,-2.227,-2.06271,0.0596583,6.56715,0.188192,0.140694,1971000,5251
-2.64128,-2.1879,-2.06739,0.0655038,6.65474,0.187593,0.142538,1972000,5253
-2.56803,-2.17896,-2.01823,0.0570253,6.61831,0.186285,0.141094,1973000,5255
-2.81048,-2.20796,-2.05568,0.0731208,6.71799,0.185095,0.14234,1974000,5257
-2.57318,-2.2036,-2.07508,0.0537823,6.7776,0.185266,0.14026,1975000,5260
-2.71205,-2.16772,-2.05914,0.0637981,6.67377,0.182868,0.140272,1976000,5263
-2.62101,-2.18576,-2.07745,0.065227,6.61486,0.182525,0.140796,1977000,5266
-2.5176,-2.21775,-2.05997,0.0569711,6.63331,0.185759,0.140517,1978000,5269
-2.61789,-2.21451,-2.0817,0.0690411,6.80169,0.184528,0.142875,1979000,5272
-2.60638,-2.21037,-2.03418,0.062205,6.5117,0.185056,0.140748,1980000,5275
-2.60009,-2.1986,-2.03845,0.0624801,6.6157,0.183905,0.143236,1981000,5279
-2.66787,-2.19007,-2.05168,0.064702,6.63193,0.187641,0.140957,1982000,5282
-2.60604,-2.20231,-2.08124,0.0669752,6.66739,0.184069,0.142646,1983000,5285
-2.6224,-2.20554,-2.05959,0.0588207,6.72375,0.186683,0.142362,1984000,5288
-2.53374,-2.1704,-2.05643,0.0558601,6.60442,0.184476,0.141742,1985000,5291
-2.60347,-2.1495,-2.03791,0.0610051,6.66035,0.186132,0.140867,1986000,5294
-2.67665,-2.17832,-2.06356,0.0671177,6.77813,0.182997,0.142661,1987000,5297
-2.54487,-2.20759,-2.06722,0.0559442,6.75258,0.18598,0.141543,1988000,5299
-2.60789,-2.18591,-2.04815,0.0594693,6.63618,0.185517,0.141699,1989000,5302
-2.61653,-2.19015,-2.05419,0.062401,6.69593,0.185205,0.140897,1990000,5305
-2.59345,-2.19234,-2.07371,0.0631127,6.70506,0.186761,0.140849,1991000,5308
-2.62628,-2.20457,-2.02923,0.0612069,6.63498,0.184722,0.140668,1992000,5311
-2.57512,-2.19599,-2.06037,0.0582693,6.69476,0.182205,0.142321,1993000,5315
-2.58821,-2.20236,-2.03649,0.0643883,6.63612,0.185494,0.140449,1994000,5317
-2.67646,-2.17964,-2.04831,0.0676574,6.68572,0.18429,0.141644,1995000,5320
-2.62207,-2.20241,-2.06487,0.0588997,6.62433,0.185554,0.141037,1996000,5322
-2.66578,-2.21758,-2.05612,0.070161,6.67914,0.185709,0.141782,1997000,5324
-2.56393,-2.17698,-2.08617,0.0612225,6.72186,0.183082,0.143019,1998000,5327
-2.60575,-2.19706,-2.04229,0.0616294,6.57196,0.183358,0.143248,1999000,5330
-2.68063,-2.17216,-2.0676,0.0621086,6.74633,0.184099,0.143424,2000000,5334
-2.63162,-2.21349,-2.07207,0.0677028,6.79207,0.186631,0.138941,2001000,5337
-2.6272,-2.21636,-2.07276,0.06203,6.75347,0.183305,0.14192,2002000,5340
-2.58004,-2.22322,-2.04866,0.0584869,6.78471,0.184597,0.140042,2003000,5342
-2.71102,-2.19912,-2.04868,0.0708709,6.77148,0.184329,0.142915,2004000,5344
-2.59246,-2.19026,-2.04693,0.0664258,6.65989,0.1864,0.142672,2005000,5347
-2.59749,-2.21839,-2.06804,0.0654036,6.69993,0.18666,0.140094,2006000,5350
-2.60394,-2.18712,-2.03282,0.0595595,6.70923,0.186235,0.143071,2007000,5352
-2.5762,-2.19889,-2.06579,0.0610923,6.64559,0.185293,0.142756,2008000,5355
-2.62481,-2.17633,-2.01182,0.0594567,6.73525,0.184028,0.142314,2009000,5358
-2.55897,-2.20948,-2.04734,0.0566004,6.60559,0.18616,0.142854,2010000,5361
-2.66167,-2.18756,-2.0622,0.0645316,6.6867,0.18507,0.144559,2011000,5364
-2.63935,-2.20051,-2.04919,0.0622719,6.65047,0.18394,0.140855,2012000,5367
-2.58266,-2.20533,-2.03704,0.0604229,6.67903,0.18705,0.141143,2013000,5370
-2.55465,-2.19407,-2.07393,0.0559901,6.65254,0.183696,0.141159,2014000,5372
-2.60558,-2.21845,-2.09018,0.0602371,6.52791,0.18609,0.141543,2015000,5374
-2.59012,-2.17212,-2.059,0.0631061,6.76412,0.184893,0.141616,2016000,5377
-2.58512,-2.2046,-2.05906,0.0648991,6.71423,0.187954,0.141721,2017000,5379
-2.55138,-2.1849,-2.07961,0.0575376,6.70231,0.185009,0.142513,2018000,5382
-2.5473,-2.18979,-2.03307,0.060869,6.58612,0.187391,0.14313,2019000,5384
-2.65931,-2.21674,-2.08968,0.0651038,6.57569,0.189239,0.140746,2020000,5388
-2.79054,-2.18248,-2.08433,0.0769652,6.69649,0.186948,0.141076,2021000,5391
-2.63005,-2.2229,-2.08185,0.064748,6.61279,0.188311,0.142833,2022000,5393
-2.73231,-2.17311,-2.05237,0.067889,6.61758,0.182875,0.141519,2023000,5395
-2.74086,-2.20473,-2.04873,0.0652062,6.52812,0.182871,0.142485,2024000,5398
-2.64543,-2.18484,-2.05874,0.0632699,6.61303,0.188268,0.141298,2025000,5400
-2.57962,-2.21316,-2.03581,0.0612984,6.67793,0.186738,0.141238,2026000,5402
-2.5625,-2.21249,-2.07391,0.0632283,6.64936,0.187336,0.139792,2027000,5404
-2.59822,-2.20956,-2.03393,0.0628544,6.76893,0.184511,0.143578,2028000,5407
-2.48876,-2.19947,-2.0658,0.0607511,6.68464,0.185683,0.141415,2029000,5410
-2.5728,-2.20149,-2.03265,0.0534251,6.65597,0.18436,0.141198,2030000,5412
-2.57521,-2.21894,-2.04812,0.0619414,6.63988,0.188296,0.143021,2031000,5415
-2.46347,-2.17128,-2.04799,0.0572744,6.56497,0.186009,0.143663,2032000,5418
-2.56515,-2.19051,-2.07016,0.0618611,6.69518,0.184634,0.140278,2033000,5420
-2.58434,-2.20165,-2.05387,0.0630209,6.78986,0.185322,0.143106,2034000,5423
-2.59271,-2.20547,-2.04481,0.0631929,6.72151,0.185789,0.140505,2035000,5426
-2.63619,-2.19586,-2.07996,0.0622321,6.60205,0.187464,0.142101,2036000,5429
-2.55819,-2.21192,-2.06834,0.0613822,6.66087,0.186078,0.140637,2037000,5432
-2.54928,-2.20992,-2.04913,0.0584718,6.64132,0.189692,0.14219,2038000,5434
-2.65908,-2.20905,-2.08912,0.0674133,6.60932,0.185374,0.143068,2039000,5437
-2.64621,-2.19348,-2.08963,0.0659554,6.77422,0.186469,0.14021,2040000,5440
-2.62622,-2.21573,-2.07948,0.068126,6.62999,0.185494,0.139642,2041000,5442
-2.59363,-2.19156,-2.08788,0.0600238,6.665,0.18598,0.142,2042000,5445
-2.6313,-2.17911,-2.09182,0.0633675,6.59706,0.184217,0.140315,2043000,5448
-2.68523,-2.18209,-2.04923,0.0648009,6.69562,0.181356,0.14184,2044000,5451
-2.54261,-2.17454,-2.03101,0.0576334,6.64824,0.187366,0.144359,2045000,5454
-2.5478,-2.1945,-2.0487,0.0614158,6.76092,0.189626,0.145053,2046000,5457
-2.60106,-2.22458,-2.0463,0.0660995,6.70069,0.185944,0.142696,2047000,5459
-2.59956,-2.19804,-2.05729,0.0612809,6.56265,0.187736,0.142197,2048000,5462
-2.65366,-2.22201,-2.08209,0.0638903,6.67949,0.183812,0.138212,2049000,5464
-2.63028,-2.19434,-2.03558,0.0659925,6.69869,0.188299,0.144162,2050000,5467
-2.55308,-2.22091,-2.05103,0.0565444,6.53366,0.186479,0.14108,2051000,5471
-2.58916,-2.17185,-2.04412,0.0555598,6.69353,0.186351,0.143786,2052000,5474
-2.68682,-2.20762,-2.03921,0.0610599,6.67554,0.18724,0.140687,2053000,5477
-2.73718,-2.23178,-2.06347,0.0756101,6.55928,0.18855,0.140441,2054000,5480
-2.58148,-2.20145,-2.07102,0.0654394,6.73891,0.185666,0.140389,2055000,5483
-2.51001,-2.20409,-2.03466,0.0524174,6.6669,0.185669,0.141577,2056000,5485
-2.6383,-2.17362,-2.06907,0.0644896,6.57224,0.186011,0.142316,2057000,5487
-2.71085,-2.18683,-2.06019,0.0654715,6.59253,0.184882,0.141808,2058000,5490
-2.6492,-2.21517,-2.05539,0.0664674,6.79797,0.186201,0.142685,2059000,5492
-2.67627,-2.1998,-2.06649,0.0654733,6.83211,0.186197,0.139906,2060000,5494
-2.62535,-2.18084,-2.06722,0.0667292,6.59806,0.185354,0.140279,2061000,5498
-2.61728,-2.19652,-2.03584,0.0604445,6.69813,0.1869,0.142735,2062000,5500
-2.60024,-2.20609,-2.05221,0.0666695,6.69093,0.187119,0.14158,2063000,5502
-2.61504,-2.18072,-2.07246,0.0640436,6.58251,0.186969,0.139499,2064000,5504
-2.67312,-2.21374,-2.04883,0.0620176,6.6508,0.187661,0.142221,2065000,5507
-2.61831,-2.20558,-2.05983,0.0618105,6.65698,0.188319,0.141216,2066000,5509
-2.80076,-2.20396,-2.0701,0.0767905,6.57602,0.184717,0.141098,2067000,5513
-2.69084,-2.21793,-2.09712,0.069566,6.70525,0.187689,0.138285,2068000,5515
-2.51856,-2.18534,-2.06762,0.057385,6.74234,0.186433,0.142515,2069000,5517
-2.60704,-2.2088,-2.05327,0.0606051,6.65058,0.186451,0.141802,2070000,5519
-2.69362,-2.16102,-2.03369,0.0656439,6.78148,0.185236,0.141409,2071000,5521
-2.71111,-2.21544,-2.07057,0.0745548,6.69731,0.187148,0.142054,2072000,5523
-2.61858,-2.18269,-2.07602,0.060783,6.75726,0.183312,0.140453,2073000,5526
-2.56979,-2.20831,-2.06799,0.0598697,6.62017,0.185467,0.14212,2074000,5529
-2.61821,-2.19025,-2.03741,0.0682934,6.85911,0.183553,0.142888,2075000,5533
-2.61923,-2.1843,-2.07814,0.0656831,6.5714,0.18678,0.139737,2076000,5535
-2.60551,-2.20053,-2.0329,0.0614154,6.66863,0.186216,0.141103,2077000,5537
-2.60549,-2.18171,-2.08085,0.0581038,6.64317,0.184715,0.14087,2078000,5540
-2.55172,-2.19047,-2.05558,0.0567868,6.65031,0.186906,0.140295,2079000,5543
-2.62171,-2.21473,-2.05266,0.0643635,6.72679,0.186247,0.139052,2080000,5546
-2.62148,-2.19914,-2.03304,0.0587774,6.61274,0.185653,0.140159,2081000,5548
-2.68263,-2.21855,-2.09315,0.0692873,6.71803,0.185767,0.141728,2082000,5551
-2.6427,-2.1923,-2.05129,0.0643856,6.62826,0.187324,0.141268,2083000,5554
-2.66697,-2.2114,-2.05717,0.0629711,6.66259,0.185162,0.141384,2084000,5556
-2.51421,-2.18683,-2.06874,0.0537801,6.71237,0.186318,0.140827,2085000,5559
-2.5789,-2.21782,-2.05125,0.0669552,6.68654,0.18574,0.141316,2086000,5561
-2.57833,-2.19598,-2.05091,0.0617391,6.65355,0.185838,0.139489,2087000,5564
-2.5976,-2.2198,-2.07473,0.0605736,6.62989,0.187712,0.140125,2088000,5566
-2.62191,-2.21251,-2.07128,0.0659281,6.69215,0.18557,0.138966,2089000,5569
-2.56108,-2.21717,-2.07564,0.0583346,6.48288,0.185927,0.140141,2090000,5572
-2.55462,-2.21133,-2.07215,0.0611855,6.63972,0.188078,0.141761,2091000,5575
-2.59078,-2.18846,-2.06572,0.0643543,6.66728,0.188461,0.143409,2092000,5578
-2.55918,-2.21367,-2.06295,0.0594629,6.71862,0.189677,0.140392,2093000,5581
-2.60226,-2.19539,-2.04089,0.0593948,6.67238,0.184964,0.139912,2094000,5584
-2.55838,-2.20815,-2.05315,0.0566189,6.75714,0.185305,0.140169,2095000,5586
-2.65877,-2.18785,-2.10039,0.0667107,6.54738,0.185493,0.140923,2096000,5590
-2.67483,-2.21333,-2.06985,0.0665292,6.57084,0.184113,0.140263,2097000,5593
-2.67464,-2.20447,-2.09813,0.0636505,6.59627,0.185212,0.139409,2098000,5595
-2.6568,-2.21232,-2.082,0.0658381,6.70285,0.188199,0.140501,2099000,5598
-2.6776,-2.22133,-2.07993,0.0617421,6.61842,0.188528,0.140741,2100000,5600
-2.59926,-2.19842,-2.06176,0.0697172,6.56856,0.184721,0.140632,2101000,5602
-2.62342,-2.18628,-2.03015,0.062045,6.65123,0.184803,0.142022,2102000,5605
-2.58023,-2.18735,-2.0314,0.0592267,6.72615,0.184173,0.141524,2103000,5608
-2.64238,-2.1893,-2.06169,0.0658261,6.57622,0.185333,0.140473,2104000,5611
-2.69785,-2.20069,-2.06209,0.0640251,6.70147,0.186991,0.140214,2105000,5614
-2.71892,-2.23902,-2.01294,0.0648098,6.67891,0.185582,0.142052,2106000,5617
-2.66002,-2.21472,-2.05233,0.065358,6.8107,0.18532,0.141898,2107000,5619
-2.62297,-2.20083,-2.03882,0.0618623,6.73249,0.187636,0.14106,2108000,5622
-2.56625,-2.18637,-2.06329,0.0576827,6.74359,0.185463,0.142512,2109000,5624
-2.55955,-2.2066,-2.05221,0.0603902,6.56603,0.183554,0.14118,2110000,5626
-2.5324,-2.19741,-2.05379,0.0591273,6.59151,0.189295,0.142803,2111000,5629
-2.66328,-2.20965,-2.05659,0.0631518,6.79618,0.184918,0.140985,2112000,5631
-2.59983,-2.18217,-2.07927,0.0620179,6.65366,0.183786,0.139907,2113000,5634
-2.67902,-2.21116,-2.05389,0.0672229,6.65979,0.185602,0.141796,2114000,5637
-2.56553,-2.19003,-2.07593,0.0627964,6.56458,0.186573,0.142854,2115000,5640
-2.51109,-2.17451,-2.05389,0.0599715,6.64331,0.184221,0.139302,2116000,5643
-2.50135,-2.19039,-2.04243,0.0561816,6.72032,0.183982,0.142759,2117000,5646
-2.59771,-2.19173,-2.07801,0.0614232,6.67861,0.184504,0.139363,2118000,5649
-2.64623,-2.1976,-2.06833,0.0633611,6.60911,0.180196,0.140212,2119000,5651
-2.58773,-2.17167,-2.0564,0.0608232,6.63629,0.187259,0.143183,2120000,5665
-2.63082,-2.18741,-2.07428,0.0664785,6.66157,0.183994,0.142384,2121000,5668
-2.58491,-2.20259,-2.06331,0.0602214,6.5991,0.189182,0.141098,2122000,5670
-2.61398,-2.18246,-2.05805,0.0556671,6.70053,0.185954,0.142298,2123000,5672
-2.60801,-2.18989,-2.09042,0.0564036,6.63942,0.184774,0.139211,2124000,5675
-2.60092,-2.19091,-2.05762,0.0611379,6.70128,0.185061,0.143545,2125000,5678
-2.73542,-2.21149,-2.03452,0.0673858,6.64993,0.185629,0.142372,2126000,5682
-2.6008,-2.1981,-2.06179,0.0635937,6.70156,0.185357,0.142019,2127000,5685
-2.60953,-2.19351,-2.07518,0.0578148,6.61564,0.183878,0.14009,2128000,5687
-2.5902,-2.1696,-2.05489,0.0577045,6.63686,0.187789,0.143079,2129000,5690
-2.57446,-2.20502,-2.07202,0.0626953,6.59782,0.186346,0.140347,2130000,5693
-2.49992,-2.17981,-2.07493,0.0550673,6.55452,0.187318,0.141236,2131000,5696
-2.65116,-2.18399,-2.05973,0.0650482,6.75685,0.183212,0.142164,2132000,5698
-2.61108,-2.20976,-2.09512,0.0689142,6.60565,0.186801,0.140431,2133000,5700
-2.59583,-2.19252,-2.07531,0.0625749,6.73132,0.186325,0.138936,2134000,5702
-2.62914,-2.19958,-2.07113,0.0676172,6.61905,0.187636,0.142313,2135000,5705
-2.5968,-2.19307,-2.00165,0.0591865,6.70713,0.188133,0.140472,2136000,5707
-2.50515,-2.17257,-2.06526,0.0571847,6.5769,0.186406,0.143061,2137000,5709
-2.61328,-2.19737,-2.04109,0.0611858,6.64705,0.184752,0.142088,2138000,5712
-2.56687,-2.19698,-2.07285,0.0634074,6.84239,0.1884,0.142463,2139000,5715
-2.53067,-2.16709,-2.02024,0.0561335,6.74155,0.182131,0.143293,2140000,5718
-2.57738,-2.19068,-2.05475,0.0611721,6.63349,0.182838,0.140196,2141000,5720
-2.56948,-2.19737,-2.04121,0.0577516,6.72282,0.183423,0.140881,2142000,5724
-2.59083,-2.20441,-2.05495,0.0603632,6.58382,0.184379,0.140439,2143000,5726
-2.5118,-2.19619,-2.05433,0.0524851,6.56411,0.183571,0.143702,2144000,5728
-2.65155,-2.20242,-2.05719,0.0663114,6.76945,0.182631,0.141625,2145000,5731
-2.50423,-2.19498,-2.04423,0.0551771,6.73077,0.185527,0.139721,2146000,5734
-2.51652,-2.18258,-2.05591,0.055715,6.62354,0.186235,0.142644,2147000,5736
-2.56128,-2.20649,-2.04415,0.0638,6.73104,0.185149,0.141249,2148000,5738
-2.58042,-2.20491,-2.09428,0.0609402,6.68383,0.186627,0.142298,2149000,5740
-2.59662,-2.20918,-2.0714,0.0628259,6.5708,0.18544,0.139498,2150000,5743
-2.57699,-2.20066,-2.07702,0.0636171,6.6401,0.185101,0.142523,2151000,5745
-2.56669,-2.18992,-2.05002,0.0590538,6.69297,0.183645,0.140334,2152000,5748
-2.61866,-2.1878,-2.06628,0.0627634,6.65901,0.184224,0.140464,2153000,5750
-2.57639,-2.20914,-2.04561,0.0615418,6.67922,0.184318,0.141765,2154000,5752
-2.50989,-2.18478,-2.03164,0.0565719,6.46892,0.187055,0.142002,2155000,5755
-2.67688,-2.17723,-2.04885,0.0697001,6.58292,0.185121,0.141594,2156000,5757
-2.52144,-2.21356,-2.06013,0.0573549,6.71659,0.186966,0.140163,2157000,5760
-2.61451,-2.20699,-2.04108,0.0610722,6.74588,0.187188,0.139146,2158000,5762
-2.62604,-2.20246,-2.06599,0.058827,6.70899,0.184036,0.139685,2159000,5765
-2.75707,-2.18949,-2.03763,0.0683565,6.62789,0.1876,0.142077,2160000,5769
-2.58864,-2.19689,-2.07138,0.0619449,6.61316,0.186593,0.140993,2161000,5772
-2.62608,-2.18883,-2.06537,0.0594542,6.73817,0.183896,0.140909,2162000,5774
-2.5675,-2.20257,-2.06155,0.0544564,6.67666,0.186957,0.140259,2163000,5776
-2.55447,-2.20386,-2.05986,0.0608515,6.62399,0.187704,0.140311,2164000,5779
-2.48963,-2.16759,-2.03521,0.055041,6.76016,0.187056,0.143779,2165000,5782
-2.54065,-2.2001,-2.0719,0.0584232,6.56943,0.185655,0.141697,2166000,5785
-2.5697,-2.18701,-2.03787,0.0622078,6.62109,0.185986,0.143184,2167000,5788
-2.5475,-2.17227,-2.05186,0.0556839,6.7035,0.183098,0.141595,2168000,5791
-2.60146,-2.21445,-2.05566,0.0627463,6.5733,0.183366,0.141798,2169000,5794
-2.53742,-2.1883,-2.06261,0.0603078,6.75219,0.187782,0.14289,2170000,5797
-2.5947,-2.20122,-2.07797,0.0645137,6.71662,0.18848,0.142047,2171000,5800
-2.60192,-2.16212,-2.03926,0.0645104,6.71935,0.184352,0.144348,2172000,5804
-2.62927,-2.21185,-2.04571,0.0639758,6.63704,0.189291,0.139941,2173000,5807
-2.52362,-2.19827,-2.07186,0.0608016,6.62781,0.184759,0.141359,2174000,5810
-2.5694,-2.20907,-2.05586,0.0623196,6.7832,0.187134,0.142153,2175000,5813
-2.63606,-2.20681,-2.06001,0.0667417,6.76096,0.186011,0.14241,2176000,5816
-2.6281,-2.20557,-2.04032,0.0645643,6.67573,0.185002,0.142746,2177000,5818
-2.63394,-2.19846,-2.06635,0.0588326,6.61205,0.187916,0.139811,2178000,5821
-2.63812,-2.19741,-2.07463,0.0642439,6.53747,0.187967,0.14237,2179000,5823
-2.70971,-2.20067,-2.06116,0.0651225,6.69644,0.184793,0.141335,2180000,5826
-2.54141,-2.1933,-2.04842,0.0597458,6.67178,0.184511,0.142327,2181000,5829
-2.61085,-2.2004,-2.04856,0.0599448,6.63816,0.186732,0.14085,2182000,5832
-2.74523,-2.2212,-2.02374,0.0634686,6.69505,0.186823,0.14168,2183000,5834
-2.62003,-2.21396,-2.06915,0.0653007,6.71393,0.186007,0.140711,2184000,5836
-2.60427,-2.17129,-2.08495,0.0614839,6.74773,0.184588,0.140629,2185000,5839
-2.69013,-2.18444,-2.04467,0.0692775,6.63813,0.185227,0.143253,2186000,5841
-2.63081,-2.20261,-2.05687,0.06201,6.7762,0.183828,0.141487,2187000,5843
-2.55918,-2.20254,-2.05815,0.0557494,6.55385,0.184759,0.142089,2188000,5845
-2.48831,-2.17434,-2.06504,0.0557854,6.67917,0.18569,0.143366,2189000,5848
-2.56892,-2.19343,-2.06247,0.0615564,6.71864,0.185576,0.14107,2190000,5851
-2.60493,-2.21438,-2.06158,0.0609912,6.78104,0.186188,0.140984,2191000,5854
-2.6705,-2.18222,-2.05808,0.0677119,6.72335,0.183362,0.14253,2192000,5856
-2.65776,-2.1856,-2.07829,0.0666894,6.66477,0.184819,0.139985,2193000,5858
-2.50751,-2.19794,-2.06256,0.0597001,6.60078,0.186947,0.141308,2194000,5861
-2.53303,-2.17441,-2.07372,0.0593905,6.62864,0.186657,0.142165,2195000,5863
-2.55882,-2.1872,-2.05422,0.0567869,6.65245,0.182983,0.141326,2196000,5866
-2.65109,-2.21682,-2.07058,0.0671902,6.66531,0.18535,0.141634,2197000,5869
-2.87185,-2.1829,-2.04576,0.0738624,6.67706,0.183463,0.14137,2198000,5872
-2.68981,-2.21107,-2.08138,0.0660734,6.56948,0.182606,0.140082,2199000,5875
-2.68028,-2.19386,-2.04517,0.0609156,6.66547,0.183523,0.141345,2200000,5878
-2.62364,-2.22447,-2.08025,0.0634165,6.68877,0.185088,0.140455,2201000,5881
-2.6182,-2.22719,-2.06972,0.0652081,6.71241,0.185758,0.140732,2202000,5884
-2.55234,-2.1913,-2.05948,0.0597562,6.71739,0.182104,0.141772,2203000,5887
-2.76524,-2.20967,-2.06989,0.0697579,6.46644,0.186802,0.140405,2204000,5890
-2.60464,-2.21433,-2.10622,0.0623387,6.70223,0.186357,0.13995,2205000,5893
-2.64776,-2.22273,-2.0837,0.0723199,6.72746,0.187651,0.14182,2206000,5896
-2.66627,-2.21017,-2.08,0.0743097,6.67637,0.183786,0.142864,2207000,5898
-2.65274,-2.20239,-2.05183,0.0594135,6.67554,0.184417,0.143387,2208000,5900
-2.63937,-2.24418,-2.04707,0.0627466,6.63601,0.186384,0.139038,2209000,5902
-2.72933,-2.19856,-2.05501,0.0711021,6.68586,0.187094,0.140045,2210000,5904
-2.47022,-2.17537,-2.03619,0.0531306,6.72237,0.188333,0.142285,2211000,5908
-2.68599,-2.17826,-2.03039,0.0653895,6.5991,0.185884,0.141575,2212000,5910
-2.68416,-2.21256,-2.06947,0.0721653,6.73263,0.185256,0.141705,2213000,5912
-2.56572,-2.21523,-2.04711,0.0623548,6.65166,0.187323,0.140482,2214000,5914
-2.64336,-2.20768,-2.07459,0.0662981,6.78148,0.187944,0.140888,2215000,5916
-2.60044,-2.19535,-2.07013,0.0634241,6.60687,0.184469,0.141474,2216000,5919
-2.52544,-2.18886,-2.05771,0.0638732,6.73341,0.184833,0.141479,2217000,5922
-2.56223,-2.1882,-2.0492,0.0588268,6.73954,0.185003,0.142372,2218000,5925
-2.64171,-2.17789,-2.06792,0.0661295,6.67994,0.186196,0.141415,2219000,5927
-2.49189,-2.20617,-2.08444,0.0510531,6.77874,0.184807,0.141258,2220000,5942
-2.68616,-2.2137,-2.07167,0.0683409,6.63493,0.184519,0.139622,2221000,5945
