BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.51618,-2.14407,-2.03424,0.0542438,6.54969,0.194426,0.146219,309000,639
-2.45872,-2.11699,-2.03162,0.0566694,6.6617,0.198598,0.146889,310000,641
-2.60017,-2.13819,-2.03549,0.061637,6.68086,0.199774,0.149112,311000,644
-2.52221,-2.12172,-2.00856,0.0606442,6.60094,0.194457,0.149748,312000,647
-2.61619,-2.08749,-2.01435,0.0586303,6.54897,0.198491,0.149964,313000,649
-2.6039,-2.09236,-2.03563,0.062394,6.68289,0.194887,0.146717,314000,652
-2.52932,-2.11994,-2.00354,0.056962,6.58685,0.199006,0.14926,315000,656
-2.54672,-2.13214,-2.00016,0.058822,6.52346,0.197029,0.148353,316000,659
-2.53158,-2.12943,-2.02757,0.0625564,6.7558,0.196265,0.148396,317000,662
-2.54471,-2.14181,-2.05906,0.0589898,6.64439,0.196753,0.146249,318000,664
-2.46511,-2.12754,-2.03313,0.0563852,6.59217,0.197602,0.148844,319000,667
-2.5773,-2.13864,-2.00725,0.0599098,6.62248,0.198577,0.147888,320000,675
-2.53699,-2.14784,-2.01481,0.0588951,6.61623,0.196539,0.148462,321000,678
-2.62375,-2.14375,-2.00446,0.0699418,6.62733,0.197062,0.147592,322000,682
-2.56741,-2.14039,-2.01515,0.0645283,6.69562,0.195451,0.149249,323000,685
-2.52012,-2.12119,-2.02852,0.0525368,6.64612,0.200114,0.148032,324000,687
-2.61321,-2.11127,-2.03111,0.0692481,6.6354,0.196316,0.148143,325000,689
-2.49289,-2.10835,-2.00515,0.0542343,6.67567,0.195988,0.147288,326000,692
-2.56112,-2.12511,-2.00866,0.0628141,6.6821,0.199988,0.147053,327000,695
-2.47252,-2.11585,-2.04219,0.0576382,6.67012,0.196342,0.147117,328000,697
-2.47124,-2.13715,-2.01589,0.0568132,6.61413,0.19813,0.14761,329000,700
-2.52001,-2.12188,-2.05105,0.0576567,6.68034,0.195987,0.146079,330000,703
-2.66843,-2.1463,-2.04183,0.0687697,6.63587,0.196973,0.144656,331000,706
-2.58188,-2.12862,-2.03871,0.0603977,6.61315,0.197914,0.147418,332000,710
-2.64137,-2.11685,-2.0193,0.0662299,6.70089,0.200121,0.146887,333000,713
-2.57949,-2.12303,-2.00074,0.059723,6.79507,0.198145,0.147887,334000,716
-2.56333,-2.08875,-1.99117,0.054724,6.70672,0.197813,0.148277,335000,719
-2.55917,-2.11182,-2.01182,0.0586252,6.55823,0.196912,0.14765,336000,722
-2.58982,-2.0913,-2.04152,0.0583084,6.62561,0.19777,0.148789,337000,724
-2.51459,-2.09105,-2.00681,0.053213,6.53552,0.195558,0.147225,338000,727
-2.54296,-2.10563,-2.02617,0.0640702,6.87281,0.198523,0.149756,339000,730
-2.58226,-2.10084,-2.00609,0.0622319,6.69513,0.194306,0.148352,340000,732
-2.59092,-2.11639,-2.04025,0.0612133,6.57662,0.194485,0.149354,341000,734
-2.63466,-2.14972,-2.03689,0.0643588,6.83177,0.195929,0.14597,342000,737
-2.55735,-2.13614,-2.03222,0.0566756,6.59174,0.199179,0.14834,343000,739
-2.58553,-2.10005,-2.0043,0.0606272,6.64673,0.195738,0.146791,344000,741
-2.62749,-2.11765,-2.01202,0.0687123,6.67364,0.197187,0.148951,345000,744
-2.61428,-2.1496,-2.01924,0.068682,6.65342,0.195707,0.145682,346000,747
-2.59245,-2.1178,-2.03921,0.064049,6.70354,0.195464,0.146898,347000,750
-2.54503,-2.11922,-2.03307,0.0603482,6.7594,0.200298,0.149478,348000,753
-2.56989,-2.1332,-2.02597,0.0638955,6.62135,0.197137,0.14672,349000,755
-2.49602,-2.13405,-2.03193,0.0593618,6.59204,0.199453,0.14979,350000,757
-2.5542,-2.1253,-2.03836,0.0595916,6.60116,0.196554,0.147514,351000,760
-2.55429,-2.14724,-2.03417,0.0599947,6.79665,0.198272,0.145161,352000,762
-2.57219,-2.14231,-2.0166,0.0617237,6.71335,0.194412,0.147586,353000,764
-2.54482,-2.11981,-2.02585,0.0608884,6.65359,0.196804,0.14809,354000,766
-2.52966,-2.1275,-2.02171,0.0595165,6.65813,0.197179,0.146727,355000,769
-2.54978,-2.17049,-2.01139,0.0597088,6.67616,0.199285,0.145734,356000,772
-2.57135,-2.13159,-2.02436,0.0649658,6.65557,0.194308,0.146088,357000,774
-2.54532,-2.13511,-2.02953,0.0595061,6.73015,0.19519,0.148545,358000,776
-2.5445,-2.10864,-2.02435,0.0587971,6.75272,0.199141,0.148523,359000,779
-2.53386,-2.11467,-2.02888,0.0618639,6.70965,0.197428,0.146343,360000,782
-2.62321,-2.15818,-2.02563,0.0660254,6.77228,0.19763,0.147734,361000,785
-2.54294,-2.13674,-2.02166,0.0598443,6.59527,0.197696,0.147258,362000,788
-2.58906,-2.14547,-2.03959,0.0604218,6.7019,0.193393,0.14512,363000,791
-2.58509,-2.12888,-2.03614,0.0639298,6.53568,0.194746,0.145601,364000,794
-2.50758,-2.16268,-2.00982,0.0497246,6.6857,0.193499,0.147492,365000,797
-2.57397,-2.09793,-2.03671,0.0588445,6.59864,0.195933,0.147824,366000,799
-2.55506,-2.13616,-2.0261,0.0577895,6.65732,0.194525,0.145663,367000,801
-2.6094,-2.10717,-2.0093,0.0651808,6.50456,0.194544,0.149677,368000,805
-2.60334,-2.13712,-2.06308,0.0611337,6.86007,0.19624,0.14785,369000,808
-2.55184,-2.12209,-2.03522,0.065601,6.70239,0.19585,0.148213,370000,810
-2.64396,-2.09603,-2.06628,0.0676132,6.65906,0.196998,0.14789,371000,812
-2.49137,-2.11651,-1.99745,0.0534991,6.69095,0.193947,0.14931,372000,815
-2.62633,-2.12587,-2.01877,0.0669423,6.62231,0.197394,0.146543,373000,818
-2.5749,-2.14364,-2.05181,0.0631752,6.59769,0.195818,0.144855,374000,821
-2.61933,-2.12644,-2.03888,0.0648127,6.73055,0.193757,0.148062,375000,823
-2.54322,-2.12322,-2.00932,0.059766,6.5788,0.191623,0.146157,376000,826
-2.65884,-2.12195,-2.03212,0.0673839,6.76584,0.197243,0.145882,377000,829
-2.49753,-2.12,-2.02478,0.0544726,6.58118,0.191794,0.146551,378000,832
-2.58313,-2.12906,-2.03448,0.0640882,6.69812,0.194894,0.147704,379000,835
-2.44833,-2.12841,-2.02014,0.052627,6.71284,0.190622,0.146148,380000,837
-2.6579,-2.11889,-2.02007,0.0641796,6.73859,0.194294,0.149188,381000,840
-2.54222,-2.13273,-2.04904,0.0637412,6.49845,0.193846,0.147117,382000,843
-2.61086,-2.13432,-2.03656,0.0678291,6.67494,0.194504,0.147218,383000,846
-2.56502,-2.12589,-2.02515,0.0584597,6.72781,0.192829,0.147161,384000,849
-2.64273,-2.14473,-2.03645,0.0661094,6.72494,0.195507,0.146479,385000,852
-2.63302,-2.14584,-2.03838,0.0711651,6.70821,0.193328,0.147694,386000,854
-2.55927,-2.14697,-2.0345,0.0610857,6.7059,0.189936,0.146187,387000,857
-2.63526,-2.13703,-2.05826,0.0631256,6.59497,0.189444,0.146531,388000,859
-2.55498,-2.12214,-2.01237,0.0590142,6.67196,0.194837,0.146802,389000,861
-2.63853,-2.11455,-2.02799,0.0672921,6.66668,0.196043,0.147644,390000,863
-2.63176,-2.11961,-2.03598,0.0639166,6.66885,0.193542,0.146643,391000,865
-2.543,-2.13816,-2.0334,0.0601899,6.70231,0.193998,0.146035,392000,867
-2.54,-2.14295,-2.04352,0.0583643,6.70533,0.191378,0.14789,393000,870
-2.58628,-2.16037,-1.98676,0.0614181,6.58429,0.19319,0.14634,394000,873
-2.51723,-2.12989,-2.03649,0.058904,6.72549,0.19433,0.147193,395000,876
-2.44856,-2.13659,-2.01886,0.0554086,6.67629,0.195025,0.146143,396000,880
-2.45217,-2.12514,-2.00103,0.0586302,6.54404,0.195146,0.148769,397000,883
-2.61343,-2.12379,-2.02168,0.0675573,6.68881,0.194893,0.147449,398000,885
-2.62772,-2.1178,-2.04521,0.0679384,6.68761,0.195439,0.145786,399000,888
-2.62472,-2.13048,-1.99956,0.0571148,6.64645,0.192081,0.148352,400000,890
-2.67996,-2.12939,-2.03358,0.0709031,6.59958,0.190682,0.145124,401000,892
-2.57518,-2.13113,-2.01633,0.0582667,6.65256,0.193215,0.145544,402000,894
-2.64495,-2.12387,-2.04201,0.0697537,6.66281,0.193231,0.146072,403000,897
-2.56283,-2.16748,-2.03778,0.0613528,6.62302,0.193383,0.145812,404000,899
-2.53296,-2.15885,-2.04555,0.0560064,6.55328,0.190845,0.145233,405000,902
-2.52211,-2.10611,-2.00987,0.061805,6.70503,0.193614,0.148206,406000,905
-2.48425,-2.13246,-1.99644,0.0537717,6.70717,0.194161,0.147829,407000,908
-2.54335,-2.15441,-2.03017,0.0612863,6.68803,0.194197,0.145461,408000,911
-2.62557,-2.13345,-2.02752,0.0658873,6.63565,0.192937,0.147769,409000,914
-2.61731,-2.12337,-2.03423,0.0635869,6.67685,0.194946,0.147789,410000,917
-2.61386,-2.1213,-2.05231,0.0613898,6.64428,0.19331,0.146583,411000,920
-2.56935,-2.12915,-2.02033,0.0645367,6.68506,0.19476,0.146895,412000,923
-2.58728,-2.1161,-2.01444,0.0639211,6.62592,0.194606,0.149002,413000,926
-2.52966,-2.13022,-2.01634,0.0575761,6.50397,0.191842,0.145919,414000,929
-2.49036,-2.14145,-2.00416,0.0573832,6.69501,0.195268,0.147341,415000,932
-2.62794,-2.13981,-2.05568,0.066624,6.58281,0.192741,0.147985,416000,935
-2.63951,-2.13524,-2.03806,0.0685784,6.70711,0.19472,0.144909,417000,938
-2.54562,-2.11655,-2.01197,0.0620733,6.82008,0.194447,0.146156,418000,941
-2.49893,-2.13426,-2.02844,0.058431,6.59713,0.194063,0.145891,419000,944
-2.59038,-2.11852,-2.04989,0.0677002,6.73463,0.193553,0.147924,420000,960
-2.54682,-2.12111,-2.02235,0.0603621,6.702,0.192614,0.147563,421000,963
-2.58011,-2.15721,-2.02545,0.0650006,6.70463,0.192605,0.145223,422000,966
-2.60054,-2.13217,-2.05758,0.0647049,6.65495,0.192018,0.144989,423000,969
-2.7123,-2.15812,-2.02151,0.06637,6.70995,0.19614,0.146408,424000,972
-2.56875,-2.13885,-2.0277,0.0606729,6.63337,0.193892,0.146399,425000,975
-2.50711,-2.16704,-2.00739,0.0598484,6.64517,0.194738,0.14582,426000,977
-2.57973,-2.1294,-2.01565,0.067152,6.65784,0.191456,0.145613,427000,980
-2.61638,-2.15537,-2.04222,0.0629405,6.77418,0.193566,0.144203,428000,983
-2.60222,-2.10417,-2.02265,0.0614788,6.74029,0.193443,0.149221,429000,985
-2.62168,-2.14462,-2.04772,0.06719,6.67932,0.195907,0.145395,430000,988
-2.61407,-2.12389,-2.00003,0.0616492,6.6014,0.192828,0.146797,431000,990
-2.70731,-2.15651,-2.03017,0.0691458,6.62431,0.191377,0.145221,432000,993
-2.64602,-2.15152,-2.01698,0.0614269,6.63126,0.195042,0.146289,433000,995
-2.60522,-2.12158,-2.02681,0.0620479,6.52979,0.188909,0.14637,434000,998
-2.54178,-2.13654,-2.03592,0.0585342,6.66117,0.189755,0.145623,435000,1000
-2.57956,-2.1432,-1.99079,0.0582863,6.62186,0.190654,0.146253,436000,1004
-2.51513,-2.1348,-2.01256,0.0593804,6.72509,0.190867,0.145234,437000,1006
-2.64435,-2.16041,-2.03174,0.0657419,6.55402,0.194989,0.145739,438000,1008
-2.51699,-2.17109,-2.02612,0.0572466,6.64244,0.189688,0.145619,439000,1011
-2.52056,-2.15199,-2.05723,0.0613147,6.72842,0.191411,0.147409,440000,1014
-2.56764,-2.15087,-2.04957,0.0624557,6.67435,0.188914,0.14427,441000,1017
-2.63903,-2.1631,-2.02111,0.0642805,6.65131,0.193288,0.145071,442000,1021
-2.5745,-2.13179,-2.04099,0.0633716,6.66773,0.195836,0.145433,443000,1023
-2.60339,-2.16022,-2.03861,0.0647731,6.62985,0.1923,0.144384,444000,1025
-2.58227,-2.12482,-2.04008,0.0653735,6.77021,0.195085,0.144943,445000,1027
-2.57159,-2.15127,-2.00522,0.0550509,6.68208,0.193802,0.144545,446000,1030
-2.53481,-2.13182,-2.02499,0.0597453,6.61507,0.192228,0.147158,447000,1032
-2.50211,-2.13384,-2.03134,0.0510426,6.58968,0.191887,0.145685,448000,1034
-2.59241,-2.14799,-2.00524,0.0555531,6.55982,0.19286,0.145636,449000,1036
-2.56092,-2.15586,-2.03511,0.0626109,6.70269,0.193122,0.147239,450000,1039
-2.6129,-2.1528,-2.02414,0.0638611,6.71304,0.191925,0.145403,451000,1042
-2.57171,-2.11474,-2.04055,0.0565114,6.6195,0.192786,0.146194,452000,1044
-2.64903,-2.13568,-2.03604,0.0633704,6.74172,0.197233,0.147354,453000,1046
-2.59449,-2.15499,-2.02798,0.0632828,6.52752,0.19226,0.145777,454000,1048
-2.57085,-2.13889,-2.05732,0.0659723,6.71008,0.194054,0.147136,455000,1051
-2.53015,-2.14293,-2.0466,0.056976,6.73656,0.194939,0.145426,456000,1054
-2.6407,-2.16487,-2.03293,0.0616159,6.71556,0.192438,0.144156,457000,1058
-2.5002,-2.16598,-2.03725,0.0605758,6.72851,0.191412,0.147876,458000,1061
-2.53231,-2.16975,-2.00643,0.0524318,6.67391,0.192457,0.14468,459000,1064
-2.62537,-2.14398,-2.03546,0.0703758,6.66508,0.191004,0.145712,460000,1067
-2.6281,-2.15069,-2.04085,0.0631111,6.65009,0.194295,0.145652,461000,1070
-2.58374,-2.15241,-2.02949,0.063059,6.68578,0.195015,0.146619,462000,1073
-2.70077,-2.15482,-2.01001,0.0654091,6.68728,0.190654,0.145034,463000,1076
-2.48801,-2.13139,-2.04911,0.0554977,6.64574,0.192895,0.14707,464000,1078
-2.62632,-2.1525,-2.02364,0.064928,6.66078,0.191295,0.146953,465000,1080
-2.54343,-2.16198,-2.04851,0.0612947,6.6432,0.191649,0.144805,466000,1082
-2.64967,-2.13838,-2.00301,0.0635869,6.62821,0.192396,0.148833,467000,1085
-2.68415,-2.12918,-2.04332,0.06365,6.69266,0.191608,0.145045,468000,1088
-2.63205,-2.13859,-2.03227,0.0644381,6.51375,0.191095,0.145919,469000,1090
-2.55687,-2.14551,-2.03967,0.0663229,6.71976,0.192355,0.145775,470000,1093
-2.54251,-2.15541,-2.03698,0.0595623,6.62415,0.190023,0.145691,471000,1096
-2.5696,-2.12717,-2.0481,0.0587256,6.66058,0.194532,0.146105,472000,1098
-2.57186,-2.16897,-2.00112,0.0615245,6.79826,0.189081,0.145997,473000,1101
-2.72421,-2.14221,-2.03295,0.0741784,6.68438,0.188182,0.146419,474000,1103
-2.50952,-2.13149,-2.00274,0.0535709,6.66342,0.192451,0.146535,475000,1105
-2.48302,-2.1539,-2.0335,0.0560695,6.50967,0.194248,0.146998,476000,1108
-2.5552,-2.14548,-2.03623,0.0602835,6.63859,0.191141,0.146583,477000,1110
-2.67841,-2.1603,-2.02196,0.0679781,6.59234,0.193004,0.146368,478000,1113
-2.50437,-2.14627,-2.0504,0.0545612,6.55216,0.191122,0.146937,479000,1116
-2.53355,-2.16199,-2.02387,0.0626121,6.70128,0.191958,0.144206,480000,1118
-2.48438,-2.17003,-2.03684,0.0582244,6.65293,0.189948,0.143728,481000,1120
-2.50066,-2.1581,-2.05568,0.0569309,6.63606,0.191156,0.146518,482000,1123
-2.56814,-2.15883,-2.04945,0.0583808,6.7231,0.193986,0.145448,483000,1125
-2.57255,-2.1621,-2.05503,0.0629125,6.69129,0.19133,0.145665,484000,1128
-2.65486,-2.1428,-2.05038,0.0620705,6.67772,0.19074,0.144815,485000,1131
-2.62062,-2.14722,-2.01914,0.0613915,6.7033,0.19335,0.146796,486000,1134
-2.58653,-2.1372,-2.06168,0.0654635,6.6714,0.193158,0.145542,487000,1136
-2.54662,-2.14938,-2.02567,0.0623453,6.65001,0.194308,0.146476,488000,1139
-2.59333,-2.15647,-2.0395,0.0623291,6.67583,0.192288,0.142934,489000,1142
-2.60468,-2.12893,-2.02083,0.0691175,6.51601,0.193605,0.145665,490000,1145
-2.51945,-2.15113,-2.03977,0.0643536,6.59586,0.19035,0.145772,491000,1147
-2.47197,-2.15687,-2.03704,0.0549172,6.65,0.1898,0.146503,492000,1149
-2.56142,-2.16773,-2.01048,0.0594032,6.76046,0.190645,0.144071,493000,1152
-2.48284,-2.1399,-2.03727,0.0594547,6.64364,0.192283,0.144383,494000,1154
-2.59358,-2.15676,-2.03849,0.0665621,6.737,0.192445,0.146286,495000,1157
-2.57723,-2.1492,-2.02946,0.0599234,6.78851,0.191666,0.143964,496000,1160
-2.60636,-2.17051,-2.002,0.0637433,6.7468,0.194695,0.146516,497000,1163
-2.51735,-2.16946,-2.03906,0.062533,6.64935,0.192871,0.144936,498000,1166
-2.56686,-2.13884,-2.05126,0.0567006,6.68021,0.192656,0.1448,499000,1168
-2.58318,-2.16839,-2.05641,0.0590511,6.72454,0.194129,0.144512,500000,1170
-2.50111,-2.13446,-1.99329,0.0596666,6.71944,0.191976,0.146596,501000,1172
-2.56282,-2.13164,-2.02646,0.0628879,6.61002,0.193814,0.148598,502000,1175
-2.61204,-2.1593,-2.05987,0.063337,6.71135,0.191586,0.143085,503000,1177
-2.63632,-2.14828,-2.06038,0.059988,6.64981,0.191067,0.144625,504000,1179
-2.67005,-2.14349,-2.06845,0.066484,6.74217,0.194114,0.145935,505000,1182
-2.57013,-2.11134,-2.03728,0.0630829,6.67951,0.19231,0.150475,506000,1185
-2.55091,-2.14615,-2.05488,0.0613571,6.82155,0.193802,0.144615,507000,1187
-2.60716,-2.11312,-2.01772,0.0651531,6.8127,0.193995,0.147204,508000,1190
-2.58125,-2.16736,-2.02568,0.0616969,6.72746,0.192773,0.146529,509000,1192
-2.61168,-2.1427,-2.05804,0.0612612,6.57134,0.192744,0.142147,510000,1194
-2.57286,-2.1483,-2.02836,0.0614235,6.68153,0.192774,0.14507,511000,1196
-2.53107,-2.12948,-2.0128,0.0562351,6.60862,0.194488,0.147537,512000,1199
-2.53274,-2.15501,-2.02287,0.0627799,6.67409,0.195427,0.146404,513000,1201
-2.57467,-2.16591,-2.0574,0.068653,6.65156,0.19037,0.14466,514000,1204
-2.56005,-2.14352,-2.04076,0.0596702,6.74768,0.192272,0.145272,515000,1207
-2.48488,-2.14333,-2.02573,0.053932,6.648,0.193393,0.147153,516000,1210
-2.50336,-2.14878,-2.05336,0.0552907,6.66877,0.190077,0.145987,517000,1212
-2.63082,-2.15156,-2.02192,0.0592876,6.80867,0.190345,0.145038,518000,1215
-2.51324,-2.16499,-2.04317,0.0573262,6.74382,0.189535,0.146482,519000,1218
-2.49996,-2.16685,-2.00596,0.0611886,6.62068,0.190039,0.146501,520000,1239
-2.48587,-2.14217,-2.01391,0.0564196,6.65441,0.195355,0.145962,521000,1242
-2.56061,-2.15657,-2.02134,0.0602853,6.75791,0.189617,0.143288,522000,1244
-2.59086,-2.14637,-2.0715,0.0637198,6.65505,0.192455,0.145109,523000,1247
-2.67592,-2.16921,-2.05247,0.0715901,6.73509,0.191524,0.145429,524000,1249
-2.52026,-2.1508,-2.01004,0.060215,6.62405,0.191669,0.146271,525000,1252
-2.55274,-2.16291,-2.03337,0.0576701,6.68994,0.191709,0.145014,526000,1255
-2.47233,-2.13669,-2.03501,0.0597538,6.72228,0.188522,0.145107,527000,1257
-2.52578,-2.16164,-2.02592,0.053936,6.74235,0.193393,0.145637,528000,1259
-2.51779,-2.16183,-2.04213,0.058632,6.64234,0.191096,0.143299,529000,1261
-2.69939,-2.16225,-2.03944,0.0644614,6.64458,0.189074,0.144065,530000,1263
-2.60499,-2.16843,-2.05266,0.0554113,6.6744,0.193333,0.142988,531000,1267
-2.51129,-2.17497,-2.04006,0.0533261,6.62002,0.191854,0.143836,532000,1269
-2.58292,-2.17634,-2.03735,0.0579908,6.6206,0.192924,0.143659,533000,1271
-2.49853,-2.12857,-2.03141,0.0542312,6.77463,0.189505,0.144369,534000,1274
-2.63958,-2.16279,-2.07255,0.0636032,6.7426,0.19383,0.142901,535000,1276
-2.57087,-2.16363,-2.04294,0.0585814,6.6557,0.193496,0.143846,536000,1279
-2.5375,-2.17333,-2.02963,0.0605046,6.73799,0.193178,0.145892,537000,1282
-2.64803,-2.13411,-2.01338,0.0614941,6.67785,0.191504,0.144232,538000,1285
-2.55986,-2.13491,-2.04028,0.0622811,6.70533,0.190222,0.147009,539000,1288
-2.57836,-2.15454,-2.00117,0.0640808,6.73034,0.189688,0.146308,540000,1291
-2.6275,-2.19062,-2.06627,0.0617232,6.62883,0.192771,0.144146,541000,1294
-2.55859,-2.13808,-2.04216,0.0607692,6.59199,0.190229,0.145226,542000,1296
-2.5543,-2.16491,-2.09055,0.0693817,6.79409,0.194225,0.144047,543000,1298
-2.5637,-2.14322,-2.03154,0.0639194,6.57515,0.193297,0.144863,544000,1301
-2.47123,-2.15861,-2.03737,0.0576246,6.65236,0.192513,0.144618,545000,1303
-2.50136,-2.16758,-2.04359,0.0539685,6.70801,0.190549,0.14283,546000,1305
-2.59886,-2.18286,-2.0509,0.0683122,6.70817,0.191562,0.143904,547000,1308
-2.58034,-2.13581,-2.05076,0.0532071,6.63445,0.189634,0.144325,548000,1310
-2.63698,-2.1549,-2.01253,0.0615462,6.73741,0.189128,0.145376,549000,1312
-2.63338,-2.16097,-2.05545,0.0650739,6.72259,0.191935,0.144206,550000,1315
-2.48199,-2.11777,-2.04384,0.0628594,6.66114,0.191667,0.145847,551000,1318
-2.48716,-2.14607,-2.0183,0.0543648,6.69027,0.190626,0.142499,552000,1321
-2.49712,-2.14935,-2.04048,0.0574567,6.60385,0.190189,0.145537,553000,1324
-2.53794,-2.16331,-2.05609,0.0564351,6.6671,0.190197,0.143207,554000,1327
-2.56157,-2.1659,-2.05215,0.0609101,6.60729,0.193549,0.14262,555000,1329
-2.66459,-2.13443,-2.04555,0.0630581,6.66924,0.191851,0.146069,556000,1331
-2.6025,-2.1577,-2.03737,0.0620646,6.604,0.192965,0.144424,557000,1334
-2.62132,-2.13643,-2.01164,0.063658,6.73531,0.191225,0.145435,558000,1337
-2.60467,-2.1695,-2.05215,0.0607826,6.73895,0.190755,0.144998,559000,1340
-2.54909,-2.14782,-2.01886,0.0589674,6.68356,0.189017,0.148226,560000,1343
-2.46651,-2.17641,-2.0362,0.054145,6.61469,0.192547,0.143801,561000,1346
-2.6667,-2.15573,-2.03926,0.0630617,6.69291,0.188216,0.145087,562000,1349
-2.59202,-2.19341,-2.0581,0.0633242,6.68406,0.189693,0.142222,563000,1353
-2.54791,-2.15543,-2.06846,0.0571529,6.67953,0.189835,0.143755,564000,1355
-2.58022,-2.17362,-2.06725,0.0618885,6.82456,0.191393,0.142574,565000,1358
-2.5863,-2.18094,-2.0467,0.0615152,6.64878,0.190335,0.14503,566000,1360
-2.67034,-2.15729,-2.04333,0.06222,6.53838,0.190571,0.144788,567000,1363
-2.56205,-2.16276,-2.03294,0.0552786,6.64299,0.197136,0.141343,568000,1366
-2.558,-2.15468,-2.06312,0.0620529,6.53766,0.193878,0.144598,569000,1369
-2.48264,-2.17048,-2.0314,0.0496195,6.83939,0.191219,0.144702,570000,1371
-2.47066,-2.17828,-2.05125,0.0554402,6.64602,0.190924,0.14469,571000,1374
-2.49513,-2.1437,-2.02256,0.0551032,6.73292,0.19052,0.147526,572000,1377
-2.66839,-2.16109,-2.05904,0.0703471,6.69168,0.19161,0.143965,573000,1379
-2.64647,-2.17499,-2.05644,0.0722605,6.72252,0.191884,0.145302,574000,1382
-2.46855,-2.15223,-2.01962,0.0545585,6.60493,0.191728,0.144961,575000,1385
-2.68207,-2.14862,-2.05407,0.0686521,6.78703,0.193501,0.143828,576000,1388
-2.61022,-2.14317,-2.03467,0.059566,6.51902,0.193637,0.148163,577000,1391
-2.62026,-2.16116,-2.02947,0.0601656,6.6499,0.19226,0.14349,578000,1394
-2.66537,-2.15392,-2.05128,0.0677017,6.65728,0.194149,0.14421,579000,1397
-2.52992,-2.16472,-2.05353,0.0534152,6.72654,0.192647,0.143215,580000,1401
-2.55916,-2.13307,-2.02249,0.0567184,6.56373,0.195248,0.144012,581000,1404
-2.57227,-2.17248,-2.05767,0.0652753,6.70884,0.191923,0.144848,582000,1406
-2.59525,-2.16435,-2.02883,0.0608668,6.72506,0.193225,0.144737,583000,1409
-2.61362,-2.14786,-2.0262,0.0623727,6.71874,0.191794,0.144848,584000,1411
-2.57262,-2.17642,-2.04682,0.0537802,6.68132,0.190514,0.144102,585000,1413
-2.69341,-2.14875,-2.02579,0.0681885,6.68836,0.19052,0.145162,586000,1415
-2.61,-2.17454,-2.03758,0.0655367,6.62125,0.18996,0.145183,587000,1418
-2.62307,-2.14999,-2.05352,0.0631983,6.73054,0.191725,0.143417,588000,1421
-2.65297,-2.13895,-2.04632,0.0666697,6.71611,0.188616,0.143074,589000,1424
-2.57863,-2.13296,-2.02956,0.0622806,6.77607,0.187772,0.143991,590000,1426
-2.58636,-2.14808,-2.04088,0.0581574,6.6548,0.192585,0.145586,591000,1429
-2.49159,-2.14539,-1.99986,0.0552131,6.70219,0.191293,0.14569,592000,1432
-2.54947,-2.13096,-2.07043,0.068934,6.4358,0.190121,0.142968,593000,1435
-2.63425,-2.16292,-2.04788,0.0691976,6.64381,0.192589,0.144817,594000,1438
-2.61868,-2.15446,-2.03768,0.0635633,6.68967,0.192761,0.1458,595000,1440
-2.61621,-2.17439,-2.0488,0.0614041,6.74549,0.190034,0.1446,596000,1443
-2.55112,-2.14422,-2.01742,0.058399,6.57373,0.19024,0.146852,597000,1446
-2.67323,-2.15381,-2.03133,0.06264,6.75844,0.191168,0.145922,598000,1448
-2.6206,-2.1748,-2.06114,0.0648341,6.7546,0.190583,0.144059,599000,1450
-2.52271,-2.14086,-2.04947,0.0564389,6.70267,0.191943,0.143616,600000,1452
-2.58855,-2.16649,-2.05209,0.0610399,6.67068,0.192813,0.138836,601000,1455
-2.54441,-2.15967,-2.00876,0.0624587,6.71415,0.191496,0.145013,602000,1457
-2.63978,-2.15052,-2.05152,0.0648256,6.71332,0.193567,0.145603,603000,1460
-2.69163,-2.16794,-2.06124,0.0639809,6.6636,0.191859,0.142024,604000,1462
-2.68304,-2.14182,-2.04256,0.0697673,6.75286,0.190511,0.145363,605000,1464
-2.60899,-2.14864,-2.03624,0.0622193,6.64932,0.195426,0.144918,606000,1467
-2.5761,-2.15169,-2.02105,0.0596045,6.53891,0.192655,0.144062,607000,1470
-2.77314,-2.13832,-2.03475,0.0732901,6.69858,0.190629,0.145016,608000,1473
-2.60165,-2.16542,-2.05843,0.057543,6.71767,0.193659,0.141849,609000,1475
-2.69807,-2.13933,-2.07594,0.0648335,6.65306,0.195137,0.143943,610000,1478
-2.60656,-2.20244,-2.05093,0.0562918,6.62613,0.190828,0.142542,611000,1480
-2.62783,-2.14296,-2.04546,0.0657642,6.74529,0.189517,0.14437,612000,1482
-2.72491,-2.16893,-2.0394,0.0700138,6.66293,0.192217,0.144924,613000,1485
