BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.49676,-2.17566,-2.04969,0.0549503,6.7247,0.192819,0.143048,656000,1604
-2.59764,-2.19317,-2.04001,0.0653955,6.78196,0.19309,0.144195,657000,1608
-2.61714,-2.17186,-2.04582,0.0606978,6.68728,0.190599,0.143577,658000,1611
-2.58001,-2.15923,-2.05973,0.0610552,6.79563,0.19368,0.144159,659000,1613
-2.59196,-2.18843,-2.04385,0.0605696,6.57615,0.191749,0.145045,660000,1615
-2.56994,-2.16919,-2.03952,0.0590137,6.73511,0.192734,0.145163,661000,1618
-2.55113,-2.16567,-2.03192,0.0582689,6.59761,0.192906,0.141979,662000,1621
-2.58482,-2.15788,-2.02881,0.0616248,6.82159,0.191172,0.144724,663000,1624
-2.57677,-2.15686,-2.03598,0.0610656,6.67063,0.191774,0.145244,664000,1626
-2.62051,-2.16659,-2.04194,0.0655262,6.82095,0.187567,0.144545,665000,1628
-2.64161,-2.16331,-2.04988,0.0634513,6.57376,0.18619,0.145044,666000,1631
-2.68679,-2.18217,-2.05238,0.0671398,6.49063,0.19285,0.14386,667000,1634
-2.57212,-2.13748,-2.05267,0.064227,6.67267,0.192304,0.146637,668000,1637
-2.71972,-2.19221,-2.05814,0.0730001,6.57159,0.190864,0.142422,669000,1640
-2.56902,-2.1647,-2.06772,0.0572514,6.75467,0.192877,0.143701,670000,1643
-2.39576,-2.17221,-2.03743,0.05197,6.68405,0.194001,0.143081,671000,1646
-2.55647,-2.16831,-2.05229,0.0655053,6.68838,0.188964,0.144969,672000,1649
-2.68164,-2.1837,-2.07719,0.0691184,6.70605,0.194072,0.1422,673000,1652
-2.6014,-2.15071,-2.0486,0.0625138,6.73929,0.19177,0.144609,674000,1656
-2.54884,-2.16269,-2.02825,0.0588638,6.61341,0.192722,0.145815,675000,1658
-2.53758,-2.14782,-2.03651,0.0620538,6.72234,0.190026,0.143893,676000,1661
-2.61333,-2.14964,-2.04948,0.0616529,6.59474,0.188812,0.143186,677000,1664
-2.64519,-2.18062,-2.02818,0.0643707,6.6386,0.191729,0.14393,678000,1667
-2.62089,-2.16349,-2.03944,0.0616008,6.65197,0.188796,0.144019,679000,1670
-2.48638,-2.15687,-2.03214,0.0574027,6.73635,0.18919,0.144264,680000,1673
-2.55616,-2.15539,-2.05379,0.058683,6.57333,0.190416,0.143262,681000,1675
-2.65223,-2.14435,-2.03912,0.0691065,6.61151,0.192374,0.145846,682000,1677
-2.48666,-2.16736,-2.02749,0.0511056,6.61756,0.192861,0.143011,683000,1680
-2.55378,-2.14663,-2.05484,0.0627417,6.56147,0.18976,0.146231,684000,1683
-2.55609,-2.18608,-2.06513,0.0572032,6.66935,0.190597,0.143199,685000,1685
-2.52196,-2.17918,-2.02447,0.0568068,6.4888,0.189,0.141104,686000,1688
-2.57481,-2.18242,-2.01866,0.0606047,6.77182,0.194214,0.143712,687000,1691
-2.57756,-2.1813,-2.03412,0.0575935,6.55652,0.189442,0.144336,688000,1694
-2.58888,-2.17747,-2.04787,0.0632423,6.76922,0.191334,0.144062,689000,1697
-2.57258,-2.15671,-2.04183,0.0578394,6.68646,0.189454,0.142856,690000,1699
-2.64913,-2.18178,-2.06263,0.0671645,6.7052,0.188646,0.141168,691000,1701
-2.61025,-2.16352,-2.02897,0.0601273,6.76385,0.194105,0.143832,692000,1703
-2.55784,-2.1567,-2.06586,0.0582657,6.7699,0.192146,0.144399,693000,1706
-2.59141,-2.1535,-2.06833,0.0575918,6.68541,0.18955,0.14501,694000,1708
-2.65701,-2.1775,-2.05912,0.0639338,6.58781,0.190005,0.143384,695000,1711
-2.60879,-2.16984,-2.04937,0.0594921,6.73481,0.190984,0.143986,696000,1714
-2.53134,-2.16932,-2.04637,0.0609622,6.72175,0.187699,0.143399,697000,1717
-2.511,-2.16068,-2.01062,0.0559322,6.55533,0.191855,0.146477,698000,1719
-2.58776,-2.1759,-2.02242,0.0624168,6.56201,0.188828,0.14274,699000,1721
-2.68382,-2.1556,-2.03249,0.0653317,6.65139,0.194225,0.145068,700000,1724
-2.57175,-2.15548,-2.05459,0.0558103,6.59105,0.192004,0.144166,701000,1726
-2.57316,-2.16323,-2.01906,0.0610761,6.59898,0.190204,0.144073,702000,1729
-2.67923,-2.13206,-2.06989,0.0662784,6.51766,0.19227,0.142123,703000,1731
-2.65598,-2.15898,-2.03497,0.0630277,6.66702,0.189678,0.14518,704000,1734
-2.51722,-2.1717,-2.02921,0.0610472,6.60986,0.189075,0.144202,705000,1737
-2.63645,-2.17318,-2.04267,0.0591432,6.64866,0.190383,0.143751,706000,1739
-2.61118,-2.17851,-2.0467,0.0617453,6.63802,0.189153,0.14407,707000,1742
-2.59199,-2.16207,-2.03398,0.0600275,6.6443,0.193232,0.143256,708000,1745
-2.50429,-2.13861,-2.0442,0.0575123,6.65978,0.19133,0.144984,709000,1748
-2.57025,-2.16337,-2.03657,0.0626902,6.67766,0.190907,0.145522,710000,1751
-2.54903,-2.15781,-2.03677,0.0521992,6.68216,0.191378,0.142767,711000,1754
-2.54361,-2.18777,-2.05337,0.0587379,6.67685,0.189686,0.144416,712000,1756
-2.53898,-2.16213,-2.04067,0.0595927,6.5702,0.194644,0.144879,713000,1759
-2.46361,-2.15792,-2.04247,0.0487038,6.67986,0.192103,0.144178,714000,1761
-2.58756,-2.14498,-2.05081,0.062238,6.67935,0.190843,0.145626,715000,1765
-2.52609,-2.17874,-2.05359,0.0548331,6.6024,0.190966,0.14298,716000,1768
-2.5613,-2.18732,-2.0362,0.0591222,6.76072,0.189222,0.143084,717000,1770
-2.63792,-2.18797,-2.051,0.0603576,6.71751,0.190126,0.141152,718000,1774
-2.63119,-2.17576,-2.08127,0.065229,6.7305,0.190345,0.144321,719000,1777
-2.58538,-2.19228,-2.05112,0.0651724,6.67849,0.190663,0.141805,720000,1783
-2.59344,-2.16294,-2.05725,0.0693429,6.62337,0.190852,0.144242,721000,1786
-2.70078,-2.16562,-2.02761,0.0655542,6.57311,0.191082,0.14297,722000,1789
-2.55701,-2.1602,-2.03859,0.0572422,6.69816,0.189035,0.145306,723000,1792
-2.51063,-2.15759,-2.00623,0.0542257,6.57555,0.190963,0.142664,724000,1794
-2.70203,-2.172,-2.02864,0.0609003,6.65326,0.191775,0.144965,725000,1796
-2.60256,-2.15922,-2.06465,0.0595147,6.71876,0.191939,0.145165,726000,1799
-2.46541,-2.15771,-2.03239,0.0570814,6.6396,0.189433,0.144834,727000,1801
-2.45908,-2.15563,-2.04527,0.0489728,6.68907,0.190291,0.14437,728000,1804
-2.52134,-2.17324,-2.04432,0.0542003,6.66547,0.189588,0.144056,729000,1806
-2.60222,-2.1377,-2.03441,0.0637626,6.70131,0.190105,0.145059,730000,1808
-2.59442,-2.16323,-2.03803,0.0603108,6.68572,0.191986,0.143377,731000,1811
-2.54848,-2.1605,-2.03346,0.0527891,6.68678,0.186812,0.143901,732000,1815
-2.63353,-2.16673,-2.07371,0.0615998,6.65184,0.1917,0.143292,733000,1817
-2.56882,-2.16662,-2.03691,0.056093,6.69249,0.186216,0.142207,734000,1819
-2.52746,-2.16706,-2.04897,0.0583255,6.62783,0.189679,0.144267,735000,1822
-2.57875,-2.15679,-2.0584,0.0555078,6.77958,0.190245,0.142509,736000,1825
-2.62548,-2.18411,-2.06398,0.0618555,6.75393,0.190007,0.142844,737000,1828
-2.67552,-2.17648,-2.02882,0.062492,6.56625,0.187499,0.146261,738000,1830
-2.76429,-2.12927,-2.04688,0.0668087,6.68777,0.186063,0.143975,739000,1833
-2.57214,-2.17129,-2.05677,0.0627182,6.72552,0.188692,0.144005,740000,1836
-2.6044,-2.15735,-2.07185,0.0637335,6.60237,0.191884,0.144691,741000,1839
-2.58295,-2.1738,-2.06681,0.0602411,6.75169,0.189066,0.143947,742000,1842
-2.49297,-2.16772,-2.03185,0.0568413,6.76578,0.192417,0.14689,743000,1844
-2.64902,-2.16366,-2.04138,0.0628458,6.57694,0.190257,0.146284,744000,1846
-2.60751,-2.17952,-2.061,0.0608166,6.56254,0.190401,0.141146,745000,1848
-2.65303,-2.16918,-2.07091,0.0697147,6.64407,0.188569,0.14496,746000,1850
-2.61147,-2.16762,-2.02205,0.0618831,6.68222,0.189502,0.144551,747000,1852
-2.61778,-2.20053,-2.03436,0.0605378,6.67991,0.189619,0.143349,748000,1855
-2.53324,-2.17679,-2.01678,0.0613473,6.64847,0.187247,0.145838,749000,1858
-2.61909,-2.15871,-2.07065,0.0666886,6.54255,0.189927,0.142551,750000,1860
-2.6823,-2.17894,-2.07134,0.0661297,6.63828,0.188314,0.142927,751000,1862
-2.57241,-2.19576,-2.01596,0.0558748,6.68726,0.186673,0.143308,752000,1864
-2.70527,-2.18458,-2.05427,0.0649343,6.55926,0.188203,0.140827,753000,1866
-2.61426,-2.15811,-2.03626,0.0577262,6.63024,0.190478,0.144809,754000,1868
-2.65105,-2.17817,-2.05693,0.0654239,6.6645,0.194135,0.143611,755000,1871
-2.65322,-2.18835,-2.07031,0.0628282,6.69904,0.190449,0.142063,756000,1873
-2.56855,-2.17675,-2.05175,0.062686,6.76092,0.190942,0.145458,757000,1875
-2.61103,-2.19265,-2.04026,0.0607042,6.66956,0.187435,0.14146,758000,1877
-2.64808,-2.19177,-2.07133,0.0692576,6.62061,0.191385,0.145194,759000,1880
-2.58964,-2.18903,-2.02356,0.0609967,6.77266,0.188908,0.145376,760000,1882
-2.55849,-2.17732,-2.05121,0.0548379,6.75455,0.187503,0.143305,761000,1885
-2.59967,-2.19951,-2.00333,0.0567685,6.74744,0.193665,0.141542,762000,1888
-2.51495,-2.18467,-2.02934,0.0548103,6.66061,0.190495,0.144598,763000,1891
-2.52569,-2.1149,-2.02425,0.0575526,6.64461,0.189803,0.146418,764000,1893
-2.59281,-2.17312,-2.05547,0.0632324,6.76692,0.190906,0.142248,765000,1895
-2.51249,-2.20099,-2.05454,0.0590588,6.68859,0.192764,0.144029,766000,1897
-2.60214,-2.16667,-2.03812,0.0591316,6.77059,0.192,0.142902,767000,1900
-2.61234,-2.15501,-2.05754,0.0564189,6.69846,0.191637,0.14425,768000,1903
-2.62229,-2.16607,-2.03692,0.0601977,6.74179,0.191215,0.142444,769000,1906
-2.56843,-2.17086,-2.03496,0.0633482,6.44829,0.186683,0.145216,770000,1908
-2.56653,-2.17672,-2.03774,0.0618435,6.60115,0.191672,0.142697,771000,1911
-2.58231,-2.19223,-2.02855,0.0672801,6.64792,0.192801,0.144787,772000,1914
-2.57791,-2.15846,-2.05871,0.0614828,6.55395,0.191287,0.142598,773000,1917
-2.55093,-2.1702,-2.04648,0.0571182,6.72147,0.190616,0.143553,774000,1920
-2.55959,-2.15509,-2.05309,0.0588285,6.59114,0.191069,0.141804,775000,1923
-2.73181,-2.16434,-2.05581,0.0691458,6.5602,0.189341,0.143409,776000,1926
-2.66954,-2.17194,-2.02952,0.0710427,6.78332,0.190438,0.146339,777000,1928
-2.63901,-2.14629,-2.03171,0.0562044,6.62395,0.19179,0.145029,778000,1931
-2.44952,-2.16213,-2.01644,0.0513129,6.55051,0.192468,0.143626,779000,1933
-2.61334,-2.17038,-2.04069,0.0636761,6.68589,0.195449,0.145114,780000,1936
-2.6202,-2.15618,-2.0336,0.0593829,6.78385,0.192587,0.144199,781000,1939
-2.65372,-2.15292,-2.05759,0.0679568,6.59908,0.191681,0.144091,782000,1943
-2.64658,-2.17872,-2.04547,0.0637405,6.60341,0.191313,0.144554,783000,1946
-2.55528,-2.13092,-2.02697,0.0536098,6.55508,0.192152,0.144083,784000,1949
-2.58158,-2.15526,-2.04024,0.0594576,6.66615,0.190108,0.143319,785000,1951
-2.55853,-2.16316,-2.03302,0.0568483,6.67886,0.194432,0.143683,786000,1953
-2.6268,-2.16813,-2.0433,0.0633184,6.54807,0.191553,0.140155,787000,1956
-2.56447,-2.20074,-2.04519,0.0586203,6.61772,0.196064,0.142106,788000,1959
-2.56566,-2.18918,-2.03344,0.058278,6.69698,0.190779,0.143715,789000,1961
-2.53873,-2.18252,-2.06342,0.0659571,6.55412,0.192444,0.143462,790000,1965
-2.57609,-2.19225,-2.04399,0.0578279,6.73824,0.190132,0.14461,791000,1967
-2.61477,-2.18557,-2.08463,0.0590657,6.61531,0.191302,0.141943,792000,1969
-2.66332,-2.1839,-2.0575,0.0693375,6.74021,0.191505,0.144094,793000,1971
-2.69749,-2.14973,-2.04643,0.0655117,6.71846,0.190169,0.143022,794000,1974
-2.51373,-2.14964,-2.03227,0.0587042,6.74989,0.189945,0.143771,795000,1977
-2.63443,-2.1624,-2.05878,0.0660607,6.65873,0.194396,0.14348,796000,1979
-2.73047,-2.20484,-2.06566,0.0688371,6.73248,0.189552,0.141485,797000,1982
-2.56766,-2.17439,-2.04869,0.064808,6.6149,0.193929,0.142906,798000,1985
-2.57744,-2.16697,-2.05628,0.0595036,6.79424,0.193423,0.143375,799000,1987
-2.59866,-2.17859,-2.05927,0.0669278,6.82731,0.19021,0.141962,800000,1989
-2.73854,-2.16667,-2.06252,0.0692391,6.58797,0.192504,0.143002,801000,1991
-2.53922,-2.19093,-2.05738,0.0505315,6.64584,0.191041,0.142641,802000,1994
-2.74738,-2.17752,-2.02084,0.0636031,6.68343,0.190561,0.144114,803000,1996
-2.62275,-2.16341,-2.06055,0.0629057,6.75067,0.189627,0.142231,804000,1999
-2.54124,-2.17467,-2.04258,0.0567317,6.73146,0.189944,0.142055,805000,2003
-2.53774,-2.20125,-2.04915,0.057462,6.61762,0.187504,0.14152,806000,2005
-2.58361,-2.16662,-2.0717,0.0555187,6.76844,0.188158,0.141722,807000,2008
-2.54262,-2.17123,-2.05109,0.0508039,6.54585,0.19097,0.141314,808000,2011
-2.57489,-2.1904,-2.06926,0.0625119,6.66164,0.190941,0.144027,809000,2014
-2.59363,-2.18632,-2.05006,0.058244,6.73238,0.192287,0.143014,810000,2017
-2.64409,-2.18093,-2.06267,0.0645353,6.7163,0.191761,0.14339,811000,2019
-2.53189,-2.18711,-2.04306,0.0571743,6.60571,0.192164,0.141689,812000,2022
-2.54217,-2.16209,-2.03084,0.0560737,6.80602,0.191013,0.143492,813000,2025
-2.60566,-2.17258,-2.04903,0.0565144,6.68145,0.191234,0.14491,814000,2028
-2.58524,-2.16479,-2.03673,0.0568506,6.50043,0.189994,0.141143,815000,2031
-2.60749,-2.16663,-2.04516,0.0604842,6.68284,0.191469,0.145326,816000,2034
-2.64202,-2.18476,-2.03723,0.071001,6.76178,0.188433,0.144793,817000,2038
-2.54319,-2.16366,-2.05012,0.0573054,6.57571,0.189516,0.142945,818000,2041
-2.59597,-2.16729,-2.04912,0.0583178,6.63922,0.1926,0.143581,819000,2044
-2.51802,-2.18585,-2.07113,0.0581065,6.66415,0.191245,0.145827,820000,2054
-2.49692,-2.19129,-2.04667,0.0502763,6.82898,0.19135,0.141424,821000,2056
-2.59277,-2.17974,-2.03608,0.0595596,6.70645,0.189964,0.143234,822000,2058
-2.64614,-2.17399,-2.0627,0.0672547,6.67888,0.192054,0.14275,823000,2061
-2.57675,-2.18074,-2.06013,0.0601745,6.6818,0.191727,0.143149,824000,2064
-2.58145,-2.19114,-2.00127,0.0655746,6.74302,0.193719,0.145465,825000,2067
-2.62034,-2.19357,-2.05732,0.0631803,6.72494,0.188305,0.141998,826000,2070
-2.57883,-2.15758,-2.03916,0.0566001,6.70726,0.188466,0.143996,827000,2072
-2.48215,-2.19842,-2.01687,0.0509325,6.64497,0.188277,0.144259,828000,2074
-2.50357,-2.18257,-2.0243,0.0600603,6.75013,0.189753,0.143044,829000,2076
-2.62095,-2.15063,-2.04829,0.0639724,6.83603,0.189648,0.143853,830000,2078
-2.61936,-2.21068,-2.01761,0.0588445,6.58302,0.189965,0.143116,831000,2080
-2.61078,-2.18577,-2.0754,0.0631437,6.72961,0.190474,0.142484,832000,2083
-2.4734,-2.1856,-2.04488,0.0532136,6.56953,0.187759,0.142654,833000,2086
-2.61101,-2.1627,-2.05718,0.0647394,6.67459,0.188917,0.14452,834000,2089
-2.61661,-2.15452,-2.10079,0.0563454,6.59055,0.191076,0.14204,835000,2092
-2.68264,-2.15899,-2.05955,0.0643147,6.67373,0.192929,0.145134,836000,2095
-2.60046,-2.16836,-2.05548,0.0623043,6.64478,0.193424,0.143354,837000,2098
-2.56674,-2.18188,-2.06693,0.0603195,6.67482,0.190789,0.144545,838000,2100
-2.54847,-2.16278,-2.04163,0.0587934,6.64273,0.188062,0.143166,839000,2102
-2.60843,-2.176,-2.03697,0.0684845,6.72526,0.187216,0.145787,840000,2104
-2.60026,-2.15769,-2.04142,0.0592189,6.71683,0.187909,0.143032,841000,2107
-2.59298,-2.17297,-2.06972,0.0594962,6.73193,0.189759,0.143371,842000,2109
-2.53732,-2.15806,-2.02366,0.0562127,6.68017,0.189306,0.143482,843000,2113
-2.51533,-2.15742,-2.03222,0.054147,6.73201,0.189474,0.144317,844000,2115
-2.57442,-2.17218,-2.07721,0.0630935,6.71642,0.189787,0.142425,845000,2117
-2.54254,-2.14624,-2.04832,0.0573568,6.59282,0.191345,0.144719,846000,2120
-2.69101,-2.18147,-2.07424,0.0700137,6.72469,0.187725,0.143487,847000,2122
-2.61169,-2.1723,-2.04122,0.0671413,6.73874,0.191428,0.143894,848000,2124
-2.48688,-2.14628,-2.03581,0.0543901,6.54854,0.191894,0.146394,849000,2127
-2.62156,-2.16709,-2.01885,0.0615501,6.66313,0.187956,0.144589,850000,2129
-2.65161,-2.17939,-2.0579,0.0660183,6.71619,0.188717,0.144183,851000,2131
-2.65948,-2.14787,-2.0309,0.0606109,6.75623,0.193182,0.143647,852000,2133
-2.5744,-2.1893,-2.01882,0.0580499,6.70336,0.187328,0.144612,853000,2135
-2.59047,-2.17465,-2.05456,0.0665178,6.74455,0.18823,0.145256,854000,2138
-2.48826,-2.15174,-2.03519,0.0590689,6.71062,0.189444,0.144156,855000,2141
-2.62955,-2.16538,-2.03595,0.0634246,6.57168,0.188903,0.14204,856000,2143
-2.5789,-2.17971,-2.06546,0.0658178,6.66818,0.191334,0.14285,857000,2145
-2.62934,-2.1832,-2.03306,0.059495,6.77642,0.19092,0.142725,858000,2147
-2.58789,-2.17662,-2.02378,0.0618634,6.68837,0.191257,0.144936,859000,2150
-2.51458,-2.19022,-2.03248,0.0562161,6.67331,0.189846,0.14353,860000,2153
-2.56975,-2.1765,-2.04812,0.0621739,6.69903,0.190574,0.144397,861000,2155
-2.5322,-2.17499,-2.02568,0.0641847,6.62257,0.188938,0.143869,862000,2157
-2.49447,-2.1508,-2.05539,0.0613163,6.61431,0.193136,0.144457,863000,2160
-2.62915,-2.19633,-2.02432,0.0666752,6.64361,0.189142,0.143765,864000,2163
-2.54595,-2.17103,-2.00362,0.0605737,6.55917,0.190758,0.144974,865000,2165
-2.58304,-2.17202,-2.0678,0.0575962,6.72239,0.192365,0.144279,866000,2168
-2.63145,-2.17299,-2.02925,0.060847,6.64753,0.192081,0.143445,867000,2170
-2.54125,-2.16015,-2.02737,0.0569884,6.65374,0.192005,0.143164,868000,2172
-2.48864,-2.16878,-2.02968,0.0558505,6.63665,0.193001,0.144987,869000,2174
-2.53269,-2.16182,-2.04488,0.0556008,6.78224,0.189374,0.144967,870000,2177
-2.59501,-2.16264,-2.03602,0.0664115,6.65707,0.190337,0.14769,871000,2179
-2.56245,-2.1329,-2.08302,0.0670321,6.74849,0.1912,0.147236,872000,2181
-2.64967,-2.18564,-2.0334,0.0638371,6.65472,0.187759,0.141602,873000,2184
-2.51954,-2.15373,-2.0306,0.0568147,6.67137,0.194549,0.143269,874000,2188
-2.54221,-2.18345,-2.03332,0.0615182,6.64595,0.190658,0.144325,875000,2190
-2.68588,-2.14779,-2.05943,0.0642617,6.72401,0.192774,0.143829,876000,2193
-2.61018,-2.19012,-2.02583,0.0633471,6.6158,0.187364,0.143535,877000,2195
-2.47025,-2.16281,-2.01616,0.0545883,6.60693,0.19058,0.145194,878000,2197
-2.5033,-2.14503,-2.02417,0.0591843,6.47356,0.189315,0.145102,879000,2201
-2.5032,-2.15515,-2.05161,0.0557516,6.68676,0.191496,0.143848,880000,2204
-2.57998,-2.18498,-2.05143,0.060347,6.67393,0.19025,0.14034,881000,2207
-2.5979,-2.19621,-2.04483,0.0579353,6.64468,0.187697,0.142857,882000,2210
-2.56945,-2.15488,-2.05237,0.0570652,6.64095,0.188718,0.143366,883000,2213
-2.53651,-2.15931,-2.07664,0.0563118,6.6443,0.191546,0.143444,884000,2215
-2.56304,-2.17408,-2.07215,0.0610962,6.62431,0.190917,0.142106,885000,2218
-2.62098,-2.17955,-2.05603,0.0614681,6.65765,0.190372,0.143715,886000,2221
-2.59905,-2.17801,-2.04395,0.0602868,6.66744,0.189849,0.144407,887000,2224
-2.55413,-2.17359,-2.03217,0.0551706,6.60746,0.187276,0.143271,888000,2228
-2.62859,-2.17453,-2.04364,0.0597283,6.54441,0.18935,0.142823,889000,2231
-2.59407,-2.17723,-2.04817,0.0617729,6.66359,0.191661,0.143853,890000,2233
-2.59072,-2.16677,-2.09151,0.0597266,6.71285,0.18891,0.142031,891000,2236
-2.65105,-2.17549,-2.02901,0.0600881,6.65158,0.186771,0.145949,892000,2238
-2.58328,-2.18422,-2.0283,0.0644295,6.66356,0.188447,0.144406,893000,2240
-2.58616,-2.16838,-2.07449,0.0600376,6.64246,0.191296,0.145552,894000,2242
-2.59874,-2.1601,-2.04114,0.0661619,6.58417,0.189492,0.140838,895000,2244
-2.51293,-2.16109,-2.00765,0.054843,6.62866,0.191569,0.145743,896000,2246
-2.61963,-2.19597,-2.0147,0.0669424,6.59159,0.18767,0.145184,897000,2249
-2.51332,-2.15343,-2.01152,0.0534936,6.8082,0.191791,0.143592,898000,2251
-2.67811,-2.19646,-2.02749,0.0716147,6.70088,0.18822,0.141568,899000,2254
-2.58179,-2.15593,-2.02486,0.0608534,6.54174,0.189455,0.147608,900000,2258
-2.5816,-2.15613,-2.02877,0.0569724,6.55615,0.190535,0.144145,901000,2261
-2.53362,-2.18589,-2.01356,0.05579,6.67045,0.185498,0.144679,902000,2263
-2.62335,-2.15769,-2.0444,0.0644143,6.75946,0.185847,0.14452,903000,2265
-2.54558,-2.17898,-2.05946,0.0623761,6.64692,0.186247,0.143335,904000,2268
-2.67585,-2.1717,-2.04191,0.0662428,6.67504,0.185135,0.145101,905000,2270
-2.65046,-2.18516,-2.07304,0.0677788,6.68465,0.193531,0.140419,906000,2273
-2.64918,-2.17824,-2.03756,0.0696064,6.62672,0.188879,0.144171,907000,2276
-2.56358,-2.19187,-2.04418,0.0628442,6.73369,0.190632,0.144004,908000,2278
-2.61275,-2.15658,-2.04833,0.0640088,6.66088,0.189322,0.143308,909000,2281
-2.67136,-2.17608,-2.04183,0.0613976,6.68672,0.192863,0.142975,910000,2285
-2.58315,-2.15688,-2.06703,0.0630377,6.74013,0.191233,0.141925,911000,2288
-2.5851,-2.14533,-2.03019,0.0579141,6.70147,0.188472,0.144803,912000,2290
-2.68109,-2.16166,-2.0651,0.0591802,6.68752,0.192692,0.143528,913000,2292
-2.6238,-2.18356,-2.01876,0.0611915,6.76668,0.192461,0.143841,914000,2294
-2.60614,-2.17283,-2.0351,0.0590918,6.73427,0.191258,0.145171,915000,2296
-2.77352,-2.20119,-2.07465,0.0706915,6.65173,0.190933,0.144045,916000,2299
-2.70151,-2.21753,-2.06066,0.0663362,6.7195,0.187364,0.140503,917000,2302
-2.6893,-2.17779,-2.02792,0.0663321,6.59915,0.191418,0.144955,918000,2304
-2.65206,-2.15885,-2.04061,0.061267,6.70677,0.190805,0.142441,919000,2306
-2.60212,-2.16711,-2.06525,0.0623893,6.70295,0.191684,0.144455,920000,2334
-2.58307,-2.18638,-2.04799,0.0650147,6.70264,0.186935,0.14297,921000,2338
-2.52123,-2.18353,-2.01588,0.0595835,6.58944,0.187592,0.143226,922000,2341
-2.60191,-2.18075,-2.06023,0.0618499,6.7995,0.190592,0.144289,923000,2344
-2.58012,-2.18429,-2.05939,0.0657497,6.68922,0.189168,0.14347,924000,2347
-2.52982,-2.18016,-2.03486,0.0565639,6.72674,0.190855,0.144641,925000,2350
-2.57043,-2.21182,-2.06373,0.0650158,6.62404,0.191951,0.142621,926000,2353
-2.6583,-2.18841,-2.05572,0.071619,6.66964,0.188778,0.143111,927000,2357
-2.61296,-2.18809,-2.03295,0.0605075,6.61525,0.188961,0.144162,928000,2359
-2.54828,-2.17307,-2.05264,0.056245,6.63566,0.191815,0.144287,929000,2361
-2.46113,-2.17786,-2.04688,0.049955,6.63759,0.188848,0.143299,930000,2364
-2.66694,-2.17205,-2.06387,0.0682535,6.68887,0.190135,0.144091,931000,2367
-2.53613,-2.15448,-2.02365,0.0551058,6.53562,0.190115,0.143489,932000,2369
-2.67012,-2.17488,-2.05294,0.0675544,6.65531,0.188564,0.143558,933000,2371
-2.57991,-2.15528,-2.01785,0.0609673,6.83513,0.189882,0.145025,934000,2374
-2.515,-2.17164,-2.05558,0.0557835,6.62467,0.191297,0.145277,935000,2376
-2.66158,-2.17766,-2.03251,0.0666755,6.66557,0.19055,0.141519,936000,2378
-2.66225,-2.16236,-2.0459,0.0629878,6.63098,0.191345,0.144484,937000,2381
-2.57073,-2.1907,-2.04176,0.0614552,6.60588,0.190179,0.143114,938000,2384
-2.71438,-2.15801,-2.05771,0.0636077,6.70174,0.189113,0.145403,939000,2386
-2.49282,-2.17074,-2.01119,0.0553398,6.62697,0.191175,0.141699,940000,2389
-2.59601,-2.1638,-2.03957,0.0596955,6.60222,0.1914,0.140483,941000,2391
-2.61105,-2.17894,-2.04128,0.0599019,6.73349,0.191976,0.142906,942000,2394
-2.56802,-2.1842,-2.06054,0.0539221,6.70741,0.189085,0.142159,943000,2397
-2.61209,-2.16162,-2.06159,0.062158,6.68789,0.187589,0.144699,944000,2399
-2.46297,-2.16982,-2.01756,0.0529829,6.53932,0.18916,0.143418,945000,2402
-2.44992,-2.17174,-2.01407,0.0525394,6.6404,0.188862,0.144106,946000,2405
-2.61333,-2.16256,-2.03808,0.0565045,6.60685,0.190049,0.143926,947000,2407
-2.5973,-2.18234,-2.00621,0.0634808,6.67485,0.19055,0.14517,948000,2409
-2.5914,-2.14693,-1.99691,0.0627676,6.78966,0.187982,0.145156,949000,2412
-2.61797,-2.1738,-2.03077,0.0606714,6.79926,0.188021,0.14542,950000,2415
-2.55649,-2.18944,-2.01506,0.0581771,6.66517,0.188995,0.143265,951000,2417
-2.593,-2.20037,-2.01848,0.0697663,6.69448,0.190529,0.142383,952000,2420
-2.50458,-2.15611,-2.04054,0.0482174,6.58449,0.187665,0.142964,953000,2423
-2.50591,-2.19343,-2.02787,0.0524538,6.67163,0.188735,0.142621,954000,2426
-2.47547,-2.14038,-2.03226,0.0505805,6.65594,0.189742,0.14507,955000,2429
-2.69117,-2.1719,-2.0287,0.0639051,6.70311,0.191931,0.145513,956000,2433
-2.60627,-2.18658,-2.03905,0.0566555,6.66245,0.191233,0.143408,957000,2436
-2.56344,-2.18031,-2.06123,0.0582177,6.62753,0.193915,0.143118,958000,2438
-2.46708,-2.17614,-2.05911,0.0525418,6.62038,0.192568,0.143821,959000,2441
-2.56082,-2.1718,-2.04278,0.0562479,6.72628,0.190051,0.143601,960000,2444
-2.55541,-2.20406,-2.02208,0.0576994,6.61752,0.19098,0.143386,961000,2446
-2.63491,-2.17915,-2.02766,0.0636031,6.75101,0.18964,0.144475,962000,2449
-2.61493,-2.16411,-2.04022,0.0535966,6.60871,0.189603,0.141803,963000,2451
-2.58851,-2.19801,-2.06994,0.0575329,6.67599,0.187722,0.141291,964000,2454
-2.64083,-2.18262,-2.04943,0.0673027,6.65886,0.19023,0.143044,965000,2457
