BetaP_SE_0, BetaP_SE_1, BetaP_SE_2, rho_0,phi,gamma_ei,gamma_ir,Iteration,Time
-2.60778,-2.12208,-2.02373,0.0623758,6.64258,0.19736,0.148821,316000,659
-2.52665,-2.12295,-2.01283,0.0571575,6.65081,0.20055,0.148605,317000,662
-2.48674,-2.12764,-2.00278,0.059359,6.68575,0.201577,0.146505,318000,665
-2.55371,-2.1392,-2.00105,0.0640628,6.65419,0.199166,0.14887,319000,667
-2.63848,-2.10265,-2.02233,0.0690756,6.63774,0.20044,0.152039,320000,675
-2.5263,-2.12221,-2.02198,0.0578026,6.72823,0.198922,0.149107,321000,679
-2.62137,-2.14795,-2.02888,0.0626225,6.67222,0.198552,0.148076,322000,682
-2.60925,-2.12394,-2.03241,0.0657692,6.61072,0.196492,0.150047,323000,685
-2.56691,-2.12511,-2.00744,0.0651541,6.65338,0.196672,0.14947,324000,688
-2.64724,-2.13783,-2.02132,0.0719343,6.64634,0.198819,0.147785,325000,691
-2.5624,-2.11883,-2.01256,0.0608219,6.67985,0.196762,0.15027,326000,694
-2.5823,-2.11433,-2.02835,0.0553814,6.72971,0.197168,0.148865,327000,697
-2.58833,-2.09428,-2.03569,0.062881,6.59235,0.19806,0.149002,328000,701
-2.62229,-2.12144,-2.00201,0.0578693,6.56809,0.19599,0.149797,329000,703
-2.59439,-2.08895,-2.00647,0.0666644,6.65799,0.196311,0.148169,330000,705
-2.56273,-2.12528,-2.03648,0.0610989,6.7165,0.198883,0.149442,331000,708
-2.62329,-2.11256,-2.02875,0.0717522,6.72045,0.195873,0.147995,332000,711
-2.59507,-2.14353,-2.01649,0.0632431,6.75237,0.199913,0.145783,333000,714
-2.58452,-2.14241,-2.02056,0.0593508,6.63114,0.195727,0.147738,334000,716
-2.56218,-2.11899,-2.04496,0.060468,6.75534,0.198518,0.146003,335000,719
-2.51017,-2.15091,-2.02,0.0638579,6.66822,0.198945,0.149733,336000,722
-2.55598,-2.13533,-2.01787,0.0616155,6.69061,0.199436,0.146781,337000,725
-2.68226,-2.10167,-2.02973,0.0642057,6.68218,0.198259,0.145858,338000,727
-2.6196,-2.11918,-2.03975,0.0644024,6.79769,0.197575,0.146746,339000,729
-2.60761,-2.08499,-1.98319,0.0630055,6.58114,0.199653,0.150167,340000,733
-2.65936,-2.12907,-2.0495,0.0672056,6.74388,0.201073,0.145382,341000,736
-2.63169,-2.13624,-2.03463,0.0599823,6.56836,0.1985,0.146287,342000,739
-2.5756,-2.12482,-2.00065,0.0626912,6.73942,0.199439,0.146907,343000,742
-2.59872,-2.14018,-2.01577,0.0663988,6.66605,0.199967,0.14794,344000,745
-2.67837,-2.14518,-2.03723,0.0683784,6.60432,0.198181,0.146086,345000,749
-2.58812,-2.14613,-2.00055,0.0600386,6.66211,0.198296,0.147962,346000,752
-2.66545,-2.14853,-2.02342,0.0616734,6.69086,0.195763,0.144975,347000,755
-2.66752,-2.12266,-2.0184,0.0686312,6.72947,0.197991,0.145218,348000,758
-2.58661,-2.12417,-2.0133,0.0612218,6.67825,0.196269,0.147781,349000,761
-2.6722,-2.15149,-2.04721,0.0686826,6.5838,0.197148,0.147077,350000,764
-2.55062,-2.13872,-1.98994,0.0558516,6.73548,0.196632,0.144776,351000,767
-2.61142,-2.14857,-2.00243,0.0648923,6.66937,0.198626,0.147052,352000,770
-2.69627,-2.1529,-2.04987,0.0666074,6.66603,0.198854,0.145949,353000,774
-2.63401,-2.1205,-2.04103,0.0671038,6.62479,0.201498,0.146366,354000,777
-2.65475,-2.14138,-2.01302,0.0649455,6.70133,0.199953,0.144532,355000,780
-2.60508,-2.1398,-1.98821,0.0655973,6.54088,0.200877,0.146213,356000,783
-2.59502,-2.12505,-2.02961,0.0627251,6.73634,0.196043,0.147326,357000,786
-2.55649,-2.13089,-2.0087,0.0569304,6.70009,0.19682,0.145689,358000,789
-2.60758,-2.1364,-2.0016,0.0616799,6.64767,0.194997,0.147936,359000,792
-2.62431,-2.09402,-2.01548,0.061794,6.67079,0.19759,0.147508,360000,794
-2.57063,-2.10594,-2.03932,0.0591153,6.57736,0.197582,0.146706,361000,796
-2.62566,-2.10715,-2.00466,0.0610208,6.70784,0.195573,0.147515,362000,799
-2.64687,-2.10638,-2.04417,0.0660201,6.84212,0.195964,0.147509,363000,802
-2.65198,-2.15825,-2.03349,0.0646274,6.63864,0.197974,0.146742,364000,804
-2.48031,-2.10896,-2.00334,0.0579385,6.54154,0.196638,0.149517,365000,806
-2.58951,-2.11706,-2.03911,0.0648718,6.70096,0.194579,0.148052,366000,810
-2.61844,-2.12928,-1.99999,0.0643948,6.48781,0.19725,0.147816,367000,813
-2.57251,-2.14484,-2.00636,0.0622178,6.63019,0.196825,0.149251,368000,815
-2.56559,-2.14145,-2.00972,0.0598982,6.6688,0.196329,0.146149,369000,817
-2.70801,-2.15246,-2.02663,0.071594,6.62698,0.19952,0.147088,370000,820
-2.58324,-2.14396,-2.03936,0.058091,6.60841,0.199689,0.148473,371000,824
-2.50269,-2.14861,-2.03473,0.0587219,6.62993,0.196085,0.147321,372000,827
-2.55688,-2.14772,-2.02262,0.0590363,6.69623,0.199178,0.145859,373000,830
-2.57608,-2.14284,-2.01053,0.06116,6.57525,0.200697,0.147024,374000,832
-2.53419,-2.15738,-2.03241,0.0572459,6.67535,0.198177,0.146898,375000,836
-2.57229,-2.12418,-2.01661,0.0603978,6.67509,0.196084,0.146838,376000,839
-2.51473,-2.14219,-2.00975,0.0565565,6.66785,0.1972,0.148174,377000,842
-2.51957,-2.12515,-2.01621,0.0518984,6.66123,0.199365,0.148386,378000,845
-2.54192,-2.12071,-2.02203,0.0601093,6.73805,0.196275,0.147114,379000,847
-2.65588,-2.12471,-2.03247,0.062656,6.67111,0.196563,0.144704,380000,849
-2.55871,-2.13657,-2.0215,0.0582772,6.70636,0.192597,0.149458,381000,853
-2.54234,-2.11927,-2.03695,0.0519397,6.69532,0.192887,0.145439,382000,856
-2.53281,-2.1273,-2.02545,0.0608423,6.61194,0.199558,0.145157,383000,859
-2.53642,-2.13445,-2.01922,0.0539553,6.65082,0.197282,0.14575,384000,862
-2.59429,-2.14183,-2.02621,0.0584692,6.65462,0.196216,0.146398,385000,865
-2.4061,-2.11913,-2.01539,0.0534625,6.62092,0.194551,0.145269,386000,869
-2.61799,-2.11111,-2.043,0.0619294,6.64098,0.197464,0.146262,387000,872
-2.6307,-2.13171,-2.02922,0.0656478,6.78279,0.193693,0.147277,388000,875
-2.58981,-2.14542,-2.02571,0.0656613,6.67212,0.196354,0.148036,389000,877
-2.55438,-2.13593,-2.02721,0.0600861,6.68915,0.196114,0.145359,390000,880
-2.52412,-2.12967,-2.03974,0.0567801,6.58206,0.196637,0.145866,391000,883
-2.58067,-2.16055,-1.9987,0.059903,6.56067,0.199128,0.146198,392000,886
-2.53834,-2.15551,-2.04992,0.0569476,6.5513,0.195635,0.145805,393000,890
-2.46756,-2.14438,-2.04467,0.0514521,6.66911,0.195285,0.146287,394000,893
-2.60521,-2.14808,-2.02614,0.05772,6.71779,0.19652,0.145538,395000,896
-2.50159,-2.16046,-2.02764,0.05399,6.62942,0.198659,0.146204,396000,899
-2.58856,-2.12753,-2.02944,0.0601811,6.68465,0.194697,0.148429,397000,902
-2.41182,-2.11407,-2.02561,0.0524711,6.6108,0.195296,0.146814,398000,905
-2.5225,-2.11804,-2.02083,0.0562352,6.63795,0.19375,0.147656,399000,909
-2.55917,-2.14089,-2.00279,0.0597808,6.72811,0.194564,0.145119,400000,911
-2.50801,-2.13635,-2.01006,0.0571326,6.67191,0.196747,0.147258,401000,914
-2.5407,-2.13607,-2.03159,0.0587104,6.64907,0.196526,0.146984,402000,917
-2.56743,-2.15175,-2.03157,0.0673778,6.65228,0.195441,0.146339,403000,919
-2.6408,-2.15753,-2.03178,0.0659538,6.68416,0.194778,0.145644,404000,921
-2.52027,-2.14889,-2.02479,0.0585025,6.64466,0.196178,0.147774,405000,924
-2.52257,-2.1243,-2.03543,0.0645615,6.64925,0.197119,0.148432,406000,926
-2.51714,-2.1443,-2.01306,0.0543038,6.7282,0.194198,0.147106,407000,929
-2.64298,-2.13434,-2.03667,0.0630307,6.5282,0.194865,0.145269,408000,932
-2.68746,-2.11274,-2.04645,0.0707052,6.67948,0.198806,0.146386,409000,934
-2.67082,-2.16406,-2.03509,0.0712199,6.6157,0.197825,0.143644,410000,936
-2.67027,-2.12117,-2.06598,0.0679055,6.63396,0.197915,0.146572,411000,939
-2.54752,-2.18315,-2.03046,0.065111,6.75477,0.195957,0.145529,412000,942
-2.66611,-2.14991,-2.03608,0.062975,6.69904,0.196755,0.145105,413000,945
-2.59086,-2.14299,-2.0516,0.0592211,6.65075,0.195094,0.147673,414000,947
-2.485,-2.15078,-2.01477,0.0559972,6.7464,0.197981,0.14547,415000,949
-2.57023,-2.17262,-2.02657,0.0643271,6.69332,0.1962,0.14709,416000,951
-2.56035,-2.16354,-2.02378,0.0559948,6.52022,0.194074,0.144974,417000,953
-2.5222,-2.13395,-2.00951,0.0558801,6.64955,0.197206,0.145248,418000,955
-2.59894,-2.14395,-2.04358,0.0575842,6.69725,0.194876,0.143969,419000,957
-2.59397,-2.16028,-2.03413,0.057989,6.52601,0.197988,0.146421,420000,960
-2.51428,-2.14404,-2.04062,0.054744,6.601,0.196491,0.14684,421000,963
-2.60856,-2.12239,-2.0148,0.0616329,6.65801,0.195106,0.144942,422000,966
-2.55828,-2.14301,-2.01917,0.0593401,6.65473,0.197214,0.146248,423000,969
-2.53305,-2.12913,-2.04459,0.0588415,6.59094,0.197144,0.144802,424000,972
-2.5574,-2.12526,-2.01573,0.0521772,6.56343,0.197867,0.145696,425000,975
-2.53393,-2.1227,-2.04701,0.0596178,6.68862,0.198502,0.14801,426000,977
-2.61496,-2.13703,-2.03701,0.0617178,6.68723,0.197343,0.146269,427000,979
-2.57756,-2.13578,-2.04222,0.0625734,6.61986,0.192721,0.145198,428000,981
-2.50756,-2.14423,-2.01627,0.0560146,6.55708,0.195894,0.148613,429000,983
-2.63226,-2.1479,-2.03094,0.0629483,6.60653,0.19635,0.145494,430000,986
-2.66198,-2.15243,-2.05517,0.0658714,6.70036,0.194669,0.145539,431000,988
-2.47305,-2.13742,-2.00685,0.0507627,6.66285,0.19658,0.145822,432000,990
-2.50903,-2.15834,-2.00541,0.0555217,6.64664,0.195876,0.145477,433000,993
-2.54276,-2.13748,-2.05229,0.0620393,6.66342,0.195707,0.143422,434000,995
-2.49477,-2.10292,-2.02841,0.0572255,6.64487,0.195874,0.148554,435000,997
-2.53597,-2.15948,-2.03744,0.056879,6.71306,0.194319,0.146524,436000,1001
-2.56686,-2.13912,-2.02997,0.0611684,6.78715,0.19354,0.146873,437000,1004
-2.58238,-2.12807,-2.02541,0.0639108,6.77376,0.195165,0.14647,438000,1007
-2.54298,-2.13393,-2.04646,0.0632755,6.73118,0.196786,0.147945,439000,1010
-2.66005,-2.14749,-2.03601,0.0644254,6.65619,0.196979,0.145224,440000,1013
-2.61513,-2.13303,-2.03478,0.064786,6.7088,0.191655,0.146726,441000,1016
-2.56228,-2.13371,-2.02079,0.0601955,6.71817,0.19617,0.145836,442000,1019
-2.50842,-2.16968,-2.01685,0.0564825,6.55704,0.193787,0.142719,443000,1022
-2.64866,-2.14248,-2.03798,0.0578394,6.67171,0.19571,0.143066,444000,1024
-2.57268,-2.12677,-2.03252,0.063781,6.59696,0.194109,0.146601,445000,1027
-2.47526,-2.13945,-2.03139,0.0505903,6.74505,0.196995,0.146255,446000,1031
-2.54276,-2.11531,-2.03728,0.0572092,6.5915,0.196479,0.148542,447000,1033
-2.54728,-2.14309,-2.01368,0.0546574,6.45981,0.191546,0.145838,448000,1036
-2.62299,-2.12738,-2.01395,0.0617545,6.66667,0.192763,0.147958,449000,1039
-2.65244,-2.12222,-2.02974,0.0669773,6.61587,0.195175,0.147961,450000,1041
-2.47291,-2.11511,-2.01301,0.0530041,6.60484,0.192721,0.147146,451000,1044
-2.57711,-2.14373,-2.01245,0.0547382,6.59177,0.196466,0.146633,452000,1048
-2.57196,-2.15228,-2.05085,0.0592724,6.64027,0.196048,0.147415,453000,1050
-2.54961,-2.1254,-2.04569,0.0633234,6.5108,0.196973,0.146615,454000,1052
-2.69023,-2.14739,-2.05845,0.0676908,6.61983,0.193536,0.144724,455000,1055
-2.50529,-2.11426,-2.02033,0.0616888,6.75588,0.197443,0.147153,456000,1058
-2.59182,-2.15636,-2.04211,0.0660694,6.68698,0.195461,0.146791,457000,1061
-2.49697,-2.16233,-2.04568,0.0555604,6.78931,0.195545,0.144812,458000,1063
-2.62613,-2.15583,-2.04108,0.065295,6.70645,0.197481,0.146178,459000,1066
-2.61209,-2.13405,-2.01768,0.0595821,6.64805,0.191866,0.145198,460000,1069
-2.61845,-2.14951,-2.02916,0.065201,6.68898,0.195655,0.146378,461000,1072
-2.605,-2.15534,-2.03766,0.0587939,6.61501,0.193683,0.145946,462000,1074
-2.55686,-2.16499,-2.06249,0.0612691,6.62735,0.192782,0.144475,463000,1076
-2.51841,-2.14675,-2.03457,0.0560578,6.55909,0.195505,0.146925,464000,1080
-2.64068,-2.15406,-2.05547,0.0664527,6.69461,0.195495,0.144466,465000,1083
-2.5428,-2.14072,-2.05387,0.0611522,6.73491,0.192072,0.145443,466000,1086
-2.56906,-2.14826,-2.02247,0.0561323,6.63119,0.192831,0.145701,467000,1089
-2.50816,-2.13963,-2.00821,0.0595249,6.74202,0.194657,0.146658,468000,1092
-2.56764,-2.12871,-2.07533,0.0615444,6.63136,0.193399,0.145236,469000,1095
-2.56475,-2.13138,-2.03027,0.0576417,6.69828,0.19501,0.146432,470000,1099
-2.63999,-2.10975,-2.07578,0.0643853,6.72831,0.193185,0.147997,471000,1102
-2.56437,-2.15388,-2.07183,0.0629892,6.63341,0.191733,0.145207,472000,1105
-2.67824,-2.15888,-2.02484,0.0666173,6.78166,0.192839,0.145062,473000,1108
-2.59989,-2.1257,-2.04847,0.0599013,6.68768,0.193631,0.1465,474000,1111
-2.5573,-2.1579,-2.02464,0.0565093,6.6801,0.194766,0.144897,475000,1115
-2.66709,-2.15516,-2.04913,0.0702796,6.72423,0.193011,0.144947,476000,1118
-2.58577,-2.14936,-2.01267,0.0622396,6.72746,0.192292,0.145917,477000,1121
-2.62927,-2.14234,-2.01465,0.0591329,6.68059,0.192575,0.145977,478000,1124
-2.5186,-2.15622,-2.02219,0.0538475,6.6639,0.192183,0.146742,479000,1127
-2.62517,-2.15238,-2.02836,0.0653676,6.64814,0.192118,0.145833,480000,1130
-2.52439,-2.13742,-2.05061,0.0570125,6.74907,0.192557,0.145692,481000,1132
-2.60082,-2.15028,-1.99303,0.0662162,6.60407,0.192654,0.145214,482000,1135
-2.5247,-2.12304,-2.00899,0.0611725,6.73574,0.195751,0.151056,483000,1137
-2.62126,-2.16332,-2.02165,0.0659524,6.71012,0.194879,0.147262,484000,1140
-2.57957,-2.14958,-2.0181,0.0605705,6.70495,0.192544,0.14468,485000,1142
-2.70039,-2.15393,-2.05923,0.070652,6.66516,0.195765,0.145203,486000,1144
-2.64079,-2.17354,-2.0327,0.0617199,6.60467,0.191642,0.144344,487000,1147
-2.49334,-2.12662,-2.01905,0.0538351,6.70582,0.191418,0.144908,488000,1149
-2.48465,-2.13953,-2.01807,0.0526951,6.72844,0.192499,0.146263,489000,1152
-2.59361,-2.15783,-2.04064,0.0616277,6.59805,0.19306,0.145281,490000,1155
-2.59305,-2.137,-2.05061,0.0616084,6.62229,0.193797,0.144789,491000,1158
-2.61141,-2.1374,-2.03445,0.0626462,6.66829,0.192497,0.144626,492000,1160
-2.48292,-2.15525,-2.00787,0.0532475,6.73073,0.193545,0.145131,493000,1163
-2.73678,-2.16001,-2.02834,0.0738109,6.71382,0.194198,0.146025,494000,1166
-2.61842,-2.14742,-2.02926,0.060493,6.68251,0.192895,0.145128,495000,1169
-2.57315,-2.15414,-2.0185,0.0622069,6.69724,0.194632,0.146821,496000,1172
-2.62285,-2.11131,-2.00904,0.0585876,6.68194,0.192114,0.147267,497000,1176
-2.65021,-2.13489,-2.01929,0.0647661,6.6518,0.191929,0.145966,498000,1179
-2.43948,-2.15621,-2.00464,0.0532021,6.69525,0.190681,0.145937,499000,1182
-2.58822,-2.13985,-2.03127,0.0634687,6.82301,0.190957,0.14769,500000,1185
-2.50653,-2.12861,-2.00166,0.0538574,6.76684,0.193226,0.146269,501000,1188
-2.62588,-2.12551,-2.05198,0.0588002,6.65286,0.191124,0.145226,502000,1191
-2.50727,-2.16343,-2.03458,0.056096,6.69306,0.193587,0.147127,503000,1195
-2.57275,-2.09292,-2.00994,0.0613094,6.6463,0.195462,0.147136,504000,1197
-2.50314,-2.10562,-2.03255,0.0557006,6.62896,0.195103,0.147307,505000,1201
-2.55363,-2.13509,-2.01533,0.0598983,6.78598,0.189352,0.146695,506000,1203
-2.5385,-2.12755,-2.02319,0.0622429,6.55013,0.194537,0.146483,507000,1205
-2.58738,-2.14424,-1.99663,0.0624251,6.78086,0.192649,0.147606,508000,1208
-2.65704,-2.12893,-2.0404,0.0678841,6.6456,0.192431,0.146757,509000,1211
-2.65142,-2.14246,-2.05577,0.0625001,6.61492,0.191656,0.147207,510000,1213
-2.58536,-2.13955,-2.05616,0.0596822,6.60556,0.194788,0.143268,511000,1215
-2.50088,-2.15699,-2.03908,0.0556727,6.71808,0.193259,0.144152,512000,1218
-2.6789,-2.16432,-2.04966,0.06221,6.57109,0.190835,0.144732,513000,1220
-2.58471,-2.15357,-2.04128,0.0665391,6.56644,0.190501,0.147085,514000,1222
-2.62112,-2.14719,-2.05181,0.0686511,6.74189,0.192613,0.146343,515000,1226
-2.65589,-2.13999,-2.04425,0.068021,6.77108,0.192427,0.147014,516000,1229
-2.62381,-2.15912,-2.02725,0.0668447,6.7622,0.19454,0.144159,517000,1232
-2.64102,-2.14336,-2.0384,0.0628486,6.7645,0.189654,0.144385,518000,1234
-2.59725,-2.14723,-2.0585,0.0618951,6.79321,0.190163,0.146321,519000,1236
-2.60944,-2.15306,-2.03024,0.0561516,6.63183,0.192013,0.144848,520000,1239
-2.51003,-2.13839,-2.00422,0.0556095,6.61502,0.189394,0.148725,521000,1242
-2.65441,-2.13336,-2.04132,0.0636722,6.69788,0.192552,0.144176,522000,1245
-2.53207,-2.15499,-2.03351,0.059346,6.794,0.195416,0.14393,523000,1249
-2.56792,-2.16038,-2.02314,0.0597107,6.63495,0.193999,0.145065,524000,1251
-2.49438,-2.15859,-2.0368,0.0593131,6.62433,0.19089,0.146539,525000,1254
-2.57426,-2.14877,-2.02288,0.0589143,6.76783,0.19246,0.144688,526000,1256
-2.46083,-2.15854,-2.03288,0.0513425,6.58332,0.19067,0.14476,527000,1258
-2.69121,-2.12969,-2.04135,0.0632339,6.59532,0.191964,0.146517,528000,1260
-2.58789,-2.15764,-2.03854,0.0618127,6.61086,0.193828,0.14439,529000,1262
-2.49143,-2.16634,-2.01202,0.0481016,6.69276,0.192859,0.146126,530000,1265
-2.50404,-2.14394,-2.02077,0.0567493,6.57615,0.18894,0.146766,531000,1267
-2.59394,-2.14404,-2.03892,0.0565745,6.56483,0.192528,0.143023,532000,1269
-2.51288,-2.12806,-2.02302,0.0549636,6.64329,0.191402,0.146067,533000,1272
-2.61564,-2.15795,-2.03415,0.0642897,6.59401,0.192171,0.145188,534000,1276
-2.52161,-2.1656,-2.03732,0.056284,6.67688,0.193071,0.145047,535000,1279
-2.6351,-2.11481,-2.03539,0.061399,6.62061,0.187783,0.146154,536000,1281
-2.50586,-2.11725,-2.01073,0.0539344,6.76146,0.190722,0.145885,537000,1284
-2.56664,-2.13583,-2.05866,0.0597694,6.81893,0.191587,0.144853,538000,1287
-2.58387,-2.12738,-1.9898,0.0564287,6.59696,0.189791,0.1453,539000,1290
-2.62229,-2.12728,-2.0491,0.0660809,6.6765,0.189804,0.147536,540000,1292
-2.56649,-2.18189,-2.00665,0.0573176,6.66841,0.194327,0.145111,541000,1294
-2.52407,-2.15028,-2.04494,0.0538286,6.74358,0.190195,0.143781,542000,1298
-2.53565,-2.14568,-2.03126,0.0540591,6.80372,0.189725,0.145217,543000,1301
-2.41276,-2.14187,-2.03603,0.0444337,6.70878,0.191223,0.145021,544000,1303
-2.52953,-2.14403,-2.03728,0.0577849,6.73152,0.19083,0.145963,545000,1306
-2.62907,-2.14592,-2.04879,0.0670644,6.68379,0.190622,0.147123,546000,1308
-2.50883,-2.14845,-2.00827,0.0543058,6.63993,0.194372,0.147122,547000,1311
-2.59143,-2.14249,-2.02038,0.0633136,6.61667,0.191479,0.145393,548000,1314
-2.5687,-2.17657,-2.06716,0.0598848,6.6691,0.187342,0.14226,549000,1317
-2.50158,-2.13978,-2.01324,0.0548636,6.57047,0.193656,0.146319,550000,1320
-2.64767,-2.15271,-2.02354,0.0713472,6.81887,0.192781,0.149072,551000,1322
-2.53239,-2.15476,-2.02782,0.0550271,6.59502,0.190804,0.144458,552000,1324
-2.61667,-2.14656,-2.01682,0.0624362,6.74321,0.188911,0.146548,553000,1327
-2.59412,-2.16249,-2.05179,0.0587674,6.66953,0.193189,0.143563,554000,1330
-2.53879,-2.16572,-2.07099,0.0588301,6.5848,0.191897,0.14281,555000,1333
-2.62186,-2.17636,-2.03673,0.0646524,6.66947,0.19137,0.145466,556000,1335
-2.59027,-2.16057,-2.04905,0.0590803,6.67811,0.192602,0.143152,557000,1338
-2.67173,-2.12104,-2.03591,0.068043,6.67453,0.190945,0.147325,558000,1341
-2.60501,-2.149,-2.02673,0.0679158,6.71217,0.192008,0.146859,559000,1343
-2.6438,-2.14813,-2.02255,0.0670929,6.72024,0.189538,0.147143,560000,1347
-2.47127,-2.13503,-2.06109,0.0549586,6.65376,0.193496,0.145832,561000,1349
-2.5243,-2.12708,-2.03602,0.0574262,6.65625,0.193096,0.145224,562000,1352
-2.57967,-2.13213,-2.04649,0.0680253,6.5902,0.190989,0.145979,563000,1354
-2.51756,-2.17417,-2.00712,0.0560144,6.70467,0.192556,0.14575,564000,1356
-2.53904,-2.15426,-2.04486,0.0523718,6.57835,0.192015,0.144237,565000,1359
-2.50824,-2.16822,-2.03673,0.0529637,6.7157,0.191495,0.144274,566000,1361
-2.5957,-2.1536,-2.04887,0.0569598,6.83398,0.192163,0.147001,567000,1363
-2.50684,-2.16359,-2.02819,0.0510658,6.66768,0.195307,0.146206,568000,1365
-2.63706,-2.15131,-2.03568,0.0595741,6.62729,0.195304,0.142374,569000,1369
-2.48483,-2.16857,-2.03795,0.0543952,6.59091,0.193014,0.144228,570000,1371
-2.53829,-2.16003,-2.04741,0.0516091,6.74494,0.192511,0.143894,571000,1373
-2.62451,-2.14311,-2.02797,0.0622878,6.60186,0.195673,0.147913,572000,1375
-2.61545,-2.14081,-2.04996,0.0589076,6.61477,0.188758,0.142844,573000,1378
-2.60945,-2.1484,-2.06513,0.065854,6.75286,0.192878,0.144871,574000,1380
-2.57589,-2.16567,-2.03666,0.057419,6.70886,0.18911,0.145464,575000,1382
-2.57075,-2.13253,-2.04637,0.0590907,6.6953,0.190975,0.145671,576000,1384
-2.45283,-2.13107,-2.05858,0.0534026,6.663,0.190003,0.145163,577000,1387
-2.57796,-2.12089,-2.02502,0.0664101,6.68471,0.195546,0.147008,578000,1389
-2.64883,-2.16885,-2.02722,0.0627346,6.58849,0.193476,0.144773,579000,1392
-2.5954,-2.16529,-2.03407,0.0635055,6.61636,0.194047,0.146196,580000,1394
-2.68832,-2.13872,-2.02845,0.0634972,6.54965,0.190876,0.146118,581000,1397
-2.65506,-2.15483,-2.02333,0.0662876,6.68452,0.193158,0.145092,582000,1401
-2.59527,-2.16474,-2.02143,0.0602563,6.60622,0.189436,0.143384,583000,1403
-2.50703,-2.13741,-2.04645,0.0549865,6.69022,0.19291,0.145064,584000,1406
-2.64717,-2.16582,-2.03944,0.0647723,6.79156,0.189802,0.144949,585000,1408
-2.51371,-2.1648,-2.01443,0.0636189,6.67947,0.190317,0.144803,586000,1411
-2.61977,-2.17244,-2.06401,0.0631142,6.86289,0.189763,0.1435,587000,1414
-2.55283,-2.15994,-2.06108,0.054001,6.57609,0.187966,0.143794,588000,1416
-2.50173,-2.15339,-2.03808,0.0555753,6.60818,0.190079,0.145653,589000,1418
-2.53425,-2.1611,-2.02377,0.0528875,6.77801,0.189101,0.144282,590000,1420
-2.64493,-2.15123,-2.03709,0.0630689,6.70194,0.19171,0.145398,591000,1423
-2.50594,-2.15099,-2.01368,0.0549484,6.55091,0.195473,0.146199,592000,1426
-2.61031,-2.16881,-2.04005,0.0603904,6.65481,0.193051,0.145515,593000,1428
-2.63341,-2.13749,-2.03981,0.0650312,6.62696,0.191177,0.146135,594000,1431
-2.59259,-2.16502,-2.06506,0.0680498,6.67233,0.192119,0.145793,595000,1433
-2.58355,-2.16053,-2.04545,0.059281,6.70059,0.187763,0.142429,596000,1436
-2.60957,-2.15219,-2.02302,0.0614184,6.58209,0.191632,0.146081,597000,1438
-2.70301,-2.16806,-2.06044,0.068661,6.74579,0.189876,0.14539,598000,1441
-2.61315,-2.20205,-1.98849,0.0679632,6.69298,0.190297,0.144491,599000,1444
-2.6936,-2.17694,-2.02523,0.06446,6.60729,0.19392,0.142485,600000,1446
-2.74144,-2.14418,-2.03784,0.0683383,6.65252,0.193021,0.143906,601000,1449
-2.7086,-2.15677,-2.03419,0.0636907,6.74286,0.190737,0.144736,602000,1453
-2.67353,-2.14179,-2.01717,0.0633197,6.70238,0.195494,0.145616,603000,1455
-2.54158,-2.12106,-2.02888,0.0593297,6.78784,0.193401,0.145519,604000,1457
-2.69383,-2.15809,-2.02385,0.0617583,6.74994,0.189188,0.143329,605000,1460
-2.64945,-2.16652,-2.01741,0.0597406,6.68282,0.188585,0.143812,606000,1463
-2.60307,-2.1521,-2.01739,0.0663134,6.71255,0.190367,0.145952,607000,1466
-2.70654,-2.15393,-2.04535,0.0640476,6.78539,0.187966,0.143677,608000,1469
-2.656,-2.14976,-2.03507,0.0624778,6.71705,0.190311,0.146618,609000,1473
-2.61248,-2.15523,-2.04711,0.0671036,6.7404,0.194721,0.1447,610000,1476
-2.53489,-2.1667,-2.03013,0.058251,6.63864,0.190663,0.146059,611000,1479
-2.63956,-2.17369,-2.03592,0.0635008,6.55058,0.188068,0.146325,612000,1482
-2.51751,-2.15013,-2.02735,0.0525061,6.66022,0.188427,0.144429,613000,1484
-2.67907,-2.16702,-2.0497,0.0647543,6.67679,0.188692,0.145036,614000,1487
